bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,bowler_link,inningbowled,avg_bowling_economy,bowling SR,avg_bowling_strike,bowling_avg,average_bowling_avg,dot_ball_percentage,average_dot_ball_%
Aftab Alam,7.0,1,54,1,7.71,19,7,1,0,0,https://www.espncricinfo.com/cricketers/aftab-alam-440963,3,5.47,42.0,29.1,54.0,34.5,45.24,57.1
Aiden Markram,3.0,0,16,0,5.33,10,1,1,0,0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,3,6.14,0.0,24.0,0.0,22.0,55.56,43.52
Aiden Markram,5.0,0,38,0,7.6,10,4,1,0,0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,3,6.14,0.0,24.0,0.0,22.0,33.33,43.52
Aiden Markram,4.0,0,22,1,5.5,10,1,0,1,0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,3,6.14,24.0,24.0,22.0,22.0,41.67,43.52
Andile Phehlukwayo,8.3,0,73,1,8.58,17,7,2,3,1,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,8,5.61,49.8,38.14,73.0,36.25,34.14,49.66
Andile Phehlukwayo,8.0,1,18,2,2.25,36,1,0,0,0,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,8,5.61,24.0,38.14,9.0,36.25,75.0,49.66
Andile Phehlukwayo,8.0,0,44,1,5.5,23,4,0,4,0,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,8,5.61,48.0,38.14,44.0,36.25,47.92,49.66
Andile Phehlukwayo,2.5,0,22,2,7.76,5,2,0,1,0,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,8,5.61,7.5,38.14,11.0,36.25,33.33,49.66
Andile Phehlukwayo,10.0,1,52,2,5.2,28,4,0,3,0,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,8,5.61,30.0,38.14,26.0,36.25,46.67,49.66
Andile Phehlukwayo,8.3,0,40,1,4.7,30,5,0,1,0,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,8,5.61,49.8,38.14,40.0,36.25,60.24,49.66
Andile Phehlukwayo,8.0,0,38,1,4.75,24,3,0,2,0,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,8,5.61,48.0,38.14,38.0,36.25,50.0,49.66
Andile Phehlukwayo,8.0,0,49,1,6.12,24,4,1,2,1,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,8,5.61,48.0,38.14,49.0,36.25,50.0,49.66
Andre Russell,8.0,0,41,2,5.12,31,3,1,5,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,4,5.11,24.0,23.0,20.5,21.5,64.58,61.28
Andre Russell,3.0,1,4,2,1.33,14,0,0,0,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,4,5.11,9.0,23.0,2.0,21.5,77.78,61.28
Andre Russell,2.0,0,14,0,7.0,7,2,0,1,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,4,5.11,0.0,23.0,0.0,21.5,58.33,61.28
Andre Russell,6.0,0,42,1,7.0,16,3,1,1,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,4,5.11,36.0,23.0,42.0,21.5,44.44,61.28
Angelo Mathews,2.0,0,6,1,3.0,7,0,0,0,0,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,1,3.0,12.0,12.0,6.0,6.0,58.33,58.33
Ashley Nurse,5.0,0,31,0,6.2,8,2,0,2,0,https://www.espncricinfo.com/cricketers/ashley-nurse-315594,2,6.16,0.0,0.0,0.0,0.0,26.67,25.37
Ashley Nurse,9.0,0,55,0,6.11,13,3,0,0,0,https://www.espncricinfo.com/cricketers/ashley-nurse-315594,2,6.16,0.0,0.0,0.0,0.0,24.07,25.37
Ben Stokes,6.0,0,29,1,4.83,17,2,0,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,11,4.92,36.0,21.38,29.0,13.17,47.22,50.62
Ben Stokes,4.0,0,12,0,3.0,13,0,0,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,11,4.92,0.0,21.38,0.0,13.17,54.17,50.62
Ben Stokes,5.0,0,10,1,2.0,21,0,0,1,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,11,4.92,30.0,21.38,10.0,13.17,70.0,50.62
Ben Stokes,5.0,0,16,0,3.2,20,2,0,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,11,4.92,0.0,21.38,0.0,13.17,66.67,50.62
Ben Stokes,4.0,0,34,0,8.5,7,5,0,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,11,4.92,0.0,21.38,0.0,13.17,29.17,50.62
Ben Stokes,2.5,0,12,2,4.23,11,2,0,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,11,4.92,7.5,21.38,6.0,13.17,73.33,50.62
Ben Stokes,4.0,0,25,0,6.25,10,3,0,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,11,4.92,0.0,21.38,0.0,13.17,41.67,50.62
Ben Stokes,7.0,0,43,0,6.14,15,4,0,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,11,4.92,0.0,21.38,0.0,13.17,35.71,50.62
Ben Stokes,4.0,0,22,0,5.5,12,2,0,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,11,4.92,0.0,21.38,0.0,13.17,50.0,50.62
Ben Stokes,6.0,1,23,3,3.83,20,1,0,1,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,11,4.92,12.0,21.38,7.67,13.17,55.56,50.62
Ben Stokes,3.0,0,20,0,6.66,6,2,0,2,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,11,4.92,0.0,21.38,0.0,13.17,33.33,50.62
Beuran Hendricks,5.0,1,25,0,5.0,21,5,0,1,0,https://www.espncricinfo.com/cricketers/beuran-hendricks-379927,1,5.0,0.0,0.0,0.0,0.0,70.0,70.0
Bhuvneshwar Kumar,10.0,0,73,1,7.3,26,10,0,3,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,6,4.94,60.0,36.8,73.0,35.4,43.33,55.8
Bhuvneshwar Kumar,10.0,0,44,2,4.4,33,3,0,2,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,6,4.94,30.0,36.8,22.0,35.4,55.0,55.8
Bhuvneshwar Kumar,10.0,0,50,3,5.0,31,5,0,1,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,6,4.94,20.0,36.8,16.67,35.4,51.67,55.8
Bhuvneshwar Kumar,2.4,0,8,0,3.0,12,1,0,1,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,6,4.94,0.0,36.8,0.0,35.4,83.33,55.8
Bhuvneshwar Kumar,10.0,1,43,3,4.3,32,2,0,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,6,4.94,20.0,36.8,14.33,35.4,53.33,55.8
Bhuvneshwar Kumar,9.0,0,51,1,5.66,26,2,1,3,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,6,4.94,54.0,36.8,51.0,35.4,48.15,55.8
Carlos Brathwaite,7.0,0,53,0,7.57,15,5,0,1,0,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,7,7.49,0.0,17.17,0.0,22.36,35.71,35.05
Carlos Brathwaite,4.0,0,14,0,3.5,14,1,0,0,0,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,7,7.49,0.0,17.17,0.0,22.36,58.33,35.05
Carlos Brathwaite,6.0,0,58,2,9.66,8,3,3,1,0,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,7,7.49,18.0,17.17,29.0,22.36,22.22,35.05
Carlos Brathwaite,3.0,0,33,0,11.0,0,3,0,2,0,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,7,7.49,0.0,17.17,0.0,22.36,0.0,35.05
Carlos Brathwaite,10.0,0,67,3,6.7,31,9,1,2,0,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,7,7.49,20.0,17.17,22.33,22.36,51.67,35.05
Carlos Brathwaite,9.0,0,63,4,7.0,22,3,3,3,1,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,7,7.49,13.5,17.17,15.75,22.36,40.74,35.05
Carlos Brathwaite,5.0,0,35,0,7.0,11,4,0,1,0,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,7,7.49,0.0,17.17,0.0,22.36,36.67,35.05
Chris Gayle,2.0,0,22,0,11.0,2,2,0,1,0,https://www.espncricinfo.com/cricketers/chris-gayle-51880,4,6.02,0.0,24.0,0.0,18.0,16.67,37.36
Chris Gayle,5.0,0,22,0,4.4,14,1,0,2,0,https://www.espncricinfo.com/cricketers/chris-gayle-51880,4,6.02,0.0,24.0,0.0,18.0,46.67,37.36
Chris Gayle,2.0,0,8,1,4.0,5,0,0,1,0,https://www.espncricinfo.com/cricketers/chris-gayle-51880,4,6.02,12.0,24.0,8.0,18.0,41.67,37.36
Chris Gayle,6.0,0,28,1,4.66,16,1,0,1,0,https://www.espncricinfo.com/cricketers/chris-gayle-51880,4,6.02,36.0,24.0,28.0,18.0,44.44,37.36
Chris Morris,9.0,0,61,0,6.77,24,9,0,0,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,7,5.22,0.0,32.47,0.0,28.58,44.44,57.43
Chris Morris,10.0,3,36,1,3.6,43,5,0,1,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,7,5.22,60.0,32.47,36.0,28.58,71.67,57.43
Chris Morris,9.0,0,63,1,7.0,24,7,2,0,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,7,5.22,54.0,32.47,63.0,28.58,44.44,57.43
Chris Morris,9.3,0,46,3,4.84,36,4,1,3,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,7,5.22,18.6,32.47,15.33,28.58,64.52,57.43
Chris Morris,10.0,0,49,3,4.9,34,6,0,0,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,7,5.22,20.0,32.47,16.33,28.58,56.67,57.43
Chris Morris,10.0,0,73,2,7.3,23,8,1,2,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,7,5.22,30.0,32.47,36.5,28.58,38.33,57.43
Chris Morris,6.1,2,13,3,2.1,30,1,0,0,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,7,5.22,12.2,32.47,4.33,28.58,81.97,57.43
Chris Woakes,8.0,0,44,1,5.5,29,6,0,1,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,11,5.15,48.0,27.25,44.0,22.08,60.42,58.63
Chris Woakes,5.0,0,24,0,4.8,20,4,0,0,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,11,5.15,0.0,27.25,0.0,22.08,66.67,58.63
Chris Woakes,8.0,0,67,0,8.37,13,9,0,0,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,11,5.15,0.0,27.25,0.0,22.08,27.08,58.63
Chris Woakes,10.0,3,58,2,5.8,35,7,1,0,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,11,5.15,30.0,27.25,29.0,22.08,58.33,58.63
Chris Woakes,8.0,1,71,3,8.87,19,10,1,2,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,11,5.15,16.0,27.25,23.67,22.08,39.58,58.63
Chris Woakes,10.0,0,46,2,4.6,35,6,0,1,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,11,5.15,30.0,27.25,23.0,22.08,58.33,58.63
Chris Woakes,5.0,0,22,1,4.4,17,2,0,0,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,11,5.15,30.0,27.25,22.0,22.08,56.67,58.63
Chris Woakes,5.0,2,16,1,3.2,23,1,1,1,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,11,5.15,30.0,27.25,16.0,22.08,76.67,58.63
Chris Woakes,9.0,0,41,0,4.55,30,3,1,2,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,11,5.15,0.0,27.25,0.0,22.08,55.56,58.63
Chris Woakes,9.0,0,37,3,4.11,37,3,0,4,1,https://www.espncricinfo.com/cricketers/chris-woakes-247235,11,5.15,18.0,27.25,12.33,22.08,68.52,58.63
Chris Woakes,8.0,0,20,3,2.5,37,3,0,0,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,11,5.15,16.0,27.25,6.67,22.08,77.08,58.63
Colin Munro,1.0,0,9,0,9.0,1,1,0,1,0,https://www.espncricinfo.com/cricketers/colin-munro-232359,1,9.0,0.0,0.0,0.0,0.0,16.67,16.67
Colin de Grandhomme,2.0,0,14,1,7.0,5,0,1,0,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,10,5.38,12.0,38.0,14.0,24.5,41.67,51.58
Colin de Grandhomme,4.0,1,14,1,3.5,16,2,0,0,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,10,5.38,24.0,38.0,14.0,24.5,66.67,51.58
Colin de Grandhomme,10.0,0,33,1,3.3,36,1,0,0,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,10,5.38,60.0,38.0,33.0,24.5,60.0,51.58
Colin de Grandhomme,1.0,0,11,0,11.0,1,2,0,0,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,10,5.38,0.0,38.0,0.0,24.5,16.67,51.58
Colin de Grandhomme,2.0,0,12,0,6.0,6,1,0,0,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,10,5.38,0.0,38.0,0.0,24.5,50.0,51.58
Colin de Grandhomme,2.0,0,13,0,6.5,4,0,0,1,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,10,5.38,0.0,38.0,0.0,24.5,33.33,51.58
Colin de Grandhomme,10.0,2,25,1,2.5,41,1,0,1,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,10,5.38,60.0,38.0,25.0,24.5,68.33,51.58
Colin de Grandhomme,8.0,1,29,0,3.62,31,3,0,1,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,10,5.38,0.0,38.0,0.0,24.5,64.58,51.58
Colin de Grandhomme,8.0,0,39,1,4.87,25,4,0,1,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,10,5.38,48.0,38.0,39.0,24.5,52.08,51.58
Colin de Grandhomme,4.0,0,22,1,5.5,15,4,0,0,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,10,5.38,24.0,38.0,22.0,24.5,62.5,51.58
Dawlat Zadran,10.0,0,85,3,8.5,25,8,3,4,0,https://www.espncricinfo.com/cricketers/dawlat-zadran-516561,5,7.16,20.0,29.75,28.33,36.46,41.67,51.89
Dawlat Zadran,9.0,1,73,2,8.11,28,6,4,1,0,https://www.espncricinfo.com/cricketers/dawlat-zadran-516561,5,7.16,27.0,29.75,36.5,36.46,51.85,51.89
Dawlat Zadran,6.0,0,34,2,5.66,24,5,0,3,0,https://www.espncricinfo.com/cricketers/dawlat-zadran-516561,5,7.16,18.0,29.75,17.0,36.46,66.67,51.89
Dawlat Zadran,9.0,0,64,1,7.11,23,5,1,3,0,https://www.espncricinfo.com/cricketers/dawlat-zadran-516561,5,7.16,54.0,29.75,64.0,36.46,42.59,51.89
Dawlat Zadran,5.0,0,32,0,6.4,17,3,1,1,1,https://www.espncricinfo.com/cricketers/dawlat-zadran-516561,5,7.16,0.0,29.75,0.0,36.46,56.67,51.89
Dhananjaya de Silva,6.0,0,51,0,8.5,13,3,3,1,0,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,6,5.65,0.0,20.0,0.0,15.33,36.11,46.57
Dhananjaya de Silva,10.0,0,49,0,4.9,31,4,1,0,0,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,6,5.65,0.0,20.0,0.0,15.33,51.67,46.57
Dhananjaya de Silva,8.0,0,40,2,5.0,24,1,2,2,0,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,6,5.65,24.0,20.0,20.0,15.33,50.0,46.57
Dhananjaya de Silva,1.0,0,7,0,7.0,2,1,0,0,0,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,6,5.65,0.0,20.0,0.0,15.33,33.33,46.57
Dhananjaya de Silva,4.0,0,18,0,4.5,14,2,0,1,0,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,6,5.65,0.0,20.0,0.0,15.33,58.33,46.57
Dhananjaya de Silva,8.0,0,32,3,4.0,24,0,1,0,0,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,6,5.65,16.0,20.0,10.67,15.33,50.0,46.57
Dimuth Karunaratne,1.0,0,7,0,7.0,4,0,1,0,0,https://www.espncricinfo.com/cricketers/dimuth-karunaratne-227772,1,7.0,0.0,0.0,0.0,0.0,66.67,66.67
Dwaine Pretorius,10.0,2,25,3,2.5,46,3,0,1,0,https://www.espncricinfo.com/cricketers/dwaine-pretorius-327830,3,4.33,20.0,19.0,8.33,10.92,76.67,63.12
Dwaine Pretorius,6.0,2,27,2,4.5,26,5,0,1,0,https://www.espncricinfo.com/cricketers/dwaine-pretorius-327830,3,4.33,18.0,19.0,13.5,10.92,72.22,63.12
Dwaine Pretorius,7.0,0,42,0,6.0,17,5,0,0,0,https://www.espncricinfo.com/cricketers/dwaine-pretorius-327830,3,4.33,0.0,19.0,0.0,10.92,40.48,63.12
Fabian Allen,10.0,0,52,0,5.2,27,5,0,0,0,https://www.espncricinfo.com/cricketers/fabian-allen-670013,3,6.45,0.0,48.0,0.0,44.0,45.0,40.23
Fabian Allen,8.0,0,44,1,5.5,23,4,1,0,0,https://www.espncricinfo.com/cricketers/fabian-allen-670013,3,6.45,48.0,48.0,44.0,44.0,47.92,40.23
Fabian Allen,3.0,0,26,0,8.66,5,4,0,0,0,https://www.espncricinfo.com/cricketers/fabian-allen-670013,3,6.45,0.0,48.0,0.0,44.0,27.78,40.23
Glenn Maxwell,7.0,0,58,0,8.28,13,4,3,1,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,8,6.31,0.0,0.0,0.0,0.0,30.95,40.61
Glenn Maxwell,10.0,0,46,0,4.6,26,1,1,1,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,8,6.31,0.0,0.0,0.0,0.0,43.33,40.61
Glenn Maxwell,7.0,0,45,0,6.42,14,4,1,0,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,8,6.31,0.0,0.0,0.0,0.0,33.33,40.61
Glenn Maxwell,4.0,0,18,0,4.5,10,1,0,0,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,8,6.31,0.0,0.0,0.0,0.0,41.67,40.61
Glenn Maxwell,3.0,0,25,0,8.33,5,3,0,0,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,8,6.31,0.0,0.0,0.0,0.0,27.78,40.61
Glenn Maxwell,2.0,0,15,0,7.5,7,0,2,0,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,8,6.31,0.0,0.0,0.0,0.0,58.33,40.61
Glenn Maxwell,6.0,1,31,0,5.16,19,3,0,0,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,8,6.31,0.0,0.0,0.0,0.0,52.78,40.61
Glenn Maxwell,10.0,0,57,0,5.7,22,1,2,1,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,8,6.31,0.0,0.0,0.0,0.0,36.67,40.61
Gulbadin Naib,5.0,0,32,1,6.4,16,2,1,2,1,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,9,6.49,30.0,28.6,32.0,27.43,53.33,43.88
Gulbadin Naib,10.0,0,68,3,6.8,29,3,5,0,1,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,9,6.49,20.0,28.6,22.67,27.43,48.33,43.88
Gulbadin Naib,4.0,0,38,0,9.5,6,3,0,2,3,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,9,6.49,0.0,28.6,0.0,27.43,25.0,43.88
Gulbadin Naib,10.0,1,56,2,5.6,23,4,0,0,0,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,9,6.49,30.0,28.6,28.0,27.43,38.33,43.88
Gulbadin Naib,9.0,0,51,2,5.66,20,2,0,2,0,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,9,6.49,27.0,28.6,25.5,27.43,37.04,43.88
Gulbadin Naib,6.0,0,29,1,4.83,18,3,0,0,0,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,9,6.49,36.0,28.6,29.0,27.43,50.0,43.88
Gulbadin Naib,3.0,0,18,0,6.0,10,1,1,0,0,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,9,6.49,0.0,28.6,0.0,27.43,55.56,43.88
Gulbadin Naib,9.4,0,73,0,7.55,20,9,0,1,0,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,9,6.49,0.0,28.6,0.0,27.43,35.46,43.88
Gulbadin Naib,9.0,1,55,0,6.11,28,8,0,1,1,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,9,6.49,0.0,28.6,0.0,27.43,51.85,43.88
Hamid Hassan,2.0,0,13,0,6.5,8,3,0,0,0,https://www.espncricinfo.com/cricketers/hamid-hassan-311427,5,4.72,0.0,42.0,0.0,53.0,66.67,62.22
Hamid Hassan,6.0,2,15,0,2.5,28,2,0,1,0,https://www.espncricinfo.com/cricketers/hamid-hassan-311427,5,4.72,0.0,42.0,0.0,53.0,77.78,62.22
Hamid Hassan,7.0,0,53,1,7.57,17,4,0,2,0,https://www.espncricinfo.com/cricketers/hamid-hassan-311427,5,4.72,42.0,42.0,53.0,53.0,40.48,62.22
Hamid Hassan,4.0,1,11,0,2.75,16,1,0,0,0,https://www.espncricinfo.com/cricketers/hamid-hassan-311427,5,4.72,0.0,42.0,0.0,53.0,66.67,62.22
Hamid Hassan,7.0,0,30,0,4.28,25,3,0,3,0,https://www.espncricinfo.com/cricketers/hamid-hassan-311427,5,4.72,0.0,42.0,0.0,53.0,59.52,62.22
Hardik Pandya,6.0,0,31,0,5.16,16,2,0,0,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,9,5.63,0.0,37.33,0.0,33.42,44.44,43.87
Hardik Pandya,10.0,0,55,1,5.5,29,5,0,5,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,9,5.63,60.0,37.33,55.0,33.42,48.33,43.87
Hardik Pandya,10.0,0,68,0,6.8,24,6,1,2,1,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,9,5.63,0.0,37.33,0.0,33.42,40.0,43.87
Hardik Pandya,10.0,0,60,3,6.0,26,5,1,2,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,9,5.63,20.0,37.33,20.0,33.42,43.33,43.87
Hardik Pandya,5.0,0,28,1,5.6,13,3,0,0,1,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,9,5.63,30.0,37.33,28.0,33.42,43.33,43.87
Hardik Pandya,10.0,1,51,2,5.1,32,3,0,2,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,9,5.63,30.0,37.33,25.5,33.42,53.33,43.87
Hardik Pandya,10.0,0,60,0,6.0,22,4,1,1,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,9,5.63,0.0,37.33,0.0,33.42,36.67,43.87
Hardik Pandya,8.0,0,44,2,5.5,21,5,0,1,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,9,5.63,24.0,37.33,22.0,33.42,43.75,43.87
Hardik Pandya,10.0,0,50,1,5.0,25,4,0,1,1,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,9,5.63,60.0,37.33,50.0,33.42,41.67,43.87
Hasan Ali,10.0,0,66,0,6.6,20,5,0,1,0,https://www.espncricinfo.com/cricketers/hasan-ali-681305,4,8.1,0.0,57.0,0.0,75.5,33.33,40.72
Hasan Ali,10.0,0,67,1,6.7,28,9,0,3,1,https://www.espncricinfo.com/cricketers/hasan-ali-681305,4,8.1,60.0,57.0,67.0,75.5,46.67,40.72
Hasan Ali,4.0,0,39,0,9.75,11,4,2,1,0,https://www.espncricinfo.com/cricketers/hasan-ali-681305,4,8.1,0.0,57.0,0.0,75.5,45.83,40.72
