bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,bowler_link,match_id
Mitchell Starc,9,0,70,1,7.77,31,12,1,3,0,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,scorecard
Pat Cummins,7,0,34,1,4.85,28,4,0,2,0,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Nathan Lyon,5,0,49,0,9.80,9,7,1,0,0,https://www.espncricinfo.com/cricketers/nathan-lyon-272279,scorecard
Steven Smith,1,0,21,0,21.00,1,0,3,1,0,https://www.espncricinfo.com/cricketers/steven-smith-267192,scorecard
Marcus Stoinis,2,0,13,0,6.50,7,2,0,1,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Bhuvneshwar Kumar,10,1,43,3,4.30,32,2,0,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Jasprit Bumrah,10,1,39,1,3.90,31,1,0,0,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Hardik Pandya,10,0,55,1,5.50,29,5,0,5,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Ravindra Jadeja,10,0,34,1,3.40,38,2,0,0,0,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Yuzvendra Chahal,10,0,63,1,6.30,28,5,1,4,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Trent Boult,10,2,42,2,4.20,36,4,0,3,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Matt Henry,10,1,37,3,3.70,42,5,0,3,0,https://www.espncricinfo.com/cricketers/matt-henry-506612,scorecard
Lockie Ferguson,10,0,43,1,4.30,36,1,2,2,0,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Colin de Grandhomme,2,0,13,0,6.50,4,0,0,1,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,scorecard
James Neesham,7.3,0,49,1,6.53,22,3,1,3,0,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Mitchell Santner,10,2,34,2,3.40,40,0,2,1,0,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Mitchell Starc,9,0,59,2,6.55,27,7,0,4,0,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,scorecard
Jason Behrendorff,8,0,55,1,6.87,21,6,1,0,0,https://www.espncricinfo.com/cricketers/jason-behrendorff-272477,scorecard
Nathan Lyon,10,0,53,2,5.30,32,4,2,0,0,https://www.espncricinfo.com/cricketers/nathan-lyon-272279,scorecard
Pat Cummins,9,0,66,1,7.33,28,6,2,3,0,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Steven Smith,1,0,5,0,5.00,4,1,0,0,0,https://www.espncricinfo.com/cricketers/steven-smith-267192,scorecard
Marcus Stoinis,3,0,19,0,6.33,5,1,0,1,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Glenn Maxwell,10,0,57,0,5.70,22,1,2,1,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Imran Tahir,9,0,59,1,6.55,23,7,1,0,0,https://www.espncricinfo.com/cricketers/imran-tahir-40618,scorecard
Kagiso Rabada,10,0,56,3,5.60,33,6,1,0,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Dwaine Pretorius,6,2,27,2,4.50,26,5,0,1,0,https://www.espncricinfo.com/cricketers/dwaine-pretorius-327830,scorecard
Chris Morris,9,0,63,1,7.00,24,7,2,0,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Tabraiz Shamsi,9,0,62,0,6.88,20,7,0,1,0,https://www.espncricinfo.com/cricketers/tabraiz-shamsi-379145,scorecard
Andile Phehlukwayo,2.5,0,22,2,7.76,5,2,0,1,0,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,scorecard
Jean-Paul Duminy,4,0,22,0,5.50,11,3,0,0,0,https://www.espncricinfo.com/cricketers/jean-paul-duminy-44932,scorecard
Bhuvneshwar Kumar,10,0,73,1,7.30,26,10,0,3,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Jasprit Bumrah,10,2,37,3,3.70,36,3,0,2,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Hardik Pandya,10,0,50,1,5.00,25,4,0,1,1,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Ravindra Jadeja,10,0,40,1,4.00,37,1,2,0,0,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Kuldeep Yadav,10,0,58,1,5.80,26,6,0,1,0,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Lasith Malinga,10,1,82,1,8.20,20,12,0,4,0,https://www.espncricinfo.com/cricketers/lasith-malinga-49758,scorecard
Kasun Rajitha,8,0,47,1,5.87,26,8,0,0,0,https://www.espncricinfo.com/cricketers/kasun-rajitha-499594,scorecard
Isuru Udana,9.3,0,50,1,5.26,29,6,0,0,0,https://www.espncricinfo.com/cricketers/isuru-udana-328026,scorecard
Thisara Perera,10,0,34,0,3.40,32,1,0,0,0,https://www.espncricinfo.com/cricketers/thisara-perera-233514,scorecard
Dhananjaya de Silva,6,0,51,0,8.50,13,3,3,1,0,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,scorecard
Mehidy Hasan Miraz,10,0,30,1,3.00,38,0,0,1,0,https://www.espncricinfo.com/cricketers/mehidy-hasan-miraz-629063,scorecard
Mohammad Saifuddin,9,0,77,3,8.55,22,10,1,3,1,https://www.espncricinfo.com/cricketers/mohammad-saifuddin-629070,scorecard
Mustafizur Rahman,10,0,75,5,7.50,24,12,0,1,0,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,scorecard
Mashrafe Mortaza,7,0,46,0,6.57,12,2,0,0,0,https://www.espncricinfo.com/cricketers/mashrafe-mortaza-56007,scorecard
Shakib Al Hasan,10,0,57,0,5.70,20,3,0,1,0,https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,scorecard
Mosaddek Hossain,4,0,27,0,6.75,10,3,0,1,0,https://www.espncricinfo.com/cricketers/mosaddek-hossain-550133,scorecard
Mohammad Hafeez,6,1,32,0,5.33,18,4,0,0,0,https://www.espncricinfo.com/cricketers/mohammad-hafeez-41434,scorecard
Mohammad Amir,7,0,31,1,4.42,23,3,0,1,0,https://www.espncricinfo.com/cricketers/mohammad-amir-290948,scorecard
Shaheen Shah Afridi,9.1,0,35,6,3.81,34,1,1,4,0,https://www.espncricinfo.com/cricketers/shaheen-shah-afridi-1072470,scorecard
Wahab Riaz,7,0,33,1,4.71,22,3,0,1,0,https://www.espncricinfo.com/cricketers/wahab-riaz-43590,scorecard
Imad Wasim,6,0,26,0,4.33,16,2,0,0,0,https://www.espncricinfo.com/cricketers/imad-wasim-227758,scorecard
Shadab Khan,9,0,59,2,6.55,24,7,1,0,0,https://www.espncricinfo.com/cricketers/shadab-khan-922943,scorecard
Mujeeb Ur Rahman,10,0,52,0,5.20,35,6,1,2,0,https://www.espncricinfo.com/cricketers/mujeeb-ur-rahman-974109,scorecard
Dawlat Zadran,9,1,73,2,8.11,28,6,4,1,0,https://www.espncricinfo.com/cricketers/dawlat-zadran-516561,scorecard
Sayed Shirzad,8,0,56,1,7.00,18,4,2,0,0,https://www.espncricinfo.com/cricketers/sayed-shirzad-524050,scorecard
Gulbadin Naib,3,0,18,0,6.00,10,1,1,0,0,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,scorecard
Mohammad Nabi,10,0,56,1,5.60,32,4,3,0,0,https://www.espncricinfo.com/cricketers/mohammad-nabi-25913,scorecard
Rashid Khan,10,0,52,1,5.20,31,4,1,2,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Sheldon Cottrell,7,0,43,0,6.14,21,4,1,3,0,https://www.espncricinfo.com/cricketers/sheldon-cottrell-495551,scorecard
Kemar Roach,10,2,37,3,3.70,36,3,0,1,0,https://www.espncricinfo.com/cricketers/kemar-roach-230553,scorecard
Oshane Thomas,7,0,43,1,6.14,23,6,1,0,0,https://www.espncricinfo.com/cricketers/oshane-thomas-914567,scorecard
Jason Holder,8,0,46,0,5.75,26,6,0,2,1,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Fabian Allen,3,0,26,0,8.66,5,4,0,0,0,https://www.espncricinfo.com/cricketers/fabian-allen-670013,scorecard
Carlos Brathwaite,9,0,63,4,7.00,22,3,3,3,1,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,scorecard
Chris Gayle,6,0,28,1,4.66,16,1,0,1,0,https://www.espncricinfo.com/cricketers/chris-gayle-51880,scorecard
Mitchell Santner,10,0,65,1,6.50,24,7,0,2,0,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Trent Boult,10,0,56,2,5.60,30,6,0,1,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Tim Southee,9,0,70,1,7.77,23,10,1,0,0,https://www.espncricinfo.com/cricketers/tim-southee-232364,scorecard
Matt Henry,10,0,54,2,5.40,30,5,0,2,0,https://www.espncricinfo.com/cricketers/matt-henry-506612,scorecard
Colin de Grandhomme,1,0,11,0,11.00,1,2,0,0,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,scorecard
James Neesham,10,1,41,2,4.10,31,2,0,2,0,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Chris Woakes,8,0,44,1,5.50,29,6,0,1,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,scorecard
Jofra Archer,7,1,17,1,2.42,31,1,0,1,0,https://www.espncricinfo.com/cricketers/jofra-archer-669855,scorecard
Liam Plunkett,8,0,28,1,3.50,26,1,0,1,0,https://www.espncricinfo.com/cricketers/liam-plunkett-19264,scorecard
Mark Wood,9,0,34,3,3.77,35,2,0,2,0,https://www.espncricinfo.com/cricketers/mark-wood-351588,scorecard
Joe Root,3,0,15,0,5.00,7,1,0,0,0,https://www.espncricinfo.com/cricketers/joe-root-303669,scorecard
Adil Rashid,5,0,30,1,6.00,12,3,0,0,0,https://www.espncricinfo.com/cricketers/adil-rashid-244497,scorecard
Ben Stokes,5,0,10,1,2.00,21,0,0,1,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Mashrafe Mortaza,5,0,36,0,7.20,15,2,2,1,0,https://www.espncricinfo.com/cricketers/mashrafe-mortaza-56007,scorecard
Mohammad Saifuddin,7,0,59,0,8.42,17,9,1,0,0,https://www.espncricinfo.com/cricketers/mohammad-saifuddin-629070,scorecard
Mustafizur Rahman,10,1,59,5,5.90,29,5,1,2,1,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,scorecard
Shakib Al Hasan,10,0,41,1,4.10,32,2,1,1,0,https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,scorecard
Mosaddek Hossain,4,0,32,0,8.00,7,1,2,1,0,https://www.espncricinfo.com/cricketers/mosaddek-hossain-550133,scorecard
Rubel Hossain,8,0,48,1,6.00,21,6,0,0,0,https://www.espncricinfo.com/cricketers/rubel-hossain-300619,scorecard
Soumya Sarkar,6,0,33,1,5.50,15,2,0,1,0,https://www.espncricinfo.com/cricketers/soumya-sarkar-436677,scorecard
Bhuvneshwar Kumar,9,0,51,1,5.66,26,2,1,3,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Jasprit Bumrah,10,1,55,4,5.50,33,7,0,2,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Mohammed Shami,9,0,68,1,7.55,22,11,0,1,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Yuzvendra Chahal,10,0,50,1,5.00,31,6,0,2,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Hardik Pandya,10,0,60,3,6.00,26,5,1,2,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Sheldon Cottrell,10,0,69,1,6.90,28,5,2,2,0,https://www.espncricinfo.com/cricketers/sheldon-cottrell-495551,scorecard
Oshane Thomas,10,1,58,1,5.80,32,7,0,0,2,https://www.espncricinfo.com/cricketers/oshane-thomas-914567,scorecard
Shannon Gabriel,5,0,46,0,9.20,12,7,0,1,1,https://www.espncricinfo.com/cricketers/shannon-gabriel-446101,scorecard
Jason Holder,10,0,59,2,5.90,24,4,0,1,2,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Carlos Brathwaite,7,0,53,0,7.57,15,5,0,1,0,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,scorecard
Fabian Allen,8,0,44,1,5.50,23,4,1,0,0,https://www.espncricinfo.com/cricketers/fabian-allen-670013,scorecard
Lasith Malinga,10,0,55,3,5.50,34,6,0,4,1,https://www.espncricinfo.com/cricketers/lasith-malinga-49758,scorecard
Dhananjaya de Silva,10,0,49,0,4.90,31,4,1,0,0,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,scorecard
Isuru Udana,10,0,67,0,6.70,27,7,1,3,0,https://www.espncricinfo.com/cricketers/isuru-udana-328026,scorecard
Kasun Rajitha,10,0,76,1,7.60,28,6,4,4,1,https://www.espncricinfo.com/cricketers/kasun-rajitha-499594,scorecard
Jeffrey Vandersay,7,0,50,1,7.14,19,5,0,4,0,https://www.espncricinfo.com/cricketers/jeffrey-vandersay-370040,scorecard
Dimuth Karunaratne,1,0,7,0,7.00,4,0,1,0,0,https://www.espncricinfo.com/cricketers/dimuth-karunaratne-227772,scorecard
Angelo Mathews,2,0,6,1,3.00,7,0,0,0,0,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,scorecard
Mohammed Shami,10,1,69,5,6.90,37,8,3,1,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Jasprit Bumrah,10,1,44,1,4.40,30,3,0,0,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Yuzvendra Chahal,10,0,88,0,8.80,28,7,6,2,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Hardik Pandya,10,0,60,0,6.00,22,4,1,1,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Kuldeep Yadav,10,0,72,1,7.20,25,5,3,0,0,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Chris Woakes,10,3,58,2,5.80,35,7,1,0,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,scorecard
Jofra Archer,10,0,45,0,4.50,33,5,0,0,0,https://www.espncricinfo.com/cricketers/jofra-archer-669855,scorecard
Liam Plunkett,10,0,55,3,5.50,27,4,0,4,0,https://www.espncricinfo.com/cricketers/liam-plunkett-19264,scorecard
Mark Wood,10,0,73,0,7.30,19,9,0,1,0,https://www.espncricinfo.com/cricketers/mark-wood-351588,scorecard
Adil Rashid,6,0,40,0,6.66,12,5,0,1,0,https://www.espncricinfo.com/cricketers/adil-rashid-244497,scorecard
Ben Stokes,4,0,34,0,8.50,7,5,0,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Trent Boult,10,1,51,4,5.10,35,6,0,0,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Colin de Grandhomme,8,1,29,0,3.62,31,3,0,1,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,scorecard
Lockie Ferguson,10,0,49,2,4.90,35,7,0,0,0,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Ish Sodhi,6,0,35,0,5.83,12,2,0,0,0,https://www.espncricinfo.com/cricketers/ish-sodhi-559066,scorecard
James Neesham,6,0,28,2,4.66,21,4,0,1,0,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Mitchell Santner,3,0,23,0,7.66,8,2,0,1,0,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Kane Williamson,7,0,25,1,3.57,19,0,0,0,0,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Jason Behrendorff,9,0,31,2,3.44,37,2,0,3,0,https://www.espncricinfo.com/cricketers/jason-behrendorff-272477,scorecard
Mitchell Starc,9.4,1,26,5,2.68,45,2,0,4,0,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,scorecard
Pat Cummins,6,1,14,1,2.33,28,2,0,0,0,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Nathan Lyon,10,0,36,1,3.60,37,1,1,1,0,https://www.espncricinfo.com/cricketers/nathan-lyon-272279,scorecard
Steven Smith,2,0,6,1,3.00,6,0,0,0,0,https://www.espncricinfo.com/cricketers/steven-smith-267192,scorecard
Aaron Finch,1,0,7,0,7.00,2,1,0,0,0,https://www.espncricinfo.com/cricketers/aaron-finch-5334,scorecard
Marcus Stoinis,2,0,12,0,6.00,7,0,1,0,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Glenn Maxwell,4,0,18,0,4.50,10,1,0,0,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Imad Wasim,10,0,48,2,4.80,34,5,1,0,0,https://www.espncricinfo.com/cricketers/imad-wasim-227758,scorecard
Mohammad Amir,10,1,41,0,4.10,39,6,0,1,0,https://www.espncricinfo.com/cricketers/mohammad-amir-290948,scorecard
Shaheen Shah Afridi,10,0,47,4,4.70,38,6,0,4,0,https://www.espncricinfo.com/cricketers/shaheen-shah-afridi-1072470,scorecard
Mohammad Hafeez,2,0,10,0,5.00,4,0,0,0,0,https://www.espncricinfo.com/cricketers/mohammad-hafeez-41434,scorecard
Wahab Riaz,8,0,29,2,3.62,30,2,0,4,0,https://www.espncricinfo.com/cricketers/wahab-riaz-43590,scorecard
Shadab Khan,10,0,44,1,4.40,29,2,1,1,0,https://www.espncricinfo.com/cricketers/shadab-khan-922943,scorecard
Mujeeb Ur Rahman,10,1,34,2,3.40,35,2,0,0,0,https://www.espncricinfo.com/cricketers/mujeeb-ur-rahman-974109,scorecard
Hamid Hassan,2,0,13,0,6.50,8,3,0,0,0,https://www.espncricinfo.com/cricketers/hamid-hassan-311427,scorecard
Gulbadin Naib,9.4,0,73,0,7.55,20,9,0,1,0,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,scorecard
Mohammad Nabi,10,0,23,2,2.30,38,0,0,0,0,https://www.espncricinfo.com/cricketers/mohammad-nabi-25913,scorecard
Rashid Khan,10,0,50,1,5.00,35,4,1,3,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Samiullah Shinwari,8,0,32,0,4.00,27,2,0,1,0,https://www.espncricinfo.com/cricketers/samiullah-shinwari-318339,scorecard
Kagiso Rabada,10,2,36,2,3.60,40,3,0,2,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Chris Morris,9.3,0,46,3,4.84,36,4,1,3,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Dwaine Pretorius,10,2,25,3,2.50,46,3,0,1,0,https://www.espncricinfo.com/cricketers/dwaine-pretorius-327830,scorecard
Andile Phehlukwayo,8,0,38,1,4.75,24,3,0,2,0,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,scorecard
Imran Tahir,10,0,36,0,3.60,34,2,0,0,0,https://www.espncricinfo.com/cricketers/imran-tahir-40618,scorecard
Jean-Paul Duminy,2,0,15,1,7.50,7,1,0,1,0,https://www.espncricinfo.com/cricketers/jean-paul-duminy-44932,scorecard
Lasith Malinga,10,1,47,1,4.70,38,6,0,2,0,https://www.espncricinfo.com/cricketers/lasith-malinga-49758,scorecard
Dhananjaya de Silva,4,0,18,0,4.50,14,2,0,1,0,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,scorecard
Suranga Lakmal,6,0,47,0,7.83,15,4,1,1,0,https://www.espncricinfo.com/cricketers/suranga-lakmal-49619,scorecard
Thisara Perera,5.2,1,28,0,5.25,15,3,0,0,0,https://www.espncricinfo.com/cricketers/thisara-perera-233514,scorecard
Jeevan Mendis,7,0,36,0,5.14,16,1,0,3,0,https://www.espncricinfo.com/cricketers/jeevan-mendis-49700,scorecard
Isuru Udana,5,0,29,0,5.80,11,2,0,2,0,https://www.espncricinfo.com/cricketers/isuru-udana-328026,scorecard
Sheldon Cottrell,10,0,50,2,5.00,31,4,0,2,0,https://www.espncricinfo.com/cricketers/sheldon-cottrell-495551,scorecard
Kemar Roach,10,0,36,3,3.60,41,2,1,0,0,https://www.espncricinfo.com/cricketers/kemar-roach-230553,scorecard
Oshane Thomas,7,0,63,0,9.00,18,7,2,2,0,https://www.espncricinfo.com/cricketers/oshane-thomas-914567,scorecard
Fabian Allen,10,0,52,0,5.20,27,5,0,0,0,https://www.espncricinfo.com/cricketers/fabian-allen-670013,scorecard
Jason Holder,10,2,33,2,3.30,46,6,0,0,0,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Carlos Brathwaite,3,0,33,0,11.00,0,3,0,2,0,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,scorecard
Mohammed Shami,6.2,0,16,4,2.52,29,2,0,1,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Jasprit Bumrah,6,1,9,2,1.50,28,0,0,0,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Hardik Pandya,5,0,28,1,5.60,13,3,0,0,1,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Kuldeep Yadav,9,1,35,1,3.88,28,1,0,2,0,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Kedar Jadhav,1,0,4,0,4.00,5,1,0,0,0,https://www.espncricinfo.com/cricketers/kedar-jadhav-290716,scorecard
Yuzvendra Chahal,7,0,39,2,5.57,24,5,1,0,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Mohammad Hafeez,7,0,22,0,3.14,25,1,0,0,0,https://www.espncricinfo.com/cricketers/mohammad-hafeez-41434,scorecard
Mohammad Amir,10,0,67,1,6.70,31,9,1,2,0,https://www.espncricinfo.com/cricketers/mohammad-amir-290948,scorecard
Shaheen Shah Afridi,10,3,28,3,2.80,43,2,0,0,0,https://www.espncricinfo.com/cricketers/shaheen-shah-afridi-1072470,scorecard
Imad Wasim,3,0,17,0,5.66,7,1,0,0,0,https://www.espncricinfo.com/cricketers/imad-wasim-227758,scorecard
Shadab Khan,10,0,43,1,4.30,32,1,2,0,0,https://www.espncricinfo.com/cricketers/shadab-khan-922943,scorecard
Wahab Riaz,10,0,55,0,5.50,30,4,1,2,0,https://www.espncricinfo.com/cricketers/wahab-riaz-43590,scorecard
Trent Boult,10,0,48,1,4.80,42,7,1,0,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Matt Henry,7,0,25,0,3.57,27,2,0,0,0,https://www.espncricinfo.com/cricketers/matt-henry-506612,scorecard
Lockie Ferguson,8.1,0,50,1,6.12,26,7,0,4,0,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Colin de Grandhomme,2,0,12,0,6.00,6,1,0,0,0,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,scorecard
Mitchell Santner,10,0,38,0,3.80,37,2,1,0,0,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
James Neesham,3,0,20,0,6.66,9,3,0,1,0,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Kane Williamson,8,0,39,1,4.87,24,4,0,1,0,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Colin Munro,1,0,9,0,9.00,1,1,0,1,0,https://www.espncricinfo.com/cricketers/colin-munro-232359,scorecard
Chris Woakes,10,0,46,2,4.60,35,6,0,1,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,scorecard
Jofra Archer,9,0,56,1,6.22,31,7,1,1,0,https://www.espncricinfo.com/cricketers/jofra-archer-669855,scorecard
Mark Wood,9,0,59,1,6.55,28,9,0,2,0,https://www.espncricinfo.com/cricketers/mark-wood-351588,scorecard
Ben Stokes,6,0,29,1,4.83,17,2,0,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Moeen Ali,6,0,42,1,7.00,12,1,2,0,0,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Adil Rashid,10,0,49,0,4.90,31,5,0,0,0,https://www.espncricinfo.com/cricketers/adil-rashid-244497,scorecard
Jason Behrendorff,10,0,44,5,4.40,41,8,0,1,0,https://www.espncricinfo.com/cricketers/jason-behrendorff-272477,scorecard
Mitchell Starc,8.4,1,43,4,4.96,29,5,0,0,0,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,scorecard
Pat Cummins,8,1,41,0,5.12,30,7,0,1,0,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Nathan Lyon,9,0,43,0,4.77,27,2,1,0,0,https://www.espncricinfo.com/cricketers/nathan-lyon-272279,scorecard
Marcus Stoinis,7,0,29,1,4.14,21,2,0,1,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Glenn Maxwell,2,0,15,0,7.50,7,0,2,0,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
