batsmanName,runs,balls,minutes,4s,6s,SR,player_link,inning_batted,Average_SR,boundaries,boundary_runs,boundary_percentage,Average_Boundary_Percentage,total_runs,batting_average
Aaron Finch (c),0,1,6,0,0,0.0,https://www.espncricinfo.com/cricketers/aaron-finch-5334,10,82.95,0,0,,45.162749555050794,507,50.7
Aaron Finch (c),6,10,13,0,0,60.0,https://www.espncricinfo.com/cricketers/aaron-finch-5334,10,82.95,0,0,0.0,45.162749555050794,507,50.7
Aaron Finch (c),82,84,94,6,4,97.61,https://www.espncricinfo.com/cricketers/aaron-finch-5334,10,82.95,10,48,58.536585365853654,45.162749555050794,507,50.7
Aaron Finch (c),153,132,176,15,5,115.9,https://www.espncricinfo.com/cricketers/aaron-finch-5334,10,82.95,20,90,58.82352941176471,45.162749555050794,507,50.7
Aaron Finch (c),36,35,60,3,1,102.85,https://www.espncricinfo.com/cricketers/aaron-finch-5334,10,82.95,4,18,50.0,45.162749555050794,507,50.7
Aaron Finch (c),53,51,91,5,2,103.92,https://www.espncricinfo.com/cricketers/aaron-finch-5334,10,82.95,7,32,60.37735849056604,45.162749555050794,507,50.7
Aaron Finch (c),100,116,144,11,2,86.2,https://www.espncricinfo.com/cricketers/aaron-finch-5334,10,82.95,13,56,56.00000000000001,45.162749555050794,507,50.7
Aaron Finch (c),3,4,9,0,0,75.0,https://www.espncricinfo.com/cricketers/aaron-finch-5334,10,82.95,0,0,0.0,45.162749555050794,507,50.7
Aaron Finch (c),66,49,63,6,4,134.69,https://www.espncricinfo.com/cricketers/aaron-finch-5334,10,82.95,10,48,72.72727272727273,45.162749555050794,507,50.7
Aaron Finch (c),8,15,19,1,0,53.33,https://www.espncricinfo.com/cricketers/aaron-finch-5334,10,82.95,1,4,50.0,45.162749555050794,507,50.7
Adam Zampa,1,3,4,0,0,33.33,https://www.espncricinfo.com/cricketers/adam-zampa-379504,2,16.665,0,0,0.0,0.0,1,0.5
Adam Zampa,0,0,2,0,0,0.0,https://www.espncricinfo.com/cricketers/adam-zampa-379504,2,16.665,0,0,,0.0,1,0.5
Adil Rashid,0,0,7,0,0,0.0,https://www.espncricinfo.com/cricketers/adil-rashid-244497,5,76.66600000000001,0,0,,24.25,45,9.0
Adil Rashid,1,2,3,0,0,50.0,https://www.espncricinfo.com/cricketers/adil-rashid-244497,5,76.66600000000001,0,0,0.0,24.25,45,9.0
Adil Rashid,25,20,24,3,1,125.0,https://www.espncricinfo.com/cricketers/adil-rashid-244497,5,76.66600000000001,4,18,72.0,24.25,45,9.0
Adil Rashid,3,4,9,0,0,75.0,https://www.espncricinfo.com/cricketers/adil-rashid-244497,5,76.66600000000001,0,0,0.0,24.25,45,9.0
Adil Rashid,16,12,17,1,0,133.33,https://www.espncricinfo.com/cricketers/adil-rashid-244497,5,76.66600000000001,1,4,25.0,24.25,45,9.0
Aftab Alam,0,1,2,0,0,0.0,https://www.espncricinfo.com/cricketers/aftab-alam-440963,3,46.666666666666664,0,0,,85.71428571428571,14,4.666666666666667
Aftab Alam,14,10,10,3,0,140.0,https://www.espncricinfo.com/cricketers/aftab-alam-440963,3,46.666666666666664,3,12,85.71428571428571,85.71428571428571,14,4.666666666666667
Aftab Alam,0,1,7,0,0,0.0,https://www.espncricinfo.com/cricketers/aftab-alam-440963,3,46.666666666666664,0,0,,85.71428571428571,14,4.666666666666667
Aiden Markram,34,37,51,6,1,91.89,https://www.espncricinfo.com/cricketers/aiden-markram-600498,6,71.12333333333333,7,30,88.23529411764706,53.10389759306168,140,23.333333333333332
Aiden Markram,38,55,74,4,0,69.09,https://www.espncricinfo.com/cricketers/aiden-markram-600498,6,71.12333333333333,4,16,42.10526315789473,53.10389759306168,140,23.333333333333332
Aiden Markram,45,56,78,4,0,80.35,https://www.espncricinfo.com/cricketers/aiden-markram-600498,6,71.12333333333333,4,16,35.55555555555556,53.10389759306168,140,23.333333333333332
Aiden Markram,5,10,16,1,0,50.0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,6,71.12333333333333,1,4,80.0,53.10389759306168,140,23.333333333333332
Aiden Markram,11,12,17,2,0,91.66,https://www.espncricinfo.com/cricketers/aiden-markram-600498,6,71.12333333333333,2,8,72.72727272727273,53.10389759306168,140,23.333333333333332
Aiden Markram,7,16,13,0,0,43.75,https://www.espncricinfo.com/cricketers/aiden-markram-600498,6,71.12333333333333,0,0,0.0,53.10389759306168,140,23.333333333333332
Alex Carey †,4,3,8,0,0,133.33,https://www.espncricinfo.com/cricketers/alex-carey-326434,9,114.80555555555556,0,0,0.0,43.785348211031845,375,41.666666666666664
Alex Carey †,85,69,90,11,1,123.18,https://www.espncricinfo.com/cricketers/alex-carey-326434,9,114.80555555555556,12,50,58.82352941176471,43.785348211031845,375,41.666666666666664
Alex Carey †,46,70,94,4,0,65.71,https://www.espncricinfo.com/cricketers/alex-carey-326434,9,114.80555555555556,4,16,34.78260869565217,43.785348211031845,375,41.666666666666664
Alex Carey †,45,55,62,7,0,81.81,https://www.espncricinfo.com/cricketers/alex-carey-326434,9,114.80555555555556,7,28,62.22222222222222,43.785348211031845,375,41.666666666666664
Alex Carey †,20,21,31,2,0,95.23,https://www.espncricinfo.com/cricketers/alex-carey-326434,9,114.80555555555556,2,8,40.0,43.785348211031845,375,41.666666666666664
Alex Carey †,38,27,41,5,0,140.74,https://www.espncricinfo.com/cricketers/alex-carey-326434,9,114.80555555555556,5,20,52.63157894736842,43.785348211031845,375,41.666666666666664
Alex Carey †,11,8,14,1,0,137.5,https://www.espncricinfo.com/cricketers/alex-carey-326434,9,114.80555555555556,1,4,36.36363636363637,43.785348211031845,375,41.666666666666664
Alex Carey †,55,35,50,5,1,157.14,https://www.espncricinfo.com/cricketers/alex-carey-326434,9,114.80555555555556,6,26,47.27272727272727,43.785348211031845,375,41.666666666666664
Alex Carey †,71,72,113,11,0,98.61,https://www.espncricinfo.com/cricketers/alex-carey-326434,9,114.80555555555556,11,44,61.97183098591549,43.785348211031845,375,41.666666666666664
Andile Phehlukwayo,8,13,18,1,0,61.53,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,7,84.33428571428571,1,4,50.0,65.3949985791418,133,19.0
Andile Phehlukwayo,4,3,8,1,0,133.33,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,7,84.33428571428571,1,4,100.0,65.3949985791418,133,19.0
Andile Phehlukwayo,0,5,12,0,0,0.0,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,7,84.33428571428571,0,0,,65.3949985791418,133,19.0
Andile Phehlukwayo,34,61,68,2,1,55.73,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,7,84.33428571428571,3,14,41.17647058823529,65.3949985791418,133,19.0
Andile Phehlukwayo,46,32,50,6,0,143.75,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,7,84.33428571428571,6,24,52.17391304347826,65.3949985791418,133,19.0
Andile Phehlukwayo,24,25,34,4,0,96.0,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,7,84.33428571428571,4,16,66.66666666666666,65.3949985791418,133,19.0
Andile Phehlukwayo,17,17,21,2,1,100.0,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,7,84.33428571428571,3,14,82.35294117647058,65.3949985791418,133,19.0
Andre Russell,0,2,5,0,0,0.0,https://www.espncricinfo.com/cricketers/andre-russell-276298,3,89.20333333333333,0,0,,84.76190476190476,36,12.0
Andre Russell,21,16,19,1,2,131.25,https://www.espncricinfo.com/cricketers/andre-russell-276298,3,89.20333333333333,3,16,76.19047619047619,84.76190476190476,36,12.0
Andre Russell,15,11,19,2,1,136.36,https://www.espncricinfo.com/cricketers/andre-russell-276298,3,89.20333333333333,3,14,93.33333333333333,84.76190476190476,36,12.0
Angelo Mathews,0,2,5,0,0,0.0,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,7,58.847142857142856,0,0,,51.1409227015682,244,34.857142857142854
Angelo Mathews,113,128,157,10,2,88.28,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,7,58.847142857142856,12,52,46.017699115044245,51.1409227015682,244,34.857142857142854
Angelo Mathews,85,115,146,5,1,73.91,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,7,58.847142857142856,6,26,30.58823529411765,51.1409227015682,244,34.857142857142854
Angelo Mathews,26,20,45,2,1,130.0,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,7,58.847142857142856,3,14,53.84615384615385,51.1409227015682,244,34.857142857142854
Angelo Mathews,11,29,48,1,0,37.93,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,7,58.847142857142856,1,4,36.36363636363637,51.1409227015682,244,34.857142857142854
Angelo Mathews,0,9,14,0,0,0.0,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,7,58.847142857142856,0,0,,51.1409227015682,244,34.857142857142854
Angelo Mathews,9,11,14,2,0,81.81,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,7,58.847142857142856,2,8,88.88888888888889,51.1409227015682,244,34.857142857142854
Asghar Afghan,0,5,9,0,0,0.0,https://www.espncricinfo.com/cricketers/asghar-afghan-320652,6,71.89833333333333,0,0,,37.33766233766234,154,25.666666666666668
Asghar Afghan,44,48,68,3,2,91.66,https://www.espncricinfo.com/cricketers/asghar-afghan-320652,6,71.89833333333333,5,24,54.54545454545454,37.33766233766234,154,25.666666666666668
Asghar Afghan,40,32,47,4,1,125.0,https://www.espncricinfo.com/cricketers/asghar-afghan-320652,6,71.89833333333333,5,22,55.00000000000001,37.33766233766234,154,25.666666666666668
Asghar Afghan,8,19,33,0,0,42.1,https://www.espncricinfo.com/cricketers/asghar-afghan-320652,6,71.89833333333333,0,0,0.0,37.33766233766234,154,25.666666666666668
Asghar Afghan,20,38,44,1,0,52.63,https://www.espncricinfo.com/cricketers/asghar-afghan-320652,6,71.89833333333333,1,4,20.0,37.33766233766234,154,25.666666666666668
Asghar Afghan,42,35,51,3,2,120.0,https://www.espncricinfo.com/cricketers/asghar-afghan-320652,6,71.89833333333333,5,24,57.14285714285714,37.33766233766234,154,25.666666666666668
Ashley Nurse,19,18,22,4,0,105.55,https://www.espncricinfo.com/cricketers/ashley-nurse-315594,2,59.025,4,16,84.21052631578947,42.10526315789473,20,10.0
Ashley Nurse,1,8,9,0,0,12.5,https://www.espncricinfo.com/cricketers/ashley-nurse-315594,2,59.025,0,0,0.0,42.10526315789473,20,10.0
Asif Ali,5,8,9,0,0,62.5,https://www.espncricinfo.com/cricketers/asif-ali-494230,2,94.88499999999999,0,0,0.0,21.428571428571427,19,9.5
Asif Ali,14,11,17,0,1,127.27,https://www.espncricinfo.com/cricketers/asif-ali-494230,2,94.88499999999999,1,6,42.857142857142854,21.428571428571427,19,9.5
Avishka Fernando,20,21,42,4,0,95.23,https://www.espncricinfo.com/cricketers/avishka-fernando-784369,4,106.32,4,16,80.0,63.23914181057039,203,50.75
Avishka Fernando,49,39,50,6,2,125.64,https://www.espncricinfo.com/cricketers/avishka-fernando-784369,4,106.32,8,36,73.46938775510205,63.23914181057039,203,50.75
Avishka Fernando,104,103,151,9,2,100.97,https://www.espncricinfo.com/cricketers/avishka-fernando-784369,4,106.32,11,48,46.15384615384615,63.23914181057039,203,50.75
Avishka Fernando,30,29,46,4,0,103.44,https://www.espncricinfo.com/cricketers/avishka-fernando-784369,4,106.32,4,16,53.333333333333336,63.23914181057039,203,50.75
Babar Azam,69,80,113,7,0,86.25,https://www.espncricinfo.com/cricketers/babar-azam-348144,8,88.17625,7,28,40.57971014492754,47.06743112199418,474,59.25
Babar Azam,96,98,102,11,0,97.95,https://www.espncricinfo.com/cricketers/babar-azam-348144,8,88.17625,11,44,45.83333333333333,47.06743112199418,474,59.25
Babar Azam,30,28,37,7,0,107.14,https://www.espncricinfo.com/cricketers/babar-azam-348144,8,88.17625,7,28,93.33333333333333,47.06743112199418,474,59.25
Babar Azam,48,57,83,3,1,84.21,https://www.espncricinfo.com/cricketers/babar-azam-348144,8,88.17625,4,18,37.5,47.06743112199418,474,59.25
Babar Azam,45,51,63,5,0,88.23,https://www.espncricinfo.com/cricketers/babar-azam-348144,8,88.17625,5,20,44.44444444444444,47.06743112199418,474,59.25
Babar Azam,22,33,47,2,0,66.66,https://www.espncricinfo.com/cricketers/babar-azam-348144,8,88.17625,2,8,36.36363636363637,47.06743112199418,474,59.25
Babar Azam,101,127,198,11,0,79.52,https://www.espncricinfo.com/cricketers/babar-azam-348144,8,88.17625,11,44,43.56435643564357,47.06743112199418,474,59.25
Babar Azam,63,66,83,4,1,95.45,https://www.espncricinfo.com/cricketers/babar-azam-348144,8,88.17625,5,22,34.92063492063492,47.06743112199418,474,59.25
Ben Stokes,13,18,27,1,0,72.22,https://www.espncricinfo.com/cricketers/ben-stokes-311158,10,91.28299999999999,1,4,30.76923076923077,35.533130042227384,465,46.5
Ben Stokes,89,115,138,8,2,77.39,https://www.espncricinfo.com/cricketers/ben-stokes-311158,10,91.28299999999999,10,44,49.43820224719101,35.533130042227384,465,46.5
Ben Stokes,11,27,33,0,0,40.74,https://www.espncricinfo.com/cricketers/ben-stokes-311158,10,91.28299999999999,0,0,0.0,35.533130042227384,465,46.5
Ben Stokes,2,6,14,0,0,33.33,https://www.espncricinfo.com/cricketers/ben-stokes-311158,10,91.28299999999999,0,0,0.0,35.533130042227384,465,46.5
Ben Stokes,89,79,132,9,0,112.65,https://www.espncricinfo.com/cricketers/ben-stokes-311158,10,91.28299999999999,9,36,40.44943820224719,35.533130042227384,465,46.5
Ben Stokes,6,7,13,0,0,85.71,https://www.espncricinfo.com/cricketers/ben-stokes-311158,10,91.28299999999999,0,0,0.0,35.533130042227384,465,46.5
Ben Stokes,10,6,12,2,0,166.66,https://www.espncricinfo.com/cricketers/ben-stokes-311158,10,91.28299999999999,2,8,80.0,35.533130042227384,465,46.5
Ben Stokes,84,98,147,5,2,85.71,https://www.espncricinfo.com/cricketers/ben-stokes-311158,10,91.28299999999999,7,32,38.095238095238095,35.533130042227384,465,46.5
Ben Stokes,79,54,80,6,3,146.29,https://www.espncricinfo.com/cricketers/ben-stokes-311158,10,91.28299999999999,9,42,53.16455696202531,35.533130042227384,465,46.5
Ben Stokes,82,89,135,7,4,92.13,https://www.espncricinfo.com/cricketers/ben-stokes-311158,10,91.28299999999999,11,52,63.41463414634146,35.533130042227384,465,46.5
Bhuvneshwar Kumar,2,3,15,0,0,66.66,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,2,33.33,0,0,0.0,0.0,2,1.0
Bhuvneshwar Kumar,0,1,10,0,0,0.0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,2,33.33,0,0,,0.0,2,1.0
Carlos Brathwaite,14,4,6,2,1,350.0,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,6,117.37333333333333,3,14,100.0,53.4506129184347,154,25.666666666666668
Carlos Brathwaite,1,5,13,0,0,20.0,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,6,117.37333333333333,0,0,0.0,53.4506129184347,154,25.666666666666668
Carlos Brathwaite,14,22,39,0,1,63.63,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,6,117.37333333333333,1,6,42.857142857142854,53.4506129184347,154,25.666666666666668
Carlos Brathwaite,16,17,31,1,1,94.11,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,6,117.37333333333333,2,10,62.5,53.4506129184347,154,25.666666666666668
Carlos Brathwaite,8,15,33,1,0,53.33,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,6,117.37333333333333,1,4,50.0,53.4506129184347,154,25.666666666666668
Carlos Brathwaite,101,82,117,9,5,123.17,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,6,117.37333333333333,14,66,65.34653465346535,53.4506129184347,154,25.666666666666668
Chris Gayle,50,34,51,6,3,147.05,https://www.espncricinfo.com/cricketers/chris-gayle-51880,8,75.6625,9,42,84.0,68.58534678239111,242,30.25
Chris Gayle,7,18,21,1,0,38.88,https://www.espncricinfo.com/cricketers/chris-gayle-51880,8,75.6625,1,4,57.14285714285714,68.58534678239111,242,30.25
Chris Gayle,35,48,70,1,2,72.91,https://www.espncricinfo.com/cricketers/chris-gayle-51880,8,75.6625,3,16,45.714285714285715,68.58534678239111,242,30.25
