batsmanName,runs,balls,minutes,4s,6s,SR,player_link,match_id
Daryl Mitchell,43,31,45,5,2,138.70,https://www.espncricinfo.com/cricketers/daryl-mitchell-381743,scorecard
Mark Chapman,7,6,13,1,0,116.66,https://www.espncricinfo.com/cricketers/mark-chapman-438563,scorecard
Glenn Phillips,17,10,15,3,0,170.00,https://www.espncricinfo.com/cricketers/glenn-phillips-823509,scorecard
Tom Latham †,2,2,3,0,0,100.00,https://www.espncricinfo.com/cricketers/tom-latham-388802,scorecard
Jonny Bairstow,15,17,29,2,0,88.23,https://www.espncricinfo.com/cricketers/jonny-bairstow-297433,scorecard
Dawid Malan,87,74,92,10,2,117.56,https://www.espncricinfo.com/cricketers/dawid-malan-236489,scorecard
Joe Root,28,35,53,1,0,80.00,https://www.espncricinfo.com/cricketers/joe-root-303669,scorecard
Ben Stokes,108,84,136,6,6,128.57,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Harry Brook,11,16,19,2,0,68.75,https://www.espncricinfo.com/cricketers/harry-brook-911707,scorecard
Jos Buttler (c)†,5,11,12,0,0,45.45,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Moeen Ali,4,15,20,0,0,26.66,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Chris Woakes,51,45,66,5,1,113.33,https://www.espncricinfo.com/cricketers/chris-woakes-247235,scorecard
David Willey,6,2,1,0,1,300.00,https://www.espncricinfo.com/cricketers/david-willey-308251,scorecard
Gus Atkinson,2,1,7,0,0,200.00,https://www.espncricinfo.com/cricketers/gus-atkinson-1039481,scorecard
Adil Rashid,1,1,3,0,0,100.00,https://www.espncricinfo.com/cricketers/adil-rashid-244497,scorecard
Wesley Barresi,37,62,77,3,1,59.67,https://www.espncricinfo.com/cricketers/wesley-barresi-44407,scorecard
Max O'Dowd,5,11,20,1,0,45.45,https://www.espncricinfo.com/cricketers/max-o-dowd-643197,scorecard
Colin Ackermann,0,2,4,0,0,0.00,https://www.espncricinfo.com/cricketers/colin-ackermann-379774,scorecard
Sybrand Engelbrecht,33,49,73,3,1,67.34,https://www.espncricinfo.com/cricketers/sybrand-engelbrecht-315035,scorecard
Scott Edwards (c)†,38,42,67,3,1,90.47,https://www.espncricinfo.com/cricketers/scott-edwards-1127317,scorecard
Bas de Leede,10,12,11,2,0,83.33,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,scorecard
Teja Nidamanuru,41,34,47,2,3,120.58,https://www.espncricinfo.com/cricketers/teja-nidamanuru-1129328,scorecard
Logan van Beek,2,2,3,0,0,100.00,https://www.espncricinfo.com/cricketers/logan-van-beek-440522,scorecard
Roelof van der Merwe,0,4,3,0,0,0.00,https://www.espncricinfo.com/cricketers/roelof-van-der-merwe-47850,scorecard
Aryan Dutt,1,3,4,0,0,33.33,https://www.espncricinfo.com/cricketers/aryan-dutt-1195672,scorecard
Paul van Meekeren,4,3,3,1,0,133.33,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,scorecard
Rahmanullah Gurbaz,21,25,38,2,0,84.00,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087,scorecard
Ibrahim Zadran,129,143,217,8,3,90.20,https://www.espncricinfo.com/cricketers/ibrahim-zadran-921509,scorecard
Rahmat Shah,30,44,61,1,0,68.18,https://www.espncricinfo.com/cricketers/rahmat-shah-533956,scorecard
Hashmatullah Shahidi (c),26,43,50,2,0,60.46,https://www.espncricinfo.com/cricketers/hashmatullah-shahidi-440970,scorecard
Azmatullah Omarzai,22,18,23,1,2,122.22,https://www.espncricinfo.com/cricketers/azmatullah-omarzai-819429,scorecard
Mohammad Nabi,12,10,15,0,1,120.00,https://www.espncricinfo.com/cricketers/mohammad-nabi-25913,scorecard
Rashid Khan,35,18,25,2,3,194.44,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
David Warner,18,29,46,3,0,62.06,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Travis Head,0,2,5,0,0,0.00,https://www.espncricinfo.com/cricketers/travis-head-530011,scorecard
Mitchell Marsh,24,11,22,2,2,218.18,https://www.espncricinfo.com/cricketers/mitchell-marsh-272450,scorecard
Marnus Labuschagne,14,28,53,2,0,50.00,https://www.espncricinfo.com/cricketers/marnus-labuschagne-787987,scorecard
Josh Inglis †,0,1,1,0,0,0.00,https://www.espncricinfo.com/cricketers/josh-inglis-662235,scorecard
Glenn Maxwell,201,128,181,21,10,157.03,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Marcus Stoinis,6,7,13,1,0,85.71,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Mitchell Starc,3,7,8,0,0,42.85,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,scorecard
Pat Cummins (c),12,68,122,1,0,17.64,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Pathum Nissanka,41,36,61,8,0,113.88,https://www.espncricinfo.com/cricketers/pathum-nissanka-1028655,scorecard
Kusal Perera,4,5,5,1,0,80.00,https://www.espncricinfo.com/cricketers/kusal-perera-300631,scorecard
Kusal Mendis (c)†,19,30,49,1,1,63.33,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,scorecard
Sadeera Samarawickrama,41,42,53,4,0,97.61,https://www.espncricinfo.com/cricketers/sadeera-samarawickrama-629076,scorecard
Charith Asalanka,108,105,159,6,5,102.85,https://www.espncricinfo.com/cricketers/charith-asalanka-784367,scorecard
Angelo Mathews,0,0,4,0,0,-,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,scorecard
Dhananjaya de Silva,34,36,58,4,1,94.44,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,scorecard
Maheesh Theekshana,21,31,35,3,0,67.74,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,scorecard
Dushmantha Chameera,4,9,17,0,0,44.44,https://www.espncricinfo.com/cricketers/dushmantha-chameera-552152,scorecard
Kasun Rajitha,0,2,1,0,0,0.00,https://www.espncricinfo.com/cricketers/kasun-rajitha-499594,scorecard
Dilshan Madushanka,0,1,3,0,0,0.00,https://www.espncricinfo.com/cricketers/dilshan-madushanka-793007,scorecard
Tanzid Hasan,9,5,11,2,0,180.00,https://www.espncricinfo.com/cricketers/tanzid-hasan-990023,scorecard
Litton Das,23,22,36,2,2,104.54,https://www.espncricinfo.com/cricketers/litton-das-536936,scorecard
Najmul Hossain Shanto,90,101,163,12,0,89.10,https://www.espncricinfo.com/cricketers/najmul-hossain-shanto-629058,scorecard
Shakib Al Hasan (c),82,65,128,12,2,126.15,https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,scorecard
Mahmudullah,22,23,37,3,1,95.65,https://www.espncricinfo.com/cricketers/mahmudullah-56025,scorecard
Mushfiqur Rahim †,10,13,21,1,0,76.92,https://www.espncricinfo.com/cricketers/mushfiqur-rahim-56029,scorecard
Towhid Hridoy,15,7,22,0,2,214.28,https://www.espncricinfo.com/cricketers/towhid-hridoy-990031,scorecard
Mehidy Hasan Miraz,3,5,9,0,0,60.00,https://www.espncricinfo.com/cricketers/mehidy-hasan-miraz-629063,scorecard
Tanzim Hasan Sakib,5,6,6,1,0,83.33,https://www.espncricinfo.com/cricketers/tanzim-hasan-sakib-1139520,scorecard
Rohit Sharma (c),40,24,32,6,2,166.66,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Shubman Gill,23,24,54,4,1,95.83,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Virat Kohli,101,121,195,10,0,83.47,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Shreyas Iyer,77,87,101,7,2,88.50,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
KL Rahul †,8,17,29,0,0,47.05,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Suryakumar Yadav,22,14,19,5,0,157.14,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Ravindra Jadeja,29,15,21,3,1,193.33,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Quinton de Kock †,5,10,9,1,0,50.00,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Temba Bavuma (c),11,19,39,1,0,57.89,https://www.espncricinfo.com/cricketers/temba-bavuma-372116,scorecard
Rassie van der Dussen,13,32,55,1,0,40.62,https://www.espncricinfo.com/cricketers/rassie-van-der-dussen-337790,scorecard
Aiden Markram,9,6,6,2,0,150.00,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Heinrich Klaasen,1,11,12,0,0,9.09,https://www.espncricinfo.com/cricketers/heinrich-klaasen-436757,scorecard
David Miller,11,11,17,2,0,100.00,https://www.espncricinfo.com/cricketers/david-miller-321777,scorecard
Marco Jansen,14,30,45,1,0,46.66,https://www.espncricinfo.com/cricketers/marco-jansen-696401,scorecard
Keshav Maharaj,7,11,7,1,0,63.63,https://www.espncricinfo.com/cricketers/keshav-maharaj-267724,scorecard
Kagiso Rabada,6,26,26,0,0,23.07,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Lungi Ngidi,0,3,7,0,0,0.00,https://www.espncricinfo.com/cricketers/lungi-ngidi-542023,scorecard
Tabraiz Shamsi,4,4,3,1,0,100.00,https://www.espncricinfo.com/cricketers/tabraiz-shamsi-379145,scorecard
Travis Head,11,10,8,1,0,110.00,https://www.espncricinfo.com/cricketers/travis-head-530011,scorecard
David Warner,15,16,29,1,1,93.75,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Steven Smith,44,52,85,3,0,84.61,https://www.espncricinfo.com/cricketers/steven-smith-267192,scorecard
Marnus Labuschagne,71,83,111,7,0,85.54,https://www.espncricinfo.com/cricketers/marnus-labuschagne-787987,scorecard
Josh Inglis †,3,6,5,0,0,50.00,https://www.espncricinfo.com/cricketers/josh-inglis-662235,scorecard
Cameron Green,47,52,81,5,0,90.38,https://www.espncricinfo.com/cricketers/cameron-green-1076713,scorecard
Marcus Stoinis,35,32,53,3,2,109.37,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Pat Cummins (c),10,13,17,1,0,76.92,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Mitchell Starc,10,13,30,0,0,76.92,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,scorecard
Adam Zampa,29,19,23,4,0,152.63,https://www.espncricinfo.com/cricketers/adam-zampa-379504,scorecard
Josh Hazlewood,1,1,1,0,0,100.00,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,scorecard
Jonny Bairstow,0,1,1,0,0,0.00,https://www.espncricinfo.com/cricketers/jonny-bairstow-297433,scorecard
Dawid Malan,50,64,99,4,1,78.12,https://www.espncricinfo.com/cricketers/dawid-malan-236489,scorecard
Joe Root,13,17,23,2,0,76.47,https://www.espncricinfo.com/cricketers/joe-root-303669,scorecard
Ben Stokes,64,90,128,2,3,71.11,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Jos Buttler (c)†,1,7,10,0,0,14.28,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Moeen Ali,42,43,61,6,0,97.67,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Liam Livingstone,2,5,6,0,0,40.00,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Chris Woakes,32,33,52,4,1,96.96,https://www.espncricinfo.com/cricketers/chris-woakes-247235,scorecard
David Willey,15,14,19,3,0,107.14,https://www.espncricinfo.com/cricketers/david-willey-308251,scorecard
Adil Rashid,20,15,23,1,1,133.33,https://www.espncricinfo.com/cricketers/adil-rashid-244497,scorecard
Mark Wood,0,0,1,0,0,-,https://www.espncricinfo.com/cricketers/mark-wood-351588,scorecard
Devon Conway,35,39,48,6,0,89.74,https://www.espncricinfo.com/cricketers/devon-conway-379140,scorecard
Rachin Ravindra,108,94,170,15,1,114.89,https://www.espncricinfo.com/cricketers/rachin-ravindra-959767,scorecard
Kane Williamson (c),95,79,111,10,2,120.25,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Daryl Mitchell,29,18,32,4,1,161.11,https://www.espncricinfo.com/cricketers/daryl-mitchell-381743,scorecard
Mark Chapman,39,27,42,7,0,144.44,https://www.espncricinfo.com/cricketers/mark-chapman-438563,scorecard
Glenn Phillips,41,25,40,4,2,164.00,https://www.espncricinfo.com/cricketers/glenn-phillips-823509,scorecard
Mitchell Santner,26,17,27,0,2,152.94,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Tom Latham †,2,2,4,0,0,100.00,https://www.espncricinfo.com/cricketers/tom-latham-388802,scorecard
Abdullah Shafique,4,9,8,1,0,44.44,https://www.espncricinfo.com/cricketers/abdullah-shafique-922941,scorecard
Fakhar Zaman,126,81,103,8,11,155.55,https://www.espncricinfo.com/cricketers/fakhar-zaman-512191,scorecard
Babar Azam (c),66,63,93,6,2,104.76,https://www.espncricinfo.com/cricketers/babar-azam-348144,scorecard
Wesley Barresi,1,4,3,0,0,25.00,https://www.espncricinfo.com/cricketers/wesley-barresi-44407,scorecard
Max O'Dowd,42,40,50,9,0,105.00,https://www.espncricinfo.com/cricketers/max-o-dowd-643197,scorecard
Colin Ackermann,29,35,71,4,0,82.85,https://www.espncricinfo.com/cricketers/colin-ackermann-379774,scorecard
Sybrand Engelbrecht,58,86,85,6,0,67.44,https://www.espncricinfo.com/cricketers/sybrand-engelbrecht-315035,scorecard
Scott Edwards (c)†,0,1,1,0,0,0.00,https://www.espncricinfo.com/cricketers/scott-edwards-1127317,scorecard
Bas de Leede,3,6,5,0,0,50.00,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,scorecard
Saqib Zulfiqar,3,15,19,0,0,20.00,https://www.espncricinfo.com/cricketers/saqib-zulfiqar-526481,scorecard
Logan van Beek,2,13,16,0,0,15.38,https://www.espncricinfo.com/cricketers/logan-van-beek-440522,scorecard
Roelof van der Merwe,11,33,36,0,0,33.33,https://www.espncricinfo.com/cricketers/roelof-van-der-merwe-47850,scorecard
Aryan Dutt,10,22,42,0,0,45.45,https://www.espncricinfo.com/cricketers/aryan-dutt-1195672,scorecard
Paul van Meekeren,4,24,18,0,0,16.66,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,scorecard
Rahmanullah Gurbaz,10,11,24,2,0,90.90,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087,scorecard
Ibrahim Zadran,20,34,44,2,0,58.82,https://www.espncricinfo.com/cricketers/ibrahim-zadran-921509,scorecard
Rahmat Shah,52,54,74,8,0,96.29,https://www.espncricinfo.com/cricketers/rahmat-shah-533956,scorecard
Hashmatullah Shahidi (c),56,64,92,6,0,87.50,https://www.espncricinfo.com/cricketers/hashmatullah-shahidi-440970,scorecard
Azmatullah Omarzai,31,28,38,3,0,110.71,https://www.espncricinfo.com/cricketers/azmatullah-omarzai-819429,scorecard
Rohit Sharma (c),4,2,2,1,0,200.00,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Shubman Gill,92,92,136,11,2,100.00,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Virat Kohli,88,94,139,11,0,93.61,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Shreyas Iyer,82,56,84,3,6,146.42,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
KL Rahul †,21,19,34,2,0,110.52,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Suryakumar Yadav,12,9,13,2,0,133.33,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Ravindra Jadeja,35,24,41,1,1,145.83,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Mohammed Shami,2,4,11,0,0,50.00,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Jasprit Bumrah,1,1,1,0,0,100.00,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Pathum Nissanka,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/pathum-nissanka-1028655,scorecard
Dimuth Karunaratne,0,1,10,0,0,0.00,https://www.espncricinfo.com/cricketers/dimuth-karunaratne-227772,scorecard
Kusal Mendis (c)†,1,10,21,0,0,10.00,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,scorecard
Sadeera Samarawickrama,0,4,4,0,0,0.00,https://www.espncricinfo.com/cricketers/sadeera-samarawickrama-629076,scorecard
Charith Asalanka,1,24,42,0,0,4.16,https://www.espncricinfo.com/cricketers/charith-asalanka-784367,scorecard
Angelo Mathews,12,25,55,1,0,48.00,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,scorecard
Dushan Hemantha,0,1,1,0,0,0.00,https://www.espncricinfo.com/cricketers/dushan-hemantha-721041,scorecard
Dushmantha Chameera,0,6,10,0,0,0.00,https://www.espncricinfo.com/cricketers/dushmantha-chameera-552152,scorecard
Maheesh Theekshana,12,23,37,2,0,52.17,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,scorecard
Kasun Rajitha,14,17,20,2,0,82.35,https://www.espncricinfo.com/cricketers/kasun-rajitha-499594,scorecard
Dilshan Madushanka,5,6,4,1,0,83.33,https://www.espncricinfo.com/cricketers/dilshan-madushanka-793007,scorecard
Quinton de Kock †,114,116,176,10,3,98.27,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Temba Bavuma (c),24,28,37,4,1,85.71,https://www.espncricinfo.com/cricketers/temba-bavuma-372116,scorecard
Rassie van der Dussen,133,118,172,9,5,112.71,https://www.espncricinfo.com/cricketers/rassie-van-der-dussen-337790,scorecard
David Miller,53,30,48,2,4,176.66,https://www.espncricinfo.com/cricketers/david-miller-321777,scorecard
Heinrich Klaasen,15,7,13,1,1,214.28,https://www.espncricinfo.com/cricketers/heinrich-klaasen-436757,scorecard
Aiden Markram,6,1,1,0,1,600.00,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Devon Conway,2,6,13,0,0,33.33,https://www.espncricinfo.com/cricketers/devon-conway-379140,scorecard
Will Young,33,37,50,5,0,89.18,https://www.espncricinfo.com/cricketers/will-young-547749,scorecard
Rachin Ravindra,9,16,28,1,0,56.25,https://www.espncricinfo.com/cricketers/rachin-ravindra-959767,scorecard
Daryl Mitchell,24,30,40,4,0,80.00,https://www.espncricinfo.com/cricketers/daryl-mitchell-381743,scorecard
Tom Latham (c)†,4,15,18,0,0,26.66,https://www.espncricinfo.com/cricketers/tom-latham-388802,scorecard
Glenn Phillips,60,50,87,4,4,120.00,https://www.espncricinfo.com/cricketers/glenn-phillips-823509,scorecard
Mitchell Santner,7,18,14,1,0,38.88,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Tim Southee,7,11,11,1,0,63.63,https://www.espncricinfo.com/cricketers/tim-southee-232364,scorecard
James Neesham,0,8,6,0,0,0.00,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Trent Boult,9,14,17,1,0,64.28,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Matt Henry,0,9,20,0,0,0.00,https://www.espncricinfo.com/cricketers/matt-henry-506612,scorecard
Tanzid Hasan,0,5,7,0,0,0.00,https://www.espncricinfo.com/cricketers/tanzid-hasan-990023,scorecard
Litton Das,45,64,100,6,0,70.31,https://www.espncricinfo.com/cricketers/litton-das-536936,scorecard
Najmul Hossain Shanto,4,3,8,1,0,133.33,https://www.espncricinfo.com/cricketers/najmul-hossain-shanto-629058,scorecard
Mushfiqur Rahim †,5,8,18,1,0,62.50,https://www.espncricinfo.com/cricketers/mushfiqur-rahim-56029,scorecard
Mahmudullah,56,70,108,6,1,80.00,https://www.espncricinfo.com/cricketers/mahmudullah-56025,scorecard
Shakib Al Hasan (c),43,64,82,4,0,67.18,https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,scorecard
Towhid Hridoy,7,3,9,0,1,233.33,https://www.espncricinfo.com/cricketers/towhid-hridoy-990031,scorecard
Mehidy Hasan Miraz,25,30,50,1,1,83.33,https://www.espncricinfo.com/cricketers/mehidy-hasan-miraz-629063,scorecard
Taskin Ahmed,6,13,20,0,0,46.15,https://www.espncricinfo.com/cricketers/taskin-ahmed-538506,scorecard
Mustafizur Rahman,3,7,11,0,0,42.85,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,scorecard
Shoriful Islam,1,4,8,0,0,25.00,https://www.espncricinfo.com/cricketers/shoriful-islam-990039,scorecard
Abdullah Shafique,68,69,94,9,2,98.55,https://www.espncricinfo.com/cricketers/abdullah-shafique-922941,scorecard
Fakhar Zaman,81,74,126,3,7,109.45,https://www.espncricinfo.com/cricketers/fakhar-zaman-512191,scorecard
Babar Azam (c),9,16,20,1,0,56.25,https://www.espncricinfo.com/cricketers/babar-azam-348144,scorecard
Mohammad Rizwan †,26,21,27,4,0,123.80,https://www.espncricinfo.com/cricketers/mohammad-rizwan-323389,scorecard
Iftikhar Ahmed,17,15,17,2,0,113.33,https://www.espncricinfo.com/cricketers/iftikhar-ahmed-480603,scorecard
Pathum Nissanka,46,60,82,5,0,76.66,https://www.espncricinfo.com/cricketers/pathum-nissanka-1028655,scorecard
Dimuth Karunaratne,15,21,25,1,0,71.42,https://www.espncricinfo.com/cricketers/dimuth-karunaratne-227772,scorecard
Kusal Mendis (c)†,39,50,91,3,0,78.00,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,scorecard
Sadeera Samarawickrama,36,40,42,3,0,90.00,https://www.espncricinfo.com/cricketers/sadeera-samarawickrama-629076,scorecard
Charith Asalanka,22,28,48,2,0,78.57,https://www.espncricinfo.com/cricketers/charith-asalanka-784367,scorecard
Dhananjaya de Silva,14,26,24,1,0,53.84,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,scorecard
Angelo Mathews,23,26,61,1,1,88.46,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,scorecard
Dushmantha Chameera,1,4,5,0,0,25.00,https://www.espncricinfo.com/cricketers/dushmantha-chameera-552152,scorecard
Maheesh Theekshana,29,31,31,3,1,93.54,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,scorecard
Kasun Rajitha,5,7,14,0,0,71.42,https://www.espncricinfo.com/cricketers/kasun-rajitha-499594,scorecard
Dilshan Madushanka,0,4,5,0,0,0.00,https://www.espncricinfo.com/cricketers/dilshan-madushanka-793007,scorecard
Rahmanullah Gurbaz,0,4,2,0,0,0.00,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087,scorecard
Ibrahim Zadran,39,57,73,4,1,68.42,https://www.espncricinfo.com/cricketers/ibrahim-zadran-921509,scorecard
Rahmat Shah,62,74,121,7,0,83.78,https://www.espncricinfo.com/cricketers/rahmat-shah-533956,scorecard
Hashmatullah Shahidi (c),58,74,132,2,1,78.37,https://www.espncricinfo.com/cricketers/hashmatullah-shahidi-440970,scorecard
Azmatullah Omarzai,73,63,80,6,3,115.87,https://www.espncricinfo.com/cricketers/azmatullah-omarzai-819429,scorecard
Rohit Sharma (c),87,101,162,10,3,86.13,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Shubman Gill,9,13,18,1,0,69.23,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Virat Kohli,0,9,12,0,0,0.00,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Shreyas Iyer,4,16,21,0,0,25.00,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
KL Rahul †,39,58,77,3,0,67.24,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Suryakumar Yadav,49,47,75,4,1,104.25,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Ravindra Jadeja,8,13,14,0,0,61.53,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Mohammed Shami,1,5,4,0,0,20.00,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Jasprit Bumrah,16,25,44,1,0,64.00,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Kuldeep Yadav,9,13,18,1,0,69.23,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Jonny Bairstow,14,23,53,2,0,60.86,https://www.espncricinfo.com/cricketers/jonny-bairstow-297433,scorecard
Dawid Malan,16,17,25,2,1,94.11,https://www.espncricinfo.com/cricketers/dawid-malan-236489,scorecard
Joe Root,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/joe-root-303669,scorecard
Ben Stokes,0,10,14,0,0,0.00,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Jos Buttler (c)†,10,23,33,1,0,43.47,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Moeen Ali,15,31,55,0,0,48.38,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Liam Livingstone,27,46,56,2,0,58.69,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Chris Woakes,10,20,21,1,0,50.00,https://www.espncricinfo.com/cricketers/chris-woakes-247235,scorecard
David Willey,16,17,29,0,2,94.11,https://www.espncricinfo.com/cricketers/david-willey-308251,scorecard
Adil Rashid,13,20,19,2,0,65.00,https://www.espncricinfo.com/cricketers/adil-rashid-244497,scorecard
Mark Wood,0,1,3,0,0,0.00,https://www.espncricinfo.com/cricketers/mark-wood-351588,scorecard
Vikramjit Singh,3,9,7,0,0,33.33,https://www.espncricinfo.com/cricketers/vikramjit-singh-1153767,scorecard
Max O'Dowd,0,3,11,0,0,0.00,https://www.espncricinfo.com/cricketers/max-o-dowd-643197,scorecard
Wesley Barresi,41,41,49,8,0,100.00,https://www.espncricinfo.com/cricketers/wesley-barresi-44407,scorecard
Colin Ackermann,15,33,50,1,0,45.45,https://www.espncricinfo.com/cricketers/colin-ackermann-379774,scorecard
Scott Edwards (c)†,68,89,122,6,0,76.40,https://www.espncricinfo.com/cricketers/scott-edwards-1127317,scorecard
Bas de Leede,17,32,49,2,0,53.12,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,scorecard
Sybrand Engelbrecht,35,61,72,3,0,57.37,https://www.espncricinfo.com/cricketers/sybrand-engelbrecht-315035,scorecard
Logan van Beek,23,16,33,2,1,143.75,https://www.espncricinfo.com/cricketers/logan-van-beek-440522,scorecard
Shariz Ahmad,6,8,13,0,0,75.00,https://www.espncricinfo.com/cricketers/shariz-ahmad-1278252,scorecard
Aryan Dutt,9,6,7,0,1,150.00,https://www.espncricinfo.com/cricketers/aryan-dutt-1195672,scorecard
Paul van Meekeren,0,2,6,0,0,0.00,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,scorecard
Litton Das,3,12,20,0,0,25.00,https://www.espncricinfo.com/cricketers/litton-das-536936,scorecard
Tanzid Hasan,15,16,25,3,0,93.75,https://www.espncricinfo.com/cricketers/tanzid-hasan-990023,scorecard
Mehidy Hasan Miraz,35,40,51,5,1,87.50,https://www.espncricinfo.com/cricketers/mehidy-hasan-miraz-629063,scorecard
Najmul Hossain Shanto,9,18,27,2,0,50.00,https://www.espncricinfo.com/cricketers/najmul-hossain-shanto-629058,scorecard
Shakib Al Hasan (c),5,14,14,0,0,35.71,https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,scorecard
Mushfiqur Rahim †,1,5,9,0,0,20.00,https://www.espncricinfo.com/cricketers/mushfiqur-rahim-56029,scorecard
Mahmudullah,20,41,70,2,0,48.78,https://www.espncricinfo.com/cricketers/mahmudullah-56025,scorecard
Mahedi Hasan,17,38,51,1,0,44.73,https://www.espncricinfo.com/cricketers/mahedi-hasan-833087,scorecard
Taskin Ahmed,11,35,49,1,0,31.42,https://www.espncricinfo.com/cricketers/taskin-ahmed-538506,scorecard
