bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,bowler_link,inningbowled,avg_bowling_economy,bowling SR,avg_bowling_strike,bowling_avg,average_bowling_avg,dot_ball_percentage,average_dot_ball_%
Andre Russell,2.0,0,15,5,7.5,6,2,0,1,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,8,9.66,2.4,11.28,3.0,18.6,50.0,37.15
Andre Russell,1.0,0,2,0,2.0,4,0,0,0,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,8,9.66,0.0,11.28,0.0,18.6,66.67,37.15
Andre Russell,3.0,0,32,1,10.66,5,2,2,1,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,8,9.66,18.0,11.28,32.0,18.6,27.78,37.15
Anrich Nortje,2.2,0,15,1,6.42,9,3,0,1,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,8,6.18,13.2,16.65,15.0,18.06,68.18,47.59
Anrich Nortje,4.0,0,12,2,3.0,14,0,0,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,8,6.18,12.0,16.65,6.0,18.06,58.33,47.59
Anrich Nortje,4.0,0,24,2,6.0,9,2,0,1,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,8,6.18,12.0,16.65,12.0,18.06,37.5,47.59
Anrich Nortje,4.0,0,31,2,7.75,10,2,1,1,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,8,6.18,12.0,16.65,15.5,18.06,41.67,47.59
Anrich Nortje,4.0,0,37,1,9.25,8,2,1,2,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,8,6.18,24.0,16.65,37.0,18.06,33.33,47.59
Anrich Nortje,4.0,1,19,1,4.75,15,3,0,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,8,6.18,24.0,16.65,19.0,18.06,62.5,47.59
Anrich Nortje,4.0,0,18,2,4.5,12,1,0,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,8,6.18,12.0,16.65,9.0,18.06,50.0,47.59
Anrich Nortje,4.0,0,31,1,7.75,7,4,0,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,8,6.18,24.0,16.65,31.0,18.06,29.17,47.59
Arshdeep Singh,2.0,0,7,1,3.5,8,1,0,0,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,12.0,13.24,7.0,16.91,66.67,36.65
Arshdeep Singh,4.0,0,29,0,7.25,9,2,1,1,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,0.0,13.24,0.0,16.91,37.5,36.65
Arshdeep Singh,4.0,0,32,3,8.0,10,2,1,2,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,8.0,13.24,10.67,16.91,41.67,36.65
Arshdeep Singh,4.0,0,35,3,8.75,9,5,1,0,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,8.0,13.24,11.67,16.91,37.5,36.65
Arshdeep Singh,3.4,0,31,0,8.45,5,1,1,2,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,0.0,13.24,0.0,16.91,24.51,36.65
Arshdeep Singh,4.0,0,22,1,5.5,9,1,0,0,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,24.0,13.24,22.0,16.91,37.5,36.65
Arshdeep Singh,4.0,0,35,2,8.75,6,3,1,1,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,12.0,13.24,17.5,16.91,25.0,36.65
Arshdeep Singh,3.0,0,28,1,9.33,7,1,2,2,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,18.0,13.24,28.0,16.91,38.89,36.65
Arshdeep Singh,3.0,0,42,0,14.0,6,3,3,4,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,0.0,13.24,0.0,16.91,33.33,36.65
Arshdeep Singh,2.4,0,27,1,10.12,5,5,0,0,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,14.4,13.24,27.0,16.91,34.72,36.65
Arshdeep Singh,3.0,0,22,1,7.33,3,1,0,0,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,18.0,13.24,22.0,16.91,16.67,36.65
Arshdeep Singh,4.0,0,32,5,8.0,11,2,1,3,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,12,8.25,4.8,13.24,6.4,16.91,45.83,36.65
Avesh Khan,4.0,0,24,1,6.0,11,3,0,1,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,24.0,17.14,24.0,22.17,45.83,42.71
Avesh Khan,4.0,0,29,1,7.25,6,0,1,1,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,24.0,17.14,29.0,22.17,25.0,42.71
Avesh Khan,4.0,0,34,3,8.5,9,3,1,3,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,8.0,17.14,11.33,22.17,37.5,42.71
Avesh Khan,2.0,0,15,2,7.5,5,1,1,0,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,6.0,17.14,7.5,22.17,41.67,42.71
Avesh Khan,4.0,0,35,1,8.75,12,5,1,2,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,24.0,17.14,35.0,22.17,50.0,42.71
Avesh Khan,3.0,0,13,3,4.33,9,1,0,0,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,6.0,17.14,4.33,22.17,50.0,42.71
Avesh Khan,4.0,0,27,0,6.75,13,2,1,2,1,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,0.0,17.14,0.0,22.17,54.17,42.71
Avesh Khan,4.0,0,33,1,8.25,9,2,2,0,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,24.0,17.14,33.0,22.17,37.5,42.71
Avesh Khan,4.0,0,22,1,5.5,9,1,0,0,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,24.0,17.14,22.0,22.17,37.5,42.71
Avesh Khan,4.0,0,31,1,7.75,8,3,1,0,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,24.0,17.14,31.0,22.17,33.33,42.71
Avesh Khan,4.0,0,47,1,11.75,8,5,3,1,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,24.0,17.14,47.0,22.17,33.33,42.71
Avesh Khan,4.0,0,15,3,3.75,16,2,0,1,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,8.0,17.14,5.0,22.17,66.67,42.71
Avesh Khan,4.0,0,39,1,9.75,8,5,1,2,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,24.0,17.14,39.0,22.17,33.33,42.71
Avesh Khan,4.0,0,23,2,5.75,11,3,0,1,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,12.0,17.14,11.5,22.17,45.83,42.71
Avesh Khan,4.0,0,32,3,8.0,11,3,2,0,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,8.0,17.14,10.67,22.17,45.83,42.71
Avesh Khan,4.0,0,31,0,7.75,11,2,1,2,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,16,7.33,0.0,17.14,0.0,22.17,45.83,42.71
Axar Patel,3.0,0,23,0,7.66,7,2,1,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,0.0,16.89,0.0,19.5,38.89,36.34
Axar Patel,4.0,0,26,2,6.5,11,2,1,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,12.0,16.89,13.0,19.5,45.83,36.34
Axar Patel,4.0,0,21,1,5.25,11,2,0,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,24.0,16.89,21.0,19.5,45.83,36.34
Axar Patel,4.0,0,21,3,5.25,8,1,0,1,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,8.0,16.89,7.0,19.5,33.33,36.34
Axar Patel,4.0,0,18,2,4.5,6,0,0,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,12.0,16.89,9.0,19.5,25.0,36.34
Axar Patel,4.0,0,39,1,9.75,8,4,2,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,24.0,16.89,39.0,19.5,33.33,36.34
Axar Patel,3.0,0,13,0,4.33,10,0,1,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,0.0,16.89,0.0,19.5,55.56,36.34
Axar Patel,4.0,0,32,2,8.0,11,1,3,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,12.0,16.89,16.0,19.5,45.83,36.34
Axar Patel,4.0,0,21,2,5.25,9,2,0,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,12.0,16.89,10.5,19.5,37.5,36.34
Axar Patel,4.0,0,32,0,8.0,8,0,3,1,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,0.0,16.89,0.0,19.5,33.33,36.34
Axar Patel,4.0,0,33,1,8.25,5,0,2,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,24.0,16.89,33.0,19.5,20.83,36.34
Axar Patel,4.0,0,27,1,6.75,5,2,0,1,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,12,6.62,24.0,16.89,27.0,19.5,20.83,36.34
Ben Stokes,1.0,0,12,0,12.0,2,1,1,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,1,12.0,0.0,0.0,0.0,0.0,33.33,33.33
Bhuvneshwar Kumar,4.0,0,45,1,11.25,10,6,2,1,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,11,7.89,24.0,23.0,45.0,29.67,41.67,40.91
Bhuvneshwar Kumar,4.0,0,25,1,6.25,11,2,1,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,11,7.89,24.0,23.0,25.0,29.67,45.83,40.91
Bhuvneshwar Kumar,4.0,0,37,0,9.25,7,4,1,1,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,11,7.89,0.0,23.0,0.0,29.67,29.17,40.91
Bhuvneshwar Kumar,4.0,1,28,1,7.0,8,3,0,1,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,11,7.89,24.0,23.0,28.0,29.67,33.33,40.91
Bhuvneshwar Kumar,4.0,0,45,0,11.25,6,3,3,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,11,7.89,0.0,23.0,0.0,29.67,25.0,40.91
Bhuvneshwar Kumar,4.0,0,20,0,5.0,14,3,0,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,11,7.89,0.0,23.0,0.0,29.67,58.33,40.91
Bhuvneshwar Kumar,4.0,0,34,1,8.5,10,3,1,1,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,11,7.89,24.0,23.0,34.0,29.67,41.67,40.91
Bhuvneshwar Kumar,4.0,0,34,0,8.5,12,1,3,2,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,11,7.89,0.0,23.0,0.0,29.67,50.0,40.91
Bhuvneshwar Kumar,4.0,0,30,1,7.5,10,5,0,1,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,11,7.89,24.0,23.0,30.0,29.67,41.67,40.91
Bhuvneshwar Kumar,3.0,0,21,0,7.0,8,2,1,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,11,7.89,0.0,23.0,0.0,29.67,44.44,40.91
Bhuvneshwar Kumar,3.0,0,16,1,5.33,7,1,0,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,11,7.89,18.0,23.0,16.0,29.67,38.89,40.91
Chetan Sakariya,4.0,0,33,0,8.25,5,4,0,0,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,0.0,17.78,0.0,24.76,20.83,36.41
Chetan Sakariya,4.0,0,31,1,7.75,8,3,0,4,1,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,24.0,17.78,31.0,24.76,33.33,36.41
Chetan Sakariya,3.0,1,36,1,12.0,9,3,2,0,2,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,18.0,17.78,36.0,24.76,50.0,36.41
Chetan Sakariya,4.0,0,36,3,9.0,9,1,2,3,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,8.0,17.78,12.0,24.76,37.5,36.41
Chetan Sakariya,4.0,0,31,3,7.75,13,6,0,0,1,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,8.0,17.78,10.33,24.76,54.17,36.41
Chetan Sakariya,3.0,0,18,0,6.0,8,2,0,1,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,0.0,17.78,0.0,24.76,44.44,36.41
Chetan Sakariya,4.0,0,32,1,8.0,7,1,1,4,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,24.0,17.78,32.0,24.76,29.17,36.41
Chetan Sakariya,4.0,0,38,0,9.5,7,3,2,1,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,0.0,17.78,0.0,24.76,29.17,36.41
Chetan Sakariya,4.0,0,35,0,8.75,7,4,1,1,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,0.0,17.78,0.0,24.76,29.17,36.41
Chetan Sakariya,3.0,0,18,0,6.0,6,1,0,0,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,0.0,17.78,0.0,24.76,33.33,36.41
Chetan Sakariya,4.0,0,23,1,5.75,12,2,1,0,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,24.0,17.78,23.0,24.76,50.0,36.41
Chetan Sakariya,4.0,0,31,1,7.75,10,4,0,2,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,24.0,17.78,31.0,24.76,41.67,36.41
Chetan Sakariya,4.0,0,33,2,8.25,7,2,1,1,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,12.0,17.78,16.5,24.76,29.17,36.41
Chetan Sakariya,3.0,0,31,1,10.33,5,2,2,1,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,14,8.22,18.0,17.78,31.0,24.76,27.78,36.41
Chris Jordan,3.0,0,24,0,8.0,8,4,0,0,0,https://www.espncricinfo.com/cricketers/chris-jordan-288992,4,8.23,0.0,15.0,0.0,20.67,44.44,37.15
Chris Jordan,4.0,0,31,1,7.75,9,3,1,1,0,https://www.espncricinfo.com/cricketers/chris-jordan-288992,4,8.23,24.0,15.0,31.0,20.67,37.5,37.15
Chris Jordan,2.0,0,21,1,10.5,4,2,1,0,0,https://www.espncricinfo.com/cricketers/chris-jordan-288992,4,8.23,12.0,15.0,21.0,20.67,33.33,37.15
Chris Jordan,3.0,0,20,2,6.66,6,2,0,1,0,https://www.espncricinfo.com/cricketers/chris-jordan-288992,4,8.23,9.0,15.0,10.0,20.67,33.33,37.15
Chris Morris,3.0,0,27,1,9.0,7,4,0,1,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,11,9.24,18.0,13.14,27.0,17.7,38.89,36.36
Chris Morris,4.0,0,50,0,12.5,5,6,2,0,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,11,9.24,0.0,13.14,0.0,17.7,20.83,36.36
Chris Morris,4.0,0,28,1,7.0,12,2,1,3,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,11,9.24,24.0,13.14,28.0,17.7,50.0,36.36
Chris Morris,4.0,0,33,2,8.25,11,4,1,2,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,11,9.24,12.0,13.14,16.5,17.7,45.83,36.36
Chris Morris,4.0,0,33,2,8.25,9,2,2,0,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,11,9.24,12.0,13.14,16.5,17.7,37.5,36.36
Chris Morris,4.0,0,23,4,5.75,18,0,3,1,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,11,9.24,6.0,13.14,5.75,17.7,75.0,36.36
Chris Morris,4.0,0,29,3,7.25,8,3,0,3,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,11,9.24,8.0,13.14,9.67,17.7,33.33,36.36
Chris Morris,3.0,0,38,0,12.66,2,5,1,0,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,11,9.24,0.0,13.14,0.0,17.7,11.11,36.36
Chris Morris,4.0,0,41,2,10.25,8,2,3,1,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,11,9.24,12.0,13.14,20.5,17.7,33.33,36.36
Chris Morris,4.0,0,47,0,11.75,5,2,3,5,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,11,9.24,0.0,13.14,0.0,17.7,20.83,36.36
Chris Morris,3.0,0,27,0,9.0,6,4,0,0,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,11,9.24,0.0,13.14,0.0,17.7,33.33,36.36
Chris Woakes,3.0,0,18,2,6.0,11,3,0,0,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,3,7.33,9.0,15.0,9.0,20.67,61.11,50.93
Chris Woakes,4.0,0,22,2,5.5,13,2,1,0,0,https://www.espncricinfo.com/cricketers/chris-woakes-247235,3,7.33,12.0,15.0,11.0,20.67,54.17,50.93
Chris Woakes,4.0,0,42,1,10.5,9,5,2,0,1,https://www.espncricinfo.com/cricketers/chris-woakes-247235,3,7.33,24.0,15.0,42.0,20.67,37.5,50.93
Dan Christian,2.0,0,21,1,10.5,3,2,1,0,0,https://www.espncricinfo.com/cricketers/dan-christian-4864,9,9.67,12.0,11.0,21.0,15.67,25.0,26.63
Dan Christian,2.0,0,21,0,10.5,3,3,0,1,0,https://www.espncricinfo.com/cricketers/dan-christian-4864,9,9.67,0.0,11.0,0.0,15.67,25.0,26.63
Dan Christian,3.0,0,14,2,4.66,8,1,0,0,0,https://www.espncricinfo.com/cricketers/dan-christian-4864,9,9.67,9.0,11.0,7.0,15.67,44.44,26.63
Dan Christian,2.0,0,12,0,6.0,5,1,0,1,0,https://www.espncricinfo.com/cricketers/dan-christian-4864,9,9.67,0.0,11.0,0.0,15.67,41.67,26.63
Dan Christian,1.0,0,7,0,7.0,1,0,0,0,0,https://www.espncricinfo.com/cricketers/dan-christian-4864,9,9.67,0.0,11.0,0.0,15.67,16.67,26.63
Dan Christian,1.4,0,29,0,17.4,1,1,3,2,0,https://www.espncricinfo.com/cricketers/dan-christian-4864,9,9.67,0.0,11.0,0.0,15.67,11.9,26.63
Dan Christian,2.0,0,19,1,9.5,5,2,1,0,0,https://www.espncricinfo.com/cricketers/dan-christian-4864,9,9.67,12.0,11.0,19.0,15.67,41.67,26.63
Dan Christian,2.0,0,21,0,10.5,2,3,0,0,0,https://www.espncricinfo.com/cricketers/dan-christian-4864,9,9.67,0.0,11.0,0.0,15.67,16.67,26.63
Dan Christian,1.0,0,11,0,11.0,1,2,0,0,0,https://www.espncricinfo.com/cricketers/dan-christian-4864,9,9.67,0.0,11.0,0.0,15.67,16.67,26.63
Daniel Sams,4.0,0,24,1,6.0,11,1,1,2,0,https://www.espncricinfo.com/cricketers/daniel-sams-826901,2,6.75,24.0,24.0,24.0,24.0,45.83,39.58
Daniel Sams,2.0,0,15,0,7.5,4,2,0,0,0,https://www.espncricinfo.com/cricketers/daniel-sams-826901,2,6.75,0.0,24.0,0.0,24.0,33.33,39.58
Deepak Chahar,4.0,0,35,1,8.75,7,6,0,0,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,24.0,16.29,35.0,24.14,29.17,40.37
Deepak Chahar,4.0,0,32,0,8.0,9,2,2,0,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,0.0,16.29,0.0,24.14,37.5,40.37
Deepak Chahar,4.0,0,37,0,9.25,8,4,1,2,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,0.0,16.29,0.0,24.14,33.33,40.37
Deepak Chahar,2.0,0,25,0,12.5,4,5,0,2,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,0.0,16.29,0.0,24.14,33.33,40.37
Deepak Chahar,4.0,0,32,0,8.0,8,5,0,1,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,0.0,16.29,0.0,24.14,33.33,40.37
Deepak Chahar,4.0,0,29,4,7.25,14,3,2,0,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,6.0,16.29,7.25,24.14,58.33,40.37
Deepak Chahar,3.0,0,21,0,7.0,7,3,0,1,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,0.0,16.29,0.0,24.14,38.89,40.37
Deepak Chahar,4.0,0,19,2,4.75,13,2,0,0,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,12.0,16.29,9.5,24.14,54.17,40.37
Deepak Chahar,4.0,1,13,4,3.25,18,2,0,1,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,6.0,16.29,3.25,24.14,75.0,40.37
Deepak Chahar,3.0,0,32,0,10.66,7,4,1,1,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,0.0,16.29,0.0,24.14,38.89,40.37
Deepak Chahar,4.0,0,32,1,8.0,10,4,1,1,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,24.0,16.29,32.0,24.14,41.67,40.37
Deepak Chahar,3.0,0,34,1,11.33,9,4,2,2,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,18.0,16.29,34.0,24.14,50.0,40.37
Deepak Chahar,4.0,0,36,0,9.0,8,5,1,0,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,0.0,16.29,0.0,24.14,33.33,40.37
Deepak Chahar,4.0,0,48,1,12.0,5,3,3,3,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,24.0,16.29,48.0,24.14,20.83,40.37
Deepak Chahar,3.0,0,26,0,8.66,5,4,0,1,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,15,8.56,0.0,16.29,0.0,24.14,27.78,40.37
Deepak Hooda,2.0,0,37,0,18.5,2,5,2,0,0,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,7,9.5,0.0,15.0,0.0,17.5,16.67,27.38
Deepak Hooda,2.0,0,20,1,10.0,3,2,1,0,0,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,7,9.5,12.0,15.0,20.0,17.5,25.0,27.38
Deepak Hooda,2.0,0,18,0,9.0,1,2,0,0,0,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,7,9.5,0.0,15.0,0.0,17.5,8.33,27.38
Deepak Hooda,2.0,0,11,0,5.5,3,0,0,0,0,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,7,9.5,0.0,15.0,0.0,17.5,25.0,27.38
Deepak Hooda,1.0,0,13,0,13.0,1,1,1,0,0,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,7,9.5,0.0,15.0,0.0,17.5,16.67,27.38
