batsmanName,runs,balls,minutes,4s,6s,SR,player_link,match_id
Nitish Rana,31,18,37,2,2,172.22,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Eoin Morgan (c),2,2,9,0,0,100.00,https://www.espncricinfo.com/cricketers/eoin-morgan-24598,scorecard
Dinesh Karthik †,11,11,28,0,0,100.00,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Tim Seifert,2,4,9,0,0,50.00,https://www.espncricinfo.com/cricketers/tim-seifert-625964,scorecard
Sunil Narine,3,3,8,0,0,100.00,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
KL Rahul (c)†,67,55,114,4,2,121.81,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Mayank Agarwal,40,27,44,3,3,148.14,https://www.espncricinfo.com/cricketers/mayank-agarwal-398438,scorecard
Nicholas Pooran,12,7,11,0,1,171.42,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Aiden Markram,18,16,28,0,1,112.50,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Deepak Hooda,3,4,7,0,0,75.00,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,scorecard
M Shahrukh Khan,22,9,26,1,2,244.44,https://www.espncricinfo.com/cricketers/m-shahrukh-khan-719719,scorecard
Fabian Allen,0,0,2,0,0,-,https://www.espncricinfo.com/cricketers/fabian-allen-670013,scorecard
Jason Roy,2,7,17,0,0,28.57,https://www.espncricinfo.com/cricketers/jason-roy-298438,scorecard
Wriddhiman Saha †,44,46,58,1,2,95.65,https://www.espncricinfo.com/cricketers/wriddhiman-saha-279810,scorecard
Kane Williamson (c),11,11,15,2,0,100.00,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Priyam Garg,7,10,20,0,0,70.00,https://www.espncricinfo.com/cricketers/priyam-garg-1070180,scorecard
Abhishek Sharma,18,13,27,1,1,138.46,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
Abdul Samad,18,14,23,1,1,128.57,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,scorecard
Jason Holder,5,5,10,0,0,100.00,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Rashid Khan,17,13,16,2,0,130.76,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Bhuvneshwar Kumar,2,2,9,0,0,100.00,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Ruturaj Gaikwad,45,38,42,4,2,118.42,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Faf du Plessis,41,36,72,3,2,113.88,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Moeen Ali,17,17,22,2,0,100.00,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Suresh Raina,2,3,6,0,0,66.66,https://www.espncricinfo.com/cricketers/suresh-raina-33335,scorecard
Ambati Rayudu,17,13,25,1,1,130.76,https://www.espncricinfo.com/cricketers/ambati-rayudu-33141,scorecard
MS Dhoni (c)†,14,11,21,1,1,127.27,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Evin Lewis,58,37,60,5,3,156.75,https://www.espncricinfo.com/cricketers/evin-lewis-431901,scorecard
Yashasvi Jaiswal,31,22,44,3,2,140.90,https://www.espncricinfo.com/cricketers/yashasvi-jaiswal-1151278,scorecard
Sanju Samson (c)†,19,15,29,0,2,126.66,https://www.espncricinfo.com/cricketers/sanju-samson-425943,scorecard
Mahipal Lomror,3,4,10,0,0,75.00,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265,scorecard
Liam Livingstone,6,9,18,0,0,66.66,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Rahul Tewatia,2,3,4,0,0,66.66,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Riyan Parag,9,16,26,0,0,56.25,https://www.espncricinfo.com/cricketers/riyan-parag-1079434,scorecard
Chris Morris,14,11,17,2,0,127.27,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Chetan Sakariya,2,2,7,0,0,100.00,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,scorecard
Kartik Tyagi,1,1,5,0,0,100.00,https://www.espncricinfo.com/cricketers/kartik-tyagi-1122918,scorecard
Virat Kohli (c),25,20,37,4,0,125.00,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Devdutt Padikkal,22,17,28,4,0,129.41,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Srikar Bharat †,44,35,50,3,1,125.71,https://www.espncricinfo.com/cricketers/srikar-bharat-529436,scorecard
Glenn Maxwell,50,30,47,6,1,166.66,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
AB de Villiers,4,1,7,1,0,400.00,https://www.espncricinfo.com/cricketers/ab-de-villiers-44936,scorecard
KL Rahul (c)†,21,22,38,2,0,95.45,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Mandeep Singh,15,14,28,2,0,107.14,https://www.espncricinfo.com/cricketers/mandeep-singh-398506,scorecard
Chris Gayle,1,4,8,0,0,25.00,https://www.espncricinfo.com/cricketers/chris-gayle-51880,scorecard
Aiden Markram,42,29,43,6,0,144.82,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Nicholas Pooran,2,3,7,0,0,66.66,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Deepak Hooda,28,26,50,1,1,107.69,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,scorecard
Harpreet Brar,14,19,24,0,0,73.68,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Nathan Ellis,6,4,7,0,0,150.00,https://www.espncricinfo.com/cricketers/nathan-ellis-826915,scorecard
Rohit Sharma (c),8,10,17,1,0,80.00,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Quinton de Kock †,27,29,49,2,0,93.10,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Suryakumar Yadav,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Saurabh Tiwary,45,37,61,3,2,121.62,https://www.espncricinfo.com/cricketers/saurabh-tiwary-35390,scorecard
Hardik Pandya,40,30,54,4,2,133.33,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Kieron Pollard,15,7,22,1,1,214.28,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Steven Smith,39,34,64,4,0,114.70,https://www.espncricinfo.com/cricketers/steven-smith-267192,scorecard
Shikhar Dhawan,24,20,29,5,0,120.00,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Shreyas Iyer,1,5,8,0,0,20.00,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
Rishabh Pant (c)†,39,36,71,3,0,108.33,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Shimron Hetmyer,4,5,10,0,0,80.00,https://www.espncricinfo.com/cricketers/shimron-hetmyer-670025,scorecard
Lalit Yadav,0,3,6,0,0,0.00,https://www.espncricinfo.com/cricketers/lalit-yadav-930189,scorecard
Axar Patel,0,5,7,0,0,0.00,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Ravichandran Ashwin,9,8,23,1,0,112.50,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Kagiso Rabada,0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Avesh Khan,5,3,-,1,0,166.66,https://www.espncricinfo.com/cricketers/avesh-khan-694211,scorecard
Shubman Gill,30,33,46,1,2,90.90,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Venkatesh Iyer,14,15,18,2,0,93.33,https://www.espncricinfo.com/cricketers/venkatesh-iyer-851403,scorecard
Rahul Tripathi,9,5,8,0,1,180.00,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763,scorecard
Nitish Rana,36,27,64,2,2,133.33,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Eoin Morgan (c),0,2,4,0,0,0.00,https://www.espncricinfo.com/cricketers/eoin-morgan-24598,scorecard
Dinesh Karthik †,12,14,17,2,0,85.71,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Sunil Narine,21,10,17,1,2,210.00,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Tim Southee,3,5,7,0,0,60.00,https://www.espncricinfo.com/cricketers/tim-southee-232364,scorecard
Lockie Ferguson,0,0,3,0,0,-,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Evin Lewis,6,4,6,1,0,150.00,https://www.espncricinfo.com/cricketers/evin-lewis-431901,scorecard
Yashasvi Jaiswal,36,23,39,5,1,156.52,https://www.espncricinfo.com/cricketers/yashasvi-jaiswal-1151278,scorecard
Sanju Samson (c)†,82,57,87,7,3,143.85,https://www.espncricinfo.com/cricketers/sanju-samson-425943,scorecard
Liam Livingstone,4,6,9,0,0,66.66,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Mahipal Lomror,29,28,49,1,1,103.57,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265,scorecard
Riyan Parag,0,1,3,0,0,0.00,https://www.espncricinfo.com/cricketers/riyan-parag-1079434,scorecard
Rahul Tewatia,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Jason Roy,60,42,52,8,1,142.85,https://www.espncricinfo.com/cricketers/jason-roy-298438,scorecard
Wriddhiman Saha †,18,11,26,2,1,163.63,https://www.espncricinfo.com/cricketers/wriddhiman-saha-279810,scorecard
Kane Williamson (c),51,41,63,5,1,124.39,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Priyam Garg,0,1,5,0,0,0.00,https://www.espncricinfo.com/cricketers/priyam-garg-1070180,scorecard
Abhishek Sharma,21,16,30,1,1,131.25,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
Virat Kohli (c),51,42,75,3,3,121.42,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Devdutt Padikkal,0,4,9,0,0,0.00,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Srikar Bharat †,32,24,33,2,2,133.33,https://www.espncricinfo.com/cricketers/srikar-bharat-529436,scorecard
Glenn Maxwell,56,37,51,6,3,151.35,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
AB de Villiers,11,6,20,1,1,183.33,https://www.espncricinfo.com/cricketers/ab-de-villiers-44936,scorecard
Dan Christian,1,3,10,0,0,33.33,https://www.espncricinfo.com/cricketers/dan-christian-4864,scorecard
Shahbaz Ahmed,1,3,5,0,0,33.33,https://www.espncricinfo.com/cricketers/shahbaz-ahmed-1159711,scorecard
Kyle Jamieson,2,2,4,0,0,100.00,https://www.espncricinfo.com/cricketers/kyle-jamieson-625960,scorecard
Rohit Sharma (c),43,28,50,5,1,153.57,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Quinton de Kock †,24,23,35,4,0,104.34,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Ishan Kishan,9,12,19,1,0,75.00,https://www.espncricinfo.com/cricketers/ishan-kishan-720471,scorecard
Suryakumar Yadav,8,9,25,0,0,88.88,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Krunal Pandya,5,11,15,0,0,45.45,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Kieron Pollard,7,10,22,0,0,70.00,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Hardik Pandya,3,6,13,0,0,50.00,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Adam Milne,0,1,14,0,0,0.00,https://www.espncricinfo.com/cricketers/adam-milne-450860,scorecard
Rahul Chahar,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Jasprit Bumrah,5,6,6,1,0,83.33,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Trent Boult,0,3,5,0,0,0.00,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Shubman Gill,9,5,8,2,0,180.00,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Venkatesh Iyer,18,15,32,3,0,120.00,https://www.espncricinfo.com/cricketers/venkatesh-iyer-851403,scorecard
Rahul Tripathi,45,33,56,4,1,136.36,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763,scorecard
Eoin Morgan (c),8,14,18,0,0,57.14,https://www.espncricinfo.com/cricketers/eoin-morgan-24598,scorecard
Nitish Rana,37,27,58,3,1,137.03,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Andre Russell,20,15,24,2,1,133.33,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Dinesh Karthik †,26,11,20,3,1,236.36,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Sunil Narine,0,1,4,0,0,0.00,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Ruturaj Gaikwad,40,28,38,2,3,142.85,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Faf du Plessis,43,30,53,7,0,143.33,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Moeen Ali,32,28,45,2,1,114.28,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Ambati Rayudu,10,9,14,1,0,111.11,https://www.espncricinfo.com/cricketers/ambati-rayudu-33141,scorecard
Suresh Raina,11,7,19,1,0,157.14,https://www.espncricinfo.com/cricketers/suresh-raina-33335,scorecard
MS Dhoni (c)†,1,4,8,0,0,25.00,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Ravindra Jadeja,22,8,21,2,2,275.00,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Sam Curran,4,4,13,0,0,100.00,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Shardul Thakur,3,2,7,0,0,150.00,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Deepak Chahar,1,1,2,0,0,100.00,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,scorecard
KL Rahul (c)†,21,21,21,3,0,100.00,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Mayank Agarwal,5,6,25,0,0,83.33,https://www.espncricinfo.com/cricketers/mayank-agarwal-398438,scorecard
Chris Gayle,14,17,33,1,0,82.35,https://www.espncricinfo.com/cricketers/chris-gayle-51880,scorecard
Aiden Markram,27,32,48,2,0,84.37,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Nicholas Pooran,8,4,6,0,1,200.00,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Deepak Hooda,13,10,19,1,0,130.00,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,scorecard
Harpreet Brar,18,18,24,1,0,100.00,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Nathan Ellis,12,12,16,0,1,100.00,https://www.espncricinfo.com/cricketers/nathan-ellis-826915,scorecard
Mohammed Shami,0,0,2,0,0,-,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
David Warner,2,3,4,0,0,66.66,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Wriddhiman Saha †,31,37,77,1,0,83.78,https://www.espncricinfo.com/cricketers/wriddhiman-saha-279810,scorecard
Kane Williamson (c),1,6,11,0,0,16.66,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Manish Pandey,13,23,27,1,0,56.52,https://www.espncricinfo.com/cricketers/manish-pandey-290630,scorecard
Kedar Jadhav,12,12,21,0,0,100.00,https://www.espncricinfo.com/cricketers/kedar-jadhav-290716,scorecard
Abdul Samad,1,2,5,0,0,50.00,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,scorecard
Jason Holder,47,29,35,0,5,162.06,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Rashid Khan,3,4,12,0,0,75.00,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Bhuvneshwar Kumar,3,4,11,0,0,75.00,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Prithvi Shaw,10,12,24,0,0,83.33,https://www.espncricinfo.com/cricketers/prithvi-shaw-1070168,scorecard
Shikhar Dhawan,8,8,18,1,0,100.00,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Shreyas Iyer,43,32,53,1,2,134.37,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
Rishabh Pant (c)†,24,24,36,2,0,100.00,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Shimron Hetmyer,28,16,29,5,0,175.00,https://www.espncricinfo.com/cricketers/shimron-hetmyer-670025,scorecard
Lalit Yadav,14,15,40,1,0,93.33,https://www.espncricinfo.com/cricketers/lalit-yadav-930189,scorecard
Axar Patel,12,7,13,0,1,171.42,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Ravichandran Ashwin,6,6,10,0,0,100.00,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Liam Livingstone,1,3,6,0,0,33.33,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Yashasvi Jaiswal,5,4,8,0,0,125.00,https://www.espncricinfo.com/cricketers/yashasvi-jaiswal-1151278,scorecard
Sanju Samson (c)†,70,53,88,8,1,132.07,https://www.espncricinfo.com/cricketers/sanju-samson-425943,scorecard
David Miller,7,10,18,0,0,70.00,https://www.espncricinfo.com/cricketers/david-miller-321777,scorecard
Mahipal Lomror,19,24,23,0,1,79.16,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265,scorecard
Riyan Parag,2,7,6,0,0,28.57,https://www.espncricinfo.com/cricketers/riyan-parag-1079434,scorecard
Rahul Tewatia,9,15,28,0,0,60.00,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Tabraiz Shamsi,2,4,14,0,0,50.00,https://www.espncricinfo.com/cricketers/tabraiz-shamsi-379145,scorecard
Virat Kohli (c),53,41,58,6,1,129.26,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Devdutt Padikkal,70,50,79,5,3,140.00,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
AB de Villiers,12,11,18,0,1,109.09,https://www.espncricinfo.com/cricketers/ab-de-villiers-44936,scorecard
Glenn Maxwell,11,9,15,0,1,122.22,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Tim David,1,3,8,0,0,33.33,https://www.espncricinfo.com/cricketers/tim-david-892749,scorecard
Harshal Patel,3,5,10,0,0,60.00,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Wanindu Hasaranga,1,1,4,0,0,100.00,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,scorecard
Ruturaj Gaikwad,38,26,43,4,1,146.15,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Faf du Plessis,31,26,48,2,2,119.23,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Moeen Ali,23,18,26,0,2,127.77,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Ambati Rayudu,32,22,31,3,1,145.45,https://www.espncricinfo.com/cricketers/ambati-rayudu-33141,scorecard
Suresh Raina,17,10,23,2,1,170.00,https://www.espncricinfo.com/cricketers/suresh-raina-33335,scorecard
MS Dhoni (c)†,11,9,14,2,0,122.22,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Rohit Sharma (c),33,30,47,4,0,110.00,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Quinton de Kock †,55,42,78,4,3,130.95,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Suryakumar Yadav,5,10,16,0,0,50.00,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Ishan Kishan,14,13,28,0,1,107.69,https://www.espncricinfo.com/cricketers/ishan-kishan-720471,scorecard
Kieron Pollard,21,15,30,2,1,140.00,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Krunal Pandya,12,9,22,0,1,133.33,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Saurabh Tiwary,5,2,5,1,0,250.00,https://www.espncricinfo.com/cricketers/saurabh-tiwary-35390,scorecard
Adam Milne,1,1,3,0,0,100.00,https://www.espncricinfo.com/cricketers/adam-milne-450860,scorecard
Shubman Gill,13,9,16,1,1,144.44,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Venkatesh Iyer,53,30,58,4,3,176.66,https://www.espncricinfo.com/cricketers/venkatesh-iyer-851403,scorecard
Rahul Tripathi,74,42,60,8,3,176.19,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763,scorecard
Eoin Morgan (c),7,8,14,0,1,87.50,https://www.espncricinfo.com/cricketers/eoin-morgan-24598,scorecard
Nitish Rana,5,2,5,1,0,250.00,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
David Warner,0,3,5,0,0,0.00,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Wriddhiman Saha †,18,17,25,2,1,105.88,https://www.espncricinfo.com/cricketers/wriddhiman-saha-279810,scorecard
Kane Williamson (c),18,26,45,1,0,69.23,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Manish Pandey,17,16,28,1,0,106.25,https://www.espncricinfo.com/cricketers/manish-pandey-290630,scorecard
Kedar Jadhav,3,8,16,0,0,37.50,https://www.espncricinfo.com/cricketers/kedar-jadhav-290716,scorecard
Abdul Samad,28,21,40,2,1,133.33,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,scorecard
Jason Holder,10,9,12,0,1,111.11,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Rashid Khan,22,19,22,2,1,115.78,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Bhuvneshwar Kumar,5,3,9,1,0,166.66,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Sandeep Sharma,0,1,3,0,0,0.00,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Prithvi Shaw,11,8,17,2,0,137.50,https://www.espncricinfo.com/cricketers/prithvi-shaw-1070168,scorecard
Shikhar Dhawan,42,37,53,6,1,113.51,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Shreyas Iyer,47,41,73,2,2,114.63,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
Rishabh Pant (c)†,35,21,37,3,2,166.66,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Evin Lewis,36,21,29,7,1,171.42,https://www.espncricinfo.com/cricketers/evin-lewis-431901,scorecard
Yashasvi Jaiswal,49,36,74,6,2,136.11,https://www.espncricinfo.com/cricketers/yashasvi-jaiswal-1151278,scorecard
Sanju Samson (c)†,4,5,11,0,0,80.00,https://www.espncricinfo.com/cricketers/sanju-samson-425943,scorecard
Liam Livingstone,25,17,26,2,1,147.05,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Mahipal Lomror,43,17,28,2,4,252.94,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265,scorecard
Riyan Parag,4,5,12,0,0,80.00,https://www.espncricinfo.com/cricketers/riyan-parag-1079434,scorecard
Rahul Tewatia,2,5,13,0,0,40.00,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Chris Morris,5,5,12,0,0,100.00,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Chetan Sakariya,7,6,11,1,0,116.66,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,scorecard
Kartik Tyagi,1,3,9,0,0,33.33,https://www.espncricinfo.com/cricketers/kartik-tyagi-1122918,scorecard
Mustafizur Rahman,0,0,2,0,0,-,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,scorecard
KL Rahul (c)†,49,33,69,4,2,148.48,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Mayank Agarwal,67,43,75,7,2,155.81,https://www.espncricinfo.com/cricketers/mayank-agarwal-398438,scorecard
Aiden Markram,26,20,48,2,1,130.00,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Nicholas Pooran,32,22,35,1,2,145.45,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Deepak Hooda,0,2,3,0,0,0.00,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,scorecard
Fabian Allen,0,1,3,0,0,0.00,https://www.espncricinfo.com/cricketers/fabian-allen-670013,scorecard
Virat Kohli (c),5,4,12,1,0,125.00,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Devdutt Padikkal,22,20,36,3,0,110.00,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Srikar Bharat †,16,19,32,1,0,84.21,https://www.espncricinfo.com/cricketers/srikar-bharat-529436,scorecard
Glenn Maxwell,10,17,31,0,0,58.82,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
AB de Villiers,0,1,4,0,0,0.00,https://www.espncricinfo.com/cricketers/ab-de-villiers-44936,scorecard
Sachin Baby,7,17,28,0,0,41.17,https://www.espncricinfo.com/cricketers/sachin-baby-432783,scorecard
Wanindu Hasaranga,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,scorecard
Kyle Jamieson,4,12,17,0,0,33.33,https://www.espncricinfo.com/cricketers/kyle-jamieson-625960,scorecard
Harshal Patel,12,10,14,2,0,120.00,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Mohammed Siraj,8,10,18,1,0,80.00,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Yuzvendra Chahal,2,6,12,0,0,33.33,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Shubman Gill,48,34,48,6,1,141.17,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Venkatesh Iyer,41,27,51,7,1,151.85,https://www.espncricinfo.com/cricketers/venkatesh-iyer-851403,scorecard
Andre Russell,0,0,3,0,0,-,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Ruturaj Gaikwad,88,58,102,9,4,151.72,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Faf du Plessis,0,3,5,0,0,0.00,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Moeen Ali,0,3,5,0,0,0.00,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Ambati Rayudu,0,3,2,0,0,0.00,https://www.espncricinfo.com/cricketers/ambati-rayudu-33141,scorecard
Suresh Raina,4,6,6,1,0,66.66,https://www.espncricinfo.com/cricketers/suresh-raina-33335,scorecard
MS Dhoni (c)†,3,5,18,0,0,60.00,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Ravindra Jadeja,26,33,48,1,0,78.78,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Dwayne Bravo,23,8,15,0,3,287.50,https://www.espncricinfo.com/cricketers/dwayne-bravo-51439,scorecard
Shardul Thakur,1,1,4,0,0,100.00,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Quinton de Kock †,17,12,11,3,0,141.66,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Anmolpreet Singh,16,14,24,2,1,114.28,https://www.espncricinfo.com/cricketers/anmolpreet-singh-851261,scorecard
