batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average,balls_avg,0
Glenn Maxwell,14.0,127.40428571428572,55.06435222799087,513.0,36.642857142857146,25.428571428571427,
Jonny Bairstowʠ,5.0,160.382,71.31060208661188,181.0,36.2,24.4,
,,,,,,,Evin Lewis
,,,,,,,Jonny Bairstowʠ
,,,,,,,Prithvi Shaw
