batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average,balls_avg
Evin Lewis,5,165.89600000000002,75.1404853128991,151,30.2,18.6
Jonny Bairstowʠ,5,160.382,71.31060208661188,181,36.2,24.4
Prithvi Shaw,15,141.6906666666667,59.98719163606416,479,31.933333333333334,20.066666666666666
Saurabh Tiwary,4,144.9875,50.0,115,28.75,24.25
