bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,bowler_link,match_id
Jasprit Bumrah,4,0,24,2,6.00,11,2,0,0,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Nathan Coulter-Nile,4,0,19,0,4.75,10,1,0,0,0,https://www.espncricinfo.com/cricketers/nathan-coulter-nile-261354,scorecard
Kieron Pollard,1,0,8,2,8.00,2,1,0,1,0,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Rahul Chahar,4,0,27,1,6.75,6,2,0,0,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Aiden Markram,3,0,18,0,6.00,5,1,0,1,0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Mohammed Shami,4,0,42,1,10.50,9,5,2,0,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Arshdeep Singh,4,0,29,0,7.25,9,2,1,1,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Ravi Bishnoi,4,0,25,2,6.25,11,2,1,0,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Nathan Ellis,3,0,12,1,4.00,10,1,0,0,0,https://www.espncricinfo.com/cricketers/nathan-ellis-826915,scorecard
Harpreet Brar,1,0,11,0,11.00,1,0,1,0,0,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Sandeep Warrier,2,0,15,0,7.50,6,3,0,0,0,https://www.espncricinfo.com/cricketers/sandeep-warrier-592735,scorecard
Tim Southee,4,0,29,1,7.25,9,4,0,1,0,https://www.espncricinfo.com/cricketers/tim-southee-232364,scorecard
Lockie Ferguson,2,0,10,2,5.00,6,1,0,0,0,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Varun Chakravarthy,4,0,24,0,6.00,8,2,0,1,0,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Sunil Narine,4,0,18,2,4.50,10,1,0,0,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Venkatesh Iyer,4,0,29,2,7.25,8,3,0,2,0,https://www.espncricinfo.com/cricketers/venkatesh-iyer-851403,scorecard
Anrich Nortje,2.2,0,15,1,6.42,9,3,0,1,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Axar Patel,3,0,13,0,4.33,10,0,1,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Ravichandran Ashwin,4,0,24,1,6.00,10,1,1,1,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Lalit Yadav,3,0,35,1,11.66,5,1,3,0,0,https://www.espncricinfo.com/cricketers/lalit-yadav-930189,scorecard
Avesh Khan,3,0,13,3,4.33,9,1,0,0,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,scorecard
Kagiso Rabada,3,1,28,1,9.33,10,2,2,0,1,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Sandeep Sharma,3,0,30,1,10.00,5,4,1,0,0,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Bhuvneshwar Kumar,4,1,28,1,7.00,8,3,0,1,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Jason Holder,4,0,27,0,6.75,7,1,1,1,0,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Siddarth Kaul,4,0,36,2,9.00,10,3,2,0,0,https://www.espncricinfo.com/cricketers/siddarth-kaul-326017,scorecard
Rashid Khan,4,0,31,1,7.75,7,2,1,1,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Abhishek Sharma,1,0,8,0,8.00,1,1,0,0,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
Jaydev Unadkat,2,0,20,0,10.00,4,2,1,1,0,https://www.espncricinfo.com/cricketers/jaydev-unadkat-390484,scorecard
Chris Morris,3,0,27,0,9.00,6,4,0,0,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Mustafizur Rahman,3.3,0,26,1,7.42,11,5,0,1,0,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,scorecard
Mahipal Lomror,3,0,22,1,7.33,6,1,1,0,0,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265,scorecard
Rahul Tewatia,3,0,32,0,10.66,3,3,1,2,0,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Chetan Sakariya,4,0,32,1,8.00,7,1,1,4,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,scorecard
Trent Boult,4,0,17,1,4.25,16,1,1,1,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Jasprit Bumrah,4,0,36,3,9.00,12,4,2,2,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Adam Milne,4,0,48,1,12.00,7,6,2,0,1,https://www.espncricinfo.com/cricketers/adam-milne-450860,scorecard
Krunal Pandya,4,0,27,0,6.75,8,0,1,3,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Rahul Chahar,4,0,33,1,8.25,11,1,3,0,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Kyle Jamieson,2,0,22,0,11.00,3,3,0,0,1,https://www.espncricinfo.com/cricketers/kyle-jamieson-625960,scorecard
Mohammed Siraj,3,0,15,1,5.00,12,3,0,0,0,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Dan Christian,2,0,21,0,10.50,2,3,0,0,0,https://www.espncricinfo.com/cricketers/dan-christian-4864,scorecard
Harshal Patel,3.1,0,17,4,5.36,10,1,0,3,0,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Yuzvendra Chahal,4,1,11,3,2.75,16,1,0,0,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Glenn Maxwell,4,0,23,2,5.75,8,0,1,1,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Deepak Chahar,4,0,32,0,8.00,8,5,0,1,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,scorecard
Sam Curran,4,0,56,0,14.00,5,6,3,2,1,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Josh Hazlewood,4,0,40,2,10.00,8,5,1,2,0,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,scorecard
Shardul Thakur,4,1,20,2,5.00,10,1,0,0,0,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Ravindra Jadeja,4,0,21,1,5.25,5,0,0,0,0,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Prasidh Krishna,4,0,41,1,10.25,9,5,2,0,0,https://www.espncricinfo.com/cricketers/prasidh-krishna-917159,scorecard
Lockie Ferguson,4,0,33,1,8.25,10,3,1,1,1,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Varun Chakravarthy,4,0,22,1,5.50,9,2,0,0,0,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Sunil Narine,4,0,41,3,10.25,7,3,2,0,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Andre Russell,3,0,28,1,9.33,3,2,1,1,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Venkatesh Iyer,1,0,5,0,5.00,2,0,0,0,0,https://www.espncricinfo.com/cricketers/venkatesh-iyer-851403,scorecard
Sandeep Sharma,4,0,20,1,5.00,12,1,1,0,0,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Bhuvneshwar Kumar,4,0,34,1,8.50,10,3,1,1,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Jason Holder,4,0,19,3,4.75,9,0,0,1,0,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Khaleel Ahmed,3,0,22,0,7.33,5,2,0,1,0,https://www.espncricinfo.com/cricketers/khaleel-ahmed-942645,scorecard
Rashid Khan,4,0,17,1,4.25,11,1,0,0,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Abdul Samad,1,0,9,1,9.00,1,1,0,0,0,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,scorecard
Mohammed Shami,4,1,14,2,3.50,17,0,1,0,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Arshdeep Singh,4,0,22,1,5.50,9,1,0,0,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Nathan Ellis,4,0,32,0,8.00,10,0,3,1,0,https://www.espncricinfo.com/cricketers/nathan-ellis-826915,scorecard
Harpreet Brar,4,0,25,0,6.25,6,0,0,1,0,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Ravi Bishnoi,4,0,24,3,6.00,10,1,1,1,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Mustafizur Rahman,4,0,22,2,5.50,6,0,0,0,0,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,scorecard
Mahipal Lomror,1,0,5,0,5.00,4,1,0,0,0,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265,scorecard
Chetan Sakariya,4,0,33,2,8.25,7,2,1,1,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,scorecard
Kartik Tyagi,4,0,40,1,10.00,9,6,0,5,0,https://www.espncricinfo.com/cricketers/kartik-tyagi-1122918,scorecard
Tabraiz Shamsi,4,0,34,0,8.50,2,1,1,0,0,https://www.espncricinfo.com/cricketers/tabraiz-shamsi-379145,scorecard
Rahul Tewatia,3,0,17,1,5.66,6,0,1,0,0,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Avesh Khan,4,0,29,1,7.25,6,0,1,1,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,scorecard
Anrich Nortje,4,0,18,2,4.50,12,1,0,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Ravichandran Ashwin,4,0,20,1,5.00,14,1,1,1,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Kagiso Rabada,4,0,26,1,6.50,13,4,0,2,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Axar Patel,4,0,27,1,6.75,5,2,0,1,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Deepak Chahar,4,0,35,1,8.75,7,6,0,0,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,scorecard
Josh Hazlewood,4,0,34,0,8.50,7,1,2,1,0,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,scorecard
Shardul Thakur,4,0,29,2,7.25,9,1,2,0,0,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Ravindra Jadeja,4,0,31,0,7.75,7,2,1,0,0,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Dwayne Bravo,4,0,24,3,6.00,10,1,1,1,0,https://www.espncricinfo.com/cricketers/dwayne-bravo-51439,scorecard
Mohammed Siraj,3,0,23,0,7.66,5,3,0,0,0,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Navdeep Saini,2,0,25,0,12.50,4,2,2,0,0,https://www.espncricinfo.com/cricketers/navdeep-saini-700167,scorecard
Wanindu Hasaranga,4,0,40,0,10.00,7,2,3,0,0,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,scorecard
Harshal Patel,3.1,0,25,2,7.89,7,3,0,1,2,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Yuzvendra Chahal,4,0,26,1,6.50,10,2,1,1,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Glenn Maxwell,2,0,17,1,8.50,3,1,1,0,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Nitish Rana,1,0,5,0,5.00,4,1,0,0,0,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Varun Chakravarthy,4,0,22,0,5.50,9,2,0,1,0,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Sunil Narine,4,0,20,1,5.00,10,2,0,0,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Lockie Ferguson,4,0,27,2,6.75,9,2,1,0,0,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Prasidh Krishna,4,0,43,2,10.75,10,1,3,4,2,https://www.espncricinfo.com/cricketers/prasidh-krishna-917159,scorecard
Andre Russell,3,0,37,0,12.33,4,3,2,1,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Trent Boult,2,0,23,0,11.50,4,1,2,0,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Adam Milne,3,0,29,0,9.66,6,3,1,1,0,https://www.espncricinfo.com/cricketers/adam-milne-450860,scorecard
Jasprit Bumrah,4,0,43,3,10.75,8,5,1,1,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Krunal Pandya,3,0,25,0,8.33,7,1,2,0,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Rahul Chahar,3,0,34,0,11.33,6,3,2,0,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Rohit Sharma,0.1,0,4,0,24.00,0,1,0,0,0,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Anrich Nortje,4,0,12,2,3.00,14,0,0,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Avesh Khan,4,0,27,0,6.75,13,2,1,2,1,https://www.espncricinfo.com/cricketers/avesh-khan-694211,scorecard
Axar Patel,4,0,21,2,5.25,9,2,0,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Kagiso Rabada,4,0,37,3,9.25,13,3,3,0,1,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Marcus Stoinis,1.1,0,8,0,6.85,1,0,0,0,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Ravichandran Ashwin,2.5,0,22,0,7.76,4,2,0,1,1,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Khaleel Ahmed,4,0,33,1,8.25,9,3,1,2,0,https://www.espncricinfo.com/cricketers/khaleel-ahmed-942645,scorecard
Bhuvneshwar Kumar,3,0,21,0,7.00,8,2,1,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Jason Holder,3.5,0,33,0,8.60,9,4,1,1,0,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Rashid Khan,4,0,26,1,6.50,9,0,2,1,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Sandeep Sharma,3,0,26,0,8.66,8,4,0,0,0,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Mohammed Shami,4,0,21,3,5.25,13,3,0,0,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Ishan Porel,4,0,39,1,9.75,10,6,1,2,0,https://www.espncricinfo.com/cricketers/ishan-porel-967603,scorecard
Deepak Hooda,2,0,37,0,18.50,2,5,2,0,0,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,scorecard
Arshdeep Singh,4,0,32,5,8.00,11,2,1,3,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Adil Rashid,3,0,35,0,11.66,6,1,4,0,0,https://www.espncricinfo.com/cricketers/adil-rashid-244497,scorecard
Harpreet Brar,3,0,17,1,5.66,4,1,0,0,0,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Mustafizur Rahman,4,0,30,0,7.50,7,2,1,0,0,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,scorecard
Chetan Sakariya,3,0,31,1,10.33,5,2,2,1,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,scorecard
Kartik Tyagi,4,0,29,2,7.25,12,5,0,0,1,https://www.espncricinfo.com/cricketers/kartik-tyagi-1122918,scorecard
Chris Morris,4,0,47,0,11.75,5,2,3,5,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Rahul Tewatia,3,0,23,1,7.66,3,2,0,1,0,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Mahipal Lomror,1,0,7,0,7.00,0,0,0,0,0,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265,scorecard
Riyan Parag,1,0,16,0,16.00,0,1,1,0,0,https://www.espncricinfo.com/cricketers/riyan-parag-1079434,scorecard
Varun Chakravarthy,4,0,13,3,3.25,15,0,0,0,0,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Prasidh Krishna,4,0,24,1,6.00,14,3,0,1,2,https://www.espncricinfo.com/cricketers/prasidh-krishna-917159,scorecard
Lockie Ferguson,4,0,24,2,6.00,11,3,0,0,1,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Sunil Narine,4,0,20,0,5.00,12,2,0,0,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Andre Russell,3,0,9,3,3.00,10,0,0,0,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Mohammed Siraj,2,0,12,0,6.00,8,2,0,1,0,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Kyle Jamieson,2,0,26,0,13.00,4,3,1,2,1,https://www.espncricinfo.com/cricketers/kyle-jamieson-625960,scorecard
Wanindu Hasaranga,2,0,20,0,10.00,4,2,1,0,0,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,scorecard
Yuzvendra Chahal,2,0,23,1,11.50,5,5,0,0,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Harshal Patel,2,0,13,0,6.50,3,1,0,1,0,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Trent Boult,4,1,35,2,8.75,13,3,3,0,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Adam Milne,4,0,21,2,5.25,14,2,1,0,0,https://www.espncricinfo.com/cricketers/adam-milne-450860,scorecard
Jasprit Bumrah,4,0,33,2,8.25,11,1,2,2,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Kieron Pollard,2,0,15,0,7.50,4,2,0,1,0,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Rahul Chahar,4,0,22,0,5.50,10,1,0,0,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Krunal Pandya,2,0,27,0,13.50,2,2,1,2,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Deepak Chahar,4,0,19,2,4.75,13,2,0,0,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,scorecard
Josh Hazlewood,4,0,34,1,8.50,8,4,1,0,0,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,scorecard
Shardul Thakur,4,0,29,1,7.25,9,2,1,2,0,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Moeen Ali,3,0,16,0,5.33,4,0,0,0,0,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Dwayne Bravo,4,0,25,3,6.25,11,3,0,2,0,https://www.espncricinfo.com/cricketers/dwayne-bravo-51439,scorecard
Ravindra Jadeja,1,0,13,0,13.00,1,1,1,0,0,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Ishant Sharma,4,1,37,0,9.25,9,2,3,0,0,https://www.espncricinfo.com/cricketers/ishant-sharma-236779,scorecard
Marcus Stoinis,1,0,6,0,6.00,0,0,0,0,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Kagiso Rabada,4,0,36,3,9.00,6,0,3,0,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Avesh Khan,4,0,39,1,9.75,8,5,1,2,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,scorecard
Lalit Yadav,3,0,25,0,8.33,2,2,0,0,0,https://www.espncricinfo.com/cricketers/lalit-yadav-930189,scorecard
Axar Patel,4,0,21,1,5.25,11,2,0,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Riley Meredith,3.4,0,35,1,9.54,7,2,2,3,0,https://www.espncricinfo.com/cricketers/riley-meredith-961713,scorecard
Mohammed Shami,3,0,37,0,12.33,6,5,2,0,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Ravi Bishnoi,4,0,42,0,10.50,7,3,3,0,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Chris Jordan,2,0,21,1,10.50,4,2,1,0,0,https://www.espncricinfo.com/cricketers/chris-jordan-288992,scorecard
Harpreet Brar,3,0,19,1,6.33,4,0,0,0,0,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Deepak Hooda,2,0,11,0,5.50,3,0,0,0,0,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,scorecard
Bhuvneshwar Kumar,4,0,37,0,9.25,7,4,1,1,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Sandeep Sharma,4,0,50,1,12.50,7,2,4,2,1,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Rashid Khan,4,0,24,1,6.00,10,3,0,0,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Khaleel Ahmed,4,0,41,0,10.25,8,4,2,0,0,https://www.espncricinfo.com/cricketers/khaleel-ahmed-942645,scorecard
Vijay Shankar,3,0,42,1,14.00,4,2,3,4,0,https://www.espncricinfo.com/cricketers/vijay-shankar-477021,scorecard
Mohammad Nabi,1,0,21,0,21.00,1,2,2,0,0,https://www.espncricinfo.com/cricketers/mohammad-nabi-25913,scorecard
Kartik Tyagi,4,0,32,1,8.00,13,3,2,1,0,https://www.espncricinfo.com/cricketers/kartik-tyagi-1122918,scorecard
Mustafizur Rahman,4,0,20,3,5.00,12,2,0,2,0,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,scorecard
Chetan Sakariya,4,0,38,0,9.50,7,3,2,1,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,scorecard
Chris Morris,4,0,29,3,7.25,8,3,0,3,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Rahul Tewatia,4,0,45,1,11.25,2,2,3,0,0,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Trent Boult,4,0,42,1,10.50,10,4,3,1,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Dhawal Kulkarni,4,0,48,0,12.00,7,3,4,2,0,https://www.espncricinfo.com/cricketers/dhawal-kulkarni-277955,scorecard
Jasprit Bumrah,4,0,56,1,14.00,5,4,4,2,1,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Rahul Chahar,4,0,32,0,8.00,8,0,3,1,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
James Neesham,2,0,26,0,13.00,3,2,2,0,0,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Kieron Pollard,2,0,12,2,6.00,4,1,0,1,0,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Deepak Chahar,4,0,37,0,9.25,8,4,1,2,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,scorecard
Sam Curran,4,0,34,3,8.50,11,3,2,1,0,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Lungi Ngidi,4,0,62,0,15.50,3,5,5,0,0,https://www.espncricinfo.com/cricketers/lungi-ngidi-542023,scorecard
Shardul Thakur,4,0,56,1,14.00,4,4,3,5,0,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Ravindra Jadeja,3,0,29,1,9.66,5,0,3,0,0,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Moeen Ali,1,0,1,1,1.00,5,0,0,0,0,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Daniel Sams,4,0,24,1,6.00,11,1,1,2,0,https://www.espncricinfo.com/cricketers/daniel-sams-826901,scorecard
Mohammed Siraj,3,0,24,0,8.00,7,2,1,1,0,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Kyle Jamieson,3,0,32,2,10.66,7,5,1,1,0,https://www.espncricinfo.com/cricketers/kyle-jamieson-625960,scorecard
Yuzvendra Chahal,4,0,34,1,8.50,9,1,3,0,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Harshal Patel,4,0,53,0,13.25,5,6,3,0,0,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Shahbaz Ahmed,2,0,11,1,5.50,2,0,0,0,0,https://www.espncricinfo.com/cricketers/shahbaz-ahmed-1159711,scorecard
Riley Meredith,3.2,0,29,1,8.70,7,2,2,0,0,https://www.espncricinfo.com/cricketers/riley-meredith-961713,scorecard
Mohammed Shami,3.4,0,28,1,7.63,9,3,1,0,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Ravi Bishnoi,4,0,17,2,4.25,10,0,0,1,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Harpreet Brar,4,1,19,3,4.75,15,1,1,0,0,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Chris Jordan,4,0,31,1,7.75,9,3,1,1,0,https://www.espncricinfo.com/cricketers/chris-jordan-288992,scorecard
Deepak Hooda,1,0,13,0,13.00,1,1,1,0,0,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,scorecard
Ishant Sharma,4,0,34,0,8.50,6,3,1,0,0,https://www.espncricinfo.com/cricketers/ishant-sharma-236779,scorecard
Kagiso Rabada,4,0,31,0,7.75,10,2,2,1,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Axar Patel,4,0,32,2,8.00,11,1,3,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Avesh Khan,4,0,31,1,7.75,8,3,1,0,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,scorecard
Lalit Yadav,3,0,13,2,4.33,6,0,0,0,0,https://www.espncricinfo.com/cricketers/lalit-yadav-930189,scorecard
Marcus Stoinis,1,0,7,1,7.00,3,1,0,0,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Shivam Mavi,1,0,25,0,25.00,0,6,0,1,0,https://www.espncricinfo.com/cricketers/shivam-mavi-1079848,scorecard
Varun Chakravarthy,4,0,34,0,8.50,5,2,1,2,0,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Prasidh Krishna,3.3,0,36,0,10.28,10,5,1,0,1,https://www.espncricinfo.com/cricketers/prasidh-krishna-917159,scorecard
Sunil Narine,4,0,36,0,9.00,6,2,2,1,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Pat Cummins,4,0,24,3,6.00,15,3,1,0,0,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Trent Boult,4,0,37,1,9.25,7,4,1,0,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Jasprit Bumrah,4,0,15,1,3.75,12,1,0,0,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Jayant Yadav,3,0,37,0,12.33,3,1,3,3,0,https://www.espncricinfo.com/cricketers/jayant-yadav-447587,scorecard
Nathan Coulter-Nile,4,0,35,0,8.75,8,4,1,0,1,https://www.espncricinfo.com/cricketers/nathan-coulter-nile-261354,scorecard
Rahul Chahar,4,0,33,2,8.25,7,2,2,0,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
