batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average
AB de Villiers,8,148.57,64.75938249393627,106,13.25
AB de Villiers †,6,112.93833333333333,30.89766081871345,207,34.5
Abdul Samad,10,100.077,39.761811937250535,111,11.1
Abhishek Sharma,7,114.1842857142857,35.252049537763824,98,14.0
Adam Milne,3,66.66666666666667,20.0,16,5.333333333333333
Aiden Markram,6,129.50666666666666,48.35097001763668,146,24.333333333333332
Ajinkya Rahane,1,100.0,50.0,8,8.0
Ambati Rayudu,13,111.36769230769231,45.58830533051644,257,19.76923076923077
Andre Russell,9,122.23555555555555,72.3163082437276,183,20.333333333333332
Anmolpreet Singh,1,114.28,87.5,16,16.0
Anuj Rawat,1,0.0,,0,0.0
Arshdeep Singh,2,75.0,0.0,2,1.0
Avesh Khan,1,166.66,80.0,5,5.0
Axar Patel,6,85.38666666666666,26.888888888888893,40,6.666666666666667
Ben Stokes,1,0.0,,0,0.0
Bhuvneshwar Kumar,7,104.52285714285713,19.591836734693878,34,4.857142857142857
Chetan Sakariya,6,48.53333333333333,30.95238095238095,16,2.6666666666666665
Chris Gayle,10,101.96,57.339196398852614,193,19.3
Chris Jordan,2,116.66,36.666666666666664,32,16.0
Chris Lynn,1,140.0,69.38775510204081,49,49.0
Chris Morris,7,88.58857142857143,36.76190476190476,67,9.571428571428571
Chris Woakes,1,136.36,53.333333333333336,15,15.0
Dan Christian,7,41.07,7.407407407407407,14,2.0
Daniel Sams,2,112.5,0.0,6,3.0
David Miller,8,104.0075,36.76761026991442,124,15.5
David Warner,2,33.33,0.0,2,1.0
David Warner (c),6,100.90833333333335,34.87873838751032,193,32.166666666666664
Dawid Malan,1,100.0,38.46153846153847,26,26.0
Deepak Chahar,2,50.0,0.0,1,0.5
Deepak Hooda,11,97.80727272727272,30.381743256743256,160,14.545454545454545
Devdutt Padikkal,14,108.07357142857143,62.605727133484,411,29.357142857142858
Dhawal Kulkarni,1,0.0,,0,0.0
Dinesh Karthik †,15,125.28133333333334,49.12996527282241,223,14.866666666666667
Dwayne Bravo,3,245.83333333333334,82.7536231884058,47,15.666666666666666
Eoin Morgan (c),16,68.405,32.63916323344056,133,8.3125
Evin Lewis,5,165.89600000000002,75.1404853128991,151,30.2
Fabian Allen,3,18.18,0.0,6,2.0
Faf du Plessis,16,117.27250000000001,57.366422182840225,633,39.5625
George Garton,3,22.22,0.0,2,0.6666666666666666
Glenn Maxwell,14,127.40428571428572,55.06435222799087,513,36.642857142857146
Glenn Phillips,3,90.80666666666666,48.80952380952382,26,8.666666666666666
Harbhajan Singh,2,100.0,0.0,4,2.0
Hardik Pandya,11,99.80909090909091,42.40734755440638,127,11.545454545454545
