batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average
Harpreet Brar,5,134.14600000000002,37.24444444444445,64,12.8
Harshal Patel,8,98.14,32.34767025089605,59,7.375
Ishan Kishan,7,73.04285714285714,23.160966018108873,79,11.285714285714286
Ishan Kishan †,3,203.28666666666666,68.98412698412699,162,54.0
Jagadeesha Suchith,1,233.33,100.0,14,14.0
James Neesham,2,0.0,,0,0.0
Jason Holder,7,92.63714285714286,24.832826747720365,85,12.142857142857142
Jason Roy,5,105.204,51.87522281639929,150,30.0
Jasprit Bumrah,7,90.47571428571428,26.666666666666668,16,2.2857142857142856
Jayant Yadav,3,126.51333333333334,54.1501976284585,34,11.333333333333334
Jaydev Unadkat,3,139.43666666666664,59.848484848484844,41,13.666666666666666
Jhye Richardson,2,34.09,53.333333333333336,15,7.5
Jonny Bairstow,2,114.9,51.21212121212121,67,33.5
Jonny Bairstow †,5,160.382,71.31060208661188,181,36.2
Jos Buttler,7,122.02285714285715,67.52434322048478,254,36.285714285714285
KL Rahul (c),1,159.64,63.73626373626373,91,91.0
KL Rahul (c)†,12,121.71249999999999,53.8119086121049,535,44.583333333333336
Kagiso Rabada,3,208.33333333333334,72.22222222222223,13,4.333333333333333
Kamlesh Nagarkoti,1,0.0,,0,0.0
Kane Williamson,3,157.87333333333333,44.36674436674436,108,36.0
Kane Williamson (c),7,90.88571428571429,39.868750267232244,158,22.571428571428573
Kartik Tyagi,2,66.66499999999999,0.0,2,1.0
Kedar Jadhav,5,127.5,31.87134502923977,55,11.0
Khaleel Ahmed,1,50.0,0.0,1,1.0
Kieron Pollard,12,127.32,47.65509873268494,230,19.166666666666668
Kieron Pollard (c),1,107.14,66.66666666666666,15,15.0
Krunal Pandya,12,104.14999999999999,35.191035816035814,143,11.916666666666666
Kuldip Yadav,1,0.0,,0,0.0
Kyle Jamieson,7,130.0257142857143,40.36796536796537,65,9.285714285714286
Lalit Yadav,5,92.93199999999999,43.35497835497835,68,13.6
Liam Livingstone,5,82.74,24.53333333333333,42,8.4
Lockie Ferguson,3,54.54333333333333,55.55555555555556,18,6.0
M Shahrukh Khan,10,135.27,58.94456016796442,153,15.3
MS Dhoni (c)†,11,106.01727272727273,43.761989644342584,114,10.363636363636363
Mahipal Lomror,4,127.66749999999999,35.120077660068375,94,23.5
Manan Vohra,4,109.2125,75.1984126984127,42,10.5
Mandeep Singh,1,107.14,53.333333333333336,15,15.0
Manish Pandey,7,102.14285714285714,38.51363970847986,223,31.857142857142858
Manish Pandey (c),1,168.29,57.971014492753625,69,69.0
Marco Jansen,2,0.0,,0,0.0
Marcus Stoinis,7,124.41571428571429,49.302549302549295,89,12.714285714285714
Mayank Agarwal,11,115.85181818181817,57.30077695137019,342,31.09090909090909
Mayank Agarwal (c),1,170.68,56.56565656565656,99,99.0
Moeen Ali,15,122.11466666666666,59.25447952372555,357,23.8
Mohammad Nabi,3,180.75666666666666,50.42016806722688,34,11.333333333333334
Mohammed Shami,4,56.25,0.0,13,3.25
Mohammed Siraj,4,41.427499999999995,50.0,20,5.0
Moises Henriques,4,95.58500000000001,12.5,31,7.75
Mujeeb Ur Rahman,1,100.0,0.0,1,1.0
Murugan Ashwin,2,66.425,22.22222222222222,15,7.5
Mustafizur Rahman,5,22.856,75.0,8,1.6
Nathan Coulter-Nile,2,75.0,0.0,4,2.0
Nathan Ellis,2,125.0,25.0,18,9.0
Navdeep Saini,1,50.0,0.0,2,2.0
Nicholas Pooran,11,76.26181818181819,38.86800334168755,85,7.7272727272727275
Nitish Rana,16,120.27562499999999,63.330824794137705,383,23.9375
Pat Cummins,5,149.076,68.78787878787878,93,18.6
Piyush Chawla,1,0.0,,0,0.0
Prabhsimran Singh †,2,87.5,53.57142857142857,19,9.5
Prasidh Krishna,2,0.0,,0,0.0
Prithvi Shaw,15,141.6906666666667,59.98719163606416,479,31.933333333333334
Priyam Garg,5,82.43800000000002,29.21182266009852,72,14.4
Quinton de Kock †,11,99.74545454545455,40.05978187514916,297,27.0
Rahul Chahar,5,42.856,33.33333333333333,14,2.8
Rahul Tewatia,11,80.03454545454545,24.483253588516746,155,14.090909090909092
Rahul Tripathi,16,128.793125,50.76477684786417,397,24.8125
Rajat Patidar,4,98.5575,33.46774193548387,71,17.75
Rashid Khan,10,90.152,52.221494658469446,83,8.3
Ravi Bishnoi,1,25.0,0.0,1,1.0
Ravichandran Ashwin,5,109.878,26.317460317460313,44,8.8
Ravindra Jadeja,12,167.5533333333333,51.414932818891764,227,18.916666666666668
Riley Meredith,1,0.0,,0,0.0
Ripal Patel,2,95.0,50.79365079365079,25,12.5
Rishabh Pant (c)†,16,127.476875,56.445542860667096,419,26.1875
Riyan Parag,10,93.297,26.88888888888889,93,9.3
Robin Uthappa,4,120.79249999999999,35.65230280001078,115,28.75
Rohit Sharma (c),13,123.56,56.705273850316686,381,29.307692307692307
Ruturaj Gaikwad,16,118.574375,58.82175369702239,635,39.6875
Sachin Baby,1,41.17,0.0,7,7.0
Sam Curran,4,167.07999999999998,52.126696832579185,56,14.0
Sandeep Sharma,2,66.665,50.0,8,4.0
Sanju Samson (c)†,14,109.75285714285714,43.73333287101747,484,34.57142857142857
Sarfaraz Khan,2,0.0,,0,0.0
Saurabh Tiwary,4,144.9875,50.0,115,28.75
Shahbaz Ahmed,7,106.35000000000001,36.53846153846154,59,8.428571428571429
Shahbaz Nadeem,1,0.0,,0,0.0
Shakib Al Hasan,6,69.0,31.837606837606838,47,7.833333333333333
Shardul Thakur,4,87.5,0.0,5,1.25
Shikhar Dhawan,16,115.408125,58.82433381885071,587,36.6875
Shimron Hetmyer,13,143.96692307692308,52.77132014358851,242,18.615384615384617
Shivam Dube,9,102.85,42.823389786305384,230,25.555555555555557
Shivam Mavi,2,112.63,80.0,25,12.5
Shreyas Gopal,2,87.5,85.71428571428571,7,3.5
Shreyas Iyer,8,77.6475,19.94505920161536,175,21.875
Shubman Gill,17,120.29411764705883,61.9212246064619,478,28.11764705882353
Siddarth Kaul,2,86.66499999999999,28.57142857142857,8,4.0
Srikar Bharat †,7,95.64285714285714,42.98271173271174,191,27.285714285714285
Steven Smith,7,105.86857142857143,46.540714187773006,152,21.714285714285715
Sunil Narine,10,80.237,52.01465201465201,62,6.2
Suresh Raina,11,106.9090909090909,50.29033652028304,160,14.545454545454545
Suryakumar Yadav,14,119.66857142857144,52.0683108575743,317,22.642857142857142
T Natarajan,1,0.0,,0,0.0
Tabraiz Shamsi,1,50.0,0.0,2,2.0
Tim David,1,33.33,0.0,1,1.0
Tim Seifert,1,50.0,0.0,2,2.0
Tim Southee,1,60.0,0.0,3,3.0
Tom Curran,2,65.625,38.095238095238095,21,10.5
Trent Boult,4,25.0,0.0,1,0.25
Varun Chakravarthy,3,22.22,0.0,2,0.6666666666666666
Venkatesh Iyer,10,122.133,55.7626863270169,370,37.0
Vijay Shankar,5,108.684,29.48051948051948,58,11.6
Virat Kohli (c),15,112.562,56.67384151179934,405,27.0
Virat Singh,2,60.114999999999995,18.181818181818183,15,7.5
Wanindu Hasaranga,2,50.0,0.0,1,0.5
Washington Sundar,4,66.3775,26.785714285714285,31,7.75
Wriddhiman Saha †,9,82.41222222222223,41.31708792999116,131,14.555555555555555
Yashasvi Jaiswal,10,131.166,69.68741359908795,249,24.9
Yuzvendra Chahal,2,35.71,0.0,10,5.0
