bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,bowler_link,match_id
Moeen Ali,1,0,4,0,4.00,3,0,0,0,0,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Shivam Dube,1,0,7,0,7.00,2,1,0,0,0,https://www.espncricinfo.com/cricketers/shivam-dube-714451,scorecard
Daniel Sams,4,0,44,0,11.00,4,4,2,0,0,https://www.espncricinfo.com/cricketers/daniel-sams-826901,scorecard
Ravichandran Ashwin,4,0,29,3,7.25,11,2,2,0,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Kagiso Rabada,4,0,42,0,10.50,7,3,3,1,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Axar Patel,3,0,27,0,9.00,3,1,1,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Anrich Nortje,4,0,50,1,12.50,10,5,4,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Marcus Stoinis,1,0,5,1,5.00,2,0,0,0,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Trent Boult,2,1,9,2,4.50,9,2,0,0,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Jasprit Bumrah,4,1,14,4,3.50,17,2,0,1,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Krunal Pandya,4,0,22,1,5.50,11,2,0,1,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Nathan Coulter-Nile,4,0,27,0,6.75,10,2,1,1,0,https://www.espncricinfo.com/cricketers/nathan-coulter-nile-261354,scorecard
Kieron Pollard,4,0,36,1,9.00,8,2,2,3,0,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Rahul Chahar,2,0,35,0,17.50,1,3,3,0,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Sandeep Sharma,4,0,34,3,8.50,14,3,3,0,0,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Jason Holder,4,0,25,2,6.25,10,1,1,0,0,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Shahbaz Nadeem,4,0,19,2,4.75,11,2,0,0,0,https://www.espncricinfo.com/cricketers/shahbaz-nadeem-31872,scorecard
T Natarajan,4,0,38,0,9.50,7,2,3,0,0,https://www.espncricinfo.com/cricketers/t-natarajan-802575,scorecard
Rashid Khan,4,0,32,1,8.00,5,2,1,0,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Dhawal Kulkarni,3,0,22,0,7.33,6,2,0,2,0,https://www.espncricinfo.com/cricketers/dhawal-kulkarni-277955,scorecard
Nathan Coulter-Nile,4,0,27,0,6.75,12,3,1,1,0,https://www.espncricinfo.com/cricketers/nathan-coulter-nile-261354,scorecard
James Pattinson,3,0,29,0,9.66,3,4,0,0,0,https://www.espncricinfo.com/cricketers/james-pattinson-272465,scorecard
Rahul Chahar,4,0,36,0,9.00,7,4,1,0,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Krunal Pandya,3.1,0,37,0,11.68,2,4,0,1,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Daniel Sams,4,0,40,0,10.00,8,4,1,3,0,https://www.espncricinfo.com/cricketers/daniel-sams-826901,scorecard
Ravichandran Ashwin,4,0,18,1,4.50,10,1,0,0,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Anrich Nortje,4,0,33,3,8.25,11,4,1,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Kagiso Rabada,4,0,30,2,7.50,9,3,1,0,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Axar Patel,4,0,30,0,7.50,4,0,1,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Chris Morris,2,0,19,0,9.50,4,3,0,0,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Mohammed Siraj,3,0,29,1,9.66,9,4,1,2,0,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Washington Sundar,4,0,24,1,6.00,7,1,0,0,0,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Isuru Udana,2,0,24,0,12.00,1,4,0,0,0,https://www.espncricinfo.com/cricketers/isuru-udana-328026,scorecard
Yuzvendra Chahal,4,0,29,0,7.25,4,2,0,0,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Shahbaz Ahmed,4,0,26,2,6.50,6,0,1,1,0,https://www.espncricinfo.com/cricketers/shahbaz-ahmed-1159711,scorecard
Jofra Archer,4,0,19,1,4.75,15,1,1,0,0,https://www.espncricinfo.com/cricketers/jofra-archer-669855,scorecard
Varun Aaron,2,0,22,0,11.00,5,5,0,0,0,https://www.espncricinfo.com/cricketers/varun-aaron-360911,scorecard
Shreyas Gopal,3,0,44,1,14.66,4,6,2,1,0,https://www.espncricinfo.com/cricketers/shreyas-gopal-344580,scorecard
Ben Stokes,3,0,40,0,13.33,5,2,4,0,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Rahul Tewatia,4,0,25,3,6.25,11,2,1,1,0,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Kartik Tyagi,4,0,36,2,9.00,10,0,4,0,0,https://www.espncricinfo.com/cricketers/kartik-tyagi-1122918,scorecard
Pat Cummins,4,0,34,4,8.50,13,3,2,1,0,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Shivam Mavi,4,1,15,2,3.75,14,1,0,1,0,https://www.espncricinfo.com/cricketers/shivam-mavi-1079848,scorecard
Varun Chakravarthy,4,0,20,2,5.00,9,1,0,0,0,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Sunil Narine,4,0,37,0,9.25,8,3,2,0,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Kamlesh Nagarkoti,4,0,24,1,6.00,12,3,0,1,0,https://www.espncricinfo.com/cricketers/kamlesh-nagarkoti-1070188,scorecard
Deepak Chahar,3,0,30,0,10.00,5,4,1,0,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,scorecard
Sam Curran,2,0,15,0,7.50,3,2,0,0,0,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Shardul Thakur,4,0,27,1,6.75,8,3,0,0,0,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Lungi Ngidi,4,0,39,3,9.75,11,3,3,1,0,https://www.espncricinfo.com/cricketers/lungi-ngidi-542023,scorecard
Imran Tahir,4,0,24,1,6.00,6,0,1,0,0,https://www.espncricinfo.com/cricketers/imran-tahir-40618,scorecard
Ravindra Jadeja,3,0,17,1,5.66,5,0,0,0,0,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
James Neesham,3,0,26,0,8.66,8,2,1,1,0,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Mohammed Shami,4,0,29,0,7.25,12,3,0,1,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Chris Jordan,3,0,31,1,10.33,4,2,1,0,0,https://www.espncricinfo.com/cricketers/chris-jordan-288992,scorecard
Ravi Bishnoi,4,0,39,0,9.75,6,5,1,1,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Murugan Ashwin,4,0,17,0,4.25,8,0,0,0,0,https://www.espncricinfo.com/cricketers/murugan-ashwin-528067,scorecard
Chris Gayle,0.5,0,5,0,6.00,0,0,0,0,0,https://www.espncricinfo.com/cricketers/chris-gayle-51880,scorecard
Sandeep Sharma,4,0,20,2,5.00,9,1,0,1,0,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Jason Holder,4,0,27,2,6.75,9,3,0,1,0,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
T Natarajan,4,0,11,1,2.75,16,1,0,0,0,https://www.espncricinfo.com/cricketers/t-natarajan-802575,scorecard
Shahbaz Nadeem,4,0,35,1,8.75,3,2,1,0,0,https://www.espncricinfo.com/cricketers/shahbaz-nadeem-31872,scorecard
Rashid Khan,4,0,24,1,6.00,13,2,0,2,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Chris Morris,2,0,19,0,9.50,4,2,0,4,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Washington Sundar,3,0,21,1,7.00,7,1,1,0,0,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Navdeep Saini,2,0,30,1,15.00,5,2,3,1,0,https://www.espncricinfo.com/cricketers/navdeep-saini-700167,scorecard
Mohammed Siraj,1,0,12,0,12.00,3,1,1,0,0,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Yuzvendra Chahal,3.1,0,19,2,6.00,8,1,1,0,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Isuru Udana,3,0,20,1,6.66,8,1,1,0,0,https://www.espncricinfo.com/cricketers/isuru-udana-328026,scorecard
Trent Boult,4,0,21,3,5.25,16,2,1,0,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Krunal Pandya,3,0,13,0,4.33,9,1,0,1,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Jayant Yadav,3,0,18,0,6.00,6,0,1,0,0,https://www.espncricinfo.com/cricketers/jayant-yadav-447587,scorecard
Jasprit Bumrah,4,0,17,3,4.25,15,2,0,1,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Nathan Coulter-Nile,2,0,14,1,7.00,6,0,1,0,0,https://www.espncricinfo.com/cricketers/nathan-coulter-nile-261354,scorecard
Rahul Chahar,4,0,24,1,6.00,10,2,0,0,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Ravichandran Ashwin,4,0,18,0,4.50,11,1,0,0,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Kagiso Rabada,3,0,27,0,9.00,7,2,1,0,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Anrich Nortje,2.2,0,25,1,10.71,6,4,1,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Marcus Stoinis,1,0,4,0,4.00,2,0,0,0,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Praveen Dubey,3,0,29,0,9.66,4,3,1,0,0,https://www.espncricinfo.com/cricketers/praveen-dubey-777515,scorecard
Harshal Patel,1,0,8,0,8.00,2,1,0,1,0,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Jofra Archer,4,0,26,2,6.50,13,3,1,0,0,https://www.espncricinfo.com/cricketers/jofra-archer-669855,scorecard
Varun Aaron,4,0,47,0,11.75,12,2,4,4,1,https://www.espncricinfo.com/cricketers/varun-aaron-360911,scorecard
Kartik Tyagi,4,0,47,0,11.75,9,3,4,0,1,https://www.espncricinfo.com/cricketers/kartik-tyagi-1122918,scorecard
Shreyas Gopal,1,0,10,0,10.00,1,0,1,0,0,https://www.espncricinfo.com/cricketers/shreyas-gopal-344580,scorecard
Ben Stokes,4,0,32,2,8.00,6,2,1,3,0,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Rahul Tewatia,3,0,22,0,7.33,6,0,2,0,0,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Arshdeep Singh,3,0,34,0,11.33,3,4,1,0,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Mohammed Shami,3,0,36,0,12.00,6,6,1,0,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Murugan Ashwin,4,0,43,1,10.75,7,2,4,0,0,https://www.espncricinfo.com/cricketers/murugan-ashwin-528067,scorecard
Chris Jordan,3.3,0,44,1,12.57,6,3,3,2,0,https://www.espncricinfo.com/cricketers/chris-jordan-288992,scorecard
Ravi Bishnoi,4,0,27,0,6.75,10,2,1,1,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Deepak Chahar,3,0,31,0,10.33,5,6,0,0,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,scorecard
Sam Curran,3,0,21,0,7.00,8,3,0,0,0,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Lungi Ngidi,4,0,34,2,8.50,9,5,0,1,0,https://www.espncricinfo.com/cricketers/lungi-ngidi-542023,scorecard
Mitchell Santner,3,0,30,1,10.00,5,4,1,0,0,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Ravindra Jadeja,3,0,20,1,6.66,6,2,0,0,0,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Karn Sharma,4,0,35,1,8.75,9,0,4,0,0,https://www.espncricinfo.com/cricketers/karn-sharma-30288,scorecard
Pat Cummins,4,0,31,2,7.75,10,4,0,1,0,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Kamlesh Nagarkoti,3,0,34,0,11.33,6,0,4,0,0,https://www.espncricinfo.com/cricketers/kamlesh-nagarkoti-1070188,scorecard
Sunil Narine,4,0,23,0,5.75,5,1,0,0,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Lockie Ferguson,4,0,54,0,13.50,4,6,2,2,1,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Varun Chakravarthy,4,0,20,2,5.00,13,1,1,0,0,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Nitish Rana,1,0,16,0,16.00,0,3,0,1,0,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Trent Boult,4,0,40,1,10.00,10,6,1,1,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Jasprit Bumrah,4,1,14,3,3.50,15,1,0,1,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Krunal Pandya,4,0,27,0,6.75,8,3,0,0,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
James Pattinson,3,0,35,0,11.66,4,5,1,0,0,https://www.espncricinfo.com/cricketers/james-pattinson-272465,scorecard
Rahul Chahar,4,0,43,1,10.75,8,6,1,1,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Kieron Pollard,1,0,5,1,5.00,2,0,0,0,0,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Chris Morris,4,0,36,1,9.00,10,3,2,1,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Dale Steyn,4,0,43,0,10.75,10,3,3,3,0,https://www.espncricinfo.com/cricketers/dale-steyn-47492,scorecard
Washington Sundar,4,0,20,0,5.00,10,1,0,1,0,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Mohammed Siraj,3.1,0,28,2,8.84,10,5,0,1,0,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Yuzvendra Chahal,4,0,37,2,9.25,8,3,2,0,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Anrich Nortje,4,0,37,1,9.25,11,6,0,3,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Kagiso Rabada,4,0,54,0,13.50,6,7,2,0,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Ravichandran Ashwin,3,0,35,1,11.66,4,4,1,0,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Axar Patel,4,0,36,0,9.00,7,3,1,1,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Tushar Deshpande,3,0,35,0,11.66,3,4,1,0,0,https://www.espncricinfo.com/cricketers/tushar-deshpande-822553,scorecard
Marcus Stoinis,2,0,15,0,7.50,2,1,0,0,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Sandeep Sharma,4,0,27,2,6.75,11,4,0,2,0,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Shahbaz Nadeem,1,0,8,1,8.00,2,1,0,1,0,https://www.espncricinfo.com/cricketers/shahbaz-nadeem-31872,scorecard
Jason Holder,4,0,46,1,11.50,6,5,2,1,0,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Rashid Khan,4,0,7,3,1.75,17,0,0,0,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
T Natarajan,4,0,26,2,6.50,11,2,1,0,0,https://www.espncricinfo.com/cricketers/t-natarajan-802575,scorecard
Vijay Shankar,1.5,0,11,1,6.00,3,1,0,0,0,https://www.espncricinfo.com/cricketers/vijay-shankar-477021,scorecard
David Warner,0.1,0,2,0,12.00,0,0,0,1,0,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Glenn Maxwell,2,0,21,1,10.50,4,1,2,0,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Mohammed Shami,4,0,35,3,8.75,13,3,3,0,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Arshdeep Singh,2,0,18,0,9.00,5,3,0,1,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Murugan Ashwin,4,0,27,1,6.75,13,2,2,0,0,https://www.espncricinfo.com/cricketers/murugan-ashwin-528067,scorecard
Chris Jordan,4,0,25,2,6.25,11,3,0,2,0,https://www.espncricinfo.com/cricketers/chris-jordan-288992,scorecard
Ravi Bishnoi,4,1,20,2,5.00,11,0,1,0,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Pat Cummins,4,0,31,0,7.75,13,3,2,0,0,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Prasidh Krishna,3,0,24,0,8.00,7,4,0,0,0,https://www.espncricinfo.com/cricketers/prasidh-krishna-917159,scorecard
Varun Chakravarthy,4,0,34,1,8.50,10,3,2,0,0,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Sunil Narine,4,0,27,0,6.75,9,0,2,0,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Lockie Ferguson,3.5,0,32,1,8.34,9,4,1,1,0,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Jofra Archer,4,0,31,2,7.75,11,2,2,1,0,https://www.espncricinfo.com/cricketers/jofra-archer-669855,scorecard
Ankit Rajpoot,4,0,60,0,15.00,7,3,6,4,0,https://www.espncricinfo.com/cricketers/ankit-rajpoot-591650,scorecard
Kartik Tyagi,4,0,45,1,11.25,6,4,3,0,0,https://www.espncricinfo.com/cricketers/kartik-tyagi-1122918,scorecard
Shreyas Gopal,4,0,30,2,7.50,8,3,1,0,0,https://www.espncricinfo.com/cricketers/shreyas-gopal-344580,scorecard
Rahul Tewatia,4,0,25,0,6.25,8,2,0,0,0,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Trent Boult,4,0,40,0,10.00,7,6,0,0,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
James Pattinson,3.2,0,40,2,12.00,9,5,2,2,0,https://www.espncricinfo.com/cricketers/james-pattinson-272465,scorecard
Jasprit Bumrah,4,0,38,0,9.50,7,4,1,1,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Krunal Pandya,2,0,20,0,10.00,5,4,0,0,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Kieron Pollard,2,0,18,0,9.00,3,0,1,3,0,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Rahul Chahar,3,0,36,0,12.00,4,2,3,1,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Deepak Chahar,4,0,31,2,7.75,9,3,1,0,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,scorecard
Monu Kumar,2,0,20,0,10.00,4,2,0,3,1,https://www.espncricinfo.com/cricketers/monu-kumar-694209,scorecard
Sam Curran,3,0,19,3,6.33,6,1,0,2,1,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Mitchell Santner,4,0,23,1,5.75,7,2,0,0,0,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Imran Tahir,4,0,30,0,7.50,7,3,0,0,0,https://www.espncricinfo.com/cricketers/imran-tahir-40618,scorecard
Ravindra Jadeja,3,0,20,0,6.66,4,0,1,0,0,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Washington Sundar,4,0,27,0,6.75,8,1,1,0,0,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Chris Morris,3.4,0,36,1,9.81,10,4,2,1,0,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Mohammed Siraj,2,0,29,0,14.50,3,3,2,0,0,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Yuzvendra Chahal,4,0,21,1,5.25,7,1,0,0,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Moeen Ali,2,0,17,0,8.50,3,1,1,0,0,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Navdeep Saini,3,0,19,0,6.33,10,2,1,0,0,https://www.espncricinfo.com/cricketers/navdeep-saini-700167,scorecard
Sandeep Sharma,4,0,29,2,7.25,10,1,1,1,0,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Khaleel Ahmed,4,0,31,0,7.75,7,3,0,0,0,https://www.espncricinfo.com/cricketers/khaleel-ahmed-942645,scorecard
Jason Holder,4,0,27,2,6.75,6,2,0,2,0,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Rashid Khan,4,0,14,2,3.50,15,0,1,0,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
T Natarajan,4,0,23,0,5.75,10,1,0,2,0,https://www.espncricinfo.com/cricketers/t-natarajan-802575,scorecard
Mohammed Shami,4,0,34,1,8.50,11,4,1,1,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Arshdeep Singh,3.5,0,23,3,6.00,9,1,1,1,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Murugan Ashwin,4,0,27,1,6.75,12,5,0,0,0,https://www.espncricinfo.com/cricketers/murugan-ashwin-528067,scorecard
Ravi Bishnoi,4,0,13,1,3.25,14,1,0,0,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Chris Jordan,4,0,17,3,4.25,12,1,0,2,0,https://www.espncricinfo.com/cricketers/chris-jordan-288992,scorecard
Tushar Deshpande,4,0,40,0,10.00,10,6,1,1,0,https://www.espncricinfo.com/cricketers/tushar-deshpande-822553,scorecard
Anrich Nortje,4,0,27,2,6.75,9,4,0,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Kagiso Rabada,4,0,33,2,8.25,10,3,1,2,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Axar Patel,1,0,7,0,7.00,3,1,0,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Marcus Stoinis,4,0,41,2,10.25,9,6,1,2,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Ravichandran Ashwin,3,0,45,0,15.00,2,4,3,0,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
