bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,bowler_link,inningbowled,avg_bowling_economy,bowling SR,avg_bowling_strike,bowling_avg,average_bowling_avg,dot_ball_percentage,average_dot_ball_%
Abdul Samad,2.0,0,27,0,13.5,1,1,2,0,0,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,3,17.25,0.0,24.0,0.0,41.0,8.33,18.06
Abdul Samad,1.0,0,28,0,28.0,1,1,4,0,0,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,3,17.25,0.0,24.0,0.0,41.0,16.67,18.06
Abdul Samad,4.0,0,41,1,10.25,7,2,2,1,0,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,3,17.25,24.0,24.0,41.0,41.0,29.17,18.06
Abhishek Sharma,1.0,0,15,1,15.0,2,0,2,0,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,6,9.58,6.0,9.0,15.0,15.5,33.33,19.44
Abhishek Sharma,1.0,0,11,0,11.0,1,2,0,0,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,6,9.58,0.0,9.0,0.0,15.5,16.67,19.44
Abhishek Sharma,1.0,0,11,0,11.0,0,0,1,0,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,6,9.58,0.0,9.0,0.0,15.5,0.0,19.44
Abhishek Sharma,1.0,0,4,0,4.0,2,0,0,0,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,6,9.58,0.0,9.0,0.0,15.5,33.33,19.44
Abhishek Sharma,4.0,0,34,0,8.5,4,0,2,1,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,6,9.58,0.0,9.0,0.0,15.5,16.67,19.44
Abhishek Sharma,2.0,0,16,1,8.0,2,1,0,0,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,6,9.58,12.0,9.0,16.0,15.5,16.67,19.44
Adam Zampa,4.0,0,53,1,13.25,3,1,5,0,0,https://www.espncricinfo.com/cricketers/adam-zampa-379504,3,8.42,24.0,24.0,53.0,32.5,12.5,29.17
Adam Zampa,3.0,0,27,0,9.0,3,2,1,0,0,https://www.espncricinfo.com/cricketers/adam-zampa-379504,3,8.42,0.0,24.0,0.0,32.5,16.67,29.17
Adam Zampa,4.0,0,12,1,3.0,14,0,0,1,0,https://www.espncricinfo.com/cricketers/adam-zampa-379504,3,8.42,24.0,24.0,12.0,32.5,58.33,29.17
Amit Mishra,4.0,0,23,0,5.75,6,1,0,0,0,https://www.espncricinfo.com/cricketers/amit-mishra-31107,3,7.17,0.0,12.0,0.0,15.75,25.0,30.56
Amit Mishra,4.0,0,35,2,8.75,6,3,1,0,0,https://www.espncricinfo.com/cricketers/amit-mishra-31107,3,7.17,12.0,12.0,17.5,15.75,25.0,30.56
Amit Mishra,2.0,0,14,1,7.0,5,0,1,0,1,https://www.espncricinfo.com/cricketers/amit-mishra-31107,3,7.17,12.0,12.0,14.0,15.75,41.67,30.56
Andre Russell,4.0,0,29,2,7.25,11,2,2,0,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,7,9.64,12.0,14.4,14.5,23.3,45.83,35.71
Andre Russell,2.0,0,29,0,14.5,3,6,0,0,1,https://www.espncricinfo.com/cricketers/andre-russell-276298,7,9.64,0.0,14.4,0.0,23.3,25.0,35.71
Andre Russell,2.0,0,18,1,9.0,5,2,1,0,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,7,9.64,12.0,14.4,18.0,23.3,41.67,35.71
Andre Russell,4.0,0,51,1,12.75,7,3,3,3,1,https://www.espncricinfo.com/cricketers/andre-russell-276298,7,9.64,24.0,14.4,51.0,23.3,29.17,35.71
Andre Russell,2.0,0,17,1,8.5,4,1,1,0,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,7,9.64,12.0,14.4,17.0,23.3,33.33,35.71
Andre Russell,2.0,0,15,0,7.5,5,1,1,0,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,7,9.64,0.0,14.4,0.0,23.3,41.67,35.71
