batsmanName,runs,balls,minutes,4s,6s,SR,player_link,match_id
Manish Pandey,21,14,-,3,0,150.00,https://www.espncricinfo.com/cricketers/manish-pandey-290630,scorecard
Kane Williamson,67,45,-,5,4,148.88,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Jason Holder,11,15,-,1,0,73.33,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Abdul Samad,33,16,-,2,2,206.25,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,scorecard
Rashid Khan,11,7,-,1,1,157.14,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Shreevats Goswami †,0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/shreevats-goswami-302579,scorecard
Shahbaz Nadeem,2,3,-,0,0,66.66,https://www.espncricinfo.com/cricketers/shahbaz-nadeem-31872,scorecard
Sandeep Sharma,2,4,-,0,0,50.00,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Virat Kohli (c),6,7,-,0,0,85.71,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Devdutt Padikkal,1,6,-,0,0,16.66,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Aaron Finch,32,30,-,3,1,106.66,https://www.espncricinfo.com/cricketers/aaron-finch-5334,scorecard
AB de Villiers †,56,43,-,5,0,130.23,https://www.espncricinfo.com/cricketers/ab-de-villiers-44936,scorecard
Moeen Ali,0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Shivam Dube,8,13,-,0,0,61.53,https://www.espncricinfo.com/cricketers/shivam-dube-714451,scorecard
Washington Sundar,5,6,-,0,0,83.33,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Navdeep Saini,9,8,-,1,0,112.50,https://www.espncricinfo.com/cricketers/navdeep-saini-700167,scorecard
Mohammed Siraj,10,7,-,1,0,142.85,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
David Warner (c),17,17,-,3,0,100.00,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Shreevats Goswami †,0,3,-,0,0,0.00,https://www.espncricinfo.com/cricketers/shreevats-goswami-302579,scorecard
Manish Pandey,24,21,-,3,1,114.28,https://www.espncricinfo.com/cricketers/manish-pandey-290630,scorecard
Kane Williamson,50,44,-,2,2,113.63,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Priyam Garg,7,14,-,0,0,50.00,https://www.espncricinfo.com/cricketers/priyam-garg-1070180,scorecard
Jason Holder,24,20,-,3,0,120.00,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Quinton de Kock †,40,25,-,5,1,160.00,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Rohit Sharma (c),0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Suryakumar Yadav,51,38,-,6,2,134.21,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Ishan Kishan,55,30,-,4,3,183.33,https://www.espncricinfo.com/cricketers/ishan-kishan-720471,scorecard
Kieron Pollard,0,2,-,0,0,0.00,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Krunal Pandya,13,10,-,0,1,130.00,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Hardik Pandya,37,14,-,0,5,264.28,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Prithvi Shaw,0,2,-,0,0,0.00,https://www.espncricinfo.com/cricketers/prithvi-shaw-1070168,scorecard
Shikhar Dhawan,0,2,-,0,0,0.00,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Ajinkya Rahane,0,3,-,0,0,0.00,https://www.espncricinfo.com/cricketers/ajinkya-rahane-277916,scorecard
Shreyas Iyer (c),12,8,-,3,0,150.00,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
Marcus Stoinis,65,46,-,6,3,141.30,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Rishabh Pant †,3,9,-,0,0,33.33,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Axar Patel,42,33,-,2,3,127.27,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Daniel Sams,0,2,-,0,0,0.00,https://www.espncricinfo.com/cricketers/daniel-sams-826901,scorecard
Kagiso Rabada,15,15,-,2,0,100.00,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Anrich Nortje,0,0,-,0,0,-,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Rohit Sharma (c),4,7,-,0,0,57.14,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Quinton de Kock †,25,13,-,2,2,192.30,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Suryakumar Yadav,36,29,-,5,0,124.13,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Ishan Kishan,33,30,-,1,2,110.00,https://www.espncricinfo.com/cricketers/ishan-kishan-720471,scorecard
Krunal Pandya,0,3,-,0,0,0.00,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Saurabh Tiwary,1,3,-,0,0,33.33,https://www.espncricinfo.com/cricketers/saurabh-tiwary-35390,scorecard
Kieron Pollard,41,25,-,2,4,164.00,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Nathan Coulter-Nile,1,3,-,0,0,33.33,https://www.espncricinfo.com/cricketers/nathan-coulter-nile-261354,scorecard
James Pattinson,4,5,-,0,0,80.00,https://www.espncricinfo.com/cricketers/james-pattinson-272465,scorecard
Dhawal Kulkarni,3,2,-,0,0,150.00,https://www.espncricinfo.com/cricketers/dhawal-kulkarni-277955,scorecard
David Warner (c),85,58,-,10,1,146.55,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Wriddhiman Saha †,58,45,-,7,1,128.88,https://www.espncricinfo.com/cricketers/wriddhiman-saha-279810,scorecard
Josh Philippe,12,17,-,1,0,70.58,https://www.espncricinfo.com/cricketers/josh-philippe-1124282,scorecard
Devdutt Padikkal,50,41,-,5,0,121.95,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Virat Kohli (c),29,24,-,2,1,120.83,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
AB de Villiers †,35,21,-,1,2,166.66,https://www.espncricinfo.com/cricketers/ab-de-villiers-44936,scorecard
Chris Morris,0,2,-,0,0,0.00,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Shivam Dube,17,11,-,2,1,154.54,https://www.espncricinfo.com/cricketers/shivam-dube-714451,scorecard
Washington Sundar,0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Isuru Udana,4,2,-,1,0,200.00,https://www.espncricinfo.com/cricketers/isuru-udana-328026,scorecard
Shahbaz Ahmed,1,1,-,0,0,100.00,https://www.espncricinfo.com/cricketers/shahbaz-ahmed-1159711,scorecard
Prithvi Shaw,9,6,-,2,0,150.00,https://www.espncricinfo.com/cricketers/prithvi-shaw-1070168,scorecard
Shikhar Dhawan,54,41,-,6,0,131.70,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Ajinkya Rahane,60,46,-,5,1,130.43,https://www.espncricinfo.com/cricketers/ajinkya-rahane-277916,scorecard
Shreyas Iyer (c),7,9,-,0,0,77.77,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
Rishabh Pant †,8,7,-,1,0,114.28,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Marcus Stoinis,10,5,-,0,1,200.00,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Shubman Gill,36,24,-,6,0,150.00,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Nitish Rana,0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Rahul Tripathi,39,34,-,4,2,114.70,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763,scorecard
Sunil Narine,0,2,-,0,0,0.00,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Eoin Morgan (c),68,35,-,5,6,194.28,https://www.espncricinfo.com/cricketers/eoin-morgan-24598,scorecard
Dinesh Karthik †,0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Andre Russell,25,11,-,1,3,227.27,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Pat Cummins,15,11,-,0,1,136.36,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Kamlesh Nagarkoti,1,1,-,0,0,100.00,https://www.espncricinfo.com/cricketers/kamlesh-nagarkoti-1070188,scorecard
Robin Uthappa,6,2,-,0,1,300.00,https://www.espncricinfo.com/cricketers/robin-uthappa-35582,scorecard
Ben Stokes,18,11,-,2,1,163.63,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Steven Smith (c),4,4,-,1,0,100.00,https://www.espncricinfo.com/cricketers/steven-smith-267192,scorecard
Sanju Samson †,1,4,-,0,0,25.00,https://www.espncricinfo.com/cricketers/sanju-samson-425943,scorecard
Jos Buttler,35,22,-,4,1,159.09,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Riyan Parag,0,7,-,0,0,0.00,https://www.espncricinfo.com/cricketers/riyan-parag-1079434,scorecard
Rahul Tewatia,31,27,-,2,1,114.81,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Shreyas Gopal,23,23,-,2,0,100.00,https://www.espncricinfo.com/cricketers/shreyas-gopal-344580,scorecard
Jofra Archer,6,9,-,0,0,66.66,https://www.espncricinfo.com/cricketers/jofra-archer-669855,scorecard
Kartik Tyagi,2,3,-,0,0,66.66,https://www.espncricinfo.com/cricketers/kartik-tyagi-1122918,scorecard
Varun Aaron,0,8,-,0,0,0.00,https://www.espncricinfo.com/cricketers/varun-aaron-360911,scorecard
KL Rahul (c)†,29,27,-,3,1,107.40,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Mayank Agarwal,26,15,-,5,0,173.33,https://www.espncricinfo.com/cricketers/mayank-agarwal-398438,scorecard
Chris Gayle,12,19,-,0,0,63.15,https://www.espncricinfo.com/cricketers/chris-gayle-51880,scorecard
Nicholas Pooran,2,6,-,0,0,33.33,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Mandeep Singh,14,15,-,1,0,93.33,https://www.espncricinfo.com/cricketers/mandeep-singh-398506,scorecard
Deepak Hooda,62,30,-,3,4,206.66,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,scorecard
James Neesham,2,3,-,0,0,66.66,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Chris Jordan,4,5,-,0,0,80.00,https://www.espncricinfo.com/cricketers/chris-jordan-288992,scorecard
Ruturaj Gaikwad,62,49,-,6,1,126.53,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Faf du Plessis,48,34,-,4,2,141.17,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Ambati Rayudu,30,30,-,2,0,100.00,https://www.espncricinfo.com/cricketers/ambati-rayudu-33141,scorecard
Josh Philippe,32,31,-,4,0,103.22,https://www.espncricinfo.com/cricketers/josh-philippe-1124282,scorecard
Devdutt Padikkal,5,8,-,1,0,62.50,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Virat Kohli (c),7,7,-,0,0,100.00,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
AB de Villiers †,24,24,-,1,1,100.00,https://www.espncricinfo.com/cricketers/ab-de-villiers-44936,scorecard
Washington Sundar,21,18,-,2,0,116.66,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Gurkeerat Singh Mann,15,24,-,1,0,62.50,https://www.espncricinfo.com/cricketers/gurkeerat-singh-mann-537124,scorecard
Chris Morris,3,4,-,0,0,75.00,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Isuru Udana,0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/isuru-udana-328026,scorecard
Mohammed Siraj,2,3,-,0,0,66.66,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
David Warner (c),8,5,-,0,1,160.00,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Wriddhiman Saha †,39,32,-,4,1,121.87,https://www.espncricinfo.com/cricketers/wriddhiman-saha-279810,scorecard
Manish Pandey,26,19,-,3,1,136.84,https://www.espncricinfo.com/cricketers/manish-pandey-290630,scorecard
Kane Williamson,8,14,-,0,0,57.14,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Abhishek Sharma,8,5,-,0,1,160.00,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
Jason Holder,26,10,-,1,3,260.00,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Abdul Samad,0,0,-,0,0,-,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,scorecard
Prithvi Shaw,10,11,-,2,0,90.90,https://www.espncricinfo.com/cricketers/prithvi-shaw-1070168,scorecard
Shikhar Dhawan,0,2,-,0,0,0.00,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Shreyas Iyer (c),25,29,-,1,1,86.20,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
Rishabh Pant †,21,24,-,2,0,87.50,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Marcus Stoinis,2,3,-,0,0,66.66,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Shimron Hetmyer,11,13,-,1,0,84.61,https://www.espncricinfo.com/cricketers/shimron-hetmyer-670025,scorecard
Harshal Patel,5,9,-,1,0,55.55,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Ravichandran Ashwin,12,9,-,0,1,133.33,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Praveen Dubey,7,13,-,0,0,53.84,https://www.espncricinfo.com/cricketers/praveen-dubey-777515,scorecard
Kagiso Rabada,12,7,-,0,1,171.42,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Ishan Kishan,72,47,-,8,3,153.19,https://www.espncricinfo.com/cricketers/ishan-kishan-720471,scorecard
Quinton de Kock †,26,28,-,2,0,92.85,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Suryakumar Yadav,12,11,-,1,0,109.09,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
KL Rahul (c)†,46,41,-,3,2,112.19,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Mandeep Singh,0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/mandeep-singh-398506,scorecard
Chris Gayle,99,63,-,6,8,157.14,https://www.espncricinfo.com/cricketers/chris-gayle-51880,scorecard
Nicholas Pooran,22,10,-,0,3,220.00,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Glenn Maxwell,6,6,-,1,0,100.00,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Deepak Hooda,1,1,-,0,0,100.00,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,scorecard
Robin Uthappa,30,23,-,1,2,130.43,https://www.espncricinfo.com/cricketers/robin-uthappa-35582,scorecard
Ben Stokes,50,26,-,6,3,192.30,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Sanju Samson †,48,25,-,4,3,192.00,https://www.espncricinfo.com/cricketers/sanju-samson-425943,scorecard
Steven Smith (c),31,20,-,5,0,155.00,https://www.espncricinfo.com/cricketers/steven-smith-267192,scorecard
Jos Buttler,22,11,-,1,2,200.00,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Shubman Gill,26,17,-,4,0,152.94,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Nitish Rana,87,61,-,10,4,142.62,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Sunil Narine,7,7,-,0,1,100.00,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Rinku Singh,11,11,-,1,0,100.00,https://www.espncricinfo.com/cricketers/rinku-singh-723105,scorecard
Eoin Morgan (c),15,12,-,2,0,125.00,https://www.espncricinfo.com/cricketers/eoin-morgan-24598,scorecard
Dinesh Karthik †,21,10,-,3,0,210.00,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Rahul Tripathi,3,2,-,0,0,150.00,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763,scorecard
Shane Watson,14,19,-,1,1,73.68,https://www.espncricinfo.com/cricketers/shane-watson-8180,scorecard
Ruturaj Gaikwad,72,53,-,6,2,135.84,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Ambati Rayudu,38,20,-,5,1,190.00,https://www.espncricinfo.com/cricketers/ambati-rayudu-33141,scorecard
MS Dhoni (c)†,1,4,-,0,0,25.00,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Sam Curran,13,14,-,1,0,92.85,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Ravindra Jadeja,31,11,-,2,3,281.81,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Josh Philippe,33,24,-,4,1,137.50,https://www.espncricinfo.com/cricketers/josh-philippe-1124282,scorecard
Devdutt Padikkal,74,45,-,12,1,164.44,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Virat Kohli (c),9,14,-,0,0,64.28,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
AB de Villiers †,15,12,-,1,1,125.00,https://www.espncricinfo.com/cricketers/ab-de-villiers-44936,scorecard
Shivam Dube,2,6,-,0,0,33.33,https://www.espncricinfo.com/cricketers/shivam-dube-714451,scorecard
Chris Morris,4,2,-,1,0,200.00,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Gurkeerat Singh Mann,14,11,-,2,0,127.27,https://www.espncricinfo.com/cricketers/gurkeerat-singh-mann-537124,scorecard
Washington Sundar,10,6,-,1,0,166.66,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Quinton de Kock †,18,19,-,0,1,94.73,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Ishan Kishan,25,19,-,3,1,131.57,https://www.espncricinfo.com/cricketers/ishan-kishan-720471,scorecard
Suryakumar Yadav,79,43,-,10,3,183.72,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Saurabh Tiwary,5,8,-,0,0,62.50,https://www.espncricinfo.com/cricketers/saurabh-tiwary-35390,scorecard
Krunal Pandya,10,10,-,1,0,100.00,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Hardik Pandya,17,15,-,0,2,113.33,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Kieron Pollard (c),4,1,-,1,0,400.00,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
David Warner (c),66,34,-,8,2,194.11,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Wriddhiman Saha †,87,45,-,12,2,193.33,https://www.espncricinfo.com/cricketers/wriddhiman-saha-279810,scorecard
Manish Pandey,44,31,-,4,1,141.93,https://www.espncricinfo.com/cricketers/manish-pandey-290630,scorecard
Kane Williamson,11,10,-,1,0,110.00,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Ajinkya Rahane,26,19,-,3,1,136.84,https://www.espncricinfo.com/cricketers/ajinkya-rahane-277916,scorecard
Shikhar Dhawan,0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Marcus Stoinis,5,6,-,1,0,83.33,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Shimron Hetmyer,16,13,-,3,0,123.07,https://www.espncricinfo.com/cricketers/shimron-hetmyer-670025,scorecard
Rishabh Pant †,36,35,-,3,1,102.85,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Shreyas Iyer (c),7,12,-,0,0,58.33,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
Axar Patel,1,4,-,0,0,25.00,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Kagiso Rabada,3,7,-,0,0,42.85,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Ravichandran Ashwin,7,5,-,1,0,140.00,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Tushar Deshpande,20,9,-,2,1,222.22,https://www.espncricinfo.com/cricketers/tushar-deshpande-822553,scorecard
Anrich Nortje,1,3,-,0,0,33.33,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Shubman Gill,57,45,-,3,4,126.66,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Nitish Rana,0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Rahul Tripathi,7,4,-,0,1,175.00,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763,scorecard
Dinesh Karthik †,0,2,-,0,0,0.00,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Eoin Morgan (c),40,25,-,5,2,160.00,https://www.espncricinfo.com/cricketers/eoin-morgan-24598,scorecard
Sunil Narine,6,4,-,1,0,150.00,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Kamlesh Nagarkoti,6,13,-,0,0,46.15,https://www.espncricinfo.com/cricketers/kamlesh-nagarkoti-1070188,scorecard
Pat Cummins,1,8,-,0,0,12.50,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Lockie Ferguson,24,13,-,3,1,184.61,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Varun Chakravarthy,2,4,-,0,0,50.00,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Prasidh Krishna,0,1,-,0,0,0.00,https://www.espncricinfo.com/cricketers/prasidh-krishna-917159,scorecard
KL Rahul (c)†,28,25,-,4,0,112.00,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Mandeep Singh,66,56,-,8,2,117.85,https://www.espncricinfo.com/cricketers/mandeep-singh-398506,scorecard
Chris Gayle,51,29,-,2,5,175.86,https://www.espncricinfo.com/cricketers/chris-gayle-51880,scorecard
Nicholas Pooran,2,3,-,0,0,66.66,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Ishan Kishan,37,36,-,4,1,102.77,https://www.espncricinfo.com/cricketers/ishan-kishan-720471,scorecard
Quinton de Kock †,6,4,-,0,1,150.00,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Suryakumar Yadav,40,26,-,4,1,153.84,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Saurabh Tiwary,34,25,-,4,1,136.00,https://www.espncricinfo.com/cricketers/saurabh-tiwary-35390,scorecard
Kieron Pollard (c),6,4,-,0,1,150.00,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,scorecard
Hardik Pandya,60,21,-,2,7,285.71,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Krunal Pandya,3,4,-,0,0,75.00,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Robin Uthappa,13,11,-,2,0,118.18,https://www.espncricinfo.com/cricketers/robin-uthappa-35582,scorecard
Ben Stokes,107,60,-,14,3,178.33,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Steven Smith (c),11,8,-,1,1,137.50,https://www.espncricinfo.com/cricketers/steven-smith-267192,scorecard
Sanju Samson †,54,31,-,4,3,174.19,https://www.espncricinfo.com/cricketers/sanju-samson-425943,scorecard
Devdutt Padikkal,22,21,-,2,1,104.76,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Aaron Finch,15,11,-,3,0,136.36,https://www.espncricinfo.com/cricketers/aaron-finch-5334,scorecard
Virat Kohli (c),50,43,-,1,1,116.27,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
AB de Villiers †,39,36,-,4,0,108.33,https://www.espncricinfo.com/cricketers/ab-de-villiers-44936,scorecard
Moeen Ali,1,2,-,0,0,50.00,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Chris Morris,2,5,-,0,0,40.00,https://www.espncricinfo.com/cricketers/chris-morris-439952,scorecard
Gurkeerat Singh Mann,2,2,-,0,0,100.00,https://www.espncricinfo.com/cricketers/gurkeerat-singh-mann-537124,scorecard
Washington Sundar,5,2,-,1,0,250.00,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Ruturaj Gaikwad,65,51,-,4,3,127.45,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Faf du Plessis,25,13,-,2,2,192.30,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Ambati Rayudu,39,27,-,3,2,144.44,https://www.espncricinfo.com/cricketers/ambati-rayudu-33141,scorecard
