bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,match_id,inningbowled,avg_bowling_economy,bowling SR,avg_bowling_strike,bowling_avg,average_bowling_avg,dot_ball_percentage,average_dot_ball_%
Pikky Ya France,1.0,0,6,0,6.0,3,1,0,0,0,scorecard,3,6.17,0.0,0.0,0.0,0.0,50.0,47.22
Pikky Ya France,1.0,0,7,0,7.0,3,1,0,0,0,scorecard,3,6.17,0.0,0.0,0.0,0.0,50.0,47.22
Rahul Chahar,4.0,0,30,0,7.5,9,4,0,0,1,scorecard,1,7.5,0.0,0.0,0.0,0.0,37.5,37.5
Rashid Khan,4.0,0,27,1,6.75,5,2,0,1,0,scorecard,5,5.92,24.0,15.82,27.0,14.06,20.83,39.62
Rashid Khan,4.0,0,36,0,9.0,4,1,2,0,0,scorecard,5,5.92,0.0,15.82,0.0,14.06,16.67,39.62
Rashid Khan,2.2,0,9,4,3.85,8,1,0,0,0,scorecard,5,5.92,3.3,15.82,2.25,14.06,60.61,39.62
Rashid Khan,4.0,0,14,1,3.5,15,0,0,1,0,scorecard,5,5.92,24.0,15.82,14.0,14.06,62.5,39.62
Rashid Khan,4.0,0,26,2,6.5,9,1,1,1,0,scorecard,5,5.92,12.0,15.82,13.0,14.06,37.5,39.62
Ravi Rampaul,4.0,0,25,1,6.25,8,3,0,0,0,scorecard,4,7.46,24.0,18.0,25.0,19.5,33.33,39.58
Ravi Rampaul,3.0,0,22,0,7.33,6,1,1,1,0,scorecard,4,7.46,0.0,18.0,0.0,19.5,33.33,39.58
Ravi Rampaul,4.0,0,37,0,9.25,8,2,1,1,0,scorecard,4,7.46,0.0,18.0,0.0,19.5,33.33,39.58
Ravi Rampaul,2.0,0,14,1,7.0,7,3,0,0,0,scorecard,4,7.46,12.0,18.0,14.0,19.5,58.33,39.58
Ravichandran Ashwin,4.0,0,14,2,3.5,12,0,0,1,0,scorecard,3,5.25,12.0,14.67,7.0,14.22,50.0,50.0
Ravichandran Ashwin,4.0,0,20,3,5.0,13,0,0,1,0,scorecard,3,5.25,8.0,14.67,6.67,14.22,54.17,50.0
Ravichandran Ashwin,4.0,0,29,1,7.25,11,4,0,2,0,scorecard,3,5.25,24.0,14.67,29.0,14.22,45.83,50.0
Ravindra Jadeja,2.0,0,23,0,11.5,4,3,1,0,0,scorecard,5,6.52,0.0,11.33,0.0,9.78,33.33,43.06
Ravindra Jadeja,4.0,0,28,0,7.0,8,2,1,0,0,scorecard,5,6.52,0.0,11.33,0.0,9.78,33.33,43.06
Ravindra Jadeja,4.0,0,16,3,4.0,13,1,0,0,0,scorecard,5,6.52,8.0,11.33,5.33,9.78,54.17,43.06
Ravindra Jadeja,3.0,0,19,1,6.33,8,1,1,0,0,scorecard,5,6.52,18.0,11.33,19.0,9.78,44.44,43.06
Ravindra Jadeja,4.0,0,15,3,3.75,12,1,0,0,0,scorecard,5,6.52,8.0,11.33,5.0,9.78,50.0,43.06
Richie Berrington,2.0,0,17,0,8.5,2,1,0,2,0,scorecard,1,8.5,0.0,0.0,0.0,0.0,16.67,16.67
Roelof van der Merwe,2.0,0,22,0,11.0,2,0,2,0,0,scorecard,2,9.88,0.0,0.0,0.0,0.0,16.67,22.92
Roelof van der Merwe,4.0,0,35,0,8.75,7,4,1,1,0,scorecard,2,9.88,0.0,0.0,0.0,0.0,29.17,22.92
Roston Chase,1.0,0,6,0,6.0,3,1,0,0,0,scorecard,2,9.38,0.0,0.0,0.0,0.0,50.0,45.83
Roston Chase,1.2,0,17,0,12.75,3,3,0,0,1,scorecard,2,9.38,0.0,0.0,0.0,0.0,41.67,45.83
Ruben Trumpelmann,3.0,0,25,0,8.33,8,3,1,0,0,scorecard,8,7.72,0.0,12.67,0.0,16.56,44.44,44.27
Ruben Trumpelmann,4.0,0,32,0,8.0,11,2,2,2,0,scorecard,8,7.72,0.0,12.67,0.0,16.56,45.83,44.27
Ruben Trumpelmann,4.0,1,36,0,9.0,11,5,1,0,0,scorecard,8,7.72,0.0,12.67,0.0,16.56,45.83,44.27
Ruben Trumpelmann,3.0,0,26,0,8.66,6,4,0,0,0,scorecard,8,7.72,0.0,12.67,0.0,16.56,33.33,44.27
Ruben Trumpelmann,4.0,0,17,3,4.25,17,2,0,2,0,scorecard,8,7.72,8.0,12.67,5.67,16.56,70.83,44.27
Ruben Trumpelmann,3.0,0,27,1,9.0,3,2,1,0,0,scorecard,8,7.72,18.0,12.67,27.0,16.56,16.67,44.27
Ruben Trumpelmann,3.0,0,18,0,6.0,7,1,0,1,0,scorecard,8,7.72,0.0,12.67,0.0,16.56,38.89,44.27
Ruben Trumpelmann,4.0,0,34,2,8.5,14,4,2,2,0,scorecard,8,7.72,12.0,12.67,17.0,16.56,58.33,44.27
Safyaan Sharif,4.0,0,28,2,7.0,13,0,2,3,0,scorecard,7,8.72,12.0,15.72,14.0,21.0,54.17,43.84
Safyaan Sharif,3.1,0,21,1,6.63,8,1,1,1,0,scorecard,7,8.72,18.6,15.72,21.0,21.0,43.01,43.84
Safyaan Sharif,4.0,0,25,2,6.25,11,2,1,0,0,scorecard,7,8.72,12.0,15.72,12.5,21.0,45.83,43.84
Safyaan Sharif,4.0,0,33,2,8.25,10,2,2,1,0,scorecard,7,8.72,12.0,15.72,16.5,21.0,41.67,43.84
Safyaan Sharif,3.0,0,26,0,8.66,7,3,1,1,0,scorecard,7,8.72,0.0,15.72,0.0,21.0,38.89,43.84
Safyaan Sharif,1.0,0,14,0,14.0,3,2,1,0,0,scorecard,7,8.72,0.0,15.72,0.0,21.0,50.0,43.84
Safyaan Sharif,4.0,0,41,1,10.25,8,3,3,0,0,scorecard,7,8.72,24.0,15.72,41.0,21.0,33.33,43.84
Sese Bau,2.0,0,20,0,10.0,1,0,1,1,0,scorecard,1,10.0,0.0,0.0,0.0,0.0,8.33,8.33
Shadab Khan,4.0,0,22,1,5.5,15,2,1,0,0,scorecard,6,6.01,24.0,18.0,22.0,18.5,62.5,47.45
Shadab Khan,4.0,0,22,1,5.5,9,1,0,1,0,scorecard,6,6.01,24.0,18.0,22.0,18.5,37.5,47.45
Shadab Khan,3.0,0,19,0,6.33,10,3,0,0,0,scorecard,6,6.01,0.0,18.0,0.0,18.5,55.56,47.45
Shadab Khan,4.0,0,14,2,3.5,14,1,0,0,0,scorecard,6,6.01,12.0,18.0,7.0,18.5,58.33,47.45
Shadab Khan,4.0,0,26,4,6.5,11,1,2,0,0,scorecard,6,6.01,6.0,18.0,6.5,18.5,45.83,47.45
Shadab Khan,4.0,0,35,1,8.75,6,3,1,0,0,scorecard,6,6.01,24.0,18.0,35.0,18.5,25.0,47.45
Shaheen Shah Afridi,4.0,1,21,1,5.25,13,3,0,0,0,scorecard,6,7.04,24.0,20.8,21.0,22.47,54.17,52.08
Shaheen Shah Afridi,4.0,0,22,1,5.5,12,2,0,3,1,scorecard,6,7.04,24.0,20.8,22.0,22.47,50.0,52.08
Shaheen Shah Afridi,4.0,0,36,0,9.0,11,4,1,0,1,scorecard,6,7.04,0.0,20.8,0.0,22.47,45.83,52.08
Shaheen Shah Afridi,4.0,0,31,3,7.75,13,2,2,1,1,scorecard,6,7.04,8.0,20.8,10.33,22.47,54.17,52.08
Shaheen Shah Afridi,4.0,0,35,1,8.75,12,1,3,1,1,scorecard,6,7.04,24.0,20.8,35.0,22.47,50.0,52.08
Shaheen Shah Afridi,4.0,0,24,1,6.0,14,3,0,3,2,scorecard,6,7.04,24.0,20.8,24.0,22.47,58.33,52.08
Shakib Al Hasan,4.0,0,17,2,4.25,12,1,0,0,0,scorecard,6,5.69,12.0,8.75,8.5,7.15,50.0,43.29
Shakib Al Hasan,4.0,0,28,0,7.0,7,0,2,2,0,scorecard,6,5.69,0.0,8.75,0.0,7.15,29.17,43.29
Shakib Al Hasan,4.0,0,28,3,7.0,11,3,1,0,0,scorecard,6,5.69,8.0,8.75,9.33,7.15,45.83,43.29
Shakib Al Hasan,3.0,0,17,2,5.66,8,0,1,0,0,scorecard,6,5.69,9.0,8.75,8.5,7.15,44.44,43.29
Shakib Al Hasan,4.0,0,9,4,2.25,15,0,0,0,0,scorecard,6,5.69,6.0,8.75,2.25,7.15,62.5,43.29
Shakib Al Hasan,3.0,0,24,0,8.0,5,1,1,2,0,scorecard,6,5.69,0.0,8.75,0.0,7.15,27.78,43.29
Sharafuddin Ashraf,2.0,0,25,0,12.5,1,3,1,0,0,scorecard,1,12.5,0.0,0.0,0.0,0.0,8.33,8.33
Shardul Thakur,1.3,0,17,0,11.33,3,2,1,0,0,scorecard,2,10.83,0.0,0.0,0.0,0.0,38.46,24.79
Shardul Thakur,3.0,0,31,0,10.33,2,1,2,0,0,scorecard,2,10.83,0.0,0.0,0.0,0.0,11.11,24.79
Shoriful Islam,4.0,0,15,0,3.75,17,1,0,1,0,scorecard,4,6.49,0.0,12.2,0.0,15.0,70.83,41.4
Shoriful Islam,1.0,0,9,1,9.0,1,1,0,0,1,scorecard,4,6.49,6.0,12.2,9.0,15.0,16.67,41.4
Shoriful Islam,3.1,0,26,1,8.21,6,2,1,1,0,scorecard,4,6.49,18.6,12.2,26.0,15.0,32.26,41.4
Shoriful Islam,4.0,0,20,2,5.0,11,1,0,1,0,scorecard,4,6.49,12.0,12.2,10.0,15.0,45.83,41.4
Simi Singh,3.0,0,41,0,13.66,1,7,0,0,0,scorecard,3,9.14,0.0,0.0,0.0,0.0,5.56,19.91
Simi Singh,4.0,0,28,0,7.0,8,0,1,2,0,scorecard,3,9.14,0.0,0.0,0.0,0.0,33.33,19.91
Simi Singh,4.0,0,27,0,6.75,5,2,0,0,0,scorecard,3,9.14,0.0,0.0,0.0,0.0,20.83,19.91
Simon Atai,3.0,0,20,1,6.66,4,0,1,0,0,scorecard,3,7.22,18.0,12.0,20.0,13.0,22.22,12.96
Simon Atai,1.0,0,6,1,6.0,1,0,0,0,0,scorecard,3,7.22,6.0,12.0,6.0,13.0,16.67,12.96
Simon Atai,1.0,0,9,0,9.0,0,1,0,0,0,scorecard,3,7.22,0.0,12.0,0.0,13.0,0.0,12.96
Soumya Sarkar,1.0,0,7,0,7.0,2,1,0,0,0,scorecard,1,7.0,0.0,0.0,0.0,0.0,33.33,33.33
Tabraiz Shamsi,4.0,0,17,3,4.25,13,1,0,1,0,scorecard,5,6.67,8.0,14.0,5.67,12.54,54.17,44.44
Tabraiz Shamsi,4.0,0,21,2,5.25,13,1,1,0,0,scorecard,5,6.67,12.0,14.0,10.5,12.54,54.17,44.44
Tabraiz Shamsi,4.0,0,22,1,5.5,9,2,0,0,0,scorecard,5,6.67,24.0,14.0,22.0,12.54,37.5,44.44
Tabraiz Shamsi,4.0,0,24,2,6.0,13,1,1,0,0,scorecard,5,6.67,12.0,14.0,12.0,12.54,54.17,44.44
Tabraiz Shamsi,3.0,0,37,0,12.33,4,2,3,1,0,scorecard,5,6.67,0.0,14.0,0.0,12.54,22.22,44.44
Taskin Ahmed,3.0,0,28,1,9.33,11,3,2,0,1,scorecard,6,6.68,18.0,14.78,28.0,19.75,61.11,57.68
Taskin Ahmed,4.0,0,17,0,4.25,13,1,0,0,0,scorecard,6,6.68,0.0,14.78,0.0,19.75,54.17,57.68
Taskin Ahmed,4.0,0,31,0,7.75,9,2,1,1,0,scorecard,6,6.68,0.0,14.78,0.0,19.75,37.5,57.68
Taskin Ahmed,3.3,1,12,2,3.42,16,2,0,0,0,scorecard,6,6.68,9.9,14.78,6.0,19.75,80.81,57.68
Taskin Ahmed,4.0,0,18,2,4.5,17,3,0,1,0,scorecard,6,6.68,12.0,14.78,9.0,19.75,70.83,57.68
Taskin Ahmed,3.2,0,36,1,10.8,8,2,3,1,0,scorecard,6,6.68,19.2,14.78,36.0,19.75,41.67,57.68
Tim Southee,4.0,0,25,1,6.25,14,1,2,1,0,scorecard,7,6.53,24.0,20.0,25.0,19.75,58.33,51.11
Tim Southee,4.0,0,24,2,6.0,15,2,1,1,0,scorecard,7,6.53,12.0,20.0,12.0,19.75,62.5,51.11
Tim Southee,4.0,0,24,1,6.0,11,2,1,0,0,scorecard,7,6.53,24.0,20.0,24.0,19.75,45.83,51.11
Tim Southee,4.0,0,26,1,6.5,11,2,1,0,0,scorecard,7,6.53,24.0,20.0,26.0,19.75,45.83,51.11
Tim Southee,4.0,0,15,2,3.75,15,2,0,0,0,scorecard,7,6.53,12.0,20.0,7.5,19.75,62.5,51.11
Tim Southee,4.0,0,24,1,6.0,13,1,1,5,0,scorecard,7,6.53,24.0,20.0,24.0,19.75,54.17,51.11
Tim Southee,3.5,0,43,0,11.21,6,5,2,1,0,scorecard,7,6.53,0.0,20.0,0.0,19.75,28.57,51.11
Timm van der Gugten,3.0,0,32,1,10.66,5,4,1,0,0,scorecard,1,10.66,18.0,18.0,32.0,32.0,27.78,27.78
Trent Boult,4.0,0,20,2,5.0,12,1,0,3,0,scorecard,7,6.27,12.0,12.07,10.0,12.47,50.0,51.86
Trent Boult,4.0,0,40,0,10.0,8,5,0,1,0,scorecard,7,6.27,0.0,12.07,0.0,12.47,33.33,51.86
Trent Boult,3.4,0,29,1,7.9,12,4,1,1,0,scorecard,7,6.27,20.4,12.07,29.0,12.47,58.82,51.86
Trent Boult,4.0,0,20,3,5.0,13,3,0,0,0,scorecard,7,6.27,8.0,12.07,6.67,12.47,54.17,51.86
Trent Boult,4.0,0,17,3,4.25,14,2,0,0,0,scorecard,7,6.27,8.0,12.07,5.67,12.47,58.33,51.86
Trent Boult,4.0,0,29,2,7.25,12,4,1,0,0,scorecard,7,6.27,12.0,12.07,14.5,12.47,50.0,51.86
Trent Boult,4.0,0,18,2,4.5,14,2,0,1,0,scorecard,7,6.27,12.0,12.07,9.0,12.47,58.33,51.86
Tymal Mills,4.0,0,45,2,11.25,8,4,3,1,0,scorecard,4,8.73,12.0,10.67,22.5,13.33,33.33,38.7
Tymal Mills,1.3,0,19,0,12.66,2,2,1,1,0,scorecard,4,8.73,0.0,10.67,0.0,13.33,25.64,38.7
Tymal Mills,4.0,0,27,3,6.75,9,2,0,1,0,scorecard,4,8.73,8.0,10.67,9.0,13.33,37.5,38.7
Tymal Mills,4.0,0,17,2,4.25,14,1,0,3,0,scorecard,4,8.73,12.0,10.67,8.5,13.33,58.33,38.7
Varun Chakravarthy,3.0,0,15,0,5.0,10,2,0,0,0,scorecard,3,6.33,0.0,0.0,0.0,0.0,55.56,39.35
Varun Chakravarthy,4.0,0,23,0,5.75,9,2,0,0,0,scorecard,3,6.33,0.0,0.0,0.0,0.0,37.5,39.35
Varun Chakravarthy,4.0,0,33,0,8.25,6,1,2,1,0,scorecard,3,6.33,0.0,0.0,0.0,0.0,25.0,39.35
Wanindu Hasaranga,4.0,0,19,2,4.75,10,1,0,0,0,scorecard,8,5.27,12.0,11.71,9.5,8.74,41.67,44.1
Wanindu Hasaranga,4.0,0,22,2,5.5,10,2,0,0,1,scorecard,8,5.27,12.0,11.71,11.0,8.74,41.67,44.1
Wanindu Hasaranga,4.0,0,12,1,3.0,14,0,0,0,0,scorecard,8,5.27,24.0,11.71,12.0,8.74,58.33,44.1
Wanindu Hasaranga,3.0,0,9,3,3.0,13,1,0,0,0,scorecard,8,5.27,6.0,11.71,3.0,8.74,72.22,44.1
Wanindu Hasaranga,4.0,0,20,3,5.0,10,1,0,0,0,scorecard,8,5.27,8.0,11.71,6.67,8.74,41.67,44.1
Wanindu Hasaranga,4.0,0,24,2,6.0,11,2,0,0,1,scorecard,8,5.27,12.0,11.71,12.0,8.74,45.83,44.1
Wanindu Hasaranga,4.0,0,21,3,5.25,11,1,1,0,0,scorecard,8,5.27,8.0,11.71,7.0,8.74,45.83,44.1
Wanindu Hasaranga,3.0,0,29,0,9.66,1,2,1,0,0,scorecard,8,5.27,0.0,11.71,0.0,8.74,5.56,44.1
Zeeshan Maqsood,4.0,0,20,4,5.0,13,1,1,1,0,scorecard,3,6.61,6.0,9.0,5.0,11.0,54.17,37.5
Zeeshan Maqsood,2.0,0,17,1,8.5,3,2,0,0,0,scorecard,3,6.61,12.0,9.0,17.0,11.0,25.0,37.5
Zeeshan Maqsood,3.0,0,19,0,6.33,6,0,1,1,0,scorecard,3,6.61,0.0,9.0,0.0,11.0,33.33,37.5
