bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,match_id,inningbowled,avg_bowling_economy,bowling SR,avg_bowling_strike,bowling_avg,average_bowling_avg,dot_ball_percentage,average_dot_ball_%
Ish Sodhi,4.0,0,32,1,8.0,6,2,1,2,0,scorecard,7,8.13,24.0,15.0,32.0,18.42,25.0,32.14
JJ Smit,4.0,0,50,0,12.5,5,8,1,0,0,scorecard,8,8.45,0.0,18.0,0.0,19.0,20.83,31.94
JJ Smit,2.0,0,17,0,8.5,2,2,0,0,0,scorecard,8,8.45,0.0,18.0,0.0,19.0,16.67,31.94
JJ Smit,4.0,0,28,0,7.0,4,1,0,2,0,scorecard,8,8.45,0.0,18.0,0.0,19.0,16.67,31.94
JJ Smit,3.0,0,22,1,7.33,7,3,0,1,0,scorecard,8,8.45,18.0,18.0,22.0,19.0,38.89,31.94
JJ Smit,4.0,0,27,1,6.75,6,0,1,0,0,scorecard,8,8.45,24.0,18.0,27.0,19.0,25.0,31.94
JJ Smit,1.0,0,7,1,7.0,4,0,1,0,0,scorecard,8,8.45,6.0,18.0,7.0,19.0,66.67,31.94
JJ Smit,2.0,0,27,0,13.5,3,1,1,4,0,scorecard,8,8.45,0.0,18.0,0.0,19.0,25.0,31.94
JJ Smit,4.0,0,20,1,5.0,11,0,1,0,0,scorecard,8,8.45,24.0,18.0,20.0,19.0,45.83,31.94
James Neesham,4.0,0,24,1,6.0,9,2,0,0,0,scorecard,5,8.4,24.0,14.0,24.0,16.0,37.5,26.94
James Neesham,3.0,0,18,0,6.0,7,0,1,0,0,scorecard,5,8.4,0.0,14.0,0.0,16.0,38.89,26.94
James Neesham,1.0,0,15,0,15.0,1,0,2,0,0,scorecard,5,8.4,0.0,14.0,0.0,16.0,16.67,26.94
James Neesham,2.0,0,18,1,9.0,3,2,0,1,0,scorecard,5,8.4,12.0,14.0,18.0,16.0,25.0,26.94
James Neesham,1.0,0,6,1,6.0,1,0,0,0,0,scorecard,5,8.4,6.0,14.0,6.0,16.0,16.67,26.94
Jan Frylinck,4.0,0,10,2,2.5,14,0,0,0,0,scorecard,7,8.09,12.0,13.6,5.0,16.0,58.33,35.3
Jan Frylinck,4.0,0,21,3,5.25,11,2,0,1,0,scorecard,7,8.09,8.0,13.6,7.0,16.0,45.83,35.3
Jan Frylinck,4.0,0,31,1,7.75,5,2,0,0,0,scorecard,7,8.09,24.0,13.6,31.0,16.0,20.83,35.3
Jan Frylinck,3.0,0,34,0,11.33,6,3,2,2,0,scorecard,7,8.09,0.0,13.6,0.0,16.0,33.33,35.3
Jan Frylinck,4.0,0,36,2,9.0,7,2,1,2,0,scorecard,7,8.09,12.0,13.6,18.0,16.0,29.17,35.3
Jan Frylinck,1.3,0,17,0,11.33,4,2,1,0,0,scorecard,7,8.09,0.0,13.6,0.0,16.0,51.28,35.3
Jan Frylinck,2.0,0,19,1,9.5,1,1,1,0,0,scorecard,7,8.09,12.0,13.6,19.0,16.0,8.33,35.3
Jan Nicol Loftie-Eaton,2.0,0,24,0,12.0,1,2,1,0,0,scorecard,5,8.4,0.0,12.0,0.0,10.5,8.33,26.67
Jan Nicol Loftie-Eaton,4.0,0,21,2,5.25,11,0,1,1,0,scorecard,5,8.4,12.0,12.0,10.5,10.5,45.83,26.67
Jan Nicol Loftie-Eaton,4.0,0,31,0,7.75,7,4,0,0,0,scorecard,5,8.4,0.0,12.0,0.0,10.5,29.17,26.67
Jan Nicol Loftie-Eaton,1.0,0,7,0,7.0,2,1,0,0,0,scorecard,5,8.4,0.0,12.0,0.0,10.5,33.33,26.67
Jan Nicol Loftie-Eaton,2.0,0,20,0,10.0,2,1,1,0,0,scorecard,5,8.4,0.0,12.0,0.0,10.5,16.67,26.67
Jason Holder,2.0,0,26,0,13.0,4,4,1,1,0,scorecard,3,9.25,0.0,24.0,0.0,22.0,33.33,36.11
Jason Holder,4.0,0,37,0,9.25,7,3,1,2,0,scorecard,3,9.25,0.0,24.0,0.0,22.0,29.17,36.11
Jason Holder,4.0,0,22,1,5.5,11,2,0,2,0,scorecard,3,9.25,24.0,24.0,22.0,22.0,45.83,36.11
Jasprit Bumrah,4.0,0,19,2,4.75,14,2,0,1,0,scorecard,5,5.16,12.0,14.55,9.5,12.25,58.33,59.44
Jasprit Bumrah,3.4,1,10,2,2.72,17,0,1,0,0,scorecard,5,5.16,10.2,14.55,5.0,12.25,83.33,59.44
Jasprit Bumrah,3.0,0,22,0,7.33,7,2,0,0,0,scorecard,5,5.16,0.0,14.55,0.0,12.25,38.89,59.44
Jasprit Bumrah,4.0,0,25,1,6.25,13,2,1,2,0,scorecard,5,5.16,24.0,14.55,25.0,12.25,54.17,59.44
Jasprit Bumrah,4.0,0,19,2,4.75,15,1,0,3,0,scorecard,5,5.16,12.0,14.55,9.5,12.25,62.5,59.44
Josh Davey,4.0,0,24,1,6.0,7,2,0,1,0,scorecard,5,7.03,24.0,15.24,24.0,19.46,29.17,35.93
Josh Davey,2.0,0,15,0,7.5,5,2,0,0,0,scorecard,5,7.03,0.0,15.24,0.0,19.46,41.67,35.93
Josh Davey,4.0,0,41,1,10.25,3,3,1,1,0,scorecard,5,7.03,24.0,15.24,41.0,19.46,12.5,35.93
Josh Davey,3.3,0,18,4,5.14,10,0,1,0,0,scorecard,5,7.03,4.95,15.24,4.5,19.46,50.51,35.93
Josh Davey,4.0,0,25,3,6.25,11,2,1,0,0,scorecard,5,7.03,8.0,15.24,8.33,19.46,45.83,35.93
Josh Hazlewood,4.0,0,26,0,6.5,12,4,0,1,0,scorecard,7,7.18,0.0,8.0,0.0,7.15,50.0,51.79
Josh Hazlewood,4.0,0,16,3,4.0,18,3,0,0,0,scorecard,7,7.18,8.0,8.0,5.33,7.15,75.0,51.79
Josh Hazlewood,2.0,0,8,2,4.0,10,2,0,0,0,scorecard,7,7.18,6.0,8.0,4.0,7.15,83.33,51.79
Josh Hazlewood,4.0,0,49,0,12.25,8,3,4,1,1,scorecard,7,7.18,0.0,8.0,0.0,7.15,33.33,51.79
Josh Hazlewood,2.0,0,18,0,9.0,3,2,0,0,0,scorecard,7,7.18,0.0,8.0,0.0,7.15,25.0,51.79
Josh Hazlewood,4.0,1,19,2,4.75,15,1,1,1,0,scorecard,7,7.18,12.0,8.0,9.5,7.15,62.5,51.79
Josh Hazlewood,4.0,0,39,4,9.75,8,5,1,1,0,scorecard,7,7.18,6.0,8.0,9.75,7.15,33.33,51.79
Josh Little,4.0,0,23,4,5.75,15,4,0,2,0,scorecard,3,4.92,6.0,15.0,5.75,9.88,62.5,59.72
Josh Little,4.0,0,22,0,5.5,11,2,0,2,0,scorecard,3,4.92,0.0,15.0,0.0,9.88,45.83,59.72
Josh Little,4.0,0,14,1,3.5,17,2,0,0,0,scorecard,3,4.92,24.0,15.0,14.0,9.88,70.83,59.72
Kabua Morea,4.0,0,26,2,6.5,6,2,0,1,0,scorecard,3,7.75,12.0,9.0,13.0,10.38,25.0,43.06
Kabua Morea,4.0,0,31,4,7.75,13,4,1,1,1,scorecard,3,7.75,6.0,9.0,7.75,10.38,54.17,43.06
Kabua Morea,2.0,0,18,0,9.0,6,3,0,1,0,scorecard,3,7.75,0.0,9.0,0.0,10.38,50.0,43.06
Kagiso Rabada,4.0,0,27,1,6.75,11,2,1,1,1,scorecard,5,8.28,24.0,16.0,27.0,19.42,45.83,44.17
Kagiso Rabada,4.0,0,48,3,12.0,6,5,3,0,0,scorecard,5,8.28,8.0,16.0,16.0,19.42,25.0,44.17
Kagiso Rabada,3.0,0,32,0,10.66,6,5,1,0,0,scorecard,5,8.28,0.0,16.0,0.0,19.42,33.33,44.17
Kagiso Rabada,4.0,0,28,1,7.0,14,5,0,1,0,scorecard,5,8.28,24.0,16.0,28.0,19.42,58.33,44.17
Kagiso Rabada,4.0,0,20,3,5.0,14,1,0,3,2,scorecard,5,8.28,8.0,16.0,6.67,19.42,58.33,44.17
Kaleemullah,3.0,0,19,2,6.33,11,4,0,0,0,scorecard,2,6.92,9.0,10.5,9.5,12.25,61.11,51.39
Kaleemullah,4.0,0,30,2,7.5,10,3,1,0,0,scorecard,2,6.92,12.0,10.5,15.0,12.25,41.67,51.39
Karim Janat,1.0,0,7,1,7.0,2,1,0,0,0,scorecard,4,7.62,6.0,6.0,7.0,7.0,33.33,31.25
Karim Janat,4.0,0,48,0,12.0,4,2,4,0,0,scorecard,4,7.62,0.0,6.0,0.0,7.0,16.67,31.25
Karim Janat,1.0,0,6,0,6.0,2,0,0,2,0,scorecard,4,7.62,0.0,6.0,0.0,7.0,33.33,31.25
Karim Janat,2.0,0,11,0,5.5,5,1,0,1,0,scorecard,4,7.62,0.0,6.0,0.0,7.0,41.67,31.25
Karl Birkenstock,2.0,0,9,0,4.5,3,0,0,0,0,scorecard,1,4.5,0.0,0.0,0.0,0.0,25.0,25.0
Keshav Maharaj,4.0,0,24,2,6.0,11,0,2,1,0,scorecard,5,6.73,12.0,18.0,12.0,17.5,45.83,34.72
Keshav Maharaj,3.0,0,23,0,7.66,8,3,0,1,1,scorecard,5,6.73,0.0,18.0,0.0,17.5,44.44,34.72
Keshav Maharaj,4.0,0,34,0,8.5,5,0,3,0,0,scorecard,5,6.73,0.0,18.0,0.0,17.5,20.83,34.72
Keshav Maharaj,4.0,0,23,1,5.75,6,1,0,0,0,scorecard,5,6.73,24.0,18.0,23.0,17.5,25.0,34.72
Keshav Maharaj,4.0,0,23,0,5.75,9,2,0,0,0,scorecard,5,6.73,0.0,18.0,0.0,17.5,37.5,34.72
Kevin O'Brien,2.2,0,15,0,6.42,3,1,0,0,0,scorecard,1,6.42,0.0,0.0,0.0,0.0,22.73,22.73
Khawar Ali,2.0,0,17,0,8.5,1,0,1,0,0,scorecard,2,7.62,0.0,24.0,0.0,27.0,8.33,20.83
Khawar Ali,4.0,0,27,1,6.75,8,0,2,0,0,scorecard,2,7.62,24.0,24.0,27.0,27.0,33.33,20.83
Kieron Pollard,1.0,0,9,0,9.0,2,0,1,0,0,scorecard,3,11.67,0.0,0.0,0.0,0.0,33.33,11.11
Kieron Pollard,1.0,0,8,0,8.0,0,0,0,1,0,scorecard,3,11.67,0.0,0.0,0.0,0.0,0.0,11.11
Kieron Pollard,0.2,0,6,0,18.0,0,1,0,0,0,scorecard,3,11.67,0.0,0.0,0.0,0.0,0.0,11.11
Lahiru Kumara,4.0,0,29,1,7.25,10,4,0,0,1,scorecard,7,7.68,24.0,12.98,29.0,11.71,41.67,44.68
Lahiru Kumara,3.0,1,7,3,2.33,16,0,1,0,0,scorecard,7,7.68,6.0,12.98,2.33,11.71,88.89,44.68
Lahiru Kumara,4.0,0,22,2,5.5,12,0,1,0,0,scorecard,7,7.68,12.0,12.98,11.0,11.71,50.0,44.68
Lahiru Kumara,3.3,0,9,2,2.57,12,0,0,0,0,scorecard,7,7.68,9.9,12.98,4.5,11.71,60.61,44.68
Lahiru Kumara,3.0,0,48,0,16.0,1,6,2,0,0,scorecard,7,7.68,0.0,12.98,0.0,11.71,5.56,44.68
Lahiru Kumara,3.5,0,35,0,9.13,6,2,2,0,0,scorecard,7,7.68,0.0,12.98,0.0,11.71,28.57,44.68
Lahiru Kumara,4.0,0,44,0,11.0,9,3,3,2,0,scorecard,7,7.68,0.0,12.98,0.0,11.71,37.5,44.68
Lega Siaka,1.0,0,8,0,8.0,3,0,1,0,0,scorecard,2,8.25,0.0,0.0,0.0,0.0,50.0,33.33
Lega Siaka,2.0,0,17,0,8.5,2,2,0,1,0,scorecard,2,8.25,0.0,0.0,0.0,0.0,16.67,33.33
Liam Livingstone,4.0,0,15,1,3.75,10,0,0,0,0,scorecard,4,5.69,24.0,17.25,15.0,16.88,41.67,40.28
Liam Livingstone,4.0,0,34,1,8.5,6,2,2,0,0,scorecard,4,5.69,24.0,17.25,34.0,16.88,25.0,40.28
Liam Livingstone,3.0,0,15,2,5.0,8,1,0,0,0,scorecard,4,5.69,9.0,17.25,7.5,16.88,44.44,40.28
Liam Livingstone,4.0,0,22,2,5.5,12,2,0,1,0,scorecard,4,5.69,12.0,17.25,11.0,16.88,50.0,40.28
Logan van Beek,3.0,0,14,0,4.66,11,2,0,0,0,scorecard,2,7.2,0.0,0.0,0.0,0.0,61.11,49.31
Logan van Beek,4.0,0,39,0,9.75,9,6,0,3,0,scorecard,2,7.2,0.0,0.0,0.0,0.0,37.5,49.31
Mahedi Hasan,4.0,0,19,3,4.75,11,0,1,0,0,scorecard,7,6.51,8.0,16.36,6.33,14.57,45.83,38.51
Mahedi Hasan,4.0,0,30,0,7.5,8,2,1,2,0,scorecard,7,6.51,0.0,16.36,0.0,14.57,33.33,38.51
Mahedi Hasan,4.0,0,20,1,5.0,14,1,1,0,0,scorecard,7,6.51,24.0,16.36,20.0,14.57,58.33,38.51
Mahedi Hasan,2.3,0,19,1,7.6,5,3,0,0,0,scorecard,7,6.51,13.8,16.36,19.0,14.57,36.23,38.51
Mahedi Hasan,2.0,0,21,0,10.5,1,1,1,1,0,scorecard,7,6.51,0.0,16.36,0.0,14.57,8.33,38.51
Mahedi Hasan,4.0,0,27,2,6.75,9,0,2,2,0,scorecard,7,6.51,12.0,16.36,13.5,14.57,37.5,38.51
Mahedi Hasan,4.0,0,14,1,3.5,12,0,0,0,0,scorecard,7,6.51,24.0,16.36,14.0,14.57,50.0,38.51
Maheesh Theekshana,4.0,0,13,0,3.25,13,0,0,2,0,scorecard,7,5.21,0.0,6.33,0.0,5.17,54.17,43.45
Maheesh Theekshana,4.0,0,27,0,6.75,10,4,0,0,0,scorecard,7,5.21,0.0,6.33,0.0,5.17,41.67,43.45
Maheesh Theekshana,4.0,0,17,3,4.25,12,1,0,0,0,scorecard,7,5.21,8.0,6.33,5.67,5.17,50.0,43.45
Maheesh Theekshana,4.0,0,21,0,5.25,13,2,0,1,0,scorecard,7,5.21,0.0,6.33,0.0,5.17,54.17,43.45
Maheesh Theekshana,4.0,0,25,3,6.25,12,0,2,2,0,scorecard,7,5.21,8.0,6.33,8.33,5.17,50.0,43.45
Maheesh Theekshana,1.0,0,3,2,3.0,3,0,0,0,0,scorecard,7,5.21,3.0,6.33,1.5,5.17,50.0,43.45
Maheesh Theekshana,4.0,0,31,0,7.75,1,2,0,1,0,scorecard,7,5.21,0.0,6.33,0.0,5.17,4.17,43.45
Mahmudullah,2.0,0,21,0,10.5,2,0,2,1,0,scorecard,1,10.5,0.0,0.0,0.0,0.0,16.67,16.67
Marcus Stoinis,3.0,0,35,0,11.66,3,4,1,1,0,scorecard,1,11.66,0.0,0.0,0.0,0.0,16.67,16.67
Mark Adair,4.0,0,9,3,2.25,16,0,0,0,0,scorecard,3,6.07,8.0,10.0,3.0,10.25,66.67,51.98
Mark Adair,1.4,0,12,0,7.2,4,2,0,0,0,scorecard,3,6.07,0.0,10.0,0.0,10.25,47.62,51.98
Mark Adair,4.0,0,35,2,8.75,10,5,1,0,0,scorecard,3,6.07,12.0,10.0,17.5,10.25,41.67,51.98
Mark Watt,4.0,0,23,1,5.75,9,1,1,0,0,scorecard,8,6.38,24.0,22.29,23.0,20.43,37.5,40.62
Mark Watt,4.0,0,19,1,4.75,7,0,0,0,0,scorecard,8,6.38,24.0,22.29,19.0,20.43,29.17,40.62
Mark Watt,4.0,0,23,1,5.75,15,2,1,2,0,scorecard,8,6.38,24.0,22.29,23.0,20.43,62.5,40.62
Mark Watt,4.0,0,22,1,5.5,12,0,1,1,0,scorecard,8,6.38,24.0,22.29,22.0,20.43,50.0,40.62
Mark Watt,4.0,0,23,1,5.75,9,0,1,1,0,scorecard,8,6.38,24.0,22.29,23.0,20.43,37.5,40.62
Mark Watt,4.0,0,41,0,10.25,8,2,3,4,0,scorecard,8,6.38,0.0,22.29,0.0,20.43,33.33,40.62
Mark Watt,4.0,0,13,1,3.25,12,0,0,1,0,scorecard,8,6.38,24.0,22.29,13.0,20.43,50.0,40.62
Mark Watt,2.0,0,20,1,10.0,3,2,1,0,0,scorecard,8,6.38,12.0,22.29,20.0,20.43,25.0,40.62
Mark Wood,4.0,0,47,0,11.75,4,2,3,1,0,scorecard,2,10.12,0.0,0.0,0.0,0.0,16.67,18.75
Mark Wood,4.0,0,34,0,8.5,5,2,1,0,1,scorecard,2,10.12,0.0,0.0,0.0,0.0,20.83,18.75
Michael Leask,1.0,0,18,0,18.0,1,1,2,0,0,scorecard,6,9.3,0.0,7.5,0.0,6.25,16.67,34.72
Michael Leask,2.0,0,12,2,6.0,6,0,1,0,0,scorecard,6,9.3,6.0,7.5,6.0,6.25,50.0,34.72
Michael Leask,3.0,0,13,2,4.33,9,1,0,0,0,scorecard,6,9.3,9.0,7.5,6.5,6.25,50.0,34.72
Michael Leask,1.0,0,12,0,12.0,1,0,1,0,0,scorecard,6,9.3,0.0,7.5,0.0,6.25,16.67,34.72
Michael Leask,2.0,0,11,0,5.5,5,1,0,0,0,scorecard,6,9.3,0.0,7.5,0.0,6.25,41.67,34.72
Michael Leask,2.0,0,20,0,10.0,4,0,2,0,0,scorecard,6,9.3,0.0,7.5,0.0,6.25,33.33,34.72
Michael van Lingen,1.2,0,13,0,9.75,2,2,0,0,0,scorecard,2,10.88,0.0,0.0,0.0,0.0,27.78,30.56
Michael van Lingen,1.0,0,12,0,12.0,2,1,1,0,0,scorecard,2,10.88,0.0,0.0,0.0,0.0,33.33,30.56
Mitchell Marsh,1.0,0,11,0,11.0,1,1,0,1,0,scorecard,3,9.11,0.0,0.0,0.0,0.0,16.67,24.07
Mitchell Marsh,3.0,0,16,0,5.33,7,1,0,0,0,scorecard,3,9.11,0.0,0.0,0.0,0.0,38.89,24.07
Mitchell Marsh,1.0,0,11,0,11.0,1,2,0,0,0,scorecard,3,9.11,0.0,0.0,0.0,0.0,16.67,24.07
Mitchell Santner,1.0,0,8,0,8.0,2,1,0,0,0,scorecard,7,7.42,0.0,24.0,0.0,26.5,33.33,31.75
Mitchell Santner,2.0,0,27,0,13.5,1,1,2,1,0,scorecard,7,7.42,0.0,24.0,0.0,26.5,8.33,31.75
Mitchell Santner,3.0,0,23,0,7.66,4,1,1,0,0,scorecard,7,7.42,0.0,24.0,0.0,26.5,22.22,31.75
Mitchell Santner,4.0,0,33,1,8.25,7,3,1,0,0,scorecard,7,7.42,24.0,24.0,33.0,26.5,29.17,31.75
Mitchell Santner,4.0,0,20,1,5.0,12,2,0,0,0,scorecard,7,7.42,24.0,24.0,20.0,26.5,50.0,31.75
Mitchell Santner,4.0,0,23,0,5.75,8,0,1,0,0,scorecard,7,7.42,0.0,24.0,0.0,26.5,33.33,31.75
Mitchell Santner,4.0,0,15,0,3.75,11,0,0,0,0,scorecard,7,7.42,0.0,24.0,0.0,26.5,45.83,31.75
Mitchell Starc,4.0,0,32,2,8.0,11,3,1,0,0,scorecard,7,9.3,12.0,14.4,16.0,18.4,45.83,41.67
Mitchell Starc,4.0,0,60,0,15.0,5,9,1,1,1,scorecard,7,9.3,0.0,14.4,0.0,18.4,20.83,41.67
Mitchell Starc,4.0,0,21,2,5.25,15,3,0,2,0,scorecard,7,9.3,12.0,14.4,10.5,18.4,62.5,41.67
Mitchell Starc,4.0,0,27,2,6.75,11,2,1,1,0,scorecard,7,9.3,12.0,14.4,13.5,18.4,45.83,41.67
Mitchell Starc,4.0,0,33,1,8.25,10,0,3,1,0,scorecard,7,9.3,24.0,14.4,33.0,18.4,41.67,41.67
Mitchell Starc,3.0,0,37,0,12.33,6,4,2,1,0,scorecard,7,9.3,0.0,14.4,0.0,18.4,33.33,41.67
Mitchell Starc,4.0,0,38,2,9.5,10,2,3,1,0,scorecard,7,9.3,12.0,14.4,19.0,18.4,41.67,41.67
Moeen Ali,4.0,1,17,2,4.25,18,2,1,0,0,scorecard,4,5.5,12.0,13.5,8.5,13.0,75.0,53.47
Moeen Ali,3.0,0,18,2,6.0,9,3,0,0,0,scorecard,4,5.5,9.0,13.5,9.0,13.0,50.0,53.47
Moeen Ali,3.0,0,15,2,5.0,10,2,0,0,0,scorecard,4,5.5,9.0,13.5,7.5,13.0,55.56,53.47
Moeen Ali,4.0,0,27,1,6.75,8,3,0,1,0,scorecard,4,5.5,24.0,13.5,27.0,13.0,33.33,53.47
Mohammad Hafeez,2.0,0,16,1,8.0,5,1,1,0,0,scorecard,4,9.5,12.0,12.0,16.0,16.0,41.67,33.33
Mohammad Hafeez,1.0,0,13,0,13.0,2,0,1,1,1,scorecard,4,9.5,0.0,12.0,0.0,16.0,33.33,33.33
Mohammad Hafeez,1.0,0,11,0,11.0,2,0,1,0,0,scorecard,4,9.5,0.0,12.0,0.0,16.0,33.33,33.33
Mohammad Hafeez,2.0,0,12,0,6.0,3,1,0,0,0,scorecard,4,9.5,0.0,12.0,0.0,16.0,25.0,33.33
Mohammad Nabi,4.0,0,36,1,9.0,7,3,1,0,1,scorecard,5,8.4,24.0,24.0,36.0,36.0,29.17,40.83
Mohammad Nabi,1.0,0,11,0,11.0,3,1,1,0,0,scorecard,5,8.4,0.0,24.0,0.0,36.0,50.0,40.83
Mohammad Nabi,2.0,0,17,0,8.5,6,0,2,0,0,scorecard,5,8.4,0.0,24.0,0.0,36.0,50.0,40.83
Mohammad Nabi,4.0,0,26,0,6.5,10,3,0,0,0,scorecard,5,8.4,0.0,24.0,0.0,36.0,41.67,40.83
Mohammad Nabi,1.0,0,7,0,7.0,2,1,0,0,0,scorecard,5,8.4,0.0,24.0,0.0,36.0,33.33,40.83
Mohammad Nadeem,3.0,0,23,0,7.66,8,2,1,0,0,scorecard,3,9.14,0.0,0.0,0.0,0.0,44.44,32.87
Mohammad Nadeem,2.0,0,22,0,11.0,3,1,2,0,0,scorecard,3,9.14,0.0,0.0,0.0,0.0,25.0,32.87
Mohammad Nadeem,4.0,0,35,0,8.75,7,2,2,1,0,scorecard,3,9.14,0.0,0.0,0.0,0.0,29.17,32.87
Mohammad Saifuddin,4.0,0,21,2,5.25,9,0,0,2,1,scorecard,4,7.35,12.0,19.5,10.5,23.62,37.5,38.19
Mohammad Saifuddin,4.0,0,30,1,7.5,8,2,1,2,0,scorecard,4,7.35,24.0,19.5,30.0,23.62,33.33,38.19
Mohammad Saifuddin,4.0,0,16,1,4.0,13,1,0,0,0,scorecard,4,7.35,24.0,19.5,16.0,23.62,54.17,38.19
Mohammad Saifuddin,3.0,0,38,1,12.66,5,4,2,2,0,scorecard,4,7.35,18.0,19.5,38.0,23.62,27.78,38.19
Mohammed Shami,1.0,0,11,0,11.0,1,0,1,1,0,scorecard,5,8.99,0.0,7.0,0.0,7.83,16.67,38.65
Mohammed Shami,3.5,0,43,0,11.21,5,6,1,0,0,scorecard,5,8.99,0.0,7.0,0.0,7.83,23.81,38.65
Mohammed Shami,4.0,0,39,0,9.75,9,1,2,2,0,scorecard,5,8.99,0.0,7.0,0.0,7.83,37.5,38.65
Mohammed Shami,4.0,0,32,3,8.0,13,3,2,1,0,scorecard,5,8.99,8.0,7.0,10.67,7.83,54.17,38.65
Mohammed Shami,3.0,1,15,3,5.0,11,1,1,0,0,scorecard,5,8.99,6.0,7.0,5.0,7.83,61.11,38.65
Mujeeb Ur Rahman,4.0,0,14,1,3.5,12,0,0,0,0,scorecard,3,5.42,24.0,17.6,14.0,16.33,50.0,52.78
Mujeeb Ur Rahman,4.0,0,31,1,7.75,9,4,0,1,0,scorecard,3,5.42,24.0,17.6,31.0,16.33,37.5,52.78
Mujeeb Ur Rahman,4.0,0,20,5,5.0,17,1,1,0,0,scorecard,3,5.42,4.8,17.6,4.0,16.33,70.83,52.78
Mustafizur Rahman,4.0,0,43,2,10.75,8,3,3,2,0,scorecard,7,9.61,12.0,10.0,21.5,15.5,33.33,40.28
Mustafizur Rahman,4.0,0,34,0,8.5,6,1,2,1,0,scorecard,7,9.61,0.0,10.0,0.0,15.5,25.0,40.28
Mustafizur Rahman,3.0,0,23,0,7.66,8,4,0,1,0,scorecard,7,9.61,0.0,10.0,0.0,15.5,44.44,40.28
Mustafizur Rahman,2.0,0,32,0,16.0,3,4,2,1,0,scorecard,7,9.61,0.0,10.0,0.0,15.5,25.0,40.28
Mustafizur Rahman,4.0,0,36,4,9.0,17,2,3,8,0,scorecard,7,9.61,6.0,10.0,9.0,15.5,70.83,40.28
Mustafizur Rahman,3.0,0,22,0,7.33,6,2,0,2,0,scorecard,7,9.61,0.0,10.0,0.0,15.5,33.33,40.28
Mustafizur Rahman,4.0,1,32,2,8.0,12,2,2,2,0,scorecard,7,9.61,12.0,10.0,16.0,15.5,50.0,40.28
Nasum Ahmed,3.0,0,26,1,8.66,5,2,1,0,0,scorecard,3,9.96,18.0,12.5,26.0,20.83,27.78,32.04
Nasum Ahmed,2.0,0,22,1,11.0,5,2,1,1,0,scorecard,3,9.96,12.0,12.5,22.0,20.83,41.67,32.04
Nasum Ahmed,2.5,0,29,2,10.23,4,1,2,0,0,scorecard,3,9.96,7.5,12.5,14.5,20.83,26.67,32.04
Naveen-ul-Haq,3.0,0,22,1,7.33,6,3,0,0,0,scorecard,5,8.52,18.0,12.67,22.0,14.22,33.33,36.67
Naveen-ul-Haq,4.0,0,59,0,14.75,4,5,4,1,1,scorecard,5,8.52,0.0,12.67,0.0,14.22,16.67,36.67
Naveen-ul-Haq,4.0,0,26,3,6.5,10,3,0,0,0,scorecard,5,8.52,8.0,12.67,8.67,14.22,41.67,36.67
Naveen-ul-Haq,2.0,0,12,1,6.0,8,2,0,1,0,scorecard,5,8.52,12.0,12.67,12.0,14.22,66.67,36.67
Naveen-ul-Haq,2.0,0,16,0,8.0,3,2,0,0,0,scorecard,5,8.52,0.0,12.67,0.0,14.22,25.0,36.67
Nosaina Pokana,4.0,0,37,0,9.25,6,4,1,1,0,scorecard,2,8.38,0.0,0.0,0.0,0.0,25.0,33.33
Nosaina Pokana,2.0,0,15,0,7.5,5,2,0,0,1,scorecard,2,8.38,0.0,0.0,0.0,0.0,41.67,33.33
Obed McCoy,2.0,0,12,0,6.0,5,1,0,0,1,scorecard,1,6.0,0.0,0.0,0.0,0.0,41.67,41.67
Pat Cummins,3.0,0,18,0,6.0,9,2,0,0,0,scorecard,7,8.04,0.0,21.0,0.0,25.25,50.0,44.05
Pat Cummins,4.0,0,17,1,4.25,14,2,0,0,0,scorecard,7,8.04,24.0,21.0,17.0,25.25,58.33,44.05
Pat Cummins,4.0,0,30,1,7.5,9,3,0,1,1,scorecard,7,8.04,24.0,21.0,30.0,25.25,37.5,44.05
Pat Cummins,4.0,0,37,1,9.25,10,4,2,0,0,scorecard,7,8.04,24.0,21.0,37.0,25.25,41.67,44.05
Pat Cummins,4.0,0,34,2,8.5,10,5,0,2,1,scorecard,7,8.04,12.0,21.0,17.0,25.25,41.67,44.05
Pat Cummins,1.0,0,14,0,14.0,3,0,1,1,1,scorecard,7,8.04,0.0,21.0,0.0,25.25,50.0,44.05
Pat Cummins,4.0,0,27,0,6.75,7,0,1,2,0,scorecard,7,8.04,0.0,21.0,0.0,25.25,29.17,44.05
Paul Stirling,1.0,0,4,1,4.0,2,0,0,0,0,scorecard,2,2.5,6.0,6.0,4.0,4.0,33.33,58.33
Paul Stirling,1.0,0,1,0,1.0,5,0,0,0,0,scorecard,2,2.5,0.0,6.0,0.0,4.0,83.33,58.33
Paul van Meekeren,2.0,0,20,1,10.0,5,4,0,1,0,scorecard,1,10.0,12.0,12.0,20.0,20.0,41.67,41.67
Pieter Seelaar,2.1,0,14,1,6.46,4,0,1,0,0,scorecard,2,5.23,12.6,12.3,14.0,11.0,31.75,53.37
Pieter Seelaar,2.0,1,8,1,4.0,9,0,1,0,0,scorecard,2,5.23,12.0,12.3,8.0,11.0,75.0,53.37
Pikky Ya France,2.0,0,11,0,5.5,5,1,0,1,0,scorecard,3,6.17,0.0,0.0,0.0,0.0,41.67,47.22
