batsmanName,runs,balls,minutes,4s,6s,SR,inning_batted,Average_SR,boundaries,boundary_runs,boundary_percentage,Average_Boundary_Percentage,total_runs,batting_average
Hazratullah Zazai,13,15,17,1,1,86.66,5,81.10799999999999,2,10,76.92307692307693,57.48834498834499,92,18.4
Hazratullah Zazai,33,27,31,4,2,122.22,5,81.10799999999999,6,28,84.84848484848484,57.48834498834499,92,18.4
Hazratullah Zazai,44,30,48,3,3,146.66,5,81.10799999999999,6,30,68.18181818181817,57.48834498834499,92,18.4
Heinrich Klaasen,13,13,19,2,0,100.0,1,100.0,2,8,61.53846153846154,61.53846153846154,13,13.0
Hiri Hiri,8,15,20,1,0,53.33,1,53.33,1,4,50.0,50.0,8,8.0
Imad Wasim,11,12,17,1,0,91.66,1,91.66,1,4,36.36363636363637,36.36363636363637,11,11.0
Ish Sodhi,2,2,3,0,0,100.0,1,100.0,0,0,0.0,0.0,2,2.0
Ishan Kishan,4,8,14,1,0,50.0,1,50.0,1,4,100.0,100.0,4,4.0
JJ Smit,14,8,14,2,0,175.0,7,83.86714285714285,2,8,57.14285714285714,34.75529100529101,78,11.142857142857142
JJ Smit,2,5,14,0,0,40.0,7,83.86714285714285,0,0,0.0,34.75529100529101,78,11.142857142857142
JJ Smit,9,17,27,1,0,52.94,7,83.86714285714285,1,4,44.44444444444444,34.75529100529101,78,11.142857142857142
JJ Smit,9,9,10,1,0,100.0,7,83.86714285714285,1,4,44.44444444444444,34.75529100529101,78,11.142857142857142
JJ Smit,12,15,33,0,0,80.0,7,83.86714285714285,0,0,0.0,34.75529100529101,78,11.142857142857142
JJ Smit,32,23,33,2,2,139.13,7,83.86714285714285,4,20,62.5,34.75529100529101,78,11.142857142857142
JJ Smit,0,3,3,0,0,0.0,7,83.86714285714285,0,0,,34.75529100529101,78,11.142857142857142
James Neesham,27,11,18,1,3,245.45,5,159.998,4,22,81.48148148148148,42.66992266992267,86,17.2
James Neesham,13,7,17,0,1,185.71,5,159.998,1,6,46.15384615384615,42.66992266992267,86,17.2
James Neesham,1,2,5,0,0,50.0,5,159.998,0,0,0.0,42.66992266992267,86,17.2
James Neesham,35,23,33,1,2,152.17,5,159.998,3,16,45.714285714285715,42.66992266992267,86,17.2
James Neesham,10,6,11,1,0,166.66,5,159.998,1,4,40.0,42.66992266992267,86,17.2
Jan Frylinck,2,4,7,0,0,50.0,4,60.7125,0,0,0.0,0.0,25,6.25
Jan Frylinck,6,14,17,0,0,42.85,4,60.7125,0,0,0.0,0.0,25,6.25
Jan Frylinck,2,4,6,0,0,50.0,4,60.7125,0,0,0.0,0.0,25,6.25
Jan Frylinck,15,15,22,0,0,100.0,4,60.7125,0,0,0.0,0.0,25,6.25
Jan Nicol Loftie-Eaton,7,7,20,0,0,100.0,5,67.5,0,0,0.0,10.714285714285714,29,5.8
Jan Nicol Loftie-Eaton,14,16,25,0,1,87.5,5,67.5,1,6,42.857142857142854,10.714285714285714,29,5.8
Jan Nicol Loftie-Eaton,3,6,11,0,0,50.0,5,67.5,0,0,0.0,10.714285714285714,29,5.8
Jan Nicol Loftie-Eaton,5,5,6,0,0,100.0,5,67.5,0,0,0.0,10.714285714285714,29,5.8
Jan Nicol Loftie-Eaton,0,2,4,0,0,0.0,5,67.5,0,0,,10.714285714285714,29,5.8
Jason Holder,1,1,4,0,0,100.0,3,186.66666666666666,0,0,0.0,51.666666666666664,24,8.0
Jason Holder,15,5,10,0,2,300.0,3,186.66666666666666,2,12,80.0,51.666666666666664,24,8.0
Jason Holder,8,5,7,0,1,160.0,3,186.66666666666666,1,6,75.0,51.666666666666664,24,8.0
Jason Roy,61,38,60,5,3,160.52,5,132.77,8,38,62.295081967213115,57.34790528233151,123,24.6
Jason Roy,22,20,36,1,1,110.0,5,132.77,2,10,45.45454545454545,57.34790528233151,123,24.6
Jason Roy,11,10,17,0,1,110.0,5,132.77,1,6,54.54545454545454,57.34790528233151,123,24.6
Jason Roy,9,6,9,1,0,150.0,5,132.77,1,4,44.44444444444444,57.34790528233151,123,24.6
Jason Roy,20,15,16,4,0,133.33,5,132.77,4,16,80.0,57.34790528233151,123,24.6
Jatinder Singh,0,1,5,0,0,0.0,3,98.33666666666666,0,0,,63.11643835616438,113,37.666666666666664
Jatinder Singh,40,33,69,4,1,121.21,3,98.33666666666666,5,22,55.00000000000001,63.11643835616438,113,37.666666666666664
Jatinder Singh,73,42,67,7,4,173.8,3,98.33666666666666,11,52,71.23287671232876,63.11643835616438,113,37.666666666666664
Jonny Bairstow,13,17,27,2,0,76.47,6,100.875,2,8,61.53846153846154,55.08547008547009,47,7.833333333333333
Jonny Bairstow,8,4,9,1,0,200.0,6,100.875,1,4,50.0,55.08547008547009,47,7.833333333333333
Jonny Bairstow,0,1,4,0,0,0.0,6,100.875,0,0,,55.08547008547009,47,7.833333333333333
Jonny Bairstow,16,11,13,0,2,145.45,6,100.875,2,12,75.0,55.08547008547009,47,7.833333333333333
Jonny Bairstow,1,3,7,0,0,33.33,6,100.875,0,0,0.0,55.08547008547009,47,7.833333333333333
Jonny Bairstow,9,6,7,2,0,150.0,6,100.875,2,8,88.88888888888889,55.08547008547009,47,7.833333333333333
Jos Buttler †,71,32,62,5,5,221.87,6,145.97666666666666,10,50,70.4225352112676,59.964535730792534,269,44.833333333333336
Jos Buttler †,29,24,41,4,0,120.83,6,145.97666666666666,4,16,55.172413793103445,59.964535730792534,269,44.833333333333336
Jos Buttler †,24,22,50,3,0,109.09,6,145.97666666666666,3,12,50.0,59.964535730792534,269,44.833333333333336
Jos Buttler †,26,15,30,3,1,173.33,6,145.97666666666666,4,18,69.23076923076923,59.964535730792534,269,44.833333333333336
Jos Buttler †,101,67,104,6,6,150.74,6,145.97666666666666,12,60,59.4059405940594,59.964535730792534,269,44.833333333333336
Jos Buttler †,18,18,21,1,1,100.0,6,145.97666666666666,2,10,55.55555555555556,59.964535730792534,269,44.833333333333336
Josh Davey,8,5,15,0,1,160.0,4,79.285,1,6,75.0,25.0,17,4.25
Josh Davey,4,7,17,0,0,57.14,4,79.285,0,0,0.0,25.0,17,4.25
Josh Davey,5,5,9,0,0,100.0,4,79.285,0,0,0.0,25.0,17,4.25
Josh Davey,0,1,1,0,0,0.0,4,79.285,0,0,,25.0,17,4.25
Josh Hazlewood,0,0,3,0,0,0.0,1,0.0,0,0,,,0,0.0
Josh Little,1,3,7,0,0,33.33,1,33.33,0,0,0.0,0.0,1,1.0
KL Rahul,54,36,72,4,2,150.0,5,141.38,6,28,51.85185185185185,50.93848631239935,194,38.8
KL Rahul,50,19,34,6,3,263.15,5,141.38,9,42,84.0,50.93848631239935,194,38.8
KL Rahul,3,8,15,0,0,37.5,5,141.38,0,0,0.0,50.93848631239935,194,38.8
KL Rahul,18,16,29,3,0,112.5,5,141.38,3,12,66.66666666666666,50.93848631239935,194,38.8
KL Rahul,69,48,88,6,2,143.75,5,141.38,8,36,52.17391304347826,50.93848631239935,194,38.8
Kabua Morea,3,6,17,0,0,50.0,3,245.23666666666668,0,0,0.0,33.333333333333336,15,5.0
Kabua Morea,6,1,6,0,1,600.0,3,245.23666666666668,1,6,100.0,33.333333333333336,15,5.0
Kabua Morea,6,7,11,0,0,85.71,3,245.23666666666668,0,0,0.0,33.333333333333336,15,5.0
Kagiso Rabada,19,23,30,1,1,82.6,2,134.155,2,10,52.63157894736842,64.77732793522267,32,16.0
Kagiso Rabada,13,7,15,1,1,185.71,2,134.155,2,10,76.92307692307693,64.77732793522267,32,16.0
Kaleemullah,5,5,8,1,0,100.0,1,100.0,1,4,80.0,80.0,5,5.0
Kane Williamson (c),40,42,63,3,0,95.23,7,90.33714285714287,3,12,30.0,40.09982174688057,216,30.857142857142858
Kane Williamson (c),33,31,53,3,0,106.45,7,90.33714285714287,3,12,36.36363636363637,40.09982174688057,216,30.857142857142858
Kane Williamson (c),0,4,4,0,0,0.0,7,90.33714285714287,0,0,,40.09982174688057,216,30.857142857142858
Kane Williamson (c),28,25,38,2,1,112.0,7,90.33714285714287,3,14,50.0,40.09982174688057,216,30.857142857142858
Kane Williamson (c),25,26,38,2,1,96.15,7,90.33714285714287,3,14,56.00000000000001,40.09982174688057,216,30.857142857142858
Kane Williamson (c),5,11,12,0,0,45.45,7,90.33714285714287,0,0,0.0,40.09982174688057,216,30.857142857142858
Kane Williamson (c),85,48,69,10,3,177.08,7,90.33714285714287,13,58,68.23529411764706,40.09982174688057,216,30.857142857142858
Karim Janat,2,2,5,0,0,100.0,3,126.37666666666667,0,0,0.0,41.269841269841265,59,19.666666666666668
Karim Janat,15,17,20,1,1,88.23,3,126.37666666666667,2,10,66.66666666666666,41.269841269841265,59,19.666666666666668
Karim Janat,42,22,41,3,2,190.9,3,126.37666666666667,5,24,57.14285714285714,41.269841269841265,59,19.666666666666668
Kashyap Prajapati,3,8,12,0,0,37.5,2,77.08,0,0,0.0,38.095238095238095,24,12.0
Kashyap Prajapati,21,18,23,1,2,116.66,2,77.08,3,16,76.19047619047619,38.095238095238095,24,12.0
Keshav Maharaj,0,2,5,0,0,0.0,1,0.0,0,0,,,0,0.0
Kevin O'Brien,25,24,40,2,0,104.16,3,120.27333333333333,2,8,32.0,66.96296296296296,39,13.0
Kevin O'Brien,5,3,6,1,0,166.66,3,120.27333333333333,1,4,80.0,66.96296296296296,39,13.0
Kevin O'Brien,9,10,17,2,0,90.0,3,120.27333333333333,2,8,88.88888888888889,66.96296296296296,39,13.0
Khawar Ali,0,0,2,0,0,0.0,1,0.0,0,0,,,0,0.0
Kieron Pollard (c),6,14,29,0,0,42.85,5,78.51,0,0,0.0,36.675824175824175,90,18.0
Kieron Pollard (c),44,31,51,4,1,141.93,5,78.51,5,22,50.0,36.675824175824175,90,18.0
Kieron Pollard (c),0,1,8,0,0,0.0,5,78.51,0,0,,36.675824175824175,90,18.0
Kieron Pollard (c),26,20,40,2,1,130.0,5,78.51,3,14,53.84615384615385,36.675824175824175,90,18.0
Kieron Pollard (c),14,18,36,0,1,77.77,5,78.51,1,6,42.857142857142854,36.675824175824175,90,18.0
Kiplin Doriga †,0,2,3,0,0,0.0,3,99.63999999999999,0,0,,49.51690821256039,64,21.333333333333332
Kiplin Doriga †,18,11,18,1,1,163.63,3,99.63999999999999,2,10,55.55555555555556,49.51690821256039,64,21.333333333333332
Kiplin Doriga †,46,34,43,2,2,135.29,3,99.63999999999999,4,20,43.47826086956522,49.51690821256039,64,21.333333333333332
Kusal Perera †,0,1,7,0,0,0.0,8,91.77374999999999,0,0,,44.818629646215854,123,15.375
Kusal Perera †,1,3,5,0,0,33.33,8,91.77374999999999,0,0,0.0,44.818629646215854,123,15.375
Kusal Perera †,7,10,18,1,0,70.0,8,91.77374999999999,1,4,57.14285714285714,44.818629646215854,123,15.375
Kusal Perera †,33,24,37,6,0,137.5,8,91.77374999999999,6,24,72.72727272727273,44.818629646215854,123,15.375
Kusal Perera †,7,9,24,0,0,77.77,8,91.77374999999999,0,0,0.0,44.818629646215854,123,15.375
Kusal Perera †,35,25,52,4,1,140.0,8,91.77374999999999,5,22,62.857142857142854,44.818629646215854,123,15.375
Kusal Perera †,11,8,11,2,0,137.5,8,91.77374999999999,2,8,72.72727272727273,44.818629646215854,123,15.375
Kusal Perera †,29,21,26,2,1,138.09,8,91.77374999999999,3,14,48.275862068965516,44.818629646215854,123,15.375
Kyle Coetzer (c),41,28,50,2,3,146.42,7,87.76285714285713,5,26,63.41463414634146,58.10723205271268,84,12.0
Kyle Coetzer (c),0,7,15,0,0,0.0,7,87.76285714285713,0,0,,58.10723205271268,84,12.0
Kyle Coetzer (c),9,16,27,1,0,56.25,7,87.76285714285713,1,4,44.44444444444444,58.10723205271268,84,12.0
Kyle Coetzer (c),10,7,16,2,0,142.85,7,87.76285714285713,2,8,80.0,58.10723205271268,84,12.0
Kyle Coetzer (c),17,11,16,4,0,154.54,7,87.76285714285713,4,16,94.11764705882352,58.10723205271268,84,12.0
Kyle Coetzer (c),6,6,13,1,0,100.0,7,87.76285714285713,1,4,66.66666666666666,58.10723205271268,84,12.0
Kyle Coetzer (c),1,7,12,0,0,14.28,7,87.76285714285713,0,0,0.0,58.10723205271268,84,12.0
Lahiru Kumara,0,1,4,0,0,0.0,2,25.0,0,0,,0.0,1,0.5
Lahiru Kumara,1,2,3,0,0,50.0,2,25.0,0,0,0.0,0.0,1,0.5
Lega Siaka,0,3,4,0,0,0.0,3,39.74333333333333,0,0,,22.22222222222222,14,4.666666666666667
Lega Siaka,5,10,16,0,0,50.0,3,39.74333333333333,0,0,0.0,22.22222222222222,14,4.666666666666667
Lega Siaka,9,13,17,1,0,69.23,3,39.74333333333333,1,4,44.44444444444444,22.22222222222222,14,4.666666666666667
Lendl Simmons,16,35,61,0,0,45.71,2,44.28,0,0,0.0,0.0,19,9.5
Lendl Simmons,3,7,13,0,0,42.85,2,44.28,0,0,0.0,0.0,19,9.5
Liam Livingstone,28,17,33,1,3,164.7,3,128.23333333333332,4,22,78.57142857142857,45.79831932773109,46,15.333333333333334
Liam Livingstone,1,2,9,0,0,50.0,3,128.23333333333332,0,0,0.0,45.79831932773109,46,15.333333333333334
Liam Livingstone,17,10,20,1,1,170.0,3,128.23333333333332,2,10,58.82352941176471,45.79831932773109,46,15.333333333333334
Litton Das,6,7,18,0,0,85.71,5,99.142,0,0,0.0,34.67432950191571,65,13.0
Litton Das,9,8,13,2,0,112.5,5,99.142,2,8,88.88888888888889,34.67432950191571,65,13.0
Litton Das,5,7,18,0,0,71.42,5,99.142,0,0,0.0,34.67432950191571,65,13.0
Litton Das,29,23,40,1,1,126.08,5,99.142,2,10,34.48275862068966,34.67432950191571,65,13.0
Litton Das,16,16,33,2,0,100.0,5,99.142,2,8,50.0,34.67432950191571,65,13.0
Litton Das †,24,36,63,1,0,66.66,3,56.32666666666666,1,4,16.666666666666664,26.515151515151516,68,22.666666666666668
Litton Das †,0,1,5,0,0,0.0,3,56.32666666666666,0,0,,26.515151515151516,68,22.666666666666668
Litton Das †,44,43,81,4,0,102.32,3,56.32666666666666,4,16,36.36363636363637,26.515151515151516,68,22.666666666666668
Logan van Beek,2,1,2,0,0,200.0,2,145.82999999999998,0,0,0.0,0.0,13,6.5
Logan van Beek,11,12,17,0,0,91.66,2,145.82999999999998,0,0,0.0,0.0,13,6.5
Mahedi Hasan,11,10,13,2,0,110.0,6,90.77666666666666,2,8,72.72727272727273,50.375550375550375,53,8.833333333333334
Mahedi Hasan,2,3,7,0,0,66.66,6,90.77666666666666,0,0,0.0,50.375550375550375,53,8.833333333333334
Mahedi Hasan,13,5,12,1,1,260.0,6,90.77666666666666,2,10,76.92307692307693,50.375550375550375,53,8.833333333333334
Mahedi Hasan,0,4,11,0,0,0.0,6,90.77666666666666,0,0,,50.375550375550375,53,8.833333333333334
Mahedi Hasan,27,25,34,2,1,108.0,6,90.77666666666666,3,14,51.85185185185185,50.375550375550375,53,8.833333333333334
Mahedi Hasan,0,1,3,0,0,0.0,6,90.77666666666666,0,0,,50.375550375550375,53,8.833333333333334
Maheesh Theekshana,7,3,10,1,0,233.33,2,166.66500000000002,1,4,57.14285714285714,28.57142857142857,9,4.5
Maheesh Theekshana,2,2,7,0,0,100.0,2,166.66500000000002,0,0,0.0,28.57142857142857,9,4.5
Mahmudullah (c),23,22,40,1,1,104.54,8,122.955,2,10,43.47826086956522,44.814464022857244,169,21.125
Mahmudullah (c),3,9,16,0,0,33.33,8,122.955,0,0,0.0,44.814464022857244,169,21.125
Mahmudullah (c),17,10,25,1,1,170.0,8,122.955,2,10,58.82352941176471,44.814464022857244,169,21.125
Mahmudullah (c),50,28,37,3,3,178.57,8,122.955,6,30,60.0,44.814464022857244,169,21.125
Mahmudullah (c),16,18,50,2,0,88.88,8,122.955,2,8,50.0,44.814464022857244,169,21.125
Mahmudullah (c),10,5,9,2,0,200.0,8,122.955,2,8,80.0,44.814464022857244,169,21.125
Mahmudullah (c),19,24,50,1,0,79.16,8,122.955,1,4,21.052631578947366,44.814464022857244,169,21.125
Mahmudullah (c),31,24,38,2,1,129.16,8,122.955,3,14,45.16129032258064,44.814464022857244,169,21.125
Marcus Stoinis,24,16,30,3,0,150.0,4,126.9,3,12,50.0,62.5,80,20.0
Marcus Stoinis,0,4,14,0,0,0.0,4,126.9,0,0,,62.5,80,20.0
Marcus Stoinis,40,31,50,2,2,129.03,4,126.9,4,20,50.0,62.5,80,20.0
Marcus Stoinis,16,7,10,2,1,228.57,4,126.9,3,14,87.5,62.5,80,20.0
Mark Adair,5,5,12,0,0,100.0,2,83.33,0,0,0.0,0.0,7,3.5
Mark Adair,2,3,6,0,0,66.66,2,83.33,0,0,0.0,0.0,7,3.5
Mark Watt,1,3,5,0,0,33.33,6,64.515,0,0,0.0,18.701298701298704,42,7.0
Mark Watt,14,13,21,2,0,107.69,6,64.515,2,8,57.14285714285714,18.701298701298704,42,7.0
Mark Watt,3,6,9,0,0,50.0,6,64.515,0,0,0.0,18.701298701298704,42,7.0
Mark Watt,2,3,3,0,0,66.66,6,64.515,0,0,0.0,18.701298701298704,42,7.0
Mark Watt,0,1,6,0,0,0.0,6,64.515,0,0,,18.701298701298704,42,7.0
Mark Watt,22,17,28,2,0,129.41,6,64.515,2,8,36.36363636363637,18.701298701298704,42,7.0
Mark Wood,1,1,2,0,0,100.0,1,100.0,0,0,0.0,0.0,1,1.0
Martin Guptill,93,56,92,6,7,166.07,7,114.82428571428571,13,66,70.96774193548387,65.30164754073672,208,29.714285714285715
Martin Guptill,28,23,34,4,0,121.73,7,114.82428571428571,4,16,57.14285714285714,65.30164754073672,208,29.714285714285715
Martin Guptill,4,3,3,1,0,133.33,7,114.82428571428571,1,4,100.0,65.30164754073672,208,29.714285714285715
Martin Guptill,18,18,20,1,1,100.0,7,114.82428571428571,2,10,55.55555555555556,65.30164754073672,208,29.714285714285715
Martin Guptill,28,35,53,3,0,80.0,7,114.82428571428571,3,12,42.857142857142854,65.30164754073672,208,29.714285714285715
Martin Guptill,20,17,15,3,0,117.64,7,114.82428571428571,3,12,60.0,65.30164754073672,208,29.714285714285715
Martin Guptill,17,20,25,3,0,85.0,7,114.82428571428571,3,12,70.58823529411765,65.30164754073672,208,29.714285714285715
Matthew Cross †,2,9,24,0,0,22.22,8,62.42125,0,0,0.0,25.133540923014607,135,16.875
Matthew Cross †,19,33,55,1,0,57.57,8,62.42125,1,4,21.052631578947366,25.133540923014607,135,16.875
Matthew Cross †,27,29,39,5,0,93.1,8,62.42125,5,20,74.07407407407408,25.133540923014607,135,16.875
Matthew Cross †,5,8,10,0,0,62.5,8,62.42125,0,0,0.0,25.133540923014607,135,16.875
Matthew Cross †,45,36,52,2,2,125.0,8,62.42125,4,20,44.44444444444444,25.133540923014607,135,16.875
Matthew Cross †,11,17,28,1,0,64.7,8,62.42125,1,4,36.36363636363637,25.133540923014607,135,16.875
Matthew Cross †,0,1,4,0,0,0.0,8,62.42125,0,0,,25.133540923014607,135,16.875
Matthew Cross †,26,35,54,0,0,74.28,8,62.42125,0,0,0.0,25.133540923014607,135,16.875
Matthew Wade †,15,10,27,2,0,150.0,3,163.72333333333333,2,8,53.333333333333336,58.60885275519422,74,24.666666666666668
Matthew Wade †,41,17,39,2,4,241.17,3,163.72333333333333,6,32,78.04878048780488,58.60885275519422,74,24.666666666666668
Matthew Wade †,18,18,24,2,0,100.0,3,163.72333333333333,2,8,44.44444444444444,58.60885275519422,74,24.666666666666668
Max O'Dowd,2,3,4,0,0,66.66,3,100.05666666666667,0,0,0.0,32.58636788048553,123,41.0
Max O'Dowd,70,56,90,6,1,125.0,3,100.05666666666667,7,30,42.857142857142854,32.58636788048553,123,41.0
Max O'Dowd,51,47,83,7,0,108.51,3,100.05666666666667,7,28,54.90196078431373,32.58636788048553,123,41.0
Michael Leask,0,2,3,0,0,0.0,7,124.70857142857143,0,0,,65.10822510822511,130,18.571428571428573
Michael Leask,21,12,20,2,1,175.0,7,124.70857142857143,3,14,66.66666666666666,65.10822510822511,130,18.571428571428573
Michael Leask,44,27,50,4,2,162.96,7,124.70857142857143,6,28,63.63636363636363,65.10822510822511,130,18.571428571428573
Michael Leask,42,20,26,3,3,210.0,7,124.70857142857143,6,30,71.42857142857143,65.10822510822511,130,18.571428571428573
Michael Leask,14,14,25,2,0,100.0,7,124.70857142857143,2,8,57.14285714285714,65.10822510822511,130,18.571428571428573
Michael Leask,0,5,12,0,0,0.0,7,124.70857142857143,0,0,,65.10822510822511,130,18.571428571428573
Michael Leask,9,4,12,0,1,225.0,7,124.70857142857143,1,6,66.66666666666666,65.10822510822511,130,18.571428571428573
Michael van Lingen,25,25,32,2,1,100.0,5,121.16600000000001,3,14,56.00000000000001,62.426551226551226,72,14.4
Michael van Lingen,11,8,14,0,1,137.5,5,121.16600000000001,1,6,54.54545454545454,62.426551226551226,72,14.4
Michael van Lingen,4,2,8,1,0,200.0,5,121.16600000000001,1,4,100.0,62.426551226551226,72,14.4
Michael van Lingen,18,24,25,2,0,75.0,5,121.16600000000001,2,8,44.44444444444444,62.426551226551226,72,14.4
Michael van Lingen,14,15,22,2,0,93.33,5,121.16600000000001,2,8,57.14285714285714,62.426551226551226,72,14.4
Mitchell Marsh,53,32,69,5,2,165.62,5,166.31799999999998,7,32,60.37735849056604,62.172874295515804,185,37.0
Mitchell Marsh,11,17,26,1,0,64.7,5,166.31799999999998,1,4,36.36363636363637,62.172874295515804,185,37.0
Mitchell Marsh,77,50,80,6,4,154.0,5,166.31799999999998,10,48,62.33766233766234,62.172874295515804,185,37.0
Mitchell Marsh,28,22,31,3,1,127.27,5,166.31799999999998,4,18,64.28571428571429,62.172874295515804,185,37.0
Mitchell Marsh,16,5,9,2,1,320.0,5,166.31799999999998,3,14,87.5,62.172874295515804,185,37.0
Mitchell Santner,2,3,9,0,0,66.66,3,95.55333333333333,0,0,0.0,22.222222222222218,9,3.0
Mitchell Santner,6,5,12,1,0,120.0,3,95.55333333333333,1,4,66.66666666666666,22.222222222222218,9,3.0
Mitchell Santner,1,1,7,0,0,100.0,3,95.55333333333333,0,0,0.0,22.222222222222218,9,3.0
Mitchell Starc,13,6,13,1,1,216.66,1,216.66,2,10,76.92307692307693,76.92307692307693,13,13.0
Moeen Ali,51,37,59,3,2,137.83,4,99.965,5,24,47.05882352941176,27.98092209856916,92,23.0
Moeen Ali,1,2,8,0,0,50.0,4,99.965,0,0,0.0,27.98092209856916,92,23.0
Moeen Ali,37,27,43,3,2,137.03,4,99.965,5,24,64.86486486486487,27.98092209856916,92,23.0
Moeen Ali,3,4,7,0,0,75.0,4,99.965,0,0,0.0,27.98092209856916,92,23.0
Mohammad Hafeez,11,6,12,0,1,183.33,5,149.296,1,6,54.54545454545454,45.60263929618768,85,17.0
Mohammad Hafeez,10,10,14,1,0,100.0,5,149.296,1,4,40.0,45.60263929618768,85,17.0
Mohammad Hafeez,31,19,23,4,1,163.15,5,149.296,5,22,70.96774193548387,45.60263929618768,85,17.0
Mohammad Hafeez,32,16,25,5,0,200.0,5,149.296,5,20,62.5,45.60263929618768,85,17.0
Mohammad Hafeez,1,1,4,0,0,100.0,5,149.296,0,0,0.0,45.60263929618768,85,17.0
Mohammad Nabi (c),32,17,24,5,1,188.23,5,150.394,6,26,81.25,50.22402597402597,127,25.4
Mohammad Nabi (c),35,32,54,5,0,109.37,5,150.394,5,20,57.14285714285714,50.22402597402597,127,25.4
Mohammad Nabi (c),35,32,42,2,1,109.37,5,150.394,3,14,40.0,50.22402597402597,127,25.4
Mohammad Nabi (c),14,20,35,0,0,70.0,5,150.394,0,0,0.0,50.22402597402597,127,25.4
Mohammad Nabi (c),11,4,10,2,0,275.0,5,150.394,2,8,72.72727272727273,50.22402597402597,127,25.4
Mohammad Nadeem,14,12,15,1,1,116.66,2,117.85,2,10,71.42857142857143,59.714285714285715,39,19.5
Mohammad Nadeem,25,21,41,0,2,119.04,2,117.85,2,12,48.0,59.714285714285715,39,19.5
Mohammad Naim,17,16,30,3,0,106.25,7,85.16857142857144,3,12,70.58823529411765,42.84186344788812,174,24.857142857142858
Mohammad Naim,17,19,27,2,0,89.47,7,85.16857142857144,2,8,47.05882352941176,42.84186344788812,174,24.857142857142858
Mohammad Naim,62,52,84,6,0,119.23,7,85.16857142857144,6,24,38.70967741935484,42.84186344788812,174,24.857142857142858
Mohammad Naim,5,7,15,0,0,71.42,7,85.16857142857144,0,0,0.0,42.84186344788812,174,24.857142857142858
Mohammad Naim,64,50,97,3,4,128.0,7,85.16857142857144,7,36,56.25,42.84186344788812,174,24.857142857142858
Mohammad Naim,0,2,3,0,0,0.0,7,85.16857142857144,0,0,,42.84186344788812,174,24.857142857142858
Mohammad Naim,9,11,16,1,0,81.81,7,85.16857142857144,1,4,44.44444444444444,42.84186344788812,174,24.857142857142858
Mohammad Rizwan †,15,19,30,0,1,78.94,6,114.41000000000001,1,6,40.0,54.73133946683919,281,46.833333333333336
Mohammad Rizwan †,79,55,87,6,3,143.63,6,114.41000000000001,9,42,53.16455696202531,54.73133946683919,281,46.833333333333336
Mohammad Rizwan †,79,50,105,8,4,158.0,6,114.41000000000001,12,56,70.88607594936708,54.73133946683919,281,46.833333333333336
Mohammad Rizwan †,33,34,57,5,0,97.05,6,114.41000000000001,5,20,60.60606060606061,54.73133946683919,281,46.833333333333336
Mohammad Rizwan †,67,52,87,3,4,128.84,6,114.41000000000001,7,36,53.73134328358209,54.73133946683919,281,46.833333333333336
Mohammad Rizwan †,8,10,10,1,0,80.0,6,114.41000000000001,1,4,50.0,54.73133946683919,281,46.833333333333336
Mohammad Saifuddin,19,6,11,1,2,316.66,3,188.88666666666668,3,16,84.21052631578947,82.10526315789474,24,8.0
Mohammad Saifuddin,5,2,9,1,0,250.0,3,188.88666666666668,1,4,80.0,82.10526315789474,24,8.0
Mohammad Saifuddin,0,1,2,0,0,0.0,3,188.88666666666668,0,0,,82.10526315789474,24,8.0
Mohammad Shahzad †,0,4,15,0,0,0.0,5,81.652,0,0,,66.74242424242425,79,15.8
Mohammad Shahzad †,4,11,12,1,0,36.36,5,81.652,1,4,100.0,66.74242424242425,79,15.8
Mohammad Shahzad †,8,9,17,1,0,88.88,5,81.652,1,4,50.0,66.74242424242425,79,15.8
Mohammad Shahzad †,45,33,59,3,2,136.36,5,81.652,5,24,53.333333333333336,66.74242424242425,79,15.8
Mohammad Shahzad †,22,15,30,2,1,146.66,5,81.652,3,14,63.63636363636363,66.74242424242425,79,15.8
Mohammed Shami,0,0,6,0,0,0.0,2,0.0,0,0,,,0,0.0
Mohammed Shami,0,0,-,0,0,0.0,2,0.0,0,0,,,0,0.0
Mujeeb Ur Rahman,0,1,8,0,0,0.0,1,0.0,0,0,,,0,0.0
Mushfiqur Rahim,8,7,18,1,0,114.28,8,91.63,1,4,50.0,36.61308443522599,144,18.0
Mushfiqur Rahim,29,30,41,3,0,96.66,8,91.63,3,12,41.37931034482759,36.61308443522599,144,18.0
Mushfiqur Rahim,6,4,12,1,0,150.0,8,91.63,1,4,66.66666666666666,36.61308443522599,144,18.0
Mushfiqur Rahim,1,2,4,0,0,50.0,8,91.63,0,0,0.0,36.61308443522599,144,18.0
Mushfiqur Rahim,38,36,53,1,2,105.55,8,91.63,3,16,42.10526315789473,36.61308443522599,144,18.0
Mushfiqur Rahim,57,37,64,5,2,154.05,8,91.63,7,32,56.14035087719298,36.61308443522599,144,18.0
Mushfiqur Rahim,5,8,16,0,0,62.5,8,91.63,0,0,0.0,36.61308443522599,144,18.0
Mushfiqur Rahim,0,3,9,0,0,0.0,8,91.63,0,0,,36.61308443522599,144,18.0
Mustafizur Rahman,2,3,5,0,0,66.66,3,37.03333333333333,0,0,0.0,0.0,6,2.0
Mustafizur Rahman,4,9,11,0,0,44.44,3,37.03333333333333,0,0,0.0,0.0,6,2.0
