batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average,balls_avg
Charith Asalanka,6,133.33,66.71451914098972,231,38.5,26.166666666666668
Daryl Mitchell,7,136.02714285714288,54.60153624050762,208,29.714285714285715,21.142857142857142
Jos Buttler †,6,145.97666666666666,59.964535730792534,269,44.833333333333336,29.666666666666668
KL Rahul,5,141.38,50.93848631239935,194,38.8,25.4
Mitchell Marsh,5,166.31799999999998,62.172874295515804,185,37.0,25.2
Mohammad Nabi (c),5,150.394,50.22402597402597,127,25.4,21.0
