batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average
Abdul Samad,12,150.1975,56.33887586288181,182,15.166666666666666
Abhinav Manohar,2,53.57,25.0,9,4.5
Abhishek Sharma,16,189.463125,68.05829777981789,484,30.25
Abishek Porel,11,155.18727272727273,62.94197240475626,325,29.545454545454547
Abishek Porel †,1,66.66,0.0,2,2.0
Aiden Markram,11,98.71727272727271,35.14206349206349,220,20.0
Ajinkya Rahane,12,104.0825,43.34813653779171,242,20.166666666666668
Akash Deep,1,100.0,0.0,2,2.0
Akash Madhwal,1,80.0,0.0,4,4.0
Andre Russell,9,189.8,78.20153730892213,222,24.666666666666668
Angkrish Raghuvanshi,7,147.34,63.75843072271643,163,23.285714285714285
Anmolpreet Singh,2,50.0,80.0,5,2.5
Anrich Nortje,2,33.33,0.0,4,2.0
Anshul Kamboj,1,100.0,0.0,2,2.0
Anuj Rawat,1,178.57,80.0,25,25.0
Anuj Rawat †,4,105.7375,26.79924242424243,73,18.25
Anukul Roy,1,100.0,0.0,3,3.0
Arshad Khan,4,106.4375,64.13793103448275,83,20.75
Arshdeep Singh,1,133.33,100.0,4,4.0
Arshin Kulkarni,2,64.285,88.88888888888889,9,4.5
Ashton Turner,2,116.66,37.5,21,10.5
Ashutosh Sharma,9,140.29444444444445,46.3944748131453,189,21.0
Atharva Taide,2,147.685,61.44927536231884,61,30.5
Avesh Khan,3,127.77666666666669,28.57142857142857,10,3.3333333333333335
Axar Patel,11,113.81090909090909,44.16883116883117,178,16.181818181818183
Axar Patel (c),1,146.15,66.66666666666666,57,57.0
Ayush Badoni,12,114.98333333333333,38.4199360374909,235,19.583333333333332
Azmatullah Omarzai,4,111.13499999999999,35.33525298231181,42,10.5
BR Sharath †,1,40.0,0.0,2,2.0
Bhuvneshwar Kumar,5,61.66600000000001,30.76923076923077,23,4.6
Cameron Green,12,126.9225,45.24084708104541,255,21.25
Darshan Nalkande,1,109.09,50.0,12,12.0
Daryl Mitchell,13,130.44,40.26110139232311,318,24.46153846153846
David Miller,9,130.52333333333334,43.258038258038255,210,23.333333333333332
David Warner,8,108.305,57.64554274406491,168,21.0
Deepak Hooda,9,132.2688888888889,53.26051236345354,145,16.11111111111111
Devdutt Padikkal,7,60.42285714285715,29.206349206349206,38,5.428571428571429
Dewald Brevis,3,78.68333333333334,63.04347826086956,69,23.0
Dhruv Jurel,11,100.57636363636362,35.01098901098901,195,17.727272727272727
Dinesh Karthik,4,181.5375,59.71804511278195,90,22.5
Dinesh Karthik †,9,171.09555555555556,69.53361120705972,236,26.22222222222222
Donovan Ferreira,2,60.415,0.0,8,4.0
Faf du Plessis (c),15,149.5,67.96988402513551,438,29.2
Gerald Coetzee,5,48.410000000000004,18.75,14,2.8
Glenn Maxwell,9,77.11333333333333,50.357142857142854,52,5.777777777777778
Gulbadin Naib,1,126.66,52.63157894736842,19,19.0
Hardik Pandya (c),13,132.54846153846154,47.62043068468899,216,16.615384615384617
Harpreet Brar,7,118.20285714285714,27.083937023085095,75,10.714285714285714
Harpreet Singh,2,80.17,30.76923076923077,27,13.5
Harshal Patel,4,29.325,41.66666666666667,13,3.25
Heinrich Klaasen †,15,159.08933333333334,55.197611150596224,479,31.933333333333334
Ishan Kishan †,14,131.13071428571428,71.04054572404955,320,22.857142857142858
Ishant Sharma,2,16.665,0.0,1,0.5
Jake Fraser-McGurk,9,208.61777777777777,89.65519625302234,330,36.666666666666664
Jasprit Bumrah,4,122.22,12.5,12,3.0
Jaydev Unadkat,5,203.272,46.0,24,4.8
Jhye Richardson,1,100.0,0.0,2,2.0
Jitesh Sharma,2,117.5,67.27272727272727,27,13.5
Jitesh Sharma (c)†,1,213.33,62.5,32,32.0
Jitesh Sharma †,9,111.50444444444445,55.4715817136416,128,14.222222222222221
Jonny Bairstow,9,146.8122222222222,71.29961624526842,257,28.555555555555557
Jonny Bairstow †,2,116.19,55.026455026455025,41,20.5
Jos Buttler,11,111.6,50.661221343782614,359,32.63636363636363
KL Rahul,1,166.66,66.66666666666666,15,15.0
KL Rahul (c),1,166.66,80.0,5,5.0
KL Rahul (c)†,12,133.205,55.033912455689936,500,41.666666666666664
Kagiso Rabada,3,158.88666666666668,43.18181818181818,20,6.666666666666667
Kane Williamson,2,69.09,30.76923076923077,27,13.5
Karn Sharma,3,186.90333333333334,78.88888888888889,31,10.333333333333334
Keshav Maharaj,1,50.0,0.0,1,1.0
Krunal Pandya,12,101.945,24.505520319473806,133,11.083333333333334
Kuldeep Yadav,5,98.922,38.57142857142857,47,9.4
Kumar Kushagra,3,33.33,0.0,3,1.0
Lalit Yadav,2,81.25,28.57142857142857,10,5.0
Liam Livingstone,7,106.15285714285713,55.3344144675414,111,15.857142857142858
Lizaad Williams,1,50.0,0.0,1,1.0
Lockie Ferguson,1,100.0,0.0,1,1.0
Luke Wood,1,300.0,66.66666666666666,9,9.0
M Shahrukh Khan,7,135.59285714285713,60.68543913371499,127,18.142857142857142
MS Dhoni †,11,211.96545454545455,67.56501336501336,161,14.636363636363637
Mahipal Lomror,10,129.81199999999998,71.74523287415812,125,12.5
Manav Suthar,1,50.0,0.0,1,1.0
Manish Pandey,1,135.48,47.61904761904761,42,42.0
Marco Jansen,2,120.83,29.411764705882355,18,9.0
Marcus Stoinis,14,120.51357142857144,55.59928028050503,388,27.714285714285715
Matthew Wade †,1,66.66,0.0,4,4.0
Mayank Agarwal,4,103.6075,58.77840909090909,64,16.0
Mayank Dagar,1,0.0,,0,0.0
