batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average
Aaron Johnson,3,123.20666666666666,83.19796145883102,89,29.666666666666668
Aaron Jones,2,186.73000000000002,68.20330969267138,130,65.0
Aaron Jones (c),4,53.125,63.030303030303024,32,8.0
Aasif Sheikh †,2,67.85499999999999,76.19047619047619,46,23.0
Abbas Afridi,1,80.95,58.82352941176471,17,17.0
Abinash Bohara,1,0.0,,0,0.0
Adam Zampa,1,128.57,44.44444444444444,9,9.0
Adil Rashid,1,100.0,0.0,2,2.0
Aiden Markram (c),9,78.57333333333332,58.14613526570048,123,13.666666666666666
Akeal Hosein,2,71.385,53.33333333333333,21,10.5
Alei Nao,4,48.65,20.512820512820515,21,5.25
Ali Khan,2,116.665,71.42857142857143,14,7.0
Alpesh Ramjani,4,40.832499999999996,65.0,13,3.25
Alzarri Joseph,2,128.57,60.606060606060595,17,8.5
Andre Russell,6,143.29833333333332,50.0,78,13.0
Andries Gous,2,137.955,72.52747252747253,100,50.0
Andries Gous †,4,137.865,49.89224137931035,119,29.75
Andy Balbirnie,3,46.49,51.76470588235294,22,7.333333333333333
Angelo Mathews,3,128.07,51.111111111111114,62,20.666666666666668
Anil Sah,2,102.08,69.69696969696969,38,19.0
Anrich Nortje,1,100.0,0.0,1,1.0
Aqib Ilyas (c),4,111.665,71.75925925925925,42,10.5
Arshdeep Singh,3,89.74333333333334,14.814814814814815,12,4.0
Aryan Dutt,2,125.0,53.33333333333333,25,12.5
Ashton Agar,1,40.0,0.0,2,2.0
Assad Vala (c),4,70.7375,44.444444444444436,30,7.5
Axar Patel,5,137.876,51.24822695035461,92,18.4
Ayaan Khan,4,79.135,33.6449864498645,93,23.25
Azam Khan †,1,0.0,,0,0.0
Azmatullah Omarzai,8,103.22749999999999,35.10261477652782,111,13.875
Babar Azam (c),4,106.6075,42.8467365967366,122,30.5
Barry McCarthy,3,31.74333333333333,0.0,4,1.3333333333333333
Bas de Leede,4,51.875,12.121212121212123,20,5.0
Ben Shikongo,1,0.0,,0,0.0
Ben White,2,37.5,0.0,7,3.5
Bernard Scholtz,2,75.0,0.0,6,3.0
Bilal Hassan,1,50.0,50.0,8,8.0
Bilal Khan,3,50.0,0.0,2,0.6666666666666666
Brandon King,5,129.664,69.19235921793467,86,17.2
Brandon McMullen,3,161.66666666666666,64.709040360464,140,46.666666666666664
Brian Masaba (c),4,10.0,0.0,4,1.0
Chad Soper,4,49.685,10.0,24,6.0
Charith Asalanka,3,125.38999999999999,35.163996948893974,71,23.666666666666668
Charles Amini,3,63.13999999999999,15.686274509803921,34,11.333333333333334
Chris Greaves,2,111.665,0.0,13,6.5
Chris Jordan,2,26.665,0.0,2,1.0
Corey Anderson,5,87.046,27.471264367816094,66,13.2
Cosmas Kyewuta,3,44.44,0.0,4,1.3333333333333333
Curtis Campher,3,85.71333333333332,46.82539682539683,23,7.666666666666667
Daryl Mitchell,3,116.87666666666667,58.83040935672514,36,12.0
Dasun Shanaka,3,44.28333333333333,33.33333333333333,12,4.0
David Miller,8,83.45625,39.27167158981625,169,21.125
David Warner,7,131.06714285714287,51.99821292813207,178,25.428571428571427
David Wiese,4,114.8675,45.8994708994709,51,12.75
Devon Conway †,4,99.6325,49.253246753246756,70,17.5
Dhananjaya de Silva,2,105.75999999999999,35.99439775910364,55,27.5
Dilon Heyliger,3,60.60333333333333,22.22222222222222,10,3.3333333333333335
Dilpreet Bajwa,2,148.885,74.02597402597402,18,9.0
Dinesh Nakrani,4,26.44,33.33333333333333,10,2.5
Dipendra Singh Airee,2,35.6,0.0,7,3.5
Fakhar Zaman,4,110.46249999999999,32.86713286713287,33,8.25
Fayyaz Butt,1,28.57,0.0,2,2.0
Fazalhaq Farooqi,3,166.66666666666666,50.0,6,2.0
Finn Allen,4,41.495000000000005,56.837606837606835,35,8.75
Frank Nsubuga,1,0.0,,0,0.0
Fred Achelam,1,69.23,44.44444444444444,9,9.0
Gareth Delany,3,130.57000000000002,49.296939619520266,60,20.0
George Dockrell,3,100.14333333333333,39.7979797979798,44,14.666666666666666
George Munsey,4,134.01999999999998,55.156794425087114,124,31.0
Gerhard Erasmus (c),4,91.51,38.35470085470086,102,25.5
Glenn Maxwell,6,132.23166666666665,66.28923618754126,132,22.0
Glenn Phillips,2,110.60499999999999,52.22222222222222,58,29.0
Gudakesh Motie,2,28.57,100.0,4,2.0
Gulbadin Naib,8,76.61125000000001,60.333022097727984,90,11.25
Gulsan Jha,2,96.66499999999999,54.76190476190476,20,10.0
Hardik Pandya,6,160.43,68.16122229890345,144,24.0
Haris Rauf,1,100.0,0.0,3,3.0
Harmeet Singh,4,99.06,65.02923976608186,69,17.25
Harry Brook,4,158.7025,50.10116419108792,145,36.25
Harry Tector,3,55.0,0.0,11,3.6666666666666665
Hazratullah Zazai,1,50.0,0.0,2,2.0
Heinrich Klaasen,8,118.22375,45.50605287161351,190,23.75
Henry Ssenyondo,1,0.0,,0,0.0
Hiri Hiri,4,52.3075,27.61904761904762,25,6.25
Ibrahim Zadran,8,84.5275,43.178221846952496,231,28.875
Iftikhar Ahmed,2,92.06,33.33333333333333,23,11.5
Imad Wasim,2,65.935,63.333333333333336,19,9.5
JJ Smit,4,59.3725,34.848484848484844,22,5.5
JP Kotze,1,0.0,,0,0.0
Jack Brassell,1,66.66,0.0,2,2.0
Jaker Ali,3,104.62666666666667,28.57142857142857,23,7.666666666666667
James Neesham,1,90.9,60.0,10,10.0
Jan Frylinck,3,65.37333333333333,40.0,58,19.333333333333332
Jasdeep Singh,2,30.95,0.0,4,2.0
Jasprit Bumrah,1,0.0,,0,0.0
Jofra Archer,2,95.0,38.095238095238095,22,11.0
John Kariko,2,28.57,100.0,4,2.0
Johnson Charles,6,80.485,62.32075961574126,140,23.333333333333332
Jonny Bairstow,6,148.44500000000002,53.817204301075265,110,18.333333333333332
Jos Buttler (c)†,7,145.76857142857142,62.07830738371828,214,30.571428571428573
Josh Hazlewood,1,71.42,0.0,5,5.0
Josh Little,2,114.955,60.38961038961038,36,18.0
Juma Miyagi,3,48.75,0.0,26,8.666666666666666
Kabua Morea,2,50.0,0.0,2,1.0
Kagiso Rabada,3,99.99666666666667,90.0,9,3.0
Kaleem Sana,1,92.85,46.15384615384615,13,13.0
Kaleemullah,3,105.55333333333333,26.666666666666668,13,4.333333333333333
Kamindu Mendis,3,79.44333333333333,65.06238859180036,32,10.666666666666666
Kane Williamson (c),3,75.03666666666668,29.62962962962963,28,9.333333333333334
Karan KC,1,141.66,70.58823529411765,17,17.0
Karim Janat,5,115.63600000000001,39.230769230769226,43,8.6
Kashyap Prajapati,3,33.333333333333336,61.9047619047619,16,5.333333333333333
Kenneth Waiswa,3,38.28666666666667,24.242424242424246,19,6.333333333333333
Keshav Maharaj,5,72.38,20.0,13,2.6
Khalid Kail,4,64.645,19.852941176470587,48,12.0
