bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,match_id,inningbowled,avg_bowling_economy,bowling SR,avg_bowling_strike,bowling_avg,average_bowling_avg,dot_ball_percentage,average_dot_ball_%
Alpesh Ramjani,3.0,0,16,1,5.33,11,1,1,0,0,scorecard,3,5.94,18.0,18.0,16.0,19.17,61.11,55.09
Alpesh Ramjani,4.0,1,17,2,4.25,16,1,1,0,0,scorecard,3,5.94,12.0,18.0,8.5,19.17,66.67,55.09
Alzarri Joseph,3.0,0,30,1,10.0,7,4,1,1,0,scorecard,7,7.44,18.0,11.5,30.0,13.79,38.89,43.74
Alzarri Joseph,4.0,0,25,2,6.25,9,1,0,1,0,scorecard,7,7.44,12.0,11.5,12.5,13.79,37.5,43.74
Alzarri Joseph,2.3,0,32,0,12.8,2,2,2,0,0,scorecard,7,7.44,0.0,11.5,0.0,13.79,14.49,43.74
Alzarri Joseph,3.0,0,6,2,2.0,14,0,0,1,0,scorecard,7,7.44,9.0,11.5,3.0,13.79,77.78,43.74
Alzarri Joseph,4.0,0,31,2,7.75,9,1,2,1,1,scorecard,7,7.44,12.0,11.5,15.5,13.79,37.5,43.74
Alzarri Joseph,4.0,0,34,2,8.5,11,5,0,1,1,scorecard,7,7.44,12.0,11.5,17.0,13.79,45.83,43.74
Alzarri Joseph,4.0,0,19,4,4.75,13,2,0,0,0,scorecard,7,7.44,6.0,11.5,4.75,13.79,54.17,43.74
Andre Russell,1.0,0,4,1,4.0,4,0,0,1,0,scorecard,7,6.92,6.0,11.89,4.0,14.48,66.67,47.88
Andre Russell,2.2,0,17,1,7.28,6,1,1,0,0,scorecard,7,6.92,13.2,11.89,17.0,14.48,45.45,47.88
Andre Russell,3.5,0,31,3,8.08,13,3,1,3,0,scorecard,7,6.92,7.0,11.89,10.33,14.48,61.9,47.88
Andre Russell,3.0,0,19,2,6.33,8,2,0,1,0,scorecard,7,6.92,9.0,11.89,9.5,14.48,44.44,47.88
Andre Russell,2.0,0,21,1,10.5,2,0,1,2,0,scorecard,7,6.92,12.0,11.89,21.0,14.48,16.67,47.88
Andre Russell,4.0,0,19,2,4.75,13,2,0,1,0,scorecard,7,6.92,12.0,11.89,9.5,14.48,54.17,47.88
Andre Russell,4.0,0,30,1,7.5,11,2,2,0,0,scorecard,7,6.92,24.0,11.89,30.0,14.48,45.83,47.88
Angelo Mathews,3.0,0,16,0,5.33,11,1,1,1,0,scorecard,2,7.66,0.0,0.0,0.0,0.0,61.11,59.72
Angelo Mathews,2.0,0,20,0,10.0,7,0,2,1,1,scorecard,2,7.66,0.0,0.0,0.0,0.0,58.33,59.72
Anrich Nortje,4.0,0,27,1,6.75,15,3,1,3,0,scorecard,9,5.65,24.0,15.38,27.0,16.91,62.5,52.62
Anrich Nortje,4.0,0,26,2,6.5,7,2,0,2,0,scorecard,9,5.65,12.0,15.38,13.0,16.91,29.17,52.62
Anrich Nortje,4.0,0,26,0,6.5,13,1,2,2,0,scorecard,9,5.65,0.0,15.38,0.0,16.91,54.17,52.62
Anrich Nortje,4.0,0,35,1,8.75,4,4,0,1,0,scorecard,9,5.65,24.0,15.38,35.0,16.91,16.67,52.62
Anrich Nortje,3.0,0,7,2,2.33,14,0,0,1,0,scorecard,9,5.65,9.0,15.38,3.5,16.91,77.78,52.62
Anrich Nortje,4.0,0,19,2,4.75,14,0,1,1,1,scorecard,9,5.65,12.0,15.38,9.5,16.91,58.33,52.62
Anrich Nortje,4.0,0,37,1,9.25,10,2,3,1,0,scorecard,9,5.65,24.0,15.38,37.0,16.91,41.67,52.62
Anrich Nortje,4.0,0,17,2,4.25,14,1,0,1,1,scorecard,9,5.65,12.0,15.38,8.5,16.91,58.33,52.62
Anrich Nortje,4.0,0,7,4,1.75,18,0,0,0,0,scorecard,9,5.65,6.0,15.38,1.75,16.91,75.0,52.62
Aqib Ilyas,4.0,1,17,1,4.25,15,1,1,0,0,scorecard,3,7.47,24.0,21.0,17.0,29.0,62.5,45.83
Aqib Ilyas,4.0,0,18,0,4.5,10,1,0,0,0,scorecard,3,7.47,0.0,21.0,0.0,29.0,41.67,45.83
Aqib Ilyas,3.0,0,41,1,13.66,6,4,3,0,0,scorecard,3,7.47,18.0,21.0,41.0,29.0,33.33,45.83
Arshdeep Singh,2.0,0,17,0,8.5,5,3,0,0,0,scorecard,8,7.25,0.0,11.71,0.0,14.3,41.67,52.08
Arshdeep Singh,4.0,0,36,3,9.0,12,3,2,5,0,scorecard,8,7.25,8.0,11.71,12.0,14.3,50.0,52.08
Arshdeep Singh,4.0,0,20,2,5.0,12,2,0,0,0,scorecard,8,7.25,12.0,11.71,10.0,14.3,50.0,52.08
Arshdeep Singh,4.0,0,30,2,7.5,12,4,1,1,0,scorecard,8,7.25,12.0,11.71,15.0,14.3,50.0,52.08
Arshdeep Singh,4.0,0,35,2,8.75,14,3,1,5,1,scorecard,8,7.25,12.0,11.71,17.5,14.3,58.33,52.08
Arshdeep Singh,4.0,0,9,4,2.25,17,0,0,1,0,scorecard,8,7.25,6.0,11.71,2.25,14.3,70.83,52.08
Arshdeep Singh,4.0,0,37,3,9.25,12,4,2,2,0,scorecard,8,7.25,8.0,11.71,12.33,14.3,50.0,52.08
Arshdeep Singh,4.0,0,31,1,7.75,11,4,0,1,0,scorecard,8,7.25,24.0,11.71,31.0,14.3,45.83,52.08
Aryan Dutt,4.0,0,17,2,4.25,12,1,0,1,0,scorecard,2,5.96,12.0,15.0,8.5,15.75,50.0,38.89
Aryan Dutt,3.0,0,23,1,7.66,5,1,1,1,0,scorecard,2,5.96,18.0,15.0,23.0,15.75,27.78,38.89
Ashton Agar,4.0,1,17,0,4.25,15,1,0,0,0,scorecard,2,7.0,0.0,24.0,0.0,39.0,62.5,43.75
Ashton Agar,4.0,0,39,1,9.75,6,0,3,1,0,scorecard,2,7.0,24.0,24.0,39.0,39.0,25.0,43.75
Assad Vala,4.0,1,28,2,7.0,11,3,1,0,0,scorecard,3,5.33,12.0,12.0,14.0,12.0,45.83,43.06
Assad Vala,2.0,0,10,1,5.0,6,1,0,0,0,scorecard,3,5.33,12.0,12.0,10.0,12.0,50.0,43.06
Assad Vala,1.0,0,4,0,4.0,2,0,0,0,0,scorecard,3,5.33,0.0,12.0,0.0,12.0,33.33,43.06
Axar Patel,2.0,0,26,0,13.0,2,2,2,0,0,scorecard,8,7.48,0.0,14.86,0.0,18.81,16.67,41.32
Axar Patel,1.0,0,3,1,3.0,3,0,0,0,0,scorecard,8,7.48,6.0,14.86,3.0,18.81,50.0,41.32
Axar Patel,4.0,0,23,3,5.75,10,0,1,0,0,scorecard,8,7.48,8.0,14.86,7.67,18.81,41.67,41.32
Axar Patel,2.0,0,11,1,5.5,6,0,1,0,0,scorecard,8,7.48,12.0,14.86,11.0,18.81,50.0,41.32
Axar Patel,3.0,1,15,1,5.0,11,0,1,0,0,scorecard,8,7.48,18.0,14.86,15.0,18.81,61.11,41.32
Axar Patel,3.0,0,25,1,8.33,5,0,2,1,0,scorecard,8,7.48,18.0,14.86,25.0,18.81,27.78,41.32
Axar Patel,3.0,0,21,1,7.0,9,2,1,0,0,scorecard,8,7.48,18.0,14.86,21.0,18.81,50.0,41.32
Axar Patel,4.0,0,49,1,12.25,8,5,3,2,0,scorecard,8,7.48,24.0,14.86,49.0,18.81,33.33,41.32
Ayaan Khan,2.0,0,12,1,6.0,6,1,0,1,0,scorecard,2,13.0,12.0,12.0,12.0,12.0,50.0,33.33
Ayaan Khan,1.0,0,20,0,20.0,1,0,3,0,0,scorecard,2,13.0,0.0,12.0,0.0,12.0,16.67,33.33
Azmatullah Omarzai,2.0,0,41,1,20.5,5,4,3,1,1,scorecard,6,9.22,12.0,9.6,41.0,25.5,41.67,58.8
Azmatullah Omarzai,2.0,0,23,0,11.5,3,2,1,1,0,scorecard,6,9.22,0.0,9.6,0.0,25.5,25.0,58.8
Azmatullah Omarzai,1.2,0,10,1,7.5,5,2,0,0,0,scorecard,6,9.22,7.2,9.6,10.0,25.5,69.44,58.8
Azmatullah Omarzai,2.0,0,7,0,3.5,8,0,0,1,0,scorecard,6,9.22,0.0,9.6,0.0,25.5,66.67,58.8
Azmatullah Omarzai,1.5,0,18,0,9.81,6,2,1,0,1,scorecard,6,9.22,0.0,9.6,0.0,25.5,66.67,58.8
Azmatullah Omarzai,2.0,1,5,0,2.5,10,1,0,0,0,scorecard,6,9.22,0.0,9.6,0.0,25.5,83.33,58.8
Barry McCarthy,4.0,0,24,2,6.0,12,4,0,0,0,scorecard,3,5.82,12.0,10.0,12.0,8.5,50.0,50.13
Barry McCarthy,2.2,0,18,0,7.71,5,1,1,0,0,scorecard,3,5.82,0.0,10.0,0.0,8.5,37.88,50.13
Barry McCarthy,4.0,1,15,3,3.75,15,1,0,1,0,scorecard,3,5.82,8.0,10.0,5.0,8.5,62.5,50.13
Bas de Leede,3.5,0,34,1,8.86,12,2,2,0,1,scorecard,4,8.84,21.0,16.5,34.0,22.5,57.14,40.67
Bas de Leede,3.0,0,32,0,10.66,5,1,2,0,0,scorecard,4,8.84,0.0,16.5,0.0,22.5,27.78,40.67
Bas de Leede,4.0,1,22,2,5.5,12,1,1,1,0,scorecard,4,8.84,12.0,16.5,11.0,22.5,50.0,40.67
Bas de Leede,3.0,0,31,0,10.33,5,5,0,0,0,scorecard,4,8.84,0.0,16.5,0.0,22.5,27.78,40.67
Ben Shikongo,1.0,0,19,0,19.0,1,3,1,0,0,scorecard,1,19.0,0.0,0.0,0.0,0.0,16.67,16.67
Ben White,1.0,0,6,1,6.0,3,1,0,0,0,scorecard,2,5.75,6.0,9.0,6.0,8.5,50.0,45.83
Ben White,2.0,0,11,1,5.5,5,1,0,0,0,scorecard,2,5.75,12.0,9.0,11.0,8.5,41.67,45.83
Bernard Scholtz,4.0,0,20,1,5.0,11,0,1,1,0,scorecard,3,7.33,24.0,20.0,20.0,21.33,45.83,36.11
Bernard Scholtz,2.0,0,24,1,12.0,4,1,2,0,0,scorecard,3,7.33,12.0,20.0,24.0,21.33,33.33,36.11
Bernard Scholtz,4.0,0,20,1,5.0,7,1,0,0,0,scorecard,3,7.33,24.0,20.0,20.0,21.33,29.17,36.11
Bilal Hassan,2.0,0,34,0,17.0,3,4,1,1,1,scorecard,1,17.0,0.0,0.0,0.0,0.0,25.0,25.0
Bilal Khan,2.0,0,36,1,18.0,3,4,3,0,0,scorecard,4,9.7,12.0,18.15,36.0,27.25,25.0,42.96
Bilal Khan,2.1,0,12,1,5.53,8,2,0,0,0,scorecard,4,9.7,12.6,18.15,12.0,27.25,63.49,42.96
Bilal Khan,4.0,0,36,1,9.0,9,4,1,1,1,scorecard,4,9.7,24.0,18.15,36.0,27.25,37.5,42.96
Bilal Khan,4.0,0,25,1,6.25,11,2,1,1,0,scorecard,4,9.7,24.0,18.15,25.0,27.25,45.83,42.96
Brad Currie,4.0,0,16,2,4.0,12,1,0,0,0,scorecard,1,4.0,12.0,12.0,8.0,8.0,50.0,50.0
Brad Wheal,3.4,1,28,1,7.63,12,4,1,0,0,scorecard,3,6.88,20.4,17.47,28.0,19.33,58.82,47.39
Brad Wheal,4.0,0,33,3,8.25,8,2,1,1,1,scorecard,3,6.88,8.0,17.47,11.0,19.33,33.33,47.39
Brad Wheal,4.0,0,19,1,4.75,12,2,0,0,0,scorecard,3,6.88,24.0,17.47,19.0,19.33,50.0,47.39
Brian Masaba,4.0,0,17,1,4.25,11,1,0,0,0,scorecard,3,5.75,24.0,16.0,17.0,14.33,45.83,40.28
Brian Masaba,4.0,0,21,2,5.25,8,0,0,0,0,scorecard,3,5.75,12.0,16.0,10.5,14.33,33.33,40.28
Brian Masaba,4.0,0,31,2,7.75,10,1,2,2,0,scorecard,3,5.75,12.0,16.0,15.5,14.33,41.67,40.28
Chad Soper,1.0,0,14,0,14.0,2,1,1,0,0,scorecard,4,8.09,0.0,21.0,0.0,16.0,33.33,43.95
Chad Soper,2.1,0,19,0,8.76,5,1,1,0,0,scorecard,4,8.09,0.0,21.0,0.0,16.0,39.68,43.95
Chad Soper,4.0,0,13,1,3.25,14,0,0,1,0,scorecard,4,8.09,24.0,21.0,13.0,16.0,58.33,43.95
Chad Soper,3.0,0,19,1,6.33,8,2,0,0,0,scorecard,4,8.09,18.0,21.0,19.0,16.0,44.44,43.95
Charles Amini,0.2,0,2,0,6.0,1,0,0,0,0,scorecard,3,6.0,0.0,0.0,0.0,0.0,83.33,41.67
Charles Amini,2.0,0,14,0,7.0,3,0,1,0,0,scorecard,3,6.0,0.0,0.0,0.0,0.0,25.0,41.67
Charles Amini,1.0,0,5,0,5.0,1,0,0,0,0,scorecard,3,6.0,0.0,0.0,0.0,0.0,16.67,41.67
Chris Greaves,1.0,0,4,0,4.0,2,0,0,0,0,scorecard,3,4.67,0.0,12.0,0.0,13.0,33.33,42.59
Chris Greaves,3.0,0,24,1,8.0,5,1,1,0,0,scorecard,3,4.67,18.0,12.0,24.0,13.0,27.78,42.59
Chris Greaves,1.0,0,2,1,2.0,4,0,0,0,0,scorecard,3,4.67,6.0,12.0,2.0,13.0,66.67,42.59
Chris Jordan,4.0,0,44,2,11.0,6,4,2,4,0,scorecard,5,9.67,12.0,8.44,22.0,13.96,25.0,35.11
Chris Jordan,3.0,0,37,3,12.33,4,0,4,0,0,scorecard,5,9.67,6.0,8.44,12.33,13.96,22.22,35.11
Chris Jordan,2.5,0,10,4,3.52,8,0,0,0,0,scorecard,5,9.67,3.75,8.44,2.5,13.96,53.33,35.11
Chris Jordan,2.0,0,24,0,12.0,5,2,2,0,0,scorecard,5,9.67,0.0,8.44,0.0,13.96,41.67,35.11
Chris Jordan,2.0,0,19,1,9.5,4,0,2,0,0,scorecard,5,9.67,12.0,8.44,19.0,13.96,33.33,35.11
Chris Sole,4.0,0,41,1,10.25,7,2,3,0,0,scorecard,3,9.64,24.0,21.0,41.0,32.0,29.17,30.09
Chris Sole,3.0,0,33,0,11.0,4,3,1,1,0,scorecard,3,9.64,0.0,21.0,0.0,32.0,22.22,30.09
Chris Sole,3.0,0,23,1,7.66,7,3,0,1,1,scorecard,3,9.64,18.0,21.0,23.0,32.0,38.89,30.09
Corey Anderson,3.0,0,17,0,5.66,8,0,1,1,0,scorecard,4,9.58,0.0,18.0,0.0,29.0,44.44,29.17
Corey Anderson,3.0,0,29,1,9.66,4,2,1,0,0,scorecard,4,9.58,18.0,18.0,29.0,29.0,22.22,29.17
Corey Anderson,1.0,0,6,0,6.0,3,1,0,0,0,scorecard,4,9.58,0.0,18.0,0.0,29.0,50.0,29.17
Corey Anderson,1.0,0,17,0,17.0,0,2,1,0,0,scorecard,4,9.58,0.0,18.0,0.0,29.0,0.0,29.17
Cosmas Kyewuta,4.0,0,25,2,6.25,9,2,0,0,0,scorecard,4,7.15,12.0,15.1,12.5,21.0,37.5,49.6
Cosmas Kyewuta,2.0,0,13,0,6.5,6,1,0,2,1,scorecard,4,7.15,0.0,15.1,0.0,21.0,50.0,49.6
Cosmas Kyewuta,4.0,0,42,1,10.5,15,7,1,2,1,scorecard,4,7.15,24.0,15.1,42.0,21.0,62.5,49.6
Cosmas Kyewuta,3.1,0,17,2,5.36,9,2,0,0,0,scorecard,4,7.15,9.3,15.1,8.5,21.0,48.39,49.6
Craig Young,4.0,0,32,2,8.0,13,3,2,1,0,scorecard,1,8.0,12.0,12.0,16.0,16.0,54.17,54.17
Curtis Campher,1.0,0,4,0,4.0,3,0,0,0,0,scorecard,3,5.17,0.0,12.0,0.0,12.0,50.0,44.44
Curtis Campher,4.0,0,24,2,6.0,12,2,1,0,0,scorecard,3,5.17,12.0,12.0,12.0,12.0,50.0,44.44
Curtis Campher,2.0,0,11,0,5.5,4,0,0,1,0,scorecard,3,5.17,0.0,12.0,0.0,12.0,33.33,44.44
Daryl Mitchell,1.0,0,19,0,19.0,2,0,3,0,0,scorecard,2,17.5,0.0,0.0,0.0,0.0,33.33,16.67
Daryl Mitchell,1.0,0,16,0,16.0,0,0,2,0,0,scorecard,2,17.5,0.0,0.0,0.0,0.0,0.0,16.67
Dasun Shanaka,1.0,0,11,0,11.0,2,0,1,1,0,scorecard,3,7.67,0.0,12.0,0.0,8.0,33.33,38.89
Dasun Shanaka,3.0,1,6,1,2.0,12,0,0,0,0,scorecard,3,7.67,18.0,12.0,6.0,8.0,66.67,38.89
Dasun Shanaka,1.0,0,10,1,10.0,1,1,0,0,0,scorecard,3,7.67,6.0,12.0,10.0,8.0,16.67,38.89
David Wiese,1.0,0,15,1,15.0,3,2,1,1,0,scorecard,4,8.55,6.0,8.27,15.0,10.11,50.0,57.36
David Wiese,3.3,0,30,0,8.57,10,1,3,0,0,scorecard,4,8.55,0.0,8.27,0.0,10.11,50.51,57.36
David Wiese,3.4,0,28,3,7.63,11,4,1,0,0,scorecard,4,8.55,6.8,8.27,9.33,10.11,53.92,57.36
David Wiese,2.0,0,6,1,3.0,9,1,0,0,0,scorecard,4,8.55,12.0,8.27,6.0,10.11,75.0,57.36
Dhananjaya de Silva,2.0,0,11,1,5.5,3,0,0,1,0,scorecard,1,5.5,12.0,12.0,11.0,11.0,25.0,25.0
Dilon Heyliger,3.0,0,19,1,6.33,9,0,1,2,0,scorecard,3,5.11,18.0,14.0,19.0,12.33,50.0,47.22
Dilon Heyliger,4.0,0,18,2,4.5,10,0,0,1,0,scorecard,3,5.11,12.0,14.0,9.0,12.33,41.67,47.22
Dilon Heyliger,4.0,0,18,2,4.5,12,1,0,1,0,scorecard,3,5.11,12.0,14.0,9.0,12.33,50.0,47.22
Dinesh Nakrani,3.0,0,37,0,12.33,2,6,0,0,0,scorecard,2,9.5,0.0,18.0,0.0,20.0,11.11,19.44
Dinesh Nakrani,3.0,0,20,1,6.66,5,2,0,0,0,scorecard,2,9.5,18.0,18.0,20.0,20.0,27.78,19.44
Dipendra Singh Airee,2.0,0,6,1,3.0,7,0,0,0,0,scorecard,2,4.12,12.0,10.0,6.0,6.5,58.33,47.92
Dipendra Singh Airee,4.0,0,21,3,5.25,9,1,0,1,0,scorecard,2,4.12,8.0,10.0,7.0,6.5,37.5,47.92
Fayyaz Butt,0.1,0,4,0,24.0,0,1,0,0,0,scorecard,1,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Fazalhaq Farooqi,4.0,0,9,5,2.25,18,1,0,0,0,scorecard,8,6.53,4.8,8.27,1.8,8.06,75.0,55.08
Fazalhaq Farooqi,4.0,0,16,3,4.0,17,1,0,1,0,scorecard,8,6.53,8.0,8.27,5.33,8.06,70.83,55.08
Fazalhaq Farooqi,3.0,0,38,0,12.66,4,5,1,1,1,scorecard,8,6.53,0.0,8.27,0.0,8.06,22.22,55.08
Fazalhaq Farooqi,3.2,0,17,4,5.1,15,2,0,3,0,scorecard,8,6.53,4.8,8.27,4.25,8.06,78.12,55.08
Fazalhaq Farooqi,3.0,0,21,0,7.0,8,2,0,0,1,scorecard,8,6.53,0.0,8.27,0.0,8.06,44.44,55.08
Fazalhaq Farooqi,4.0,0,33,3,8.25,12,4,1,2,0,scorecard,8,6.53,8.0,8.27,11.0,8.06,50.0,55.08
Fazalhaq Farooqi,2.0,0,11,1,5.5,9,2,0,1,0,scorecard,8,6.53,12.0,8.27,11.0,8.06,75.0,55.08
Fazalhaq Farooqi,2.0,0,15,1,7.5,3,1,0,2,0,scorecard,8,6.53,12.0,8.27,15.0,8.06,25.0,55.08
Frank Nsubuga,4.0,2,4,2,1.0,20,0,0,0,0,scorecard,2,5.33,12.0,12.0,2.0,2.0,83.33,52.78
Frank Nsubuga,3.0,0,29,0,9.66,4,1,2,0,1,scorecard,2,5.33,0.0,12.0,0.0,2.0,22.22,52.78
Gareth Delany,1.5,0,19,0,10.36,3,0,2,1,0,scorecard,2,7.68,0.0,12.0,0.0,10.0,33.33,37.5
Gareth Delany,2.0,0,10,1,5.0,5,0,0,0,0,scorecard,2,7.68,12.0,12.0,10.0,10.0,41.67,37.5
Gerhard Erasmus,4.0,0,20,2,5.0,9,1,0,0,0,scorecard,4,7.81,12.0,12.0,10.0,12.25,37.5,43.75
Gerhard Erasmus,4.0,0,29,2,7.25,9,1,1,2,0,scorecard,4,7.81,12.0,12.0,14.5,12.25,37.5,43.75
Gerhard Erasmus,2.0,0,26,0,13.0,2,2,1,0,0,scorecard,4,7.81,0.0,12.0,0.0,12.25,16.67,43.75
Gerhard Erasmus,1.0,0,6,0,6.0,5,0,1,0,0,scorecard,4,7.81,0.0,12.0,0.0,12.25,83.33,43.75
Glenn Maxwell,4.0,0,44,2,11.0,8,2,4,1,0,scorecard,5,8.1,12.0,12.0,22.0,18.0,33.33,36.67
Glenn Maxwell,2.0,0,11,0,5.5,5,1,0,1,0,scorecard,5,8.1,0.0,12.0,0.0,18.0,41.67,36.67
Glenn Maxwell,2.0,0,12,0,6.0,5,1,0,1,0,scorecard,5,8.1,0.0,12.0,0.0,18.0,41.67,36.67
Glenn Maxwell,2.0,0,14,1,7.0,3,1,0,0,0,scorecard,5,8.1,12.0,12.0,14.0,18.0,25.0,36.67
Glenn Maxwell,2.0,0,22,0,11.0,5,0,3,0,0,scorecard,5,8.1,0.0,12.0,0.0,18.0,41.67,36.67
Glenn Phillips,1.0,0,9,0,9.0,2,0,1,0,0,scorecard,1,9.0,0.0,0.0,0.0,0.0,33.33,33.33
Gudakesh Motie,3.0,0,24,1,8.0,7,2,1,0,0,scorecard,7,8.13,18.0,13.6,24.0,13.27,38.89,40.67
Gudakesh Motie,3.0,0,14,1,4.66,9,1,0,0,0,scorecard,7,8.13,18.0,13.6,14.0,13.27,50.0,40.67
Gudakesh Motie,2.0,0,6,1,3.0,8,0,0,0,0,scorecard,7,8.13,12.0,13.6,6.0,13.27,66.67,40.67
Gudakesh Motie,4.0,0,25,3,6.25,11,1,1,0,0,scorecard,7,8.13,8.0,13.6,8.33,13.27,45.83,40.67
Gudakesh Motie,1.0,0,20,0,20.0,0,3,1,0,0,scorecard,7,8.13,0.0,13.6,0.0,13.27,0.0,40.67
