bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,bowler_link,match_id
Bhuvneshwar Kumar,4,0,26,1,6.50,8,3,0,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Nitish Kumar Reddy,3,0,35,0,11.66,7,1,4,0,0,https://www.espncricinfo.com/cricketers/nitish-kumar-reddy-1175496,scorecard
Mayank Dagar,4,0,37,1,9.25,9,4,2,0,0,https://www.espncricinfo.com/cricketers/mayank-dagar-942367,scorecard
Kartik Tyagi,2.5,0,41,0,14.47,4,6,1,0,3,https://www.espncricinfo.com/cricketers/kartik-tyagi-1122918,scorecard
Umran Malik,3,0,41,0,13.66,3,7,1,0,0,https://www.espncricinfo.com/cricketers/umran-malik-1246528,scorecard
Vivrant Sharma,1,0,19,0,19.00,1,0,2,1,1,https://www.espncricinfo.com/cricketers/vivrant-sharma-1252370,scorecard
Aiden Markram,0.1,0,1,0,6.00,0,0,0,0,0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Harshit Rana,3,0,21,1,7.00,11,3,1,0,0,https://www.espncricinfo.com/cricketers/harshit-rana-1312645,scorecard
Vaibhav Arora,4,0,30,2,7.50,9,1,1,3,1,https://www.espncricinfo.com/cricketers/vaibhav-arora-1209292,scorecard
Varun Chakravarthy,4,0,38,1,9.50,10,4,2,0,0,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Nitish Rana,1,0,3,0,3.00,4,0,0,0,0,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Shardul Thakur,2,0,27,2,13.50,3,0,3,1,1,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Sunil Narine,4,0,28,2,7.00,8,2,1,1,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Suyash Sharma,1,0,12,0,12.00,2,1,1,0,0,https://www.espncricinfo.com/cricketers/suyash-sharma-1350792,scorecard
Andre Russell,1,0,12,0,12.00,2,1,1,0,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Mohsin Khan,1,0,15,0,15.00,2,2,1,0,0,https://www.espncricinfo.com/cricketers/mohsin-khan-1132005,scorecard
Naveen-ul-Haq,4,0,46,0,11.50,8,6,2,0,0,https://www.espncricinfo.com/cricketers/naveen-ul-haq-793447,scorecard
Krunal Pandya,4,0,30,1,7.50,9,5,0,0,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Krishnappa Gowtham,4,0,26,1,6.50,9,2,0,2,0,https://www.espncricinfo.com/cricketers/krishnappa-gowtham-424377,scorecard
Ravi Bishnoi,4,0,23,2,5.75,10,1,1,0,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Yash Thakur,3,0,31,2,10.33,9,1,3,3,0,https://www.espncricinfo.com/cricketers/yash-thakur-1070196,scorecard
Khaleel Ahmed,4,0,45,1,11.25,9,4,3,2,1,https://www.espncricinfo.com/cricketers/khaleel-ahmed-942645,scorecard
Lalit Yadav,2,0,32,0,16.00,1,3,2,2,0,https://www.espncricinfo.com/cricketers/lalit-yadav-930189,scorecard
Axar Patel,3,0,32,0,10.66,3,0,3,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Anrich Nortje,4,0,43,1,10.75,8,4,3,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Chetan Sakariya,4,0,36,1,9.00,9,5,0,3,1,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,scorecard
Kuldeep Yadav,3,0,34,0,11.33,2,1,3,0,0,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Deepak Chahar,4,0,22,3,5.50,14,2,1,0,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,scorecard
Tushar Deshpande,4,0,26,1,6.50,12,4,0,1,0,https://www.espncricinfo.com/cricketers/tushar-deshpande-822553,scorecard
Maheesh Theekshana,4,1,23,2,5.75,11,1,1,0,0,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,scorecard
Ravindra Jadeja,4,0,50,1,12.50,4,3,4,1,0,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Matheesha Pathirana,4,0,22,2,5.50,11,1,0,5,0,https://www.espncricinfo.com/cricketers/matheesha-pathirana-1194795,scorecard
Trent Boult,4,0,35,1,8.75,12,3,2,1,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Sandeep Sharma,4,0,46,0,11.50,6,3,3,2,1,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Navdeep Saini,4,0,40,3,10.00,9,6,1,1,0,https://www.espncricinfo.com/cricketers/navdeep-saini-700167,scorecard
Adam Zampa,4,0,26,1,6.50,6,2,0,0,0,https://www.espncricinfo.com/cricketers/adam-zampa-379504,scorecard
Yuzvendra Chahal,4,0,40,0,10.00,9,3,3,1,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Sam Curran,4,0,46,1,11.50,9,8,1,2,0,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Kagiso Rabada,4,0,40,2,10.00,12,2,4,1,1,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Arshdeep Singh,4,0,40,1,10.00,11,4,2,3,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Nathan Ellis,4,0,34,1,8.50,8,3,1,1,0,https://www.espncricinfo.com/cricketers/nathan-ellis-826915,scorecard
Rahul Chahar,3.4,0,28,1,7.63,5,1,1,0,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Mohammed Siraj,4,0,17,1,4.25,16,2,0,2,0,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Wayne Parnell,4,0,35,0,8.75,5,3,1,0,0,https://www.espncricinfo.com/cricketers/wayne-parnell-265564,scorecard
Michael Bracewell,2,0,13,2,6.50,5,2,0,0,0,https://www.espncricinfo.com/cricketers/michael-bracewell-326968,scorecard
Shahbaz Ahmed,3,0,38,1,12.66,4,4,2,0,0,https://www.espncricinfo.com/cricketers/shahbaz-ahmed-1159711,scorecard
Harshal Patel,4,0,37,1,9.25,4,3,1,1,0,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Karn Sharma,3,0,45,0,15.00,0,1,4,1,0,https://www.espncricinfo.com/cricketers/karn-sharma-30288,scorecard
Bhuvneshwar Kumar,4,0,48,1,12.00,10,7,2,1,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Abhishek Sharma,3,0,28,0,9.33,5,3,1,1,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
T Natarajan,4,0,34,1,8.50,6,3,1,1,0,https://www.espncricinfo.com/cricketers/t-natarajan-802575,scorecard
Kartik Tyagi,1.2,0,21,0,15.75,1,4,0,1,0,https://www.espncricinfo.com/cricketers/kartik-tyagi-1122918,scorecard
Nitish Kumar Reddy,2,0,19,0,9.50,3,1,1,0,1,https://www.espncricinfo.com/cricketers/nitish-kumar-reddy-1175496,scorecard
Mayank Dagar,4,0,25,0,6.25,8,1,1,0,0,https://www.espncricinfo.com/cricketers/mayank-dagar-942367,scorecard
Glenn Phillips,1,0,10,0,10.00,1,1,0,0,0,https://www.espncricinfo.com/cricketers/glenn-phillips-823509,scorecard
Sam Curran,4,0,36,2,9.00,9,4,1,1,0,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Kagiso Rabada,3,0,36,0,12.00,8,2,4,0,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Arshdeep Singh,2,0,21,0,10.50,4,2,1,2,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Nathan Ellis,4,0,46,0,11.50,6,5,2,0,0,https://www.espncricinfo.com/cricketers/nathan-ellis-826915,scorecard
Rahul Chahar,4,0,35,0,8.75,7,4,1,0,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Harpreet Brar,3,0,39,0,13.00,2,3,2,2,0,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Khaleel Ahmed,3,1,20,1,6.66,14,1,2,0,1,https://www.espncricinfo.com/cricketers/khaleel-ahmed-942645,scorecard
Ishant Sharma,3,0,36,2,12.00,10,5,2,0,1,https://www.espncricinfo.com/cricketers/ishant-sharma-236779,scorecard
Anrich Nortje,4,0,36,2,9.00,11,2,3,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Mukesh Kumar,4,0,52,0,13.00,8,3,5,1,0,https://www.espncricinfo.com/cricketers/mukesh-kumar-926851,scorecard
Axar Patel,3,0,27,1,9.00,3,4,0,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Kuldeep Yadav,3,0,21,0,7.00,4,0,1,1,0,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Jason Behrendorff,4,0,30,2,7.50,9,0,2,1,0,https://www.espncricinfo.com/cricketers/jason-behrendorff-272477,scorecard
Chris Jordan,4,0,50,0,12.50,7,3,4,2,0,https://www.espncricinfo.com/cricketers/chris-jordan-288992,scorecard
Hrithik Shokeen,3,0,20,0,6.66,9,1,1,0,0,https://www.espncricinfo.com/cricketers/hrithik-shokeen-1175423,scorecard
Piyush Chawla,3,0,26,1,8.66,5,0,2,0,0,https://www.espncricinfo.com/cricketers/piyush-chawla-32966,scorecard
Akash Madhwal,4,0,30,0,7.50,7,1,1,2,0,https://www.espncricinfo.com/cricketers/akash-madhwal-1206039,scorecard
Cameron Green,2,0,16,0,8.00,5,1,1,0,0,https://www.espncricinfo.com/cricketers/cameron-green-1076713,scorecard
Krunal Pandya,4,0,27,0,6.75,10,4,0,0,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Mohsin Khan,3,0,26,1,8.66,8,1,2,2,0,https://www.espncricinfo.com/cricketers/mohsin-khan-1132005,scorecard
Naveen-ul-Haq,4,0,37,0,9.25,8,1,3,0,1,https://www.espncricinfo.com/cricketers/naveen-ul-haq-793447,scorecard
Yash Thakur,4,0,40,2,10.00,9,2,2,5,1,https://www.espncricinfo.com/cricketers/yash-thakur-1070196,scorecard
Swapnil Singh,1,0,11,0,11.00,1,2,0,0,0,https://www.espncricinfo.com/cricketers/swapnil-singh-232292,scorecard
Ravi Bishnoi,4,0,26,2,6.50,9,2,0,1,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Bhuvneshwar Kumar,4,0,30,5,7.50,11,4,0,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Marco Jansen,4,0,39,1,9.75,11,3,1,4,2,https://www.espncricinfo.com/cricketers/marco-jansen-696401,scorecard
Fazalhaq Farooqi,3,0,31,1,10.33,3,4,0,1,0,https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175,scorecard
T Natarajan,4,0,34,1,8.50,4,4,0,0,0,https://www.espncricinfo.com/cricketers/t-natarajan-802575,scorecard
Aiden Markram,1,0,13,0,13.00,0,2,0,0,0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Mayank Markande,3,0,27,0,9.00,3,4,0,0,0,https://www.espncricinfo.com/cricketers/mayank-markande-1081442,scorecard
Abhishek Sharma,1,0,13,0,13.00,2,1,1,1,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
Mohammed Shami,4,0,21,4,5.25,13,1,1,0,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Yash Dayal,4,0,31,1,7.75,11,4,0,4,0,https://www.espncricinfo.com/cricketers/yash-dayal-1159720,scorecard
Rashid Khan,4,0,28,0,7.00,6,1,1,0,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Mohit Sharma,4,0,28,4,7.00,12,3,1,0,0,https://www.espncricinfo.com/cricketers/mohit-sharma-537119,scorecard
Noor Ahmad,2.5,0,35,0,12.35,3,3,2,1,0,https://www.espncricinfo.com/cricketers/noor-ahmad-1182529,scorecard
Rahul Tewatia,1.1,0,7,0,6.00,3,1,0,0,0,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Vaibhav Arora,4,0,30,1,7.50,7,2,0,1,1,https://www.espncricinfo.com/cricketers/vaibhav-arora-1209292,scorecard
Harshit Rana,2,0,19,0,9.50,5,2,1,0,0,https://www.espncricinfo.com/cricketers/harshit-rana-1312645,scorecard
Varun Chakravarthy,4,0,36,2,9.00,5,2,1,1,0,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Sunil Narine,4,0,15,2,3.75,10,0,0,0,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Shardul Thakur,3,0,15,1,5.00,7,1,0,1,0,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Suyash Sharma,3,0,29,0,9.66,6,0,3,0,1,https://www.espncricinfo.com/cricketers/suyash-sharma-1350792,scorecard
Deepak Chahar,3,0,27,3,9.00,7,3,1,2,0,https://www.espncricinfo.com/cricketers/deepak-chahar-447261,scorecard
Tushar Deshpande,3.3,0,25,0,7.14,11,2,1,2,0,https://www.espncricinfo.com/cricketers/tushar-deshpande-822553,scorecard
Moeen Ali,4,0,31,0,7.75,8,5,0,0,0,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Maheesh Theekshana,3,0,22,0,7.33,3,2,0,0,0,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,scorecard
Matheesha Pathirana,3,0,23,0,7.66,8,1,0,2,1,https://www.espncricinfo.com/cricketers/matheesha-pathirana-1194795,scorecard
Ravindra Jadeja,2,0,18,0,9.00,4,0,2,0,0,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Sandeep Sharma,4,0,34,1,8.50,4,4,0,1,0,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
Adam Zampa,4,0,25,2,6.25,10,2,1,0,0,https://www.espncricinfo.com/cricketers/adam-zampa-379504,scorecard
Yuzvendra Chahal,4,0,37,0,9.25,4,3,1,1,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Ravichandran Ashwin,4,0,33,0,8.25,5,1,2,1,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
KM Asif,4,0,42,2,10.50,8,2,3,1,0,https://www.espncricinfo.com/cricketers/km-asif-1083030,scorecard
Mohammed Siraj,2,0,10,1,5.00,9,2,0,1,0,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Wayne Parnell,3,0,10,3,3.33,12,1,0,1,0,https://www.espncricinfo.com/cricketers/wayne-parnell-265564,scorecard
Michael Bracewell,3,0,16,2,5.33,10,1,1,0,0,https://www.espncricinfo.com/cricketers/michael-bracewell-326968,scorecard
Karn Sharma,1.3,0,19,2,12.66,5,0,3,0,0,https://www.espncricinfo.com/cricketers/karn-sharma-30288,scorecard
Glenn Maxwell,1,0,3,1,3.00,4,0,0,0,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Khaleel Ahmed,4,0,36,0,9.00,11,4,1,3,0,https://www.espncricinfo.com/cricketers/khaleel-ahmed-942645,scorecard
Ishant Sharma,3,0,27,2,9.00,8,4,1,0,0,https://www.espncricinfo.com/cricketers/ishant-sharma-236779,scorecard
Axar Patel,4,0,27,1,6.75,12,1,1,2,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Praveen Dubey,3,0,19,1,6.33,8,1,1,1,0,https://www.espncricinfo.com/cricketers/praveen-dubey-777515,scorecard
Kuldeep Yadav,4,0,32,1,8.00,9,2,2,0,0,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Mitchell Marsh,1,0,21,0,21.00,0,1,2,1,0,https://www.espncricinfo.com/cricketers/mitchell-marsh-272450,scorecard
Mukesh Kumar,1,0,3,1,3.00,3,0,0,0,0,https://www.espncricinfo.com/cricketers/mukesh-kumar-926851,scorecard
Rishi Dhawan,1,0,10,0,10.00,2,2,0,0,0,https://www.espncricinfo.com/cricketers/rishi-dhawan-290727,scorecard
Sam Curran,2,0,18,0,9.00,4,3,0,0,0,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Harpreet Brar,4,0,30,4,7.50,11,5,0,1,0,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Nathan Ellis,4,0,26,2,6.50,6,2,0,1,0,https://www.espncricinfo.com/cricketers/nathan-ellis-826915,scorecard
Arshdeep Singh,4,0,32,0,8.00,8,2,2,0,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Rahul Chahar,4,0,16,2,4.00,18,3,0,1,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Sikandar Raza,1,0,3,0,3.00,3,0,0,0,0,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,scorecard
Yudhvir Singh,3,0,24,1,8.00,8,4,0,1,0,https://www.espncricinfo.com/cricketers/yudhvir-singh-1206052,scorecard
Kyle Mayers,1,0,11,0,11.00,3,2,0,0,1,https://www.espncricinfo.com/cricketers/kyle-mayers-348056,scorecard
Krunal Pandya,4,0,24,2,6.00,12,2,1,0,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Avesh Khan,2,0,30,1,15.00,2,5,1,0,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,scorecard
Yash Thakur,4,0,28,1,7.00,11,1,2,0,0,https://www.espncricinfo.com/cricketers/yash-thakur-1070196,scorecard
Amit Mishra,4,0,40,1,10.00,8,2,3,1,0,https://www.espncricinfo.com/cricketers/amit-mishra-31107,scorecard
Ravi Bishnoi,2,0,23,0,11.50,1,2,1,0,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Bhuvneshwar Kumar,4,0,30,0,7.50,8,3,1,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Fazalhaq Farooqi,3.2,0,32,0,9.60,8,5,0,4,0,https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175,scorecard
Glenn Phillips,2,0,10,1,5.00,5,1,0,0,0,https://www.espncricinfo.com/cricketers/glenn-phillips-823509,scorecard
T Natarajan,4,0,31,0,7.75,8,1,2,0,0,https://www.espncricinfo.com/cricketers/t-natarajan-802575,scorecard
Mayank Markande,3,0,39,1,13.00,2,4,2,0,0,https://www.espncricinfo.com/cricketers/mayank-markande-1081442,scorecard
Abhishek Sharma,3,0,42,1,14.00,6,1,5,1,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
Mohammed Shami,4,0,53,0,13.25,9,5,4,0,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Mohit Sharma,4,0,43,1,10.75,10,6,2,0,0,https://www.espncricinfo.com/cricketers/mohit-sharma-537119,scorecard
Rashid Khan,4,0,30,4,7.50,10,5,0,0,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Noor Ahmad,4,0,38,0,9.50,7,4,1,0,0,https://www.espncricinfo.com/cricketers/noor-ahmad-1182529,scorecard
Alzarri Joseph,4,0,52,0,13.00,5,2,5,0,0,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,scorecard
Jason Behrendorff,4,0,37,1,9.25,8,5,1,1,0,https://www.espncricinfo.com/cricketers/jason-behrendorff-272477,scorecard
