batsmanName,runs,balls,minutes,4s,6s,SR,player_link,inning_batted,Average_SR,boundaries,boundary_runs,boundary_percentage,Average_Boundary_Percentage,total_runs,batting_average
Abdul Basith,1,1,2,0,0,100.0,https://www.espncricinfo.com/cricketers/abdul-basith-1287067,1,100.0,0,0,0.0,0.0,1,1.0
Abdul Samad,17,7,17,0,2,242.85,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,8,144.89625,2,12,70.58823529411765,65.61681823630353,169,21.125
Abdul Samad,37,25,41,1,4,148.0,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,8,144.89625,5,28,75.67567567567568,65.61681823630353,169,21.125
Abdul Samad,4,3,5,1,0,133.33,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,8,144.89625,1,4,100.0,65.61681823630353,169,21.125
Abdul Samad,9,12,34,1,0,75.0,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,8,144.89625,1,4,44.44444444444444,65.61681823630353,169,21.125
Abdul Samad,21,18,34,3,0,116.66,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,8,144.89625,3,12,57.14285714285714,65.61681823630353,169,21.125
Abdul Samad,32,32,51,2,1,100.0,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,8,144.89625,3,14,43.75,65.61681823630353,169,21.125
Abdul Samad,21,10,11,1,2,210.0,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,8,144.89625,3,16,76.19047619047619,65.61681823630353,169,21.125
Abdul Samad,28,21,21,1,2,133.33,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,8,144.89625,3,16,57.14285714285714,65.61681823630353,169,21.125
Abhinav Manohar,27,13,17,0,3,207.69,https://www.espncricinfo.com/cricketers/abhinav-manohar-778963,6,131.355,3,18,66.66666666666666,41.147741147741144,114,19.0
Abhinav Manohar,14,8,13,3,0,175.0,https://www.espncricinfo.com/cricketers/abhinav-manohar-778963,6,131.355,3,12,85.71428571428571,41.147741147741144,114,19.0
Abhinav Manohar,42,21,30,3,3,200.0,https://www.espncricinfo.com/cricketers/abhinav-manohar-778963,6,131.355,6,30,71.42857142857143,41.147741147741144,114,19.0
Abhinav Manohar,2,3,5,0,0,66.66,https://www.espncricinfo.com/cricketers/abhinav-manohar-778963,6,131.355,0,0,0.0,41.147741147741144,114,19.0
Abhinav Manohar,3,5,7,0,0,60.0,https://www.espncricinfo.com/cricketers/abhinav-manohar-778963,6,131.355,0,0,0.0,41.147741147741144,114,19.0
Abhinav Manohar,26,33,44,0,1,78.78,https://www.espncricinfo.com/cricketers/abhinav-manohar-778963,6,131.355,1,6,23.076923076923077,41.147741147741144,114,19.0
Abhishek Sharma,34,26,43,3,1,130.76,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,11,111.40272727272728,4,18,52.94117647058824,52.10345838923539,226,20.545454545454547
Abhishek Sharma,5,5,10,1,0,100.0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,11,111.40272727272728,1,4,80.0,52.10345838923539,226,20.545454545454547
Abhishek Sharma,9,10,25,1,0,90.0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,11,111.40272727272728,1,4,44.44444444444444,52.10345838923539,226,20.545454545454547
Abhishek Sharma,67,36,62,12,1,186.11,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,11,111.40272727272728,13,54,80.59701492537313,52.10345838923539,226,20.545454545454547
Abhishek Sharma,32,17,28,3,2,188.23,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,11,111.40272727272728,5,24,75.0,52.10345838923539,226,20.545454545454547
Abhishek Sharma,11,14,22,2,0,78.57,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,11,111.40272727272728,2,8,72.72727272727273,52.10345838923539,226,20.545454545454547
Abhishek Sharma,55,34,57,5,2,161.76,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,11,111.40272727272728,7,32,58.18181818181818,52.10345838923539,226,20.545454545454547
Abhishek Sharma,5,5,13,0,0,100.0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,11,111.40272727272728,0,0,0.0,52.10345838923539,226,20.545454545454547
Abhishek Sharma,1,2,5,0,0,50.0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,11,111.40272727272728,0,0,0.0,52.10345838923539,226,20.545454545454547
Abhishek Sharma,0,3,3,0,0,0.0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,11,111.40272727272728,0,0,,52.10345838923539,226,20.545454545454547
Abhishek Sharma,7,5,14,1,0,140.0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,11,111.40272727272728,1,4,57.14285714285714,52.10345838923539,226,20.545454545454547
Abishek Porel †,5,8,17,0,0,62.5,https://www.espncricinfo.com/cricketers/abishek-porel-1277545,4,88.85249999999999,0,0,0.0,29.285714285714285,33,8.25
Abishek Porel †,20,11,25,0,2,181.81,https://www.espncricinfo.com/cricketers/abishek-porel-1277545,4,88.85249999999999,2,12,60.0,29.285714285714285,33,8.25
Abishek Porel †,1,3,8,0,0,33.33,https://www.espncricinfo.com/cricketers/abishek-porel-1277545,4,88.85249999999999,0,0,0.0,29.285714285714285,33,8.25
Abishek Porel †,7,9,18,1,0,77.77,https://www.espncricinfo.com/cricketers/abishek-porel-1277545,4,88.85249999999999,1,4,57.14285714285714,29.285714285714285,33,8.25
Adam Zampa,2,6,10,0,0,33.33,https://www.espncricinfo.com/cricketers/adam-zampa-379504,3,70.36666666666666,0,0,0.0,0.0,10,3.3333333333333335
Adam Zampa,1,1,2,0,0,100.0,https://www.espncricinfo.com/cricketers/adam-zampa-379504,3,70.36666666666666,0,0,0.0,0.0,10,3.3333333333333335
Adam Zampa,7,9,19,0,0,77.77,https://www.espncricinfo.com/cricketers/adam-zampa-379504,3,70.36666666666666,0,0,0.0,0.0,10,3.3333333333333335
Adil Rashid,18,13,17,1,1,138.46,https://www.espncricinfo.com/cricketers/adil-rashid-244497,2,135.895,2,10,55.55555555555556,77.77777777777777,22,11.0
Adil Rashid,4,3,3,1,0,133.33,https://www.espncricinfo.com/cricketers/adil-rashid-244497,2,135.895,1,4,100.0,77.77777777777777,22,11.0
Aiden Markram (c),8,13,21,0,0,61.53,https://www.espncricinfo.com/cricketers/aiden-markram-600498,13,112.12615384615385,0,0,0.0,38.458137226429905,248,19.076923076923077
Aiden Markram (c),12,12,15,1,0,100.0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,13,112.12615384615385,1,4,33.33333333333333,38.458137226429905,248,19.076923076923077
Aiden Markram (c),37,21,41,6,0,176.19,https://www.espncricinfo.com/cricketers/aiden-markram-600498,13,112.12615384615385,6,24,64.86486486486487,38.458137226429905,248,19.076923076923077
Aiden Markram (c),41,40,64,4,0,102.5,https://www.espncricinfo.com/cricketers/aiden-markram-600498,13,112.12615384615385,4,16,39.02439024390244,38.458137226429905,248,19.076923076923077
Aiden Markram (c),3,5,11,0,0,60.0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,13,112.12615384615385,0,0,0.0,38.458137226429905,248,19.076923076923077
Aiden Markram (c),50,26,32,2,5,192.3,https://www.espncricinfo.com/cricketers/aiden-markram-600498,13,112.12615384615385,7,38,76.0,38.458137226429905,248,19.076923076923077
Aiden Markram (c),13,7,19,0,1,185.71,https://www.espncricinfo.com/cricketers/aiden-markram-600498,13,112.12615384615385,1,6,46.15384615384615,38.458137226429905,248,19.076923076923077
Aiden Markram (c),6,5,13,1,0,120.0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,13,112.12615384615385,1,4,66.66666666666666,38.458137226429905,248,19.076923076923077
Aiden Markram (c),0,1,2,0,0,0.0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,13,112.12615384615385,0,0,,38.458137226429905,248,19.076923076923077
Aiden Markram (c),22,17,26,1,1,129.41,https://www.espncricinfo.com/cricketers/aiden-markram-600498,13,112.12615384615385,2,10,45.45454545454545,38.458137226429905,248,19.076923076923077
