batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average
Marco Jansen,6,97.59833333333334,19.306184012066364,39,6.5
Marcus Stoinis,15,115.88066666666667,57.65186268643485,408,27.2
Mark Wood,2,191.665,50.0,11,5.5
Matthew Short,6,110.99833333333333,59.897174357958676,117,19.5
Mayank Agarwal,10,112.6,47.981114935934215,270,27.0
Mayank Markande,3,116.66666666666667,25.925925925925927,21,7.0
Michael Bracewell,4,117.0125,32.388663967611336,58,14.5
Mitchell Marsh,9,89.26111111111112,56.10326181754753,128,14.222222222222221
Mitchell Santner,2,66.66499999999999,0.0,2,1.0
Moeen Ali,10,135.42000000000002,52.225781845919144,124,12.4
Mohammed Shami,2,50.0,80.0,5,2.5
Mohammed Siraj,2,50.0,0.0,1,0.5
Mohit Rathee,1,50.0,0.0,1,1.0
Mohit Sharma,1,0.0,,0,0.0
Mohsin Khan,1,0.0,,0,0.0
Mukesh Kumar,3,61.90333333333333,0.0,7,2.3333333333333335
Mustafizur Rahman,1,100.0,0.0,1,1.0
Narayan Jagadeesan,3,82.14,69.44444444444443,42,14.0
Narayan Jagadeesan †,3,84.36333333333333,47.823261858349575,47,15.666666666666666
Nathan Ellis,2,25.0,0.0,1,0.5
Naveen-ul-Haq,3,62.22,20.512820512820515,16,5.333333333333333
Nehal Wadhera,10,139.97,71.80443851639504,241,24.1
Nicholas Pooran,4,170.4475,52.78213166144201,113,28.25
Nicholas Pooran †,11,131.6390909090909,58.71419827991945,245,22.272727272727273
Nitish Rana (c),14,122.28142857142858,60.782215703931755,413,29.5
Noor Ahmad,3,57.776666666666664,28.57142857142857,8,2.6666666666666665
Phil Salt †,9,115.81444444444443,63.90877854536141,218,24.22222222222222
Piyush Chawla,4,83.3325,18.51851851851852,25,6.25
Prabhsimran Singh,14,119.38857142857144,70.82801666697826,358,25.571428571428573
Praveen Dubey,1,80.0,50.0,16,16.0
Prerak Mankad,5,64.444,46.47435897435898,93,18.6
Prithvi Shaw,8,94.37875,68.05182471849139,106,13.25
Priyam Garg,2,102.375,16.666666666666664,22,11.0
Quinton de Kock †,4,133.43,61.41009852216749,143,35.75
Rahmanullah Gurbaz,1,207.69,76.5432098765432,81,81.0
Rahmanullah Gurbaz †,10,82.536,47.21557682083998,146,14.6
Rahul Chahar,3,0.0,,0,0.0
Rahul Tewatia,10,159.054,35.523809523809526,87,8.7
Rahul Tripathi,13,127.17538461538462,58.14503981900728,273,21.0
Rashid Khan,9,163.07777777777778,50.1627486437613,130,14.444444444444445
Ravi Bishnoi,7,104.28571428571429,16.666666666666668,20,2.857142857142857
Ravichandran Ashwin,10,116.30199999999999,33.75,67,6.7
Ravindra Jadeja,12,148.14833333333334,42.790827529957966,190,15.833333333333334
Rilee Rossouw,9,108.36555555555555,67.595818815331,209,23.22222222222222
Riley Meredith,1,0.0,,0,0.0
Rinku Singh,14,144.61142857142858,55.98646156394797,474,33.857142857142854
Ripal Patel,4,115.0625,24.30830039525692,49,12.25
Rishi Dhawan,3,90.90666666666668,26.31578947368421,20,6.666666666666667
Riyan Parag,7,110.95571428571428,40.54421768707483,78,11.142857142857142
Rohit Sharma,1,153.84,80.0,20,20.0
Rohit Sharma (c),15,99.44800000000001,56.205740277358316,312,20.8
Romario Shepherd,1,0.0,,0,0.0
Rovman Powell,3,77.77666666666666,33.333333333333336,7,2.3333333333333335
Ruturaj Gaikwad,15,139.36666666666667,55.831800440244166,590,39.333333333333336
Sai Sudharsan,8,133.975,52.777907967537516,362,45.25
Sam Curran,10,129.13299999999998,44.26279467658778,205,20.5
Sam Curran (c),3,124.32666666666667,62.22222222222222,71,23.666666666666668
Sandeep Sharma,2,20.0,0.0,2,1.0
Sanju Samson (c)†,14,114.27714285714286,56.23477421271539,362,25.857142857142858
Sanvir Singh,2,124.995,92.85714285714286,11,5.5
Sarfaraz Khan,3,96.44666666666667,43.7037037037037,49,16.333333333333332
Sarfaraz Khan †,1,44.44,100.0,4,4.0
Shahbaz Ahmed,6,93.88666666666666,18.333333333333332,42,7.0
Shardul Thakur,10,101.69200000000001,43.12109459168283,113,11.3
Shikhar Dhawan (c),11,121.00818181818181,68.85681091174646,373,33.90909090909091
Shimron Hetmyer,13,129.98384615384614,41.67672164327683,299,23.0
Shivam Dube,14,153.42214285714286,56.22863964217348,418,29.857142857142858
Shubman Gill,17,136.26176470588234,58.19041427907329,890,52.35294117647059
Sikandar Raza,7,128.84285714285713,38.36784560468771,139,19.857142857142858
Sunil Narine,10,73.666,42.063492063492056,21,2.1
Suryakumar Yadav,15,154.37199999999999,57.79444692129089,562,37.46666666666667
Suryakumar Yadav (c),1,172.0,79.06976744186046,43,43.0
Suyash Prabhudessai,4,92.38499999999999,34.385964912280706,35,8.75
Swapnil Singh,1,50.0,0.0,2,2.0
Tilak Varma,11,158.9909090909091,57.36858125345262,343,31.181818181818183
Tim David,15,126.78266666666667,45.3503835382182,231,15.4
Trent Boult,4,46.59,33.33333333333333,16,4.0
Tristan Stubbs,2,72.61500000000001,20.0,25,12.5
Tushar Deshpande,1,0.0,,0,0.0
Umesh Yadav,5,128.666,13.333333333333332,19,3.8
Umran Malik,2,118.75,84.21052631578947,19,9.5
Vaibhav Arora,2,150.0,0.0,3,1.5
Varun Chakravarthy,2,8.33,0.0,1,0.5
Venkatesh Iyer,14,124.62214285714286,51.42474969073884,404,28.857142857142858
Vijay Shankar,10,149.695,60.11425464081617,301,30.1
Vijaykumar Vyshak,2,81.25,46.15384615384615,13,6.5
Virat Kohli,11,126.05454545454545,49.26893012885303,526,47.81818181818182
Virat Kohli (c),3,90.49000000000001,44.25612052730696,113,37.666666666666664
Vishnu Vinod,2,100.0,33.33333333333333,32,16.0
Vishnu Vinod †,1,71.42,0.0,5,5.0
Vivrant Sharma,1,146.8,69.56521739130434,69,69.0
Wanindu Hasaranga,5,114.998,23.333333333333332,33,6.6
Washington Sundar,5,110.75999999999999,34.88888888888889,60,12.0
Wayne Parnell,1,40.0,0.0,2,2.0
Wriddhiman Saha †,17,107.43176470588234,58.950647558670454,371,21.823529411764707
Yash Dhull,3,53.88666666666666,10.256410256410257,16,5.333333333333333
Yashasvi Jaiswal,14,136.93928571428572,70.93303029943877,625,44.642857142857146
Yudhvir Singh,2,50.0,0.0,1,0.5
