batsmanName,runs,balls,minutes,4s,6s,SR,player_link,match_id
Darshan Nalkande,0,1,1,0,0,0.00,https://www.espncricinfo.com/cricketers/darshan-nalkande-1111917,scorecard
Noor Ahmad,7,5,14,1,0,140.00,https://www.espncricinfo.com/cricketers/noor-ahmad-1182529,scorecard
Mohammed Shami,5,5,8,1,0,100.00,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Virat Kohli,101,61,102,13,1,165.57,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Faf du Plessis (c),28,19,35,5,0,147.36,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Glenn Maxwell,11,5,7,1,1,220.00,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Mahipal Lomror,1,3,5,0,0,33.33,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265,scorecard
Michael Bracewell,26,16,26,5,0,162.50,https://www.espncricinfo.com/cricketers/michael-bracewell-326968,scorecard
Dinesh Karthik,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Anuj Rawat †,23,15,30,1,1,153.33,https://www.espncricinfo.com/cricketers/anuj-rawat-1123073,scorecard
Wriddhiman Saha †,12,14,15,2,0,85.71,https://www.espncricinfo.com/cricketers/wriddhiman-saha-279810,scorecard
Shubman Gill,104,52,97,5,8,200.00,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Vijay Shankar,53,35,53,7,2,151.42,https://www.espncricinfo.com/cricketers/vijay-shankar-477021,scorecard
Dasun Shanaka,0,3,5,0,0,0.00,https://www.espncricinfo.com/cricketers/dasun-shanaka-437316,scorecard
David Miller,6,7,12,1,0,85.71,https://www.espncricinfo.com/cricketers/david-miller-321777,scorecard
Rahul Tewatia,4,5,12,0,0,80.00,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Vivrant Sharma,69,47,69,9,2,146.80,https://www.espncricinfo.com/cricketers/vivrant-sharma-1252370,scorecard
Mayank Agarwal,83,46,84,8,4,180.43,https://www.espncricinfo.com/cricketers/mayank-agarwal-398438,scorecard
Heinrich Klaasen †,18,13,31,2,0,138.46,https://www.espncricinfo.com/cricketers/heinrich-klaasen-436757,scorecard
Glenn Phillips,1,4,8,0,0,25.00,https://www.espncricinfo.com/cricketers/glenn-phillips-823509,scorecard
Aiden Markram (c),13,7,19,0,1,185.71,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Harry Brook,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/harry-brook-911707,scorecard
Sanvir Singh,4,3,8,1,0,133.33,https://www.espncricinfo.com/cricketers/sanvir-singh-1132219,scorecard
Ishan Kishan †,14,12,14,1,1,116.66,https://www.espncricinfo.com/cricketers/ishan-kishan-720471,scorecard
Rohit Sharma (c),56,37,72,8,1,151.35,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Cameron Green,100,47,85,8,8,212.76,https://www.espncricinfo.com/cricketers/cameron-green-1076713,scorecard
Suryakumar Yadav,25,16,27,4,0,156.25,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Karan Sharma,3,5,15,0,0,60.00,https://www.espncricinfo.com/cricketers/karan-sharma-1246518,scorecard
Quinton de Kock †,28,27,55,0,2,103.70,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Prerak Mankad,26,20,22,5,0,130.00,https://www.espncricinfo.com/cricketers/prerak-mankad-956871,scorecard
Marcus Stoinis,0,2,5,0,0,0.00,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Krunal Pandya (c),9,8,13,0,1,112.50,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Ayush Badoni,25,21,42,2,1,119.04,https://www.espncricinfo.com/cricketers/ayush-badoni-1151270,scorecard
Nicholas Pooran,58,30,42,4,5,193.33,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Krishnappa Gowtham,11,4,9,1,1,275.00,https://www.espncricinfo.com/cricketers/krishnappa-gowtham-424377,scorecard
Ravi Bishnoi,2,2,3,0,0,100.00,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Naveen-ul-Haq,2,3,3,0,0,66.66,https://www.espncricinfo.com/cricketers/naveen-ul-haq-793447,scorecard
Jason Roy,45,28,44,7,1,160.71,https://www.espncricinfo.com/cricketers/jason-roy-298438,scorecard
Venkatesh Iyer,24,15,25,3,1,160.00,https://www.espncricinfo.com/cricketers/venkatesh-iyer-851403,scorecard
Nitish Rana (c),8,10,13,1,0,80.00,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Rahmanullah Gurbaz †,10,15,25,0,0,66.66,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087,scorecard
Rinku Singh,67,33,62,6,4,203.03,https://www.espncricinfo.com/cricketers/rinku-singh-723105,scorecard
Andre Russell,7,9,13,0,1,77.77,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Shardul Thakur,3,7,14,0,0,42.85,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Sunil Narine,1,2,4,0,0,50.00,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Vaibhav Arora,1,1,15,0,0,100.00,https://www.espncricinfo.com/cricketers/vaibhav-arora-1209292,scorecard
Ruturaj Gaikwad,79,50,68,3,7,158.00,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Devon Conway,87,52,90,11,3,167.30,https://www.espncricinfo.com/cricketers/devon-conway-379140,scorecard
Shivam Dube,22,9,21,0,3,244.44,https://www.espncricinfo.com/cricketers/shivam-dube-714451,scorecard
MS Dhoni (c)†,5,4,14,0,0,125.00,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Ravindra Jadeja,20,7,12,3,1,285.71,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Prithvi Shaw,5,7,8,1,0,71.42,https://www.espncricinfo.com/cricketers/prithvi-shaw-1070168,scorecard
David Warner (c),86,58,92,7,5,148.27,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Phil Salt †,3,6,17,0,0,50.00,https://www.espncricinfo.com/cricketers/phil-salt-669365,scorecard
Rilee Rossouw,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/rilee-rossouw-318845,scorecard
Yash Dhull,13,15,25,1,0,86.66,https://www.espncricinfo.com/cricketers/yash-dhull-1292498,scorecard
Axar Patel,15,8,15,1,1,187.50,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Aman Khan,7,9,17,1,0,77.77,https://www.espncricinfo.com/cricketers/aman-khan-1254269,scorecard
Lalit Yadav,6,12,16,0,0,50.00,https://www.espncricinfo.com/cricketers/lalit-yadav-930189,scorecard
Anrich Nortje,0,1,10,0,0,0.00,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Kuldeep Yadav,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Chetan Sakariya,0,2,3,0,0,0.00,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,scorecard
Prabhsimran Singh,2,2,3,0,0,100.00,https://www.espncricinfo.com/cricketers/prabhsimran-singh-1161024,scorecard
Shikhar Dhawan (c),17,12,31,2,1,141.66,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Atharva Taide,19,12,19,3,1,158.33,https://www.espncricinfo.com/cricketers/atharva-taide-1125958,scorecard
Liam Livingstone,9,13,16,1,0,69.23,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Sam Curran,49,31,72,4,2,158.06,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Jitesh Sharma †,44,28,36,3,3,157.14,https://www.espncricinfo.com/cricketers/jitesh-sharma-721867,scorecard
M Shahrukh Khan,41,23,31,4,2,178.26,https://www.espncricinfo.com/cricketers/m-shahrukh-khan-719719,scorecard
Yashasvi Jaiswal,50,36,72,8,0,138.88,https://www.espncricinfo.com/cricketers/yashasvi-jaiswal-1151278,scorecard
Jos Buttler,0,4,7,0,0,0.00,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Devdutt Padikkal,51,30,38,5,3,170.00,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Sanju Samson (c)†,2,3,6,0,0,66.66,https://www.espncricinfo.com/cricketers/sanju-samson-425943,scorecard
Shimron Hetmyer,46,28,50,4,3,164.28,https://www.espncricinfo.com/cricketers/shimron-hetmyer-670025,scorecard
Riyan Parag,20,12,21,1,2,166.66,https://www.espncricinfo.com/cricketers/riyan-parag-1079434,scorecard
Dhruv Jurel,10,4,11,0,1,250.00,https://www.espncricinfo.com/cricketers/dhruv-jurel-1175488,scorecard
Trent Boult,1,2,6,0,0,50.00,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Abhishek Sharma,11,14,22,2,0,78.57,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
Rahul Tripathi,15,12,25,2,1,125.00,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763,scorecard
Aiden Markram (c),18,20,37,0,0,90.00,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Heinrich Klaasen †,104,51,62,8,6,203.92,https://www.espncricinfo.com/cricketers/heinrich-klaasen-436757,scorecard
Harry Brook,27,19,37,2,1,142.10,https://www.espncricinfo.com/cricketers/harry-brook-911707,scorecard
Glenn Phillips,5,4,10,1,0,125.00,https://www.espncricinfo.com/cricketers/glenn-phillips-823509,scorecard
Virat Kohli,100,63,82,12,4,158.73,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Faf du Plessis (c),71,47,86,7,2,151.06,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Glenn Maxwell,5,3,11,1,0,166.66,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Michael Bracewell,4,4,6,0,0,100.00,https://www.espncricinfo.com/cricketers/michael-bracewell-326968,scorecard
David Warner (c),46,31,53,5,2,148.38,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Prithvi Shaw,54,38,74,7,1,142.10,https://www.espncricinfo.com/cricketers/prithvi-shaw-1070168,scorecard
Rilee Rossouw,82,37,44,6,6,221.62,https://www.espncricinfo.com/cricketers/rilee-rossouw-318845,scorecard
Phil Salt †,26,14,21,2,2,185.71,https://www.espncricinfo.com/cricketers/phil-salt-669365,scorecard
Prabhsimran Singh,22,19,40,4,0,115.78,https://www.espncricinfo.com/cricketers/prabhsimran-singh-1161024,scorecard
Shikhar Dhawan (c),0,1,9,0,0,0.00,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Atharva Taide,55,42,67,5,2,130.95,https://www.espncricinfo.com/cricketers/atharva-taide-1125958,scorecard
Liam Livingstone,94,48,69,5,9,195.83,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Jitesh Sharma †,0,3,4,0,0,0.00,https://www.espncricinfo.com/cricketers/jitesh-sharma-721867,scorecard
M Shahrukh Khan,6,3,7,0,1,200.00,https://www.espncricinfo.com/cricketers/m-shahrukh-khan-719719,scorecard
Sam Curran,11,5,13,1,1,220.00,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Harpreet Brar,0,1,3,0,0,0.00,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Rahul Chahar,0,0,9,0,0,-,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Deepak Hooda,5,7,12,0,0,71.42,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,scorecard
Quinton de Kock †,16,15,31,0,2,106.66,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Prerak Mankad,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/prerak-mankad-956871,scorecard
Krunal Pandya (c),49,42,71,1,1,116.66,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Marcus Stoinis,89,47,80,4,8,189.36,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Nicholas Pooran,8,8,25,1,0,100.00,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Ishan Kishan †,59,39,54,8,1,151.28,https://www.espncricinfo.com/cricketers/ishan-kishan-720471,scorecard
Rohit Sharma (c),37,25,47,1,3,148.00,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Suryakumar Yadav,7,9,22,0,0,77.77,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,scorecard
Nehal Wadhera,16,20,28,2,0,80.00,https://www.espncricinfo.com/cricketers/nehal-wadhera-1151273,scorecard
Tim David,32,19,41,1,3,168.42,https://www.espncricinfo.com/cricketers/tim-david-892749,scorecard
Vishnu Vinod,2,4,9,0,0,50.00,https://www.espncricinfo.com/cricketers/vishnu-vinod-732293,scorecard
Cameron Green,4,6,17,0,0,66.66,https://www.espncricinfo.com/cricketers/cameron-green-1076713,scorecard
Wriddhiman Saha †,0,3,4,0,0,0.00,https://www.espncricinfo.com/cricketers/wriddhiman-saha-279810,scorecard
Shubman Gill,101,58,100,13,1,174.13,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Sai Sudharsan,47,36,70,6,1,130.55,https://www.espncricinfo.com/cricketers/sai-sudharsan-1151288,scorecard
Hardik Pandya (c),8,6,7,1,0,133.33,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
David Miller,7,5,8,1,0,140.00,https://www.espncricinfo.com/cricketers/david-miller-321777,scorecard
Rahul Tewatia,3,3,7,0,0,100.00,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Dasun Shanaka,9,7,12,1,0,128.57,https://www.espncricinfo.com/cricketers/dasun-shanaka-437316,scorecard
Rashid Khan,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Noor Ahmad,0,1,1,0,0,0.00,https://www.espncricinfo.com/cricketers/noor-ahmad-1182529,scorecard
Mohammed Shami,0,1,3,0,0,0.00,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Mohit Sharma,0,1,1,0,0,0.00,https://www.espncricinfo.com/cricketers/mohit-sharma-537119,scorecard
Anmolpreet Singh,5,4,5,1,0,125.00,https://www.espncricinfo.com/cricketers/anmolpreet-singh-851261,scorecard
Abhishek Sharma,5,5,10,1,0,100.00,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
Aiden Markram (c),10,10,19,1,0,100.00,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Rahul Tripathi,1,2,5,0,0,50.00,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763,scorecard
Heinrich Klaasen †,64,44,73,4,3,145.45,https://www.espncricinfo.com/cricketers/heinrich-klaasen-436757,scorecard
Sanvir Singh,7,6,12,0,1,116.66,https://www.espncricinfo.com/cricketers/sanvir-singh-1132219,scorecard
Abdul Samad,4,3,5,1,0,133.33,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,scorecard
Marco Jansen,3,6,11,0,0,50.00,https://www.espncricinfo.com/cricketers/marco-jansen-696401,scorecard
Bhuvneshwar Kumar,27,26,51,3,0,103.84,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Mayank Markande,18,9,17,2,1,200.00,https://www.espncricinfo.com/cricketers/mayank-markande-1081442,scorecard
Fazalhaq Farooqi,1,5,5,0,0,20.00,https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175,scorecard
Ruturaj Gaikwad,17,13,19,2,0,130.76,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Devon Conway,30,28,51,3,0,107.14,https://www.espncricinfo.com/cricketers/devon-conway-379140,scorecard
Ajinkya Rahane,16,11,24,1,1,145.45,https://www.espncricinfo.com/cricketers/ajinkya-rahane-277916,scorecard
Ambati Rayudu,4,7,14,0,0,57.14,https://www.espncricinfo.com/cricketers/ambati-rayudu-33141,scorecard
Shivam Dube,48,34,55,1,3,141.17,https://www.espncricinfo.com/cricketers/shivam-dube-714451,scorecard
Moeen Ali,1,2,5,0,0,50.00,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Ravindra Jadeja,20,24,43,0,1,83.33,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
MS Dhoni (c)†,2,3,4,0,0,66.66,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Jason Roy,12,15,30,1,0,80.00,https://www.espncricinfo.com/cricketers/jason-roy-298438,scorecard
Rahmanullah Gurbaz †,1,4,8,0,0,25.00,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087,scorecard
Venkatesh Iyer,9,4,11,2,0,225.00,https://www.espncricinfo.com/cricketers/venkatesh-iyer-851403,scorecard
Nitish Rana (c),57,44,72,6,1,129.54,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Rinku Singh,54,43,54,4,3,125.58,https://www.espncricinfo.com/cricketers/rinku-singh-723105,scorecard
Andre Russell,2,2,9,0,0,100.00,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Virat Kohli,18,19,31,1,0,94.73,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Faf du Plessis (c),55,44,65,3,2,125.00,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Glenn Maxwell,54,33,51,5,3,163.63,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Mahipal Lomror,1,2,5,0,0,50.00,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265,scorecard
Dinesh Karthik †,0,2,3,0,0,0.00,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Michael Bracewell,9,9,21,0,0,100.00,https://www.espncricinfo.com/cricketers/michael-bracewell-326968,scorecard
Anuj Rawat,29,11,12,3,2,263.63,https://www.espncricinfo.com/cricketers/anuj-rawat-1123073,scorecard
Yashasvi Jaiswal,0,2,4,0,0,0.00,https://www.espncricinfo.com/cricketers/yashasvi-jaiswal-1151278,scorecard
Jos Buttler,0,2,10,0,0,0.00,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Sanju Samson (c)†,4,5,10,1,0,80.00,https://www.espncricinfo.com/cricketers/sanju-samson-425943,scorecard
Joe Root,10,15,26,1,0,66.66,https://www.espncricinfo.com/cricketers/joe-root-303669,scorecard
Devdutt Padikkal,4,4,16,1,0,100.00,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Shimron Hetmyer,35,19,28,1,4,184.21,https://www.espncricinfo.com/cricketers/shimron-hetmyer-670025,scorecard
Dhruv Jurel,1,7,6,0,0,14.28,https://www.espncricinfo.com/cricketers/dhruv-jurel-1175488,scorecard
Ravichandran Ashwin,0,0,7,0,0,-,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Adam Zampa,2,6,10,0,0,33.33,https://www.espncricinfo.com/cricketers/adam-zampa-379504,scorecard
Sandeep Sharma,0,1,4,0,0,0.00,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,scorecard
KM Asif,0,2,3,0,0,0.00,https://www.espncricinfo.com/cricketers/km-asif-1083030,scorecard
Prabhsimran Singh,103,65,87,10,6,158.46,https://www.espncricinfo.com/cricketers/prabhsimran-singh-1161024,scorecard
Shikhar Dhawan (c),7,5,9,0,1,140.00,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Liam Livingstone,4,5,15,1,0,80.00,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Jitesh Sharma †,5,5,8,1,0,100.00,https://www.espncricinfo.com/cricketers/jitesh-sharma-721867,scorecard
Sam Curran,20,24,39,1,0,83.33,https://www.espncricinfo.com/cricketers/sam-curran-662973,scorecard
Harpreet Brar,2,5,9,0,0,40.00,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
M Shahrukh Khan,2,4,22,0,0,50.00,https://www.espncricinfo.com/cricketers/m-shahrukh-khan-719719,scorecard
Sikandar Raza,11,7,11,0,1,157.14,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,scorecard
