bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,bowler_link,inningbowled,avg_bowling_economy,bowling SR,avg_bowling_strike,bowling_avg,average_bowling_avg,dot_ball_percentage,average_dot_ball_%
Abdul Samad,1.0,0,8,0,8.0,1,1,0,0,0,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,1,8.0,0.0,0.0,0.0,0.0,16.67,16.67
Abhishek Sharma,1.0,0,15,0,15.0,1,1,1,0,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,3,10.5,0.0,0.0,0.0,0.0,16.67,16.67
Abhishek Sharma,2.0,0,13,0,6.5,2,1,0,0,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,3,10.5,0.0,0.0,0.0,0.0,16.67,16.67
Abhishek Sharma,1.0,0,10,0,10.0,1,0,1,0,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,3,10.5,0.0,0.0,0.0,0.0,16.67,16.67
Adam Milne,2.3,0,19,0,7.6,9,2,1,0,0,https://www.espncricinfo.com/cricketers/adam-milne-450860,1,7.6,0.0,0.0,0.0,0.0,65.22,65.22
Aiden Markram,3.0,0,36,0,12.0,3,2,3,0,0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,4,10.0,0.0,6.0,0.0,8.0,16.67,25.0
Aiden Markram,1.0,0,9,0,9.0,2,0,1,0,0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,4,10.0,0.0,6.0,0.0,8.0,33.33,25.0
Aiden Markram,1.0,0,8,1,8.0,3,0,1,0,0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,4,10.0,6.0,6.0,8.0,8.0,50.0,25.0
Aiden Markram,1.0,0,11,0,11.0,0,0,1,0,0,https://www.espncricinfo.com/cricketers/aiden-markram-600498,4,10.0,0.0,6.0,0.0,8.0,0.0,25.0
Akash Deep,3.5,0,45,3,11.73,10,5,3,0,1,https://www.espncricinfo.com/cricketers/akash-deep-1176959,5,10.98,7.0,16.33,15.0,24.33,47.62,35.63
Akash Deep,4.0,0,44,0,11.0,6,0,4,0,1,https://www.espncricinfo.com/cricketers/akash-deep-1176959,5,10.98,0.0,16.33,0.0,24.33,25.0,35.63
Akash Deep,3.0,0,38,1,12.66,4,2,3,0,0,https://www.espncricinfo.com/cricketers/akash-deep-1176959,5,10.98,18.0,16.33,38.0,24.33,22.22,35.63
Akash Deep,4.0,1,20,1,5.0,14,3,0,0,0,https://www.espncricinfo.com/cricketers/akash-deep-1176959,5,10.98,24.0,16.33,20.0,24.33,58.33,35.63
Akash Deep,4.0,0,58,0,14.5,6,5,4,4,0,https://www.espncricinfo.com/cricketers/akash-deep-1176959,5,10.98,0.0,16.33,0.0,24.33,25.0,35.63
Alzarri Joseph,4.0,0,34,2,8.5,10,1,3,1,0,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,9,8.84,12.0,21.0,17.0,30.17,41.67,39.51
Alzarri Joseph,4.0,0,35,1,8.75,8,3,1,1,0,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,9,8.84,24.0,21.0,35.0,30.17,33.33,39.51
Alzarri Joseph,2.0,0,14,0,7.0,4,2,0,0,0,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,9,8.84,0.0,21.0,0.0,30.17,33.33,39.51
