bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,bowler_link,match_id
Mohammed Siraj,4,0,41,1,10.25,10,1,4,2,0,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Josh Hazlewood,4,0,43,3,10.75,11,3,3,3,0,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,scorecard
Shahbaz Ahmed,4,0,35,0,8.75,6,1,2,2,0,https://www.espncricinfo.com/cricketers/shahbaz-ahmed-1159711,scorecard
Wanindu Hasaranga,4,0,42,1,10.50,5,1,4,0,0,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,scorecard
Harshal Patel,4,0,25,1,6.25,11,0,1,3,0,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Mohammed Shami,4,0,43,1,10.75,11,6,1,2,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Yash Dayal,4,0,46,1,11.50,11,5,2,2,1,https://www.espncricinfo.com/cricketers/yash-dayal-1159720,scorecard
Alzarri Joseph,2,0,27,0,13.50,4,3,2,0,0,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,scorecard
Rashid Khan,4,0,15,0,3.75,10,0,0,0,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Sai Kishore,4,0,43,1,10.75,4,4,2,1,0,https://www.espncricinfo.com/cricketers/sai-kishore-1048739,scorecard
Hardik Pandya,2,0,14,1,7.00,4,1,0,1,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Trent Boult,4,0,38,1,9.50,8,6,0,0,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Prasidh Krishna,3.3,0,40,0,11.42,10,3,3,1,0,https://www.espncricinfo.com/cricketers/prasidh-krishna-917159,scorecard
Ravichandran Ashwin,4,0,40,0,10.00,5,4,1,3,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Yuzvendra Chahal,4,0,32,0,8.00,5,1,2,0,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Obed McCoy,4,0,40,1,10.00,4,5,0,3,1,https://www.espncricinfo.com/cricketers/obed-mccoy-906783,scorecard
Liam Livingstone,4,0,25,0,6.25,8,1,1,0,0,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Arshdeep Singh,4,0,25,0,6.25,10,3,0,0,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Kagiso Rabada,4,0,38,1,9.50,10,4,1,3,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Nathan Ellis,4,0,40,3,10.00,11,3,3,1,1,https://www.espncricinfo.com/cricketers/nathan-ellis-826915,scorecard
Harpreet Brar,4,0,26,3,6.50,11,2,1,0,0,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Bhuvneshwar Kumar,2,0,22,0,11.00,4,3,1,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Washington Sundar,2,0,19,1,9.50,4,2,1,0,0,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Fazalhaq Farooqi,4,0,32,2,8.00,7,4,0,1,0,https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175,scorecard
Jagadeesha Suchith,4,0,38,1,9.50,9,2,3,2,0,https://www.espncricinfo.com/cricketers/jagadeesha-suchith-527663,scorecard
Umran Malik,2.1,0,24,1,11.07,5,2,2,0,0,https://www.espncricinfo.com/cricketers/umran-malik-1246528,scorecard
Romario Shepherd,1,0,23,0,23.00,1,2,2,1,0,https://www.espncricinfo.com/cricketers/romario-shepherd-677077,scorecard
Daniel Sams,4,0,30,1,7.50,10,1,2,1,0,https://www.espncricinfo.com/cricketers/daniel-sams-826901,scorecard
Hrithik Shokeen,4,0,34,0,8.50,11,3,2,2,0,https://www.espncricinfo.com/cricketers/hrithik-shokeen-1175423,scorecard
Jasprit Bumrah,4,0,25,3,6.25,11,0,2,0,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Mayank Markande,4,0,26,1,6.50,9,1,1,0,0,https://www.espncricinfo.com/cricketers/mayank-markande-1081442,scorecard
Riley Meredith,2,0,9,0,4.50,7,1,0,1,0,https://www.espncricinfo.com/cricketers/riley-meredith-961713,scorecard
Ramandeep Singh,2,0,29,2,14.50,4,2,2,4,0,https://www.espncricinfo.com/cricketers/ramandeep-singh-1079470,scorecard
Khaleel Ahmed,3.1,0,24,0,7.57,11,3,1,1,1,https://www.espncricinfo.com/cricketers/khaleel-ahmed-942645,scorecard
Anrich Nortje,4,0,37,2,9.25,11,4,2,0,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Shardul Thakur,3,0,32,2,10.66,8,0,4,2,0,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Mitchell Marsh,2,0,7,0,3.50,8,1,0,0,0,https://www.espncricinfo.com/cricketers/mitchell-marsh-272450,scorecard
Kuldeep Yadav,4,0,33,1,8.25,9,1,3,0,0,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Axar Patel,3,0,26,0,8.66,3,0,2,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Trent Boult,4,0,44,1,11.00,10,6,2,0,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Prasidh Krishna,4,0,32,0,8.00,12,3,2,0,0,https://www.espncricinfo.com/cricketers/prasidh-krishna-917159,scorecard
Ravichandran Ashwin,4,0,28,1,7.00,9,2,1,2,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Yuzvendra Chahal,4,0,26,2,6.50,9,3,0,1,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Obed McCoy,4,0,20,2,5.00,11,1,0,2,0,https://www.espncricinfo.com/cricketers/obed-mccoy-906783,scorecard
Mukesh Choudhary,4,0,41,0,10.25,8,6,1,0,0,https://www.espncricinfo.com/cricketers/mukesh-choudhary-1125688,scorecard
Simarjeet Singh,3,0,18,1,6.00,10,3,0,0,0,https://www.espncricinfo.com/cricketers/simarjeet-singh-1159722,scorecard
Mitchell Santner,3,0,15,1,5.00,7,1,0,0,0,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Matheesha Pathirana,3.4,0,28,0,7.63,12,3,0,4,0,https://www.espncricinfo.com/cricketers/matheesha-pathirana-1194795,scorecard
Moeen Ali,4,0,21,1,5.25,8,0,1,0,0,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Prashant Solanki,2,0,20,2,10.00,6,1,2,0,0,https://www.espncricinfo.com/cricketers/prashant-solanki-1252337,scorecard
Siddarth Kaul,4,0,43,0,10.75,6,5,2,0,0,https://www.espncricinfo.com/cricketers/siddarth-kaul-326017,scorecard
Shahbaz Ahmed,2,0,15,0,7.50,5,1,1,0,0,https://www.espncricinfo.com/cricketers/shahbaz-ahmed-1159711,scorecard
Josh Hazlewood,4,0,39,2,9.75,10,3,3,0,0,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,scorecard
Glenn Maxwell,4,1,28,1,7.00,14,0,3,1,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Mahipal Lomror,1,0,11,0,11.00,1,0,1,0,0,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265,scorecard
Wanindu Hasaranga,4,0,25,1,6.25,7,2,0,1,0,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,scorecard
Harshal Patel,1,0,6,0,6.00,3,0,0,0,0,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Mohammed Shami,2,0,23,0,11.50,6,4,0,1,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Hardik Pandya,3,0,35,0,11.66,6,4,2,1,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Rashid Khan,4,0,32,2,8.00,6,1,2,0,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Yash Dayal,4,0,35,0,8.75,6,5,0,1,0,https://www.espncricinfo.com/cricketers/yash-dayal-1159720,scorecard
Sai Kishore,4,0,20,0,5.00,7,0,0,0,0,https://www.espncricinfo.com/cricketers/sai-kishore-1048739,scorecard
Lockie Ferguson,1.4,0,21,0,12.60,2,4,0,0,0,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,scorecard
Umesh Yadav,4,0,34,0,8.50,7,2,2,0,0,https://www.espncricinfo.com/cricketers/umesh-yadav-376116,scorecard
Tim Southee,4,0,57,0,14.25,5,2,6,1,0,https://www.espncricinfo.com/cricketers/tim-southee-232364,scorecard
Sunil Narine,4,0,27,0,6.75,8,0,2,0,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Varun Chakravarthy,4,0,38,0,9.50,9,3,2,0,1,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Andre Russell,3,0,45,0,15.00,1,5,2,0,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Nitish Rana,1,0,9,0,9.00,0,1,0,0,0,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Mohsin Khan,4,0,20,3,5.00,16,2,1,1,0,https://www.espncricinfo.com/cricketers/mohsin-khan-1132005,scorecard
Jason Holder,4,0,45,0,11.25,10,3,4,2,0,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Avesh Khan,4,0,60,0,15.00,6,7,3,3,1,https://www.espncricinfo.com/cricketers/avesh-khan-694211,scorecard
Krishnappa Gowtham,2,0,23,1,11.50,4,3,1,0,0,https://www.espncricinfo.com/cricketers/krishnappa-gowtham-424377,scorecard
Ravi Bishnoi,4,0,34,1,8.50,6,2,2,0,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Marcus Stoinis,2,0,23,3,11.50,4,1,2,0,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Daniel Sams,4,0,39,1,9.75,8,4,2,0,0,https://www.espncricinfo.com/cricketers/daniel-sams-826901,scorecard
Riley Meredith,4,0,44,1,11.00,6,1,3,2,0,https://www.espncricinfo.com/cricketers/riley-meredith-961713,scorecard
Sanjay Yadav,2,0,23,0,11.50,6,3,1,2,0,https://www.espncricinfo.com/cricketers/sanjay-yadav-1048841,scorecard
Jasprit Bumrah,4,0,32,1,8.00,11,4,1,0,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Mayank Markande,3,0,31,0,10.33,2,3,1,0,0,https://www.espncricinfo.com/cricketers/mayank-markande-1081442,scorecard
Ramandeep Singh,3,0,20,3,6.66,5,2,0,1,0,https://www.espncricinfo.com/cricketers/ramandeep-singh-1079470,scorecard
Fazalhaq Farooqi,4,0,31,0,7.75,11,2,1,3,0,https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175,scorecard
Bhuvneshwar Kumar,4,1,26,1,6.50,12,1,2,0,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Washington Sundar,4,0,36,1,9.00,4,3,1,0,0,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
T Natarajan,4,0,60,0,15.00,4,4,5,2,0,https://www.espncricinfo.com/cricketers/t-natarajan-802575,scorecard
Umran Malik,3,0,23,3,7.66,12,2,1,3,2,https://www.espncricinfo.com/cricketers/umran-malik-1246528,scorecard
Abhishek Sharma,1,0,10,0,10.00,1,0,1,0,0,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
Liam Livingstone,4,0,27,3,6.75,8,1,1,2,0,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Kagiso Rabada,3,0,24,1,8.00,8,1,2,0,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Harpreet Brar,3,0,29,0,9.66,6,4,1,0,0,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Rishi Dhawan,2,0,17,0,8.50,2,2,0,0,0,https://www.espncricinfo.com/cricketers/rishi-dhawan-290727,scorecard
Arshdeep Singh,4,0,37,3,9.25,7,3,1,0,1,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Rahul Chahar,4,0,19,0,4.75,14,1,1,0,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Khaleel Ahmed,4,0,43,0,10.75,8,3,3,0,0,https://www.espncricinfo.com/cricketers/khaleel-ahmed-942645,scorecard
Anrich Nortje,4,0,29,1,7.25,11,4,0,1,1,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Lalit Yadav,1,0,6,0,6.00,4,1,0,1,0,https://www.espncricinfo.com/cricketers/lalit-yadav-930189,scorecard
Shardul Thakur,4,0,36,4,9.00,10,3,2,3,0,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Axar Patel,4,0,14,2,3.50,14,1,0,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Kuldeep Yadav,3,0,14,2,4.66,9,1,0,0,0,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Mohsin Khan,4,0,43,0,10.75,9,6,1,1,0,https://www.espncricinfo.com/cricketers/mohsin-khan-1132005,scorecard
Dushmantha Chameera,3,0,35,0,11.66,7,5,1,0,1,https://www.espncricinfo.com/cricketers/dushmantha-chameera-552152,scorecard
Avesh Khan,3,0,20,1,6.66,9,3,0,0,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,scorecard
Jason Holder,2,0,12,1,6.00,3,1,0,0,0,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Ravi Bishnoi,4,0,31,2,7.75,9,4,0,1,0,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,scorecard
Marcus Stoinis,1,0,15,0,15.00,2,2,1,0,0,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Ayush Badoni,1,0,5,1,5.00,3,0,0,0,0,https://www.espncricinfo.com/cricketers/ayush-badoni-1151270,scorecard
Krunal Pandya,2,0,16,0,8.00,4,1,1,0,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Trent Boult,4,0,18,2,4.50,14,2,0,0,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Prasidh Krishna,4,0,32,2,8.00,14,2,2,2,0,https://www.espncricinfo.com/cricketers/prasidh-krishna-917159,scorecard
Yuzvendra Chahal,4,0,42,1,10.50,6,2,3,1,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Ravichandran Ashwin,4,0,24,1,6.00,7,1,0,1,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Obed McCoy,4,0,35,2,8.75,7,2,1,4,0,https://www.espncricinfo.com/cricketers/obed-mccoy-906783,scorecard
Mohammed Shami,4,0,19,2,4.75,9,0,0,0,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Hardik Pandya,2,0,8,0,4.00,5,0,0,0,1,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Yash Dayal,3,0,27,0,9.00,6,2,1,3,0,https://www.espncricinfo.com/cricketers/yash-dayal-1159720,scorecard
Rashid Khan,4,0,31,1,7.75,6,0,2,0,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Alzarri Joseph,3,0,15,1,5.00,10,2,0,0,0,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,scorecard
Sai Kishore,4,0,31,1,7.75,8,3,1,1,0,https://www.espncricinfo.com/cricketers/sai-kishore-1048739,scorecard
Mukesh Choudhary,3,0,28,0,9.33,5,5,0,0,0,https://www.espncricinfo.com/cricketers/mukesh-choudhary-1125688,scorecard
Simarjeet Singh,3,0,26,0,8.66,8,3,1,1,0,https://www.espncricinfo.com/cricketers/simarjeet-singh-1159722,scorecard
Mitchell Santner,4,0,24,0,6.00,11,3,0,0,0,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Prashant Solanki,4,0,18,0,4.50,6,0,0,0,0,https://www.espncricinfo.com/cricketers/prashant-solanki-1252337,scorecard
Matheesha Pathirana,3.1,0,24,2,7.57,8,3,0,3,0,https://www.espncricinfo.com/cricketers/matheesha-pathirana-1194795,scorecard
Moeen Ali,2,0,11,1,5.50,4,1,0,0,0,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Bhuvneshwar Kumar,4,0,27,1,6.75,13,3,0,5,0,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Marco Jansen,4,0,30,1,7.50,11,0,3,0,0,https://www.espncricinfo.com/cricketers/marco-jansen-696401,scorecard
T Natarajan,4,0,43,1,10.75,7,1,4,1,0,https://www.espncricinfo.com/cricketers/t-natarajan-802575,scorecard
Washington Sundar,4,0,40,0,10.00,8,1,4,0,0,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Umran Malik,4,0,33,3,8.25,10,5,0,2,0,https://www.espncricinfo.com/cricketers/umran-malik-1246528,scorecard
Umesh Yadav,4,0,19,1,4.75,13,1,1,0,0,https://www.espncricinfo.com/cricketers/umesh-yadav-376116,scorecard
Tim Southee,4,0,23,2,5.75,9,2,0,0,0,https://www.espncricinfo.com/cricketers/tim-southee-232364,scorecard
Sunil Narine,4,0,34,1,8.50,6,1,2,0,0,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Andre Russell,4,0,22,3,5.50,14,3,0,2,0,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Varun Chakravarthy,4,0,25,1,6.25,13,1,2,1,0,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375,scorecard
Glenn Maxwell,2,0,17,1,8.50,6,0,2,0,0,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Josh Hazlewood,4,0,64,0,16.00,5,7,4,2,0,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,scorecard
Mohammed Siraj,2,0,36,0,18.00,3,2,4,0,1,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Wanindu Hasaranga,4,0,15,2,3.75,12,1,0,0,0,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,scorecard
Shahbaz Ahmed,4,0,40,1,10.00,5,3,2,0,0,https://www.espncricinfo.com/cricketers/shahbaz-ahmed-1159711,scorecard
Harshal Patel,4,0,34,4,8.50,10,3,2,1,0,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Harpreet Brar,4,0,33,1,8.25,12,3,2,2,0,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Arshdeep Singh,4,0,27,1,6.75,9,3,0,1,0,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Kagiso Rabada,4,0,21,3,5.25,15,2,0,2,0,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Rishi Dhawan,4,0,36,2,9.00,4,2,1,0,0,https://www.espncricinfo.com/cricketers/rishi-dhawan-290727,scorecard
Rahul Chahar,4,0,37,2,9.25,10,3,2,3,0,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Daniel Sams,4,0,16,3,4.00,18,1,0,6,0,https://www.espncricinfo.com/cricketers/daniel-sams-826901,scorecard
Jasprit Bumrah,3,1,12,1,4.00,13,2,0,0,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Riley Meredith,3,0,27,2,9.00,11,3,1,1,0,https://www.espncricinfo.com/cricketers/riley-meredith-961713,scorecard
Hrithik Shokeen,2,0,12,0,6.00,7,0,1,1,0,https://www.espncricinfo.com/cricketers/hrithik-shokeen-1175423,scorecard
Kumar Kartikeya,3,0,22,2,7.33,9,2,1,0,0,https://www.espncricinfo.com/cricketers/kumar-kartikeya-1159843,scorecard
Ramandeep Singh,1,0,5,1,5.00,4,1,0,0,0,https://www.espncricinfo.com/cricketers/ramandeep-singh-1079470,scorecard
Mukesh Choudhary,4,0,23,3,5.75,17,4,0,3,0,https://www.espncricinfo.com/cricketers/mukesh-choudhary-1125688,scorecard
Simarjeet Singh,4,0,22,1,5.50,16,3,0,1,0,https://www.espncricinfo.com/cricketers/simarjeet-singh-1159722,scorecard
Dwayne Bravo,2,0,16,0,8.00,3,1,0,1,0,https://www.espncricinfo.com/cricketers/dwayne-bravo-51439,scorecard
Maheesh Theekshana,3,0,24,0,8.00,5,3,0,0,0,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,scorecard
Moeen Ali,1.5,0,17,1,9.27,4,0,2,0,0,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Chetan Sakariya,4,0,23,2,5.75,9,1,0,3,0,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,scorecard
Anrich Nortje,4,0,39,2,9.75,8,4,2,1,0,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,scorecard
Shardul Thakur,4,0,27,0,6.75,12,4,0,1,0,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Axar Patel,2,0,25,0,12.50,5,1,3,0,0,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Mitchell Marsh,3,0,25,2,8.33,5,4,0,0,0,https://www.espncricinfo.com/cricketers/mitchell-marsh-272450,scorecard
Kuldeep Yadav,3,0,20,0,6.66,3,0,1,0,0,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Trent Boult,4,0,32,1,8.00,11,4,1,2,0,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Prasidh Krishna,3,1,20,0,6.66,11,2,1,0,0,https://www.espncricinfo.com/cricketers/prasidh-krishna-917159,scorecard
Ravichandran Ashwin,4,0,32,0,8.00,7,1,2,2,0,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Kuldeep Sen,3.1,0,32,0,10.10,6,2,2,0,0,https://www.espncricinfo.com/cricketers/kuldeep-sen-1163695,scorecard
Yuzvendra Chahal,4,0,43,1,10.75,6,1,4,1,0,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Mohsin Khan,4,0,18,1,4.50,10,1,0,0,0,https://www.espncricinfo.com/cricketers/mohsin-khan-1132005,scorecard
Dushmantha Chameera,4,0,34,0,8.50,10,6,0,2,0,https://www.espncricinfo.com/cricketers/dushmantha-chameera-552152,scorecard
Avesh Khan,4,0,26,2,6.50,8,3,0,1,0,https://www.espncricinfo.com/cricketers/avesh-khan-694211,scorecard
Krunal Pandya,4,0,24,0,6.00,5,1,0,0,0,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Jason Holder,4,0,41,1,10.25,5,4,1,3,0,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Mohammed Shami,3,0,5,1,1.66,14,0,0,1,0,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Hardik Pandya,1,0,8,0,8.00,2,1,0,0,0,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Yash Dayal,2,0,24,2,12.00,5,4,1,0,0,https://www.espncricinfo.com/cricketers/yash-dayal-1159720,scorecard
Alzarri Joseph,2,0,14,0,7.00,4,2,0,0,0,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,scorecard
Rashid Khan,3.5,0,24,4,6.26,11,0,2,2,0,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Sai Kishore,2,0,7,2,3.50,5,0,0,0,0,https://www.espncricinfo.com/cricketers/sai-kishore-1048739,scorecard
Daniel Sams,4,0,26,1,6.50,13,0,2,3,0,https://www.espncricinfo.com/cricketers/daniel-sams-826901,scorecard
Murugan Ashwin,4,0,35,1,8.75,10,3,2,1,0,https://www.espncricinfo.com/cricketers/murugan-ashwin-528067,scorecard
Jasprit Bumrah,4,1,10,5,2.50,18,1,0,0,0,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Riley Meredith,3,0,35,0,11.66,6,4,1,1,0,https://www.espncricinfo.com/cricketers/riley-meredith-961713,scorecard
