batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average,balls_avg,0
David Warner,12.0,125.51583333333333,60.03430050949549,432.0,36.0,23.916666666666668,
Jos Buttler,17.0,128.74411764705883,60.39675990768772,863.0,50.76470588235294,34.05882352941177,
Rajat Patidar,7.0,142.5857142857143,57.92959093451704,333.0,47.57142857142857,31.142857142857142,
Suryakumar Yadav,8.0,138.7375,57.96648944413137,303.0,37.875,26.0,
,,,,,,,Liam Livingstone
,,,,,,,Rajat Patidar
