batsmanName,runs,balls,minutes,4s,6s,SR,player_link,match_id
Washington Sundar,25,19,37,3,1,131.57,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Romario Shepherd,26,15,34,2,2,173.33,https://www.espncricinfo.com/cricketers/romario-shepherd-677077,scorecard
Jagadeesha Suchith,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/jagadeesha-suchith-527663,scorecard
Bhuvneshwar Kumar (c),1,1,4,0,0,100.00,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Umran Malik,0,1,3,0,0,0.00,https://www.espncricinfo.com/cricketers/umran-malik-1246528,scorecard
Jonny Bairstow,23,15,17,5,0,153.33,https://www.espncricinfo.com/cricketers/jonny-bairstow-297433,scorecard
Shikhar Dhawan,39,32,69,2,2,121.87,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
M Shahrukh Khan,19,10,19,2,1,190.00,https://www.espncricinfo.com/cricketers/m-shahrukh-khan-719719,scorecard
Mayank Agarwal (c),1,4,11,0,0,25.00,https://www.espncricinfo.com/cricketers/mayank-agarwal-398438,scorecard
Liam Livingstone,49,22,40,2,5,222.72,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Jitesh Sharma †,19,7,9,3,1,271.42,https://www.espncricinfo.com/cricketers/jitesh-sharma-721867,scorecard
Prerak Mankad,4,1,8,1,0,400.00,https://www.espncricinfo.com/cricketers/prerak-mankad-956871,scorecard
Prithvi Shaw,24,23,29,2,1,104.34,https://www.espncricinfo.com/cricketers/prithvi-shaw-1070168,scorecard
David Warner,5,6,15,1,0,83.33,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Mitchell Marsh,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/mitchell-marsh-272450,scorecard
Rishabh Pant (c)†,39,33,68,4,1,118.18,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Sarfaraz Khan,10,7,14,0,1,142.85,https://www.espncricinfo.com/cricketers/sarfaraz-khan-642525,scorecard
Rovman Powell,43,34,55,1,4,126.47,https://www.espncricinfo.com/cricketers/rovman-powell-820351,scorecard
Axar Patel,19,10,25,0,2,190.00,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Shardul Thakur,4,5,9,0,0,80.00,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Kuldeep Yadav,1,1,5,0,0,100.00,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Ishan Kishan †,48,35,56,3,4,137.14,https://www.espncricinfo.com/cricketers/ishan-kishan-720471,scorecard
Rohit Sharma (c),2,13,28,0,0,15.38,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Dewald Brevis,37,33,43,1,3,112.12,https://www.espncricinfo.com/cricketers/dewald-brevis-1070665,scorecard
Tilak Varma,21,17,46,1,1,123.52,https://www.espncricinfo.com/cricketers/tilak-varma-1170265,scorecard
Tim David,34,11,22,2,4,309.09,https://www.espncricinfo.com/cricketers/tim-david-892749,scorecard
Ramandeep Singh,13,6,13,2,0,216.66,https://www.espncricinfo.com/cricketers/ramandeep-singh-1079470,scorecard
Daniel Sams,0,1,4,0,0,0.00,https://www.espncricinfo.com/cricketers/daniel-sams-826901,scorecard
Ruturaj Gaikwad,2,6,6,0,0,33.33,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Devon Conway,16,14,39,1,1,114.28,https://www.espncricinfo.com/cricketers/devon-conway-379140,scorecard
Moeen Ali,93,57,95,13,3,163.15,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Narayan Jagadeesan,1,4,8,0,0,25.00,https://www.espncricinfo.com/cricketers/narayan-jagadeesan-1048813,scorecard
Ambati Rayudu,3,6,9,0,0,50.00,https://www.espncricinfo.com/cricketers/ambati-rayudu-33141,scorecard
MS Dhoni (c)†,26,28,44,1,1,92.85,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Mitchell Santner,1,2,6,0,0,50.00,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Simarjeet Singh,3,3,4,0,0,100.00,https://www.espncricinfo.com/cricketers/simarjeet-singh-1159722,scorecard
Yashasvi Jaiswal,59,44,66,8,1,134.09,https://www.espncricinfo.com/cricketers/yashasvi-jaiswal-1151278,scorecard
Jos Buttler,2,5,10,0,0,40.00,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Sanju Samson (c)†,15,20,33,2,0,75.00,https://www.espncricinfo.com/cricketers/sanju-samson-425943,scorecard
Devdutt Padikkal,3,9,12,0,0,33.33,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Ravichandran Ashwin,40,23,42,2,3,173.91,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Shimron Hetmyer,6,7,7,1,0,85.71,https://www.espncricinfo.com/cricketers/shimron-hetmyer-670025,scorecard
Riyan Parag,10,10,21,1,0,100.00,https://www.espncricinfo.com/cricketers/riyan-parag-1079434,scorecard
Wriddhiman Saha †,31,22,43,4,1,140.90,https://www.espncricinfo.com/cricketers/wriddhiman-saha-279810,scorecard
Shubman Gill,1,4,13,0,0,25.00,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Matthew Wade,16,13,14,2,1,123.07,https://www.espncricinfo.com/cricketers/matthew-wade-230193,scorecard
Hardik Pandya (c),62,47,80,4,3,131.91,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
David Miller,34,25,43,0,3,136.00,https://www.espncricinfo.com/cricketers/david-miller-321777,scorecard
Rahul Tewatia,2,3,7,0,0,66.66,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838,scorecard
Rashid Khan,19,6,15,1,2,316.66,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Virat Kohli,73,54,81,8,2,135.18,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Faf du Plessis (c),44,38,70,5,0,115.78,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Glenn Maxwell,40,18,22,5,2,222.22,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Dinesh Karthik †,2,2,11,0,0,100.00,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Quinton de Kock †,140,70,97,10,10,200.00,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
KL Rahul (c),68,51,97,3,4,133.33,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Venkatesh Iyer,0,4,5,0,0,0.00,https://www.espncricinfo.com/cricketers/venkatesh-iyer-851403,scorecard
Abhijeet Tomar,4,8,15,1,0,50.00,https://www.espncricinfo.com/cricketers/abhijeet-tomar-1081183,scorecard
Nitish Rana,42,22,35,9,0,190.90,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Shreyas Iyer (c),50,29,57,4,3,172.41,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
Sam Billings †,36,24,44,2,3,150.00,https://www.espncricinfo.com/cricketers/sam-billings-297628,scorecard
Andre Russell,5,11,18,0,0,45.45,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Rinku Singh,40,15,28,2,4,266.66,https://www.espncricinfo.com/cricketers/rinku-singh-723105,scorecard
Sunil Narine,21,7,24,0,3,300.00,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Umesh Yadav,0,1,3,0,0,0.00,https://www.espncricinfo.com/cricketers/umesh-yadav-376116,scorecard
Abhishek Sharma,9,10,13,1,0,90.00,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
Priyam Garg,42,26,48,4,2,161.53,https://www.espncricinfo.com/cricketers/priyam-garg-1070180,scorecard
Rahul Tripathi,76,44,81,9,3,172.72,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763,scorecard
Nicholas Pooran †,38,22,40,2,3,172.72,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Aiden Markram,2,4,8,0,0,50.00,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Kane Williamson (c),8,7,17,1,0,114.28,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Washington Sundar,9,7,15,0,0,128.57,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Rohit Sharma (c),48,36,54,2,4,133.33,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Ishan Kishan †,43,34,59,5,1,126.47,https://www.espncricinfo.com/cricketers/ishan-kishan-720471,scorecard
Daniel Sams,15,11,26,0,1,136.36,https://www.espncricinfo.com/cricketers/daniel-sams-826901,scorecard
Tilak Varma,8,9,16,1,0,88.88,https://www.espncricinfo.com/cricketers/tilak-varma-1170265,scorecard
Tim David,46,18,24,3,4,255.55,https://www.espncricinfo.com/cricketers/tim-david-892749,scorecard
Tristan Stubbs,2,2,9,0,0,100.00,https://www.espncricinfo.com/cricketers/tristan-stubbs-595978,scorecard
Ramandeep Singh,14,6,18,1,1,233.33,https://www.espncricinfo.com/cricketers/ramandeep-singh-1079470,scorecard
Sanjay Yadav,0,2,4,0,0,0.00,https://www.espncricinfo.com/cricketers/sanjay-yadav-1048841,scorecard
Jasprit Bumrah,0,4,8,0,0,0.00,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
David Warner,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Sarfaraz Khan,32,16,24,5,1,200.00,https://www.espncricinfo.com/cricketers/sarfaraz-khan-642525,scorecard
Mitchell Marsh,63,48,86,4,3,131.25,https://www.espncricinfo.com/cricketers/mitchell-marsh-272450,scorecard
Lalit Yadav,24,21,31,1,1,114.28,https://www.espncricinfo.com/cricketers/lalit-yadav-930189,scorecard
Rishabh Pant (c)†,7,3,7,0,1,233.33,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Rovman Powell,2,6,7,0,0,33.33,https://www.espncricinfo.com/cricketers/rovman-powell-820351,scorecard
Axar Patel,17,20,32,2,0,85.00,https://www.espncricinfo.com/cricketers/axar-patel-554691,scorecard
Shardul Thakur,3,4,8,0,0,75.00,https://www.espncricinfo.com/cricketers/shardul-thakur-475281,scorecard
Kuldeep Yadav,2,2,4,0,0,100.00,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,scorecard
Jonny Bairstow,28,15,20,4,1,186.66,https://www.espncricinfo.com/cricketers/jonny-bairstow-297433,scorecard
Shikhar Dhawan,19,16,38,3,0,118.75,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Bhanuka Rajapaksa,4,5,14,1,0,80.00,https://www.espncricinfo.com/cricketers/bhanuka-rajapaksa-342619,scorecard
Liam Livingstone,3,5,14,0,0,60.00,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Mayank Agarwal (c),0,2,3,0,0,0.00,https://www.espncricinfo.com/cricketers/mayank-agarwal-398438,scorecard
Jitesh Sharma †,44,34,56,3,2,129.41,https://www.espncricinfo.com/cricketers/jitesh-sharma-721867,scorecard
Harpreet Brar,1,2,6,0,0,50.00,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Rishi Dhawan,4,13,14,0,0,30.76,https://www.espncricinfo.com/cricketers/rishi-dhawan-290727,scorecard
Rahul Chahar,25,24,45,2,1,104.16,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Kagiso Rabada,6,2,4,0,1,300.00,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Arshdeep Singh,2,3,11,0,0,66.66,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,scorecard
Yashasvi Jaiswal,41,29,61,6,1,141.37,https://www.espncricinfo.com/cricketers/yashasvi-jaiswal-1151278,scorecard
Jos Buttler,2,6,12,0,0,33.33,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Sanju Samson (c)†,32,24,37,6,0,133.33,https://www.espncricinfo.com/cricketers/sanju-samson-425943,scorecard
Devdutt Padikkal,39,18,24,5,2,216.66,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,scorecard
Riyan Parag,19,16,27,0,1,118.75,https://www.espncricinfo.com/cricketers/riyan-parag-1079434,scorecard
James Neesham,14,12,23,2,0,116.66,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Ravichandran Ashwin,10,7,16,1,0,142.85,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,scorecard
Trent Boult,17,9,11,2,0,188.88,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Quinton de Kock †,7,8,14,1,0,87.50,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
KL Rahul (c),10,19,32,0,1,52.63,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Ayush Badoni,0,1,3,0,0,0.00,https://www.espncricinfo.com/cricketers/ayush-badoni-1151270,scorecard
Deepak Hooda,59,39,69,5,2,151.28,https://www.espncricinfo.com/cricketers/deepak-hooda-497121,scorecard
Krunal Pandya,25,23,37,1,1,108.69,https://www.espncricinfo.com/cricketers/krunal-pandya-471342,scorecard
Marcus Stoinis,27,17,42,1,2,158.82,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Jason Holder,1,2,5,0,0,50.00,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Dushmantha Chameera,0,2,3,0,0,0.00,https://www.espncricinfo.com/cricketers/dushmantha-chameera-552152,scorecard
Mohsin Khan,9,7,20,1,0,128.57,https://www.espncricinfo.com/cricketers/mohsin-khan-1132005,scorecard
Avesh Khan,1,2,4,0,0,50.00,https://www.espncricinfo.com/cricketers/avesh-khan-694211,scorecard
Ruturaj Gaikwad,53,49,83,4,1,108.16,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Devon Conway,5,9,14,0,0,55.55,https://www.espncricinfo.com/cricketers/devon-conway-379140,scorecard
Moeen Ali,21,17,36,0,2,123.52,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Narayan Jagadeesan,39,33,60,3,1,118.18,https://www.espncricinfo.com/cricketers/narayan-jagadeesan-1048813,scorecard
Shivam Dube,0,2,4,0,0,0.00,https://www.espncricinfo.com/cricketers/shivam-dube-714451,scorecard
MS Dhoni (c)†,7,10,18,0,0,70.00,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Mitchell Santner,1,1,3,0,0,100.00,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Wriddhiman Saha †,67,57,86,8,1,117.54,https://www.espncricinfo.com/cricketers/wriddhiman-saha-279810,scorecard
Shubman Gill,18,17,33,3,0,105.88,https://www.espncricinfo.com/cricketers/shubman-gill-1070173,scorecard
Matthew Wade,20,15,19,2,0,133.33,https://www.espncricinfo.com/cricketers/matthew-wade-230193,scorecard
Hardik Pandya (c),7,6,9,1,0,116.66,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
David Miller,15,20,27,1,0,75.00,https://www.espncricinfo.com/cricketers/david-miller-321777,scorecard
Venkatesh Iyer,7,6,12,1,0,116.66,https://www.espncricinfo.com/cricketers/venkatesh-iyer-851403,scorecard
Ajinkya Rahane,28,24,45,0,3,116.66,https://www.espncricinfo.com/cricketers/ajinkya-rahane-277916,scorecard
Nitish Rana,26,16,31,1,3,162.50,https://www.espncricinfo.com/cricketers/nitish-rana-604527,scorecard
Shreyas Iyer (c),15,9,13,2,0,166.66,https://www.espncricinfo.com/cricketers/shreyas-iyer-642519,scorecard
Sam Billings †,34,29,58,3,1,117.24,https://www.espncricinfo.com/cricketers/sam-billings-297628,scorecard
Rinku Singh,5,6,10,0,0,83.33,https://www.espncricinfo.com/cricketers/rinku-singh-723105,scorecard
Andre Russell,49,28,48,3,4,175.00,https://www.espncricinfo.com/cricketers/andre-russell-276298,scorecard
Sunil Narine,1,2,8,0,0,50.00,https://www.espncricinfo.com/cricketers/sunil-narine-230558,scorecard
Abhishek Sharma,43,28,-,4,2,153.57,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183,scorecard
Kane Williamson (c),9,17,-,1,0,52.94,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Rahul Tripathi,9,12,-,1,0,75.00,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763,scorecard
Aiden Markram,32,25,-,0,3,128.00,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Nicholas Pooran †,2,3,-,0,0,66.66,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Washington Sundar,4,9,-,0,0,44.44,https://www.espncricinfo.com/cricketers/washington-sundar-719715,scorecard
Shashank Singh,11,12,-,1,0,91.66,https://www.espncricinfo.com/cricketers/shashank-singh-377534,scorecard
Marco Jansen,1,2,-,0,0,50.00,https://www.espncricinfo.com/cricketers/marco-jansen-696401,scorecard
Bhuvneshwar Kumar,6,7,-,1,0,85.71,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Umran Malik,3,5,-,0,0,60.00,https://www.espncricinfo.com/cricketers/umran-malik-1246528,scorecard
Jonny Bairstow,66,29,52,4,7,227.58,https://www.espncricinfo.com/cricketers/jonny-bairstow-297433,scorecard
Shikhar Dhawan,21,15,27,2,1,140.00,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235,scorecard
Bhanuka Rajapaksa,1,3,13,0,0,33.33,https://www.espncricinfo.com/cricketers/bhanuka-rajapaksa-342619,scorecard
Liam Livingstone,70,42,66,5,4,166.66,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,scorecard
Mayank Agarwal (c),19,16,27,3,0,118.75,https://www.espncricinfo.com/cricketers/mayank-agarwal-398438,scorecard
Jitesh Sharma †,9,5,10,2,0,180.00,https://www.espncricinfo.com/cricketers/jitesh-sharma-721867,scorecard
Harpreet Brar,7,5,6,0,1,140.00,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,scorecard
Rishi Dhawan,7,3,16,0,1,233.33,https://www.espncricinfo.com/cricketers/rishi-dhawan-290727,scorecard
Rahul Chahar,2,2,7,0,0,100.00,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812,scorecard
Kagiso Rabada,0,1,3,0,0,0.00,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,scorecard
Virat Kohli,20,14,18,2,1,142.85,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Faf du Plessis (c),10,8,25,2,0,125.00,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Rajat Patidar,26,21,40,1,2,123.80,https://www.espncricinfo.com/cricketers/rajat-patidar-823703,scorecard
Mahipal Lomror,6,3,4,0,1,200.00,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265,scorecard
Glenn Maxwell,35,22,33,3,1,159.09,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Dinesh Karthik †,11,11,21,1,0,100.00,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Shahbaz Ahmed,9,14,23,0,0,64.28,https://www.espncricinfo.com/cricketers/shahbaz-ahmed-1159711,scorecard
Harshal Patel,11,7,21,2,0,157.14,https://www.espncricinfo.com/cricketers/harshal-patel-390481,scorecard
Wanindu Hasaranga,1,3,8,0,0,33.33,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,scorecard
Mohammed Siraj,9,13,15,1,0,69.23,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973,scorecard
Josh Hazlewood,7,4,8,1,0,175.00,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,scorecard
Ruturaj Gaikwad,7,6,26,1,0,116.66,https://www.espncricinfo.com/cricketers/ruturaj-gaikwad-1060380,scorecard
Devon Conway,0,1,4,0,0,0.00,https://www.espncricinfo.com/cricketers/devon-conway-379140,scorecard
Moeen Ali,0,2,3,0,0,0.00,https://www.espncricinfo.com/cricketers/moeen-ali-8917,scorecard
Robin Uthappa,1,6,9,0,0,16.66,https://www.espncricinfo.com/cricketers/robin-uthappa-35582,scorecard
Ambati Rayudu,10,14,22,2,0,71.42,https://www.espncricinfo.com/cricketers/ambati-rayudu-33141,scorecard
MS Dhoni (c)†,36,33,65,4,2,109.09,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Shivam Dube,10,9,12,1,0,111.11,https://www.espncricinfo.com/cricketers/shivam-dube-714451,scorecard
