batsmanName,runs,balls,minutes,4s,6s,SR,inning_batted,Average_SR,boundaries,boundary_runs,boundary_percentage,Average_Boundary_Percentage,total_runs,batting_average
Heinrich Klaasen,21,18,27,0,1,116.66,2,141.66,1,6,28.57142857142857,54.285714285714285,36,18.0
Heinrich Klaasen,15,9,18,3,0,166.66,2,141.66,3,12,80.0,54.285714285714285,36,18.0
Ibrahim Zadran,32,32,41,3,1,100.0,3,100.33333333333333,4,18,56.25,44.157925407925404,80,26.666666666666668
Ibrahim Zadran,26,33,55,2,0,78.78,3,100.33333333333333,2,8,30.76923076923077,44.157925407925404,80,26.666666666666668
Ibrahim Zadran,22,18,35,1,1,122.22,3,100.33333333333333,2,10,45.45454545454545,44.157925407925404,80,26.666666666666668
Iftikhar Ahmed,0,6,8,0,0,0.0,7,71.29142857142857,0,0,,37.96078431372549,114,16.285714285714285
Iftikhar Ahmed,5,10,16,1,0,50.0,7,71.29142857142857,1,4,80.0,37.96078431372549,114,16.285714285714285
Iftikhar Ahmed,0,0,3,0,0,0.0,7,71.29142857142857,0,0,,37.96078431372549,114,16.285714285714285
Iftikhar Ahmed,51,34,43,2,4,150.0,7,71.29142857142857,6,32,62.745098039215684,37.96078431372549,114,16.285714285714285
Iftikhar Ahmed,1,3,8,0,0,33.33,7,71.29142857142857,0,0,0.0,37.96078431372549,114,16.285714285714285
Iftikhar Ahmed,6,5,10,0,0,120.0,7,71.29142857142857,0,0,0.0,37.96078431372549,114,16.285714285714285
Iftikhar Ahmed,51,35,73,3,2,145.71,7,71.29142857142857,5,24,47.05882352941176,37.96078431372549,114,16.285714285714285
Ish Sodhi,1,1,3,0,0,100.0,2,100.0,0,0,0.0,0.0,7,3.5
Ish Sodhi,6,6,4,0,0,100.0,2,100.0,0,0,0.0,0.0,7,3.5
JJ Smit,31,16,29,2,2,193.75,3,139.58333333333334,4,20,64.51612903225806,48.17204301075268,39,13.0
JJ Smit,3,3,3,0,0,100.0,3,139.58333333333334,0,0,0.0,48.17204301075268,39,13.0
JJ Smit,5,4,6,1,0,125.0,3,139.58333333333334,1,4,80.0,48.17204301075268,39,13.0
James Neesham,16,12,19,1,0,133.33,5,119.16600000000001,1,4,25.0,34.455128205128204,53,10.6
James Neesham,26,13,19,0,2,200.0,5,119.16600000000001,2,12,46.15384615384615,34.455128205128204,53,10.6
James Neesham,0,1,3,0,0,0.0,5,119.16600000000001,0,0,,34.455128205128204,53,10.6
James Neesham,6,3,7,1,0,200.0,5,119.16600000000001,1,4,66.66666666666666,34.455128205128204,53,10.6
James Neesham,5,8,15,0,0,62.5,5,119.16600000000001,0,0,0.0,34.455128205128204,53,10.6
Jan Frylinck,44,28,44,4,0,157.14,3,109.69,4,16,36.36363636363637,29.396959629517767,101,33.666666666666664
Jan Frylinck,14,17,33,1,0,82.35,3,109.69,1,4,28.57142857142857,29.396959629517767,101,33.666666666666664
Jan Frylinck,43,48,63,1,1,89.58,3,109.69,2,10,23.25581395348837,29.396959629517767,101,33.666666666666664
Jan Nicol Loftie-Eaton,0,2,3,0,0,0.0,3,61.10666666666666,0,0,,40.0,21,7.0
Jan Nicol Loftie-Eaton,20,12,18,1,2,166.66,3,61.10666666666666,3,16,80.0,40.0,21,7.0
Jan Nicol Loftie-Eaton,1,6,17,0,0,16.66,3,61.10666666666666,0,0,0.0,40.0,21,7.0
Jason Holder,4,3,3,0,0,133.33,2,124.24000000000001,0,0,0.0,28.947368421052634,42,21.0
Jason Holder,38,33,37,4,1,115.15,2,124.24000000000001,5,22,57.89473684210527,28.947368421052634,42,21.0
Johnson Charles,24,18,22,3,1,133.33,2,129.16500000000002,4,18,75.0,64.16666666666667,69,34.5
Johnson Charles,45,36,60,3,2,125.0,2,129.16500000000002,5,24,53.333333333333336,64.16666666666667,69,34.5
Jos Buttler (c)†,80,49,74,9,3,163.26,6,115.54,12,54,67.5,61.63839128907622,225,37.5
Jos Buttler (c)†,0,2,3,0,0,0.0,6,115.54,0,0,,61.63839128907622,225,37.5
Jos Buttler (c)†,28,23,35,2,1,121.73,6,115.54,3,14,50.0,61.63839128907622,225,37.5
Jos Buttler (c)†,18,18,25,3,0,100.0,6,115.54,3,12,66.66666666666666,61.63839128907622,225,37.5
Jos Buttler (c)†,73,47,82,7,2,155.31,6,115.54,9,40,54.794520547945204,61.63839128907622,225,37.5
Jos Buttler (c)†,26,17,33,3,1,152.94,6,115.54,4,18,69.23076923076923,61.63839128907622,225,37.5
Josh Davey,4,3,3,0,0,133.33,1,133.33,0,0,0.0,0.0,4,4.0
Josh Hazlewood,1,1,6,0,0,100.0,1,100.0,0,0,0.0,0.0,1,1.0
Josh Little,1,5,6,0,0,20.0,4,70.9075,0,0,0.0,44.047619047619044,16,4.0
Josh Little,7,11,17,1,0,63.63,4,70.9075,1,4,57.14285714285714,44.047619047619044,16,4.0
Josh Little,8,4,3,0,1,200.0,4,70.9075,1,6,75.0,44.047619047619044,16,4.0
Josh Little,0,1,3,0,0,0.0,4,70.9075,0,0,,44.047619047619044,16,4.0
Junaid Siddique,0,1,1,0,0,0.0,2,56.25,0,0,,55.55555555555556,18,9.0
Junaid Siddique,18,16,22,1,1,112.5,2,56.25,2,10,55.55555555555556,55.55555555555556,18,9.0
KL Rahul,5,5,8,1,0,100.0,6,98.54,1,4,80.0,53.655773420479306,128,21.333333333333332
KL Rahul,51,35,59,3,3,145.71,6,98.54,6,30,58.82352941176471,53.655773420479306,128,21.333333333333332
KL Rahul,9,12,12,1,0,75.0,6,98.54,1,4,44.44444444444444,53.655773420479306,128,21.333333333333332
KL Rahul,4,8,13,0,0,50.0,6,98.54,0,0,0.0,53.655773420479306,128,21.333333333333332
KL Rahul,9,14,25,0,1,64.28,6,98.54,1,6,66.66666666666666,53.655773420479306,128,21.333333333333332
KL Rahul,50,32,49,3,4,156.25,6,98.54,7,36,72.0,53.655773420479306,128,21.333333333333332
Kagiso Rabada,9,8,13,0,0,112.5,2,81.25,0,0,0.0,0.0,10,5.0
Kagiso Rabada,1,2,11,0,0,50.0,2,81.25,0,0,0.0,0.0,10,5.0
Kane Richardson,1,1,6,0,0,100.0,1,100.0,0,0,0.0,0.0,1,1.0
Kane Williamson (c),23,23,48,1,1,100.0,5,109.066,2,10,43.47826086956522,41.50249465431219,178,35.6
Kane Williamson (c),40,40,57,3,0,100.0,5,109.066,3,12,30.0,41.50249465431219,178,35.6
Kane Williamson (c),61,35,59,5,3,174.28,5,109.066,8,38,62.295081967213115,41.50249465431219,178,35.6
Kane Williamson (c),46,42,81,1,1,109.52,5,109.066,2,10,21.73913043478261,41.50249465431219,178,35.6
Kane Williamson (c),8,13,18,1,0,61.53,5,109.066,1,4,50.0,41.50249465431219,178,35.6
Karthik Meiyappan,0,0,4,0,0,0.0,2,25.0,0,0,,0.0,4,2.0
Karthik Meiyappan,4,8,11,0,0,50.0,2,25.0,0,0,0.0,0.0,4,2.0
Kashif Daud,0,4,8,0,0,0.0,2,53.57,0,0,,40.0,15,7.5
Kashif Daud,15,14,19,0,1,107.14,2,53.57,1,6,40.0,40.0,15,7.5
Kasun Rajitha,8,21,30,0,0,38.09,1,38.09,0,0,0.0,0.0,8,8.0
Keshav Maharaj,13,12,20,0,1,108.33,1,108.33,1,6,46.15384615384615,46.15384615384615,13,13.0
Kusal Mendis †,4,3,9,1,0,133.33,8,126.74375,1,4,100.0,56.896686522710354,223,27.875
Kusal Mendis †,68,43,68,5,3,158.13,8,126.74375,8,38,55.88235294117647,56.896686522710354,223,27.875
Kusal Mendis †,18,13,24,2,0,138.46,8,126.74375,2,8,44.44444444444444,56.896686522710354,223,27.875
Kusal Mendis †,18,14,21,1,1,128.57,8,126.74375,2,10,55.55555555555556,56.896686522710354,223,27.875
Kusal Mendis †,79,44,94,5,5,179.54,8,126.74375,10,50,63.29113924050633,56.896686522710354,223,27.875
Kusal Mendis †,6,6,8,0,0,100.0,8,126.74375,0,0,0.0,56.896686522710354,223,27.875
Kusal Mendis †,25,27,33,2,1,92.59,8,126.74375,3,14,56.00000000000001,56.896686522710354,223,27.875
Kusal Mendis †,5,6,9,1,0,83.33,8,126.74375,1,4,80.0,56.896686522710354,223,27.875
Kyle Mayers,13,12,17,2,0,108.33,3,94.05666666666667,2,8,61.53846153846154,50.51282051282052,34,11.333333333333334
Kyle Mayers,1,5,12,0,0,20.0,3,94.05666666666667,0,0,0.0,50.51282051282052,34,11.333333333333334
Kyle Mayers,20,13,12,3,1,153.84,3,94.05666666666667,4,18,90.0,50.51282051282052,34,11.333333333333334
Lahiru Kumara,4,5,10,1,0,80.0,1,80.0,1,4,100.0,100.0,4,4.0
Liam Livingstone,4,6,10,0,0,66.66,5,99.52000000000001,0,0,0.0,18.275862068965516,55,11.0
Liam Livingstone,1,2,7,0,0,50.0,5,99.52000000000001,0,0,0.0,18.275862068965516,55,11.0
Liam Livingstone,20,14,20,1,1,142.85,5,99.52000000000001,2,10,50.0,18.275862068965516,55,11.0
Liam Livingstone,29,21,34,3,0,138.09,5,99.52000000000001,3,12,41.37931034482759,18.275862068965516,55,11.0
Liam Livingstone,1,1,3,0,0,100.0,5,99.52000000000001,0,0,0.0,18.275862068965516,55,11.0
Litton Das,34,31,57,1,1,109.67,5,131.072,2,10,29.411764705882355,50.358543417366946,127,25.4
Litton Das,9,11,17,0,0,81.81,5,131.072,0,0,0.0,50.358543417366946,127,25.4
Litton Das,14,12,22,3,0,116.66,5,131.072,3,12,85.71428571428571,50.358543417366946,127,25.4
Litton Das,60,27,40,7,3,222.22,5,131.072,10,46,76.66666666666667,50.358543417366946,127,25.4
Litton Das,10,8,15,0,1,125.0,5,131.072,1,6,60.0,50.358543417366946,127,25.4
Logan van Beek,4,4,7,0,0,100.0,4,66.66499999999999,0,0,0.0,0.0,15,3.75
Logan van Beek,3,5,11,0,0,60.0,4,66.66499999999999,0,0,0.0,0.0,15,3.75
Logan van Beek,2,5,9,0,0,40.0,4,66.66499999999999,0,0,0.0,0.0,15,3.75
Logan van Beek,6,9,18,0,0,66.66,4,66.66499999999999,0,0,0.0,0.0,15,3.75
Lorcan Tucker †,45,35,46,2,2,128.57,7,114.82714285714285,4,20,44.44444444444444,44.181117602824315,204,29.142857142857142
Lorcan Tucker †,13,14,30,0,0,92.85,7,114.82714285714285,0,0,0.0,44.181117602824315,204,29.142857142857142
Lorcan Tucker †,11,11,10,2,0,100.0,7,114.82714285714285,2,8,72.72727272727273,44.181117602824315,204,29.142857142857142
Lorcan Tucker †,20,17,28,2,0,117.64,7,114.82714285714285,2,8,40.0,44.181117602824315,204,29.142857142857142
Lorcan Tucker †,71,48,81,9,1,147.91,7,114.82714285714285,10,42,59.154929577464785,44.181117602824315,204,29.142857142857142
Lorcan Tucker †,10,11,20,1,0,90.9,7,114.82714285714285,1,4,40.0,44.181117602824315,204,29.142857142857142
Lorcan Tucker †,34,27,42,3,1,125.92,7,114.82714285714285,4,18,52.94117647058824,44.181117602824315,204,29.142857142857142
Luke Jongwe,0,1,2,0,0,0.0,4,101.7025,0,0,,40.689655172413794,55,13.75
Luke Jongwe,6,8,12,0,0,75.0,4,101.7025,0,0,0.0,40.689655172413794,55,13.75
Luke Jongwe,20,10,14,3,0,200.0,4,101.7025,3,12,60.0,40.689655172413794,55,13.75
Luke Jongwe,29,22,31,3,1,131.81,4,101.7025,4,18,62.06896551724138,40.689655172413794,55,13.75
Lungi Ngidi,4,1,5,1,0,400.0,1,400.0,1,4,100.0,100.0,4,4.0
Maheesh Theekshana,11,11,14,0,1,100.0,3,33.333333333333336,1,6,54.54545454545454,54.54545454545454,11,3.6666666666666665
Maheesh Theekshana,0,3,5,0,0,0.0,3,33.333333333333336,0,0,,54.54545454545454,11,3.6666666666666665
Maheesh Theekshana,0,0,2,0,0,0.0,3,33.333333333333336,0,0,,54.54545454545454,11,3.6666666666666665
Marcus Stoinis,25,21,41,0,2,119.04,4,159.2025,2,12,48.0,46.8910411622276,126,31.5
Marcus Stoinis,59,18,22,4,6,327.77,4,159.2025,10,52,88.13559322033898,46.8910411622276,126,31.5
Marcus Stoinis,7,14,16,0,0,50.0,4,159.2025,0,0,0.0,46.8910411622276,126,31.5
Marcus Stoinis,35,25,41,3,1,140.0,4,159.2025,4,18,51.42857142857142,46.8910411622276,126,31.5
Mark Adair,11,11,13,1,0,100.0,5,74.0,1,4,36.36363636363637,25.757575757575758,28,5.6
Mark Adair,4,5,9,0,0,80.0,5,74.0,0,0,0.0,25.757575757575758,28,5.6
Mark Adair,4,4,8,0,0,100.0,5,74.0,0,0,0.0,25.757575757575758,28,5.6
Mark Adair,0,1,5,0,0,0.0,5,74.0,0,0,,25.757575757575758,28,5.6
Mark Adair,9,10,18,0,1,90.0,5,74.0,1,6,66.66666666666666,25.757575757575758,28,5.6
Matthew Cross †,1,7,15,0,0,14.28,3,69.20333333333333,0,0,0.0,23.80952380952381,32,10.666666666666666
Matthew Cross †,28,21,33,5,0,133.33,3,69.20333333333333,5,20,71.42857142857143,23.80952380952381,32,10.666666666666666
Matthew Cross †,3,5,10,0,0,60.0,3,69.20333333333333,0,0,0.0,23.80952380952381,32,10.666666666666666
Matthew Wade (c)†,6,8,14,1,0,75.0,1,75.0,1,4,66.66666666666666,66.66666666666666,6,6.0
Matthew Wade †,2,4,10,0,0,50.0,2,141.66500000000002,0,0,0.0,28.57142857142857,9,4.5
Matthew Wade †,7,3,7,1,0,233.33,2,141.66500000000002,1,4,57.14285714285714,28.57142857142857,9,4.5
Max O'Dowd,71,53,99,6,3,133.96,8,110.92875000000001,9,42,59.154929577464785,52.94336367646544,242,30.25
Max O'Dowd,35,35,59,1,1,100.0,8,110.92875000000001,2,10,28.57142857142857,52.94336367646544,242,30.25
Max O'Dowd,8,8,21,0,1,100.0,8,110.92875000000001,1,6,75.0,52.94336367646544,242,30.25
Max O'Dowd,8,13,41,0,0,61.53,8,110.92875000000001,0,0,0.0,52.94336367646544,242,30.25
Max O'Dowd,16,10,22,3,0,160.0,8,110.92875000000001,3,12,75.0,52.94336367646544,242,30.25
Max O'Dowd,52,47,70,8,1,110.63,8,110.92875000000001,9,38,73.07692307692307,52.94336367646544,242,30.25
Max O'Dowd,29,31,61,1,1,93.54,8,110.92875000000001,2,10,34.48275862068966,52.94336367646544,242,30.25
Max O'Dowd,23,18,25,3,1,127.77,8,110.92875000000001,4,18,78.26086956521739,52.94336367646544,242,30.25
Mehidy Hasan Miraz,11,13,17,0,0,84.61,1,84.61,0,0,0.0,0.0,11,11.0
Michael Jones,20,17,36,3,0,117.64,3,118.0,3,12,60.0,71.93798449612403,110,36.666666666666664
Michael Jones,4,5,6,1,0,80.0,3,118.0,1,4,100.0,71.93798449612403,110,36.666666666666664
Michael Jones,86,55,95,6,4,156.36,3,118.0,10,48,55.81395348837209,71.93798449612403,110,36.666666666666664
Michael Leask,12,9,11,2,0,133.33,3,110.25,2,8,66.66666666666666,37.908496732026144,33,11.0
Michael Leask,4,6,8,0,0,66.66,3,110.25,0,0,0.0,37.908496732026144,33,11.0
Michael Leask,17,13,19,2,0,130.76,3,110.25,2,8,47.05882352941176,37.908496732026144,33,11.0
Michael van Lingen,20,19,20,3,0,105.26,3,93.42,3,12,60.0,33.333333333333336,33,11.0
Michael van Lingen,10,8,14,1,0,125.0,3,93.42,1,4,40.0,33.333333333333336,33,11.0
Michael van Lingen,3,6,7,0,0,50.0,3,93.42,0,0,0.0,33.333333333333336,33,11.0
Milton Shumba,8,10,22,1,0,80.0,7,75.21285714285715,1,4,50.0,24.20634920634921,65,9.285714285714286
Milton Shumba,11,11,16,0,0,100.0,7,75.21285714285715,0,0,0.0,24.20634920634921,65,9.285714285714286
Milton Shumba,18,20,32,2,0,90.0,7,75.21285714285715,2,8,44.44444444444444,24.20634920634921,65,9.285714285714286
Milton Shumba,2,3,6,0,0,66.66,7,75.21285714285715,0,0,0.0,24.20634920634921,65,9.285714285714286
Milton Shumba,8,15,24,1,0,53.33,7,75.21285714285715,1,4,50.0,24.20634920634921,65,9.285714285714286
Milton Shumba,2,9,20,0,0,22.22,7,75.21285714285715,0,0,0.0,24.20634920634921,65,9.285714285714286
Milton Shumba,16,14,26,1,0,114.28,7,75.21285714285715,1,4,25.0,24.20634920634921,65,9.285714285714286
Mitchell Marsh,28,22,28,2,2,127.27,4,127.65,4,20,71.42857142857143,67.77135854341736,106,26.5
Mitchell Marsh,17,17,20,1,1,100.0,4,127.65,2,10,58.82352941176471,67.77135854341736,106,26.5
Mitchell Marsh,16,12,17,2,1,133.33,4,127.65,3,14,87.5,67.77135854341736,106,26.5
Mitchell Marsh,45,30,42,3,2,150.0,4,127.65,5,24,53.333333333333336,67.77135854341736,106,26.5
Mitchell Santner,11,5,17,0,1,220.0,3,126.66666666666667,1,6,54.54545454545454,46.022727272727266,27,9.0
Mitchell Santner,16,10,19,0,1,160.0,3,126.66666666666667,1,6,37.5,46.022727272727266,27,9.0
Mitchell Santner,0,1,2,0,0,0.0,3,126.66666666666667,0,0,,46.022727272727266,27,9.0
Mitchell Starc,4,7,13,0,0,57.14,1,57.14,0,0,0.0,0.0,4,4.0
Moeen Ali,19,13,30,3,0,146.15,5,105.896,3,12,63.1578947368421,27.63157894736842,57,11.4
Moeen Ali,5,6,13,0,0,83.33,5,105.896,0,0,0.0,27.63157894736842,57,11.4
Moeen Ali,8,10,13,0,0,80.0,5,105.896,0,0,0.0,27.63157894736842,57,11.4
Moeen Ali,1,5,8,0,0,20.0,5,105.896,0,0,0.0,27.63157894736842,57,11.4
Moeen Ali,24,12,18,3,1,200.0,5,105.896,4,18,75.0,27.63157894736842,57,11.4
Mohammad Haris,31,18,31,1,2,172.22,4,152.2,3,16,51.61290322580645,60.284178187403995,97,24.25
Mohammad Haris,28,11,19,2,3,254.54,4,152.2,5,26,92.85714285714286,60.284178187403995,97,24.25
Mohammad Haris,8,12,15,1,0,66.66,4,152.2,1,4,50.0,60.284178187403995,97,24.25
Mohammad Haris,30,26,32,2,1,115.38,4,152.2,3,14,46.666666666666664,60.284178187403995,97,24.25
Mohammad Nabi (c),1,2,10,0,0,50.0,3,90.83333333333333,0,0,0.0,10.256410256410257,17,5.666666666666667
Mohammad Nabi (c),13,8,15,1,0,162.5,3,90.83333333333333,1,4,30.76923076923077,10.256410256410257,17,5.666666666666667
Mohammad Nabi (c),3,5,7,0,0,60.0,3,90.83333333333333,0,0,0.0,10.256410256410257,17,5.666666666666667
Mohammad Nawaz,5,7,11,0,0,71.42,5,101.454,0,0,0.0,42.58297258297258,68,13.6
Mohammad Nawaz,9,6,12,2,0,150.0,5,101.454,2,8,88.88888888888889,42.58297258297258,68,13.6
Mohammad Nawaz,22,18,36,1,1,122.22,5,101.454,2,10,45.45454545454545,42.58297258297258,68,13.6
Mohammad Nawaz,4,11,27,0,0,36.36,5,101.454,0,0,0.0,42.58297258297258,68,13.6
Mohammad Nawaz,28,22,32,4,1,127.27,5,101.454,5,22,78.57142857142857,42.58297258297258,68,13.6
Mohammad Rizwan †,4,12,25,1,0,33.33,7,98.02285714285715,1,4,100.0,61.583231036775615,175,25.0
Mohammad Rizwan †,15,14,24,0,1,107.14,7,98.02285714285715,1,6,40.0,61.583231036775615,175,25.0
Mohammad Rizwan †,14,16,23,1,1,87.5,7,98.02285714285715,2,10,71.42857142857143,61.583231036775615,175,25.0
Mohammad Rizwan †,49,39,66,5,0,125.64,7,98.02285714285715,5,20,40.816326530612244,61.583231036775615,175,25.0
Mohammad Rizwan †,57,43,77,5,0,132.55,7,98.02285714285715,5,20,35.08771929824561,61.583231036775615,175,25.0
Mohammad Rizwan †,32,32,51,2,1,100.0,7,98.02285714285715,3,14,43.75,61.583231036775615,175,25.0
Mohammad Rizwan †,4,4,4,1,0,100.0,7,98.02285714285715,1,4,100.0,61.583231036775615,175,25.0
Mohammad Wasim,4,8,12,0,0,50.0,3,47.43333333333334,0,0,0.0,33.33333333333333,16,5.333333333333333
Mohammad Wasim,0,1,1,0,0,0.0,3,47.43333333333334,0,0,,33.33333333333333,16,5.333333333333333
Mohammad Wasim,12,13,29,2,0,92.3,3,47.43333333333334,2,8,66.66666666666666,33.33333333333333,16,5.333333333333333
Mohammed Shami,0,2,5,0,0,0.0,1,0.0,0,0,,,0,0.0
Mosaddek Hossain,5,11,17,0,0,45.45,5,96.422,0,0,0.0,42.5,38,7.6
Mosaddek Hossain,7,10,18,0,0,70.0,5,96.422,0,0,0.0,42.5,38,7.6
Mosaddek Hossain,0,3,4,0,0,0.0,5,96.422,0,0,,42.5,38,7.6
Mosaddek Hossain,20,12,12,2,1,166.66,5,96.422,3,14,70.0,42.5,38,7.6
Mosaddek Hossain,6,3,4,0,1,200.0,5,96.422,1,6,100.0,42.5,38,7.6
Muhammad Waseem,41,47,71,1,2,87.23,3,86.39333333333333,3,16,39.02439024390244,27.67479674796748,93,31.0
Muhammad Waseem,50,41,66,1,3,121.95,3,86.39333333333333,4,22,44.0,27.67479674796748,93,31.0
Muhammad Waseem,2,4,13,0,0,50.0,3,86.39333333333333,0,0,0.0,27.67479674796748,93,31.0
Mujeeb Ur Rahman,0,1,3,0,0,0.0,2,25.0,0,0,,0.0,1,0.5
Mujeeb Ur Rahman,1,2,1,0,0,50.0,2,25.0,0,0,0.0,0.0,1,0.5
Mustafizur Rahman,0,1,1,0,0,0.0,2,150.0,0,0,,66.66666666666666,9,4.5
Mustafizur Rahman,9,3,8,0,1,300.0,2,150.0,1,6,66.66666666666666,66.66666666666666,9,4.5
Najibullah Zadran,0,2,3,0,0,0.0,3,76.89333333333333,0,0,,34.18803418803419,31,10.333333333333334
Najibullah Zadran,13,11,15,0,1,118.18,3,76.89333333333333,1,6,46.15384615384615,34.18803418803419,31,10.333333333333334
Najibullah Zadran,18,16,29,1,0,112.5,3,76.89333333333333,1,4,22.22222222222222,34.18803418803419,31,10.333333333333334
Najmul Hossain Shanto,54,48,66,7,0,112.5,5,110.11800000000001,7,28,51.85185185185185,51.16053357180117,180,36.0
Najmul Hossain Shanto,21,25,50,1,1,84.0,5,110.11800000000001,2,10,47.61904761904761,51.16053357180117,180,36.0
Najmul Hossain Shanto,9,9,15,1,0,100.0,5,110.11800000000001,1,4,44.44444444444444,51.16053357180117,180,36.0
Najmul Hossain Shanto,25,20,31,4,0,125.0,5,110.11800000000001,4,16,64.0,51.16053357180117,180,36.0
Najmul Hossain Shanto,71,55,77,7,1,129.09,5,110.11800000000001,8,34,47.88732394366197,51.16053357180117,180,36.0
Naseem Shah,5,3,3,0,0,166.66,1,166.66,0,0,0.0,0.0,5,5.0
Nasum Ahmed,7,6,9,1,0,116.66,1,116.66,1,4,57.14285714285714,57.14285714285714,7,7.0
Naveen-ul-Haq,0,0,4,0,0,0.0,1,0.0,0,0,,,0,0.0
Nicholas Pooran (c)†,5,9,14,0,0,55.55,3,83.83333333333333,0,0,0.0,15.384615384615385,25,8.333333333333334
Nicholas Pooran (c)†,7,9,10,0,0,77.77,3,83.83333333333333,0,0,0.0,15.384615384615385,25,8.333333333333334
Nicholas Pooran (c)†,13,11,16,0,1,118.18,3,83.83333333333333,1,6,46.15384615384615,15.384615384615385,25,8.333333333333334
Nurul Hasan †,1,1,5,0,0,100.0,5,76.824,0,0,0.0,14.000000000000002,41,8.2
Nurul Hasan †,0,3,4,0,0,0.0,5,76.824,0,0,,14.000000000000002,41,8.2
Nurul Hasan †,13,18,28,0,0,72.22,5,76.824,0,0,0.0,14.000000000000002,41,8.2
Nurul Hasan †,2,6,7,0,0,33.33,5,76.824,0,0,0.0,14.000000000000002,41,8.2
Nurul Hasan †,25,14,29,2,1,178.57,5,76.824,3,14,56.00000000000001,14.000000000000002,41,8.2
Obed McCoy,2,3,10,0,0,66.66,1,66.66,0,0,0.0,0.0,2,2.0
Odean Smith,5,8,14,0,0,62.5,3,90.27666666666669,0,0,0.0,28.07017543859649,25,8.333333333333334
Odean Smith,19,12,18,1,2,158.33,3,90.27666666666669,3,16,84.21052631578947,28.07017543859649,25,8.333333333333334
Odean Smith,1,2,2,0,0,50.0,3,90.27666666666669,0,0,0.0,28.07017543859649,25,8.333333333333334
Pat Cummins,21,18,27,2,1,116.66,2,58.33,3,14,66.66666666666666,66.66666666666666,21,10.5
Pat Cummins,0,2,4,0,0,0.0,2,58.33,0,0,,66.66666666666666,21,10.5
Pathum Nissanka,0,5,5,0,0,0.0,7,88.25,0,0,,48.777775643447285,214,30.571428571428573
Pathum Nissanka,10,10,10,2,0,100.0,7,88.25,2,8,80.0,48.777775643447285,214,30.571428571428573
Pathum Nissanka,14,21,25,0,1,66.66,7,88.25,1,6,42.857142857142854,48.777775643447285,214,30.571428571428573
Pathum Nissanka,74,60,105,6,2,123.33,7,88.25,8,36,48.64864864864865,48.777775643447285,214,30.571428571428573
Pathum Nissanka,67,45,70,2,5,148.88,7,88.25,7,38,56.71641791044776,48.777775643447285,214,30.571428571428573
Pathum Nissanka,9,10,16,1,0,90.0,7,88.25,1,4,44.44444444444444,48.777775643447285,214,30.571428571428573
Pathum Nissanka,40,45,65,2,0,88.88,7,88.25,2,8,20.0,48.777775643447285,214,30.571428571428573
Paul Stirling,0,2,3,0,0,0.0,7,117.52428571428571,0,0,,63.37294131411778,170,24.285714285714285
Paul Stirling,11,7,11,1,1,157.14,7,117.52428571428571,2,10,90.9090909090909,63.37294131411778,170,24.285714285714285
Paul Stirling,8,10,22,1,0,80.0,7,117.52428571428571,1,4,50.0,63.37294131411778,170,24.285714285714285
Paul Stirling,37,27,39,3,1,137.03,7,117.52428571428571,4,18,48.64864864864865,63.37294131411778,170,24.285714285714285
Paul Stirling,34,25,45,4,1,136.0,7,117.52428571428571,5,22,64.70588235294117,63.37294131411778,170,24.285714285714285
Paul Stirling,66,48,79,6,2,137.5,7,117.52428571428571,8,36,54.54545454545454,63.37294131411778,170,24.285714285714285
Paul Stirling,14,8,16,1,1,175.0,7,117.52428571428571,2,10,71.42857142857143,63.37294131411778,170,24.285714285714285
Paul van Meekeren,14,6,9,3,0,233.33,4,126.1875,3,12,85.71428571428571,53.57142857142858,45,11.25
Paul van Meekeren,7,7,8,0,0,100.0,4,126.1875,0,0,0.0,53.57142857142858,45,11.25
Paul van Meekeren,0,0,4,0,0,0.0,4,126.1875,0,0,,53.57142857142858,45,11.25
Paul van Meekeren,24,14,16,3,1,171.42,4,126.1875,4,18,75.0,53.57142857142858,45,11.25
Phil Salt,10,9,16,2,0,111.11,1,111.11,2,8,80.0,80.0,10,10.0
Pramod Madushan,0,0,4,0,0,0.0,2,50.0,0,0,,0.0,1,0.5
Pramod Madushan,1,1,4,0,0,100.0,2,50.0,0,0,0.0,0.0,1,0.5
Quinton de Kock †,63,38,77,7,3,165.78,5,112.04400000000001,10,46,73.01587301587301,57.69750344218429,124,24.8
Quinton de Kock †,13,13,12,1,1,100.0,5,112.04400000000001,2,10,76.92307692307693,57.69750344218429,124,24.8
Quinton de Kock †,1,3,7,0,0,33.33,5,112.04400000000001,0,0,0.0,57.69750344218429,124,24.8
Quinton de Kock †,47,18,26,8,1,261.11,5,112.04400000000001,9,38,80.85106382978722,57.69750344218429,124,24.8
Quinton de Kock †,0,5,6,0,0,0.0,5,112.04400000000001,0,0,,57.69750344218429,124,24.8
Rahmanullah Gurbaz †,30,17,31,2,2,176.47,3,134.74666666666667,4,20,66.66666666666666,66.03174603174602,68,22.666666666666668
Rahmanullah Gurbaz †,28,24,33,2,2,116.66,3,134.74666666666667,4,20,71.42857142857143,66.03174603174602,68,22.666666666666668
Rahmanullah Gurbaz †,10,9,13,0,1,111.11,3,134.74666666666667,1,6,60.0,66.03174603174602,68,22.666666666666668
Rashid Khan,48,23,27,3,4,208.69,3,107.06333333333333,7,36,75.0,59.72222222222222,57,19.0
