bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,match_id
Ruben Trumpelmann,4,0,22,0,5.50,10,0,0,3,0,scorecard
David Wiese,4,0,27,1,6.75,12,2,1,1,0,scorecard
Bernard Scholtz,4,0,22,1,5.50,11,1,1,0,0,scorecard
JJ Smit,4,0,39,0,9.75,11,2,3,0,0,scorecard
Jan Frylinck,3,0,30,0,10.00,3,2,1,1,0,scorecard
Ben Shikongo,1,0,8,1,8.00,1,1,0,0,0,scorecard
Basil Hameed,3,0,17,2,5.66,10,2,0,0,0,scorecard
Junaid Siddique,4,0,35,1,8.75,8,3,1,2,0,scorecard
Zahoor Khan,4,0,20,2,5.00,15,1,0,2,2,scorecard
Ahmed Raza,1,0,9,0,9.00,1,1,0,0,0,scorecard
Karthik Meiyappan,4,0,34,1,8.50,8,2,2,0,0,scorecard
Aayan Afzal Khan,2,0,7,0,3.50,5,0,0,0,0,scorecard
Muhammad Waseem,2,0,16,1,8.00,3,0,1,0,0,scorecard
Fred Klaassen,4,0,34,1,8.50,9,1,2,0,0,scorecard
Tim Pringle,3,0,22,0,7.33,8,0,2,0,0,scorecard
Roelof van der Merwe,3,0,16,0,5.33,10,2,0,0,0,scorecard
Paul van Meekeren,4,0,25,2,6.25,11,3,0,1,0,scorecard
Bas de Leede,3,0,31,2,10.33,5,2,2,0,0,scorecard
Timm van der Gugten,3,0,31,1,10.33,3,2,1,0,0,scorecard
Dhananjaya de Silva,1,0,5,0,5.00,1,0,0,0,0,scorecard
Lahiru Kumara,4,0,28,1,7.00,14,2,1,1,0,scorecard
Binura Fernando,4,0,33,1,8.25,11,4,1,1,0,scorecard
Maheesh Theekshana,4,0,32,2,8.00,12,1,2,2,1,scorecard
Wanindu Hasaranga,4,0,28,3,7.00,11,3,0,0,0,scorecard
Chamika Karunaratne,2,0,11,0,5.50,6,1,0,1,0,scorecard
Dasun Shanaka,1,0,7,0,7.00,3,1,0,0,0,scorecard
Richard Ngarava,3,0,20,0,6.66,9,1,1,1,0,scorecard
Tendai Chatara,3,0,22,0,7.33,5,2,0,2,0,scorecard
Blessing Muzarabani,4,0,38,2,9.50,10,2,2,2,1,scorecard
Ryan Burl,3,0,27,0,9.00,5,3,1,0,0,scorecard
Sikandar Raza,4,0,19,3,4.75,7,0,0,0,0,scorecard
Sean Williams,3,0,17,1,5.66,7,1,0,0,1,scorecard
Kyle Mayers,1,0,17,0,17.00,3,3,0,1,0,scorecard
Akeal Hosein,4,0,25,1,6.25,12,1,1,1,1,scorecard
Alzarri Joseph,4,0,16,4,4.00,16,1,1,0,0,scorecard
Obed McCoy,3,0,19,1,6.33,9,3,0,0,0,scorecard
Jason Holder,3.2,0,12,3,3.60,12,1,0,0,0,scorecard
Odean Smith,3,0,31,1,10.33,8,4,1,1,1,scorecard
Josh Little,4,0,30,1,7.50,10,2,1,1,0,scorecard
Mark Adair,4,0,23,1,5.75,12,2,0,2,0,scorecard
Barry McCarthy,4,0,59,0,14.75,4,6,3,1,1,scorecard
Gareth Delany,3,0,28,0,9.33,3,2,1,0,0,scorecard
Simi Singh,2,0,16,0,8.00,2,2,0,0,0,scorecard
Curtis Campher,2,0,9,2,4.50,7,1,0,0,0,scorecard
George Dockrell,1,0,9,0,9.00,1,1,0,0,0,scorecard
Mark Watt,4,0,39,1,9.75,10,2,1,2,0,scorecard
Brad Wheal,4,0,25,1,6.25,11,2,1,0,0,scorecard
Josh Davey,4,0,46,0,11.50,5,8,0,1,0,scorecard
Safyaan Sharif,3,0,32,1,10.66,3,4,0,1,0,scorecard
Chris Greaves,2,0,18,0,9.00,1,0,1,1,0,scorecard
Michael Leask,2,0,16,1,8.00,2,1,0,0,0,scorecard
Junaid Siddique,4,0,36,0,9.00,8,2,1,2,0,scorecard
Kashif Daud,1,0,14,0,14.00,0,2,0,0,0,scorecard
Zahoor Khan,4,0,26,2,6.50,10,3,0,0,0,scorecard
Aayan Afzal Khan,3,0,16,1,5.33,7,1,0,0,0,scorecard
Aryan Lakra,3,0,24,1,8.00,5,3,0,0,0,scorecard
Karthik Meiyappan,4,0,19,3,4.75,12,0,1,0,0,scorecard
Basil Hameed,1,0,13,0,13.00,1,1,1,0,0,scorecard
Pramod Madushan,3,0,14,1,4.66,12,2,0,1,0,scorecard
Maheesh Theekshana,3.1,0,15,2,4.73,10,2,0,0,0,scorecard
Dushmantha Chameera,3.5,0,15,3,3.91,16,0,1,0,0,scorecard
Chamika Karunaratne,2,0,14,0,7.00,5,2,0,0,0,scorecard
Wanindu Hasaranga,4,1,8,3,2.00,17,0,0,0,0,scorecard
Dasun Shanaka,1.1,0,7,1,6.00,3,0,0,1,0,scorecard
Fred Klaassen,3,0,15,0,5.00,11,1,0,0,0,scorecard
Tim Pringle,3,0,15,1,5.00,8,0,0,0,0,scorecard
Bas de Leede,3,0,18,2,6.00,6,1,0,0,0,scorecard
Colin Ackermann,3,0,17,1,5.66,8,2,0,0,0,scorecard
Paul van Meekeren,4,0,18,1,4.50,11,1,0,1,0,scorecard
Timm van der Gugten,3,0,29,0,9.66,4,1,1,2,0,scorecard
Roelof van der Merwe,1,0,6,1,6.00,1,0,0,1,0,scorecard
Bernard Scholtz,4,0,21,1,5.25,10,0,1,0,0,scorecard
David Wiese,2.3,0,22,0,8.80,4,3,0,0,0,scorecard
Gerhard Erasmus,3,0,13,0,4.33,8,0,0,1,0,scorecard
Ben Shikongo,1,0,18,0,18.00,1,0,2,1,0,scorecard
JJ Smit,4,0,24,2,6.00,9,2,0,0,0,scorecard
Jan Frylinck,4,1,16,1,4.00,11,1,0,0,0,scorecard
Jan Nicol Loftie-Eaton,1,0,8,0,8.00,2,1,0,0,1,scorecard
Josh Little,4,0,24,3,6.00,11,3,0,0,0,scorecard
Mark Adair,4,0,39,2,9.75,6,3,1,2,0,scorecard
Barry McCarthy,4,0,24,0,6.00,11,2,0,2,0,scorecard
Curtis Campher,3,0,29,0,9.66,6,2,2,0,0,scorecard
Simi Singh,3,0,31,2,10.33,5,2,2,1,0,scorecard
Gareth Delany,2,0,21,0,10.50,4,2,1,1,0,scorecard
Richard Ngarava,4,0,22,2,5.50,13,3,0,0,0,scorecard
Tendai Chatara,4,0,22,2,5.50,13,1,1,2,0,scorecard
Blessing Muzarabani,4,0,23,3,5.75,14,0,2,0,1,scorecard
Luke Jongwe,2,0,24,0,12.00,1,4,0,0,0,scorecard
Sean Williams,3,0,20,1,6.66,3,0,0,0,0,scorecard
Sikandar Raza,3,0,22,1,7.33,8,1,1,1,0,scorecard
Kyle Mayers,2,0,24,0,12.00,5,5,0,2,0,scorecard
Akeal Hosein,4,0,31,0,7.75,8,2,1,0,0,scorecard
Alzarri Joseph,4,0,28,2,7.00,9,3,0,2,0,scorecard
Obed McCoy,3,0,25,0,8.33,6,4,0,0,0,scorecard
Jason Holder,3,0,14,2,4.66,8,1,0,0,0,scorecard
Odean Smith,4,0,31,1,7.75,6,3,0,1,0,scorecard
Mark Watt,4,0,12,3,3.00,16,1,0,1,0,scorecard
Brad Wheal,4,0,32,2,8.00,10,4,1,0,0,scorecard
Josh Davey,3,0,34,1,11.33,8,4,2,1,0,scorecard
Safyaan Sharif,3.3,0,23,1,6.57,7,2,0,2,0,scorecard
Michael Leask,4,0,15,2,3.75,11,0,0,1,0,scorecard
Fred Klaassen,4,0,13,2,3.25,18,0,0,3,0,scorecard
Tim Pringle,4,0,13,1,3.25,11,0,0,0,0,scorecard
Logan van Beek,2,0,19,0,9.50,5,0,2,1,0,scorecard
Bas de Leede,3,0,19,3,6.33,9,2,0,2,0,scorecard
Paul van Meekeren,4,0,21,0,5.25,11,1,0,0,0,scorecard
Roelof van der Merwe,3,0,19,1,6.33,7,0,1,0,0,scorecard
Junaid Siddique,4,0,24,3,6.00,10,2,0,1,0,scorecard
Basil Hameed,1,0,7,1,7.00,4,0,1,0,0,scorecard
Aayan Afzal Khan,3,0,15,1,5.00,8,1,0,0,0,scorecard
Karthik Meiyappan,4,0,22,1,5.50,11,2,0,0,0,scorecard
Zahoor Khan,4,0,11,1,2.75,14,0,0,0,0,scorecard
Zawar Farid,2.5,0,24,0,8.47,2,2,0,0,0,scorecard
Kashif Daud,1,0,5,0,5.00,1,0,0,0,0,scorecard
Maheesh Theekshana,4,0,23,1,5.75,7,0,0,2,0,scorecard
Dushmantha Chameera,4,0,39,1,9.75,6,3,1,2,0,scorecard
Pramod Madushan,4,0,37,2,9.25,6,3,1,0,0,scorecard
Chamika Karunaratne,4,0,36,1,9.00,7,3,1,1,0,scorecard
Wanindu Hasaranga,4,0,27,1,6.75,8,1,1,0,0,scorecard
Gerhard Erasmus,1,0,8,0,8.00,1,1,0,0,0,scorecard
David Wiese,4,0,16,2,4.00,13,1,0,0,0,scorecard
Bernard Scholtz,4,0,18,2,4.50,10,1,0,0,0,scorecard
Ben Shikongo,3,1,22,2,7.33,6,3,0,0,0,scorecard
JJ Smit,3,0,16,1,5.33,7,0,0,1,0,scorecard
Jan Frylinck,4,0,26,2,6.50,10,0,2,1,0,scorecard
